at_bat_number,clip,description,game_date,game_pk,mp4_url,pair_gif,pitch_number,pitch_type,play_id,release_speed,stand,status,velo_sep
46,01_CH_2026-04-29_ab46_p3,swinging_strike,2026-04-29,823958,https://sporty-clips.mlb.com/UHY2TjdfWGw0TUFRPT1fVXdSWlhWRUFVd29BV1FaVEJRQUhVQWRVQUZrQVZWSUFVd01IQlFZR1ZRQlVVZ3BT.mp4,no FF whiff with playId in this game,3,CH,e5895458-adac-3a12-8563-af2553d31b84,80.1,R,ok,11.9
