team_id,team_name,conference,year,season_team_id
682,Stonehill,NEC,2025,596698
682,Stonehill,NEC,2024,574233
682,Stonehill,NEC,2023,548532
683,Stony Brook,CAA,2025,596690
683,Stony Brook,CAA,2024,574224
683,Stony Brook,CAA,2023,548303
698,TCU,Big 12,2025,596421
698,TCU,Big 12,2024,573914
698,TCU,Big 12,2023,547862
1395,Tarleton St.,WAC,2025,596700
1395,Tarleton St.,WAC,2024,573910
1395,Tarleton St.,WAC,2023,547858
694,Tennessee,SEC,2025,596721
694,Tennessee,SEC,2024,574226
694,Tennessee,SEC,2023,548305
692,Tennessee Tech,OVC,2025,596691
692,Tennessee Tech,OVC,2024,574225
692,Tennessee Tech,OVC,2023,548304
703,Texas,SEC,2025,596425
703,Texas,Big 12,2024,573918
703,Texas,Big 12,2023,547866
697,Texas A&M,SEC,2025,596420
697,Texas A&M,SEC,2024,573913
697,Texas A&M,SEC,2023,547861
699,Texas Southern,SWAC,2025,596422
699,Texas Southern,SWAC,2024,573915
699,Texas Southern,SWAC,2023,547863
670,Texas St.,Sun Belt,2025,596686
670,Texas St.,Sun Belt,2024,574219
670,Texas St.,Sun Belt,2023,548298
700,Texas Tech,Big 12,2025,596423
700,Texas Tech,Big 12,2024,573916
700,Texas Tech,Big 12,2023,547864
141,The Citadel,SoCon,2025,596522
141,The Citadel,SoCon,2024,574042
141,The Citadel,SoCon,2023,548121
709,Toledo,MAC,2025,596427
709,Toledo,MAC,2024,573920
709,Toledo,MAC,2023,547868
711,Towson,CAA,2025,596428
711,Towson,CAA,2024,573921
711,Towson,CAA,2023,547869
716,Troy,Sun Belt,2025,596429
716,Troy,Sun Belt,2024,573922
716,Troy,Sun Belt,2023,547872
718,Tulane,American,2025,596701
718,Tulane,AAC,2024,573923
718,Tulane,AAC,2023,547879
9,UAB,American,2025,596481
9,UAB,AAC,2024,573999
9,UAB,C-USA,2023,548078
14,UAlbany,America East,2025,596482
14,UAlbany,America East,2024,574000
14,UAlbany,America East,2023,548079
108,UC Davis,Big West,2025,596512
108,UC Davis,Big West,2024,574032
108,UC Davis,Big West,2023,548111
109,UC Irvine,Big West,2025,596513
109,UC Irvine,Big West,2024,574033
109,UC Irvine,Big West,2023,548112
111,UC Riverside,Big West,2025,596515
111,UC Riverside,Big West,2024,574035
111,UC Riverside,Big West,2023,548114
112,UC San Diego,Big West,2025,596694
112,UC San Diego,Big West,2024,574229
112,UC San Diego,Big West,2023,548308
104,UC Santa Barbara,Big West,2025,596510
104,UC Santa Barbara,Big West,2024,574030
104,UC Santa Barbara,Big West,2023,548109
128,UCF,Big 12,2025,596519
128,UCF,Big 12,2024,574039
128,UCF,AAC,2023,548118
110,UCLA,Big Ten,2025,596514
110,UCLA,Pac-12,2024,574034
110,UCLA,Pac-12,2023,548113
164,UConn,Big East,2025,596526
164,UConn,Big East,2024,574046
164,UConn,Big East,2023,548125
302,UIC,MVC,2025,596564
302,UIC,MVC,2024,574088
302,UIC,MVC,2023,548167
2743,UIW,Southland,2025,596468
2743,UIW,Southland,2024,573984
2743,UIW,Southland,2023,548063
498,ULM,Sun Belt,2025,596630
498,ULM,Sun Belt,2024,574157
498,ULM,Sun Belt,2023,548236
391,UMBC,America East,2025,596592
391,UMBC,America East,2024,574117
391,UMBC,America East,2023,548196
393,UMES,NEC,2025,596594
393,UMES,NEC,2024,574119
393,UMES,NEC,2023,548198
368,UMass Lowell,America East,2025,596586
368,UMass Lowell,America East,2024,574111
368,UMass Lowell,America East,2023,548190
456,UNC Asheville,Big South,2025,596613
456,UNC Asheville,Big South,2024,574138
456,UNC Asheville,Big South,2023,548217
459,UNC Greensboro,SoCon,2025,596616
459,UNC Greensboro,SoCon,2024,574141
459,UNC Greensboro,SoCon,2023,548220
460,UNCW,CAA,2025,596617
460,UNCW,CAA,2024,574142
460,UNCW,CAA,2023,548221
465,UNLV,Mountain West,2025,596619
465,UNLV,Mountain West,2024,574145
465,UNLV,Mountain West,2023,548224
10411,USC Upstate,Big South,2025,596469
10411,USC Upstate,Big South,2024,573986
10411,USC Upstate,Big South,2023,548065
702,UT Arlington,WAC,2025,596424
702,UT Arlington,WAC,2024,573917
702,UT Arlington,WAC,2023,547865
695,UT Martin,OVC,2025,596692
695,UT Martin,OVC,2024,574227
695,UT Martin,OVC,2023,548306
536,UTRGV,Southland,2025,596646
536,UTRGV,WAC,2024,574175
536,UTRGV,WAC,2023,548254
706,UTSA,American,2025,596426
706,UTSA,AAC,2024,573919
706,UTSA,C-USA,2023,547867
732,Utah,Big 12,2025,596432
732,Utah,Pac-12,2024,573947
732,Utah,Pac-12,2023,547934
30095,Utah Tech,WAC,2025,596418
30095,Utah Tech,WAC,2024,573911
30095,Utah Tech,WAC,2023,547859
30024,Utah Valley,WAC,2025,596474
30024,Utah Valley,WAC,2024,573992
30024,Utah Valley,WAC,2023,548071
740,VCU,Atlantic 10,2025,596436
740,VCU,Atlantic 10,2024,573951
740,VCU,Atlantic 10,2023,547984
741,VMI,SoCon,2025,596437
741,VMI,SoCon,2024,573952
741,VMI,SoCon,2023,547996
735,Valparaiso,MVC,2025,596433
735,Valparaiso,MVC,2024,573948
735,Valparaiso,MVC,2023,547947
736,Vanderbilt,SEC,2025,596434
736,Vanderbilt,SEC,2024,573949
736,Vanderbilt,SEC,2023,547958
739,Villanova,Big East,2025,596435
739,Villanova,Big East,2024,573950
739,Villanova,Big East,2023,547973
746,Virginia,ACC,2025,596439
746,Virginia,ACC,2024,573954
746,Virginia,ACC,2023,548019
742,Virginia Tech,ACC,2025,596438
742,Virginia Tech,ACC,2024,573953
742,Virginia Tech,ACC,2023,548006
748,Wagner,NEC,2025,596440
748,Wagner,NEC,2024,573955
748,Wagner,NEC,2023,548030
749,Wake Forest,ACC,2025,596441
749,Wake Forest,ACC,2024,573956
749,Wake Forest,ACC,2023,548035
756,Washington,Big Ten,2025,596443
756,Washington,Pac-12,2024,573958
756,Washington,Pac-12,2023,548037
754,Washington St.,Mountain West,2025,596442
754,Washington St.,Pac-12,2024,573957
754,Washington St.,Pac-12,2023,548036
,West Ga.,ASUN,2025,596947
768,West Virginia,Big 12,2025,596444
768,West Virginia,Big 12,2024,573959
768,West Virginia,Big 12,2023,548038
769,Western Caro.,SoCon,2025,596445
769,Western Caro.,SoCon,2024,573960
769,Western Caro.,SoCon,2023,548039
771,Western Ill.,OVC,2025,596446
771,Western Ill.,OVC,2024,573961
771,Western Ill.,Summit League,2023,548040
772,Western Ky.,CUSA,2025,596447
772,Western Ky.,CUSA,2024,573962
772,Western Ky.,C-USA,2023,548041
774,Western Mich.,MAC,2025,596448
774,Western Mich.,MAC,2024,573963
774,Western Mich.,MAC,2023,548042
782,Wichita St.,American,2025,596449
782,Wichita St.,AAC,2024,573964
782,Wichita St.,AAC,2023,548043
786,William & Mary,CAA,2025,596450
786,William & Mary,CAA,2024,573965
786,William & Mary,CAA,2023,548044
792,Winthrop,Big South,2025,596451
792,Winthrop,Big South,2024,573966
792,Winthrop,Big South,2023,548045
2915,Wofford,SoCon,2025,596704
2915,Wofford,SoCon,2024,573985
2915,Wofford,SoCon,2023,548064
810,Wright St.,Horizon,2025,596453
810,Wright St.,Horizon,2024,573968
810,Wright St.,Horizon,2023,548047
812,Xavier,Big East,2025,596454
812,Xavier,Big East,2024,573969
812,Xavier,Big East,2023,548048
813,Yale,Ivy League,2025,596455
813,Yale,Ivy League,2024,573970
813,Yale,Ivy League,2023,548049
817,Youngstown St.,Horizon,2025,596456
817,Youngstown St.,Horizon,2024,573971
817,Youngstown St.,Horizon,2023,548050
