"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Peguero, Elvis","665625","","49.3","","50.5","","0.1","","","",""
"Grove, Michael","675627","1.0","22.1","16.8","53.1","","7.0","","","",""
"Estévez, Carlos","608032","61.1","","","28.1","10.4","0.4","","","",""
"Ferguson, Tyler","621053","38.6","22.1","12.8","","2.2","","","","24.3",""
"Wilson, Justin","458677","49.6","","23.9","25.4","","","1.1","","",""
"Latz, Jacob","656641","49.4","","","22.8","22.8","5.0","","","",""
"Slaten, Justin","686580","29.2","","37.7","","","8.4","","","24.7",""
"Priester, Quinn","682990","13.6","30.2","1.1","27.9","12.7","14.5","","","",""
"Adams, Austin","613534","23.6","2.6","","73.8","","","","","",""
"López, Jorge","605347","19.8","36.3","","19.0","11.8","13.1","","","",""
"Jansen, Kenley","445276","","8.1","84.1","5.9","","","","","1.9",""
"Kolek, Stephen","663568","12.9","41.2","19.1","9.8","6.6","","","","10.4",""
"Scott, Christian","681035","52.9","","0.3","17.7","","","10.4","","18.8",""
"Hoeing, Bryan","663773","4.7","51.8","","22.9","","","20.6","","",""
"Hall, DL","669084","44.9","0.4","0.3","14.1","20.5","19.9","","","",""
"Banda, Anthony","607455","34.6","24.4","","28.3","12.7","","","","",""
"Bivens, Spencer","702352","5.5","47.3","9.5","0.4","13.5","","","","23.8",""
"Ramírez, Yohan","670990","17.2","39.8","","","","14.2","","","28.8",""
"Hernández, Jonathan","642546","1.4","37.5","","49.3","11.8","","","","",""
"Wood, Alex","622072","0.1","46.0","","31.5","22.4","","","","",""
"Matz, Steven","571927","0.1","59.7","","6.9","25.7","7.6","","","",""
"Kahnle, Tommy","592454","19.6","1.9","","5.7","72.8","","","","",""
"Pop, Zach","647315","0.4","72.7","12.4","14.5","","","","","",""
"Keller, Brad","641745","37.7","4.8","","36.3","13.2","1.6","","","6.3",""
"Treinen, Blake","595014","11.1","34.2","16.1","","","","","","38.5",""
"Vieira, Thyago","600986","22.7","40.4","","36.1","0.8","","","","",""
"Nastrini, Nick","680897","45.4","","","36.2","9.8","8.6","","","",""
"Weems, Jordan","607179","61.5","","","34.9","","0.8","2.7","","",""
"Mayza, Tim","641835","0.1","71.7","2.6","25.6","","","","","",""
"Muller, Kyle","666205","53.4","","","24.7","7.9","14.1","","","",""
"Thorpe, Drew","689672","32.2","","14.4","14.6","35.5","","","","3.3",""
"Medina, Luis","665622","41.7","15.0","","25.1","8.1","10.1","","","",""
"Matthews, Zebby","805673","42.8","","16.2","25.9","7.9","7.1","","","",""
"McCaughan, Darren","670766","19.5","31.5","","","11.1","","","","38.0",""
"Cantillo, Joey","676282","48.8","","","8.4","27.6","15.2","","","",""
"Oller, Adam","670124","42.0","9.4","","0.8","7.0","14.9","","","","25.8"
"Henry, Tommy","674072","33.9","17.3","","7.5","17.6","23.8","","","",""
"Long, Sam","669674","38.3","0.1","","30.8","","22.2","8.5","","",""
"Young, Danny","664849","","47.2","0.6","","","","","","52.2",""
"Fairbanks, Pete","664126","52.3","","","44.8","2.9","","","","",""
"Little, Brendon","663893","","57.0","11.2","","","31.8","","","",""
"Leahy, Kyle","681517","44.3","","","25.3","9.2","6.3","","","14.8",""
"Booser, Cam","592155","41.0","","35.4","","","","","","23.6",""
"Bird, Jake","656234","0.9","44.3","7.2","28.4","0.3","17.7","","","1.3",""
"Montero, Rafael","606160","45.4","23.9","","7.5","23.3","","","","",""
"Snider, Collin","676092","41.4","4.4","16.6","","","","","","37.6",""
"Bradish, Kyle","680694","13.4","39.6","","29.8","","17.2","","","",""
"Smith, Will","519293","29.0","","","44.7","14.6","11.7","","","",""
"Uceta, Edwin","670955","40.0","0.1","21.3","","34.1","0.6","","","3.9",""
"Scherzer, Max","453286","43.9","","6.0","22.3","13.9","13.9","","","",""
"Leiter, Jack","683004","51.4","0.4","1.8","29.1","5.8","11.4","","","",""
"Boyd, Matthew","571510","38.7","9.7","","17.3","26.2","8.1","","","",""
"Megill, Trevor","656730","71.3","0.3","","","","28.4","","","",""
"Swanson, Erik","657024","49.8","","","19.2","","","30.9","","",""
"Black, Mason","696131","31.5","29.3","3.6","7.8","2.4","","","","25.3",""
"Martin, Chris","455119","31.1","9.4","45.5","","","","13.1","","0.9",""
"Funderburk, Kody","681892","","20.1","43.7","","3.7","","","","32.5",""
"Morgan, Eli","669212","40.2","","","36.1","23.7","","","","",""
"Hurter, Brant","676428","7.1","50.4","","","11.8","","","","30.7",""
"Cousins, Jake","664776","0.6","33.7","","","","","","","65.7",""
"Tinoco, Jesus","622786","13.0","30.3","0.6","52.2","3.9","","","","",""
"Hodge, Porter","687863","61.2","","","0.2","","","1.2","","37.4",""
"Curry, Xzavion","675540","49.5","","","34.3","0.9","13.9","1.3","","0.2",""
"Lynch IV, Daniel","663738","35.5","10.0","0.5","26.8","21.2","6.0","","","",""
"Sewald, Paul","623149","59.8","","","","0.6","","","","39.6",""
"Diekman, Jake","518617","47.7","13.7","","","9.7","","","","28.9",""
"Brito, Jhony","666745","25.1","26.2","","8.9","34.5","1.4","","","3.8",""
"Saucedo, Tayler","642048","3.8","45.4","","14.5","23.5","2.7","","","10.1",""
"Moll, Sam","594580","38.1","28.4","","","9.0","","","","24.5",""
"Wilson, Steven","621051","39.8","","1.1","","8.0","","","","51.0",""
"Sánchez, Sixto","664350","29.8","5.0","34.0","","31.2","","","","",""
"García, Yimi","554340","37.3","15.8","","4.7","9.5","19.5","","","13.1",""
"Hamilton, Ian","641656","22.0","23.7","","54.3","","","","","",""
"Woodford, Jake","663765","2.4","44.8","19.4","","5.2","","","","28.2",""
"Okert, Steven","595345","23.7","9.1","","59.3","8.0","","","","",""
"Peralta, Wandy","593974","7.7","40.5","","10.1","41.8","","","","",""
"Gordon, Tanner","685299","49.8","","","26.7","19.1","4.4","","","",""
"Rodríguez, Manuel","655889","22.1","31.2","","46.0","","","","","0.7",""
"Otañez, Michel","671305","40.4","18.5","","41.1","","","","","",""
"Roycroft, Chris","688297","32.6","46.5","","","","","","","21.0",""
"Honeywell, Brent","641703","50.8","1.3","","21.8","0.3","","","","1.8",""
"Pagán, Emilio","641941","57.8","","27.2","","","","15.0","","",""
"Wrobleski, Justin","680736","59.1","2.5","","14.2","5.1","10.6","","","8.4",""
"Tate, Dillon","622253","","54.1","","","12.5","","","","33.4",""
"Garrett, Braxton","666129","14.5","33.0","","9.4","12.4","4.6","","","26.2",""
"Stratton, Hunter","676702","37.0","1.0","37.0","25.0","","","","","",""
"Mazur, Adam","800049","39.6","3.8","","33.6","10.3","12.7","","","0.2",""
"Tyler, Kyle","667725","14.1","0.3","44.8","11.2","1.0","28.4","","","",""
"Phillips, Tyler","663969","19.2","30.3","","","","14.4","6.9","","29.2",""
"McGough, Scott","543518","49.9","4.2","","13.9","","","32.1","","",""
"Burke, Brock","656271","50.3","7.1","","25.9","16.7","","","","",""
"Anderson, Nick","623433","22.7","25.8","","","5.9","45.5","","","",""
"Burr, Ryan","621114","39.3","0.2","","60.5","","","","","",""
"Javier, Cristian","664299","39.3","","","","26.8","4.2","","","29.6",""
"Ray, Robbie","592662","53.0","","","32.0","","15.0","","","",""
"Alexander, Scott","518397","","64.3","","22.6","13.1","","","","",""
"Springs, Jeffrey","605488","42.5","","2.5","20.2","31.7","","","","3.2",""
"Hernández, Carlos","672578","54.1","","","15.7","","15.9","11.4","","2.9",""
"Leasure, Jordan","673929","59.8","","","28.7","","11.4","","","",""
"Kelly, Joe","523260","24.3","29.3","","21.7","6.9","17.8","","","",""
"Blalock, Bradley","687134","47.4","","4.0","22.1","","10.5","16.0","","",""
"Gonzales, Marco","594835","32.1","8.6","23.8","","25.5","10.1","","","",""
"Poche, Colin","621363","68.1","","","31.9","","","","","",""
"Joyce, Ben","690829","45.5","35.5","","15.2","3.9","","","","",""
"Thompson, Keegan","624522","37.5","0.2","30.5","","2.2","15.4","","","14.1",""
"Howard, Spencer","675921","51.0","","","25.1","16.9","6.9","","","",""
"Devenski, Chris","606965","28.1","2.8","13.9","","47.5","","","","7.7",""
"Fleming, Josh","676596","","38.2","25.6","","30.1","6.2","","","",""
"Aguiar, Julian","687924","35.8","18.1","","17.9","18.9","9.2","","","",""
"Chargois, JT","608638","5.5","51.0","","43.1","0.4","","","","",""
"Lovelady, Richard","663992","19.7","34.3","","37.3","","","","","8.7",""
"Minter, A.J.","621345","47.7","","34.5","","17.8","","","","",""
"Núñez, Dedniel","673380","47.6","","","48.9","3.3","0.2","","","",""
"Soriano, George","666277","43.0","","","1.0","17.5","","","","38.5",""
"Chirinos, Yonny","630023","16.5","29.7","","39.0","","","14.8","","",""
"Ginn, J.T.","669372","3.1","50.3","0.8","31.3","14.6","","","","",""
"Chivilli, Angel","683409","41.6","","","18.2","40.2","","","","",""
"Bielak, Brandon","656232","22.7","24.7","","0.8","27.5","9.6","","","14.7",""
"Daniel, Davis","669721","48.0","","","23.8","16.9","7.7","3.5","","",""
"Kershaw, Clayton","477132","34.5","1.2","","43.7","0.4","16.1","4.2","","",""
"Santillan, Tony","663574","60.3","","","24.8","1.0","","","","","13.9"
"Lowder, Rhett","695076","27.3","25.9","","27.3","19.5","","","","",""
"Bowman, Matt","621199","0.2","39.0","19.7","","","","15.1","","26.0",""
"Salazar, Eduardo","674285","7.1","49.6","","42.7","0.4","0.2","","","",""
"Garabito, Gerson","642520","38.4","11.2","","4.9","11.6","33.9","","","",""
"Toussaint, Touki","657053","7.9","28.7","","","","26.1","37.3","","",""
"Ashby, Aaron","676879","2.1","44.6","","13.6","20.5","19.2","","","",""
"Anderson, Grant","681982","27.5","24.0","2.9","38.1","7.5","","","","",""
"Marte, Yunior","628708","13.5","37.8","0.8","41.7","","","6.2","","",""
"Ferrer, José A.","678606","20.2","55.3","","5.5","19.1","","","","",""
"Roberts, Ethan","681799","0.2","8.2","32.3","","","","","","59.3",""
"Kelly, Michael","547184","31.9","0.6","","13.2","0.2","","","","54.0",""
"Allen, Logan","663531","18.3","16.8","21.9","","","1.1","20.9","","21.1",""
"Díaz, Yilber","700270","58.0","0.4","","27.3","","14.3","","","",""
"Bubic, Kris","663460","44.3","2.8","","0.2","16.5","","","","36.2",""
"France, J.P.","641585","29.4","1.7","23.8","","22.7","19.3","","","3.0",""
"Coulombe, Danny","543056","14.6","14.4","30.0","","","12.4","","","28.5",""
"Rasmussen, Drew","656876","37.7","29.2","27.7","","","","","","5.4",""
"Warren, Will","701542","30.6","26.4","4.1","","12.2","","","","26.6",""
"Varland, Gus","681402","55.6","1.1","","38.2","5.1","","","","",""
"Jackson, Jay","543351","25.6","5.5","","55.6","13.2","","","","",""
"Jiménez, Dany","666204","37.6","","","58.4","4.0","","","","",""
"Hanifee, Brenan","669724","14.1","54.0","","22.4","9.4","","","","",""
"Bazardo, Eduard","660825","27.2","18.8","","","","","7.3","","46.7",""
"Manning, Matt","666159","48.2","","","4.1","","9.8","4.1","","33.8",""
"Rodríguez, Yerry","666720","56.4","1.6","","30.8","11.2","","","","",""
"Little, Luke","681432","72.1","0.2","","","","","1.4","","26.3",""
"Crouse, Hans","668968","0.2","49.7","","38.9","11.2","","","","",""
"Allard, Kolby","663465","40.6","5.5","17.4","","24.3","12.2","","","",""
"Ellard, Fraser","686642","55.6","8.3","8.8","23.1","4.2","","","","",""
"Speier, Gabe","642100","34.8","33.4","","29.1","1.2","","","","1.4",""
"Staumont, Josh","622251","8.1","29.0","","61.4","","1.4","","","",""
"King, Bryan","687911","52.4","5.5","","","","7.5","","","34.6",""
"Cimber, Adam","643256","31.0","36.3","","32.7","","","","","",""
"White, Mitch","669952","35.1","17.4","","11.4","","13.6","","","22.5",""
"Brooks, Aaron","605156","27.8","24.6","","32.5","13.4","1.7","","","",""
"Rosenberg, Kenny","670046","48.6","","13.6","","32.8","5.0","","","",""
"Madden, Ty","680744","41.4","5.0","16.9","17.6","","4.0","15.1","","",""
"Gallegos, Giovanny","606149","43.4","0.7","","49.1","6.7","","","","",""
"Gasser, Robert","688107","20.1","24.3","9.3","","14.3","","","","32.1",""
"Marinaccio, Ron","676760","50.9","0.3","","","33.9","","","","14.9",""
"Manoah, Alek","666201","27.7","27.2","","30.5","14.7","","","","",""
"Williams, Devin","642207","53.5","","1.5","","45.0","","","","",""
"Brewer, Colten","605155","40.4","2.0","1.5","27.1","","28.1","","","0.8",""
"González, Victor","624647","0.5","47.4","","28.5","23.6","","","","",""
"Reid-Foley, Sean","656887","67.8","","","12.5","19.7","","","","",""
"Festa, Matt","670036","38.4","","28.3","","","","","","33.2",""
"Poteet, Cody","547001","28.6","24.2","","","20.1","9.9","","","17.2",""
"Kerr, Ray","678061","44.6","","3.9","","","47.0","4.4","","",""
"Quijada, José","650671","94.2","0.3","","1.3","4.2","","","","",""
"Lange, Alex","656638","11.4","23.6","","57.8","7.2","","","","",""
"Sammons, Bryan","676614","39.3","","25.4","","8.3","7.8","","","19.3",""
"Brasier, Ryan","518489","29.7","16.0","13.1","41.2","","","","","",""
"Germán, Domingo","593334","39.9","4.3","","","22.5","33.2","","","",""
"Ramirez, Emmanuel","642629","53.4","","","9.7","","","36.9","","",""
"Baker, Bryan","641329","48.8","","","28.2","13.8","9.2","","","",""
"Ort, Kaleb","672391","55.5","","18.6","","7.9","","","","18.0",""
"Davis, Noah","663562","6.6","40.5","20.5","","4.7","3.6","","","21.1",""
"Englert, Mason","669438","26.8","10.1","13.7","16.4","29.3","","","","","3.6"
"Petersen, Michael","656848","63.4","2.2","","31.7","2.8","","","","",""
"Leone, Dominic","608678","26.3","8.6","15.0","19.4","26.0","","","","4.7",""
"Criswell, Jeff","676105","42.9","","","41.2","14.4","1.4","","","",""
"Hentges, Sam","656529","33.0","13.7","","21.4","","31.9","","","",""
"Hughes, Brandon","676714","32.9","26.9","","40.3","","","","","",""
"Basso, Brady","669620","46.9","2.0","18.3","","12.3","20.6","","","",""
"Berroa, Prelander","672860","43.4","","","56.3","0.3","","","","",""
"Walston, Blake","686796","32.7","3.8","16.9","","16.3","13.4","","","16.9",""
"Ryan, Ryder","656924","14.4","41.5","","43.8","0.3","","","","",""
"Pennington, Walter","679156","1.8","30.3","27.0","40.9","","","","","",""
"Hernández, Daysbel","678226","43.9","1.8","","54.2","","","","","",""
"Alzolay, Adbert","640470","20.4","23.7","8.2","47.1","0.6","","","","",""
"Smith, Drew","622098","46.3","","26.8","14.0","5.2","7.6","","","",""
"Bush, Ky","681066","50.9","","","24.4","9.8","14.9","","","",""
"Taylor, Troy","700187","56.1","1.2","","","1.5","","","","41.2",""
"Sauer, Matt","669422","45.6","8.6","","","","16.2","6.1","","23.5",""
"Cosgrove, Tom","676680","22.3","26.6","","","","","","","51.1",""
"Nance, Tommy","667297","0.6","36.0","","25.8","","37.6","","","",""
"Whitlock, Garrett","676477","","22.7","18.7","15.9","28.3","","","","14.3",""
"Means, John","607644","37.5","","","23.1","28.4","10.9","","","",""
"Paredes, Enoli","660600","40.4","21.9","","37.6","","","","","",""
"Cuas, Jose","621016","33.2","40.1","","","3.4","","","","23.2",""
"Blewett, Scott","656240","40.4","","","37.3","","","22.3","","",""
"Thompson, Zack","668868","35.6","","","27.4","","14.2","","","",""
"Fitts, Richard","690916","44.6","","","31.2","","","10.8","","13.4",""
"Cisnero, José","542585","31.9","25.2","0.6","29.1","13.1","","","","",""
"Bolton, Cody","675989","3.8","28.2","31.4","","11.9","","","","24.7",""
"McGreevy, Michael","700241","19.6","36.0","10.6","","8.7","6.1","","","19.0",""
"Marte, José","665896","23.2","29.3","","38.6","9.0","","","","",""
"Burke, Sean","680732","40.5","","","28.5","6.1","24.9","","","",""
"Keuchel, Dallas","572971","","56.8","14.6","1.0","27.6","","","","",""
"Henriquez, Ronny","678692","29.7","3.0","","33.3","34.0","","","","",""
"Clevinger, Mike","605182","36.6","8.9","10.9","","21.1","3.3","","","19.1",""
"Horn, Bailey","690544","23.8","","9.9","","","6.6","","","59.7",""
"Emanuel, Kent","592288","","58.3","","0.3","12.9","","","","28.5",""
"Ramírez, Erasmo","541640","4.6","39.4","39.4","","6.6","9.9","","","",""
"Bigge, Hunter","685801","58.7","0.3","","29.3","","7.7","","","4.0",""
"Maldonado, Anthony","687424","33.3","","4.7","62.0","","","","","",""
"Ryan, River","689981","40.0","10.2","3.1","22.7","8.5","15.6","","","",""
"Sulser, Cole","642121","49.0","","17.1","","25.7","","","","8.2",""
"Holman, Grant","680880","53.1","","","13.7","","","33.2","","",""
"Winn, Cole","668390","42.0","7.7","","26.6","","2.8","21.0","","",""
"Zulueta, Yosver","691172","4.9","61.5","","32.2","0.7","","","","0.7",""
"Sborz, Josh","622250","45.8","","","31.3","","22.9","","","",""
"García, Deivi","665620","55.8","","","","12.4","15.9","","","15.9",""
"Peralta, Sammy","671111","46.8","","","6.7","22.3","","","","24.1",""
"Jefferies, Daulton","641726","9.3","36.7","14.6","24.6","14.9","","","","",""
"Merryweather, Julian","657240","43.8","","","43.0","12.1","","","","1.1",""
"La Sorsa, Joe","686747","4.8","53.1","1.1","","21.4","","","","19.6",""
"Zuñiga, Guillo","670871","32.8","34.3","","21.8","11.1","","","","",""
"Stewart, Brock","592779","45.1","10.8","17.9","","1.1","","","","25.0",""
"Almonte, Yency","622075","11.6","37.1","13.1","","2.6","","","","35.6",""
"Young, Alex","622065","0.7","38.2","","0.4","46.4","14.2","","","",""
"Beede, Tyler","595881","29.4","7.5","","","","23.4","39.6","","",""
"Palencia, Daniel","694037","56.7","8.0","","25.1","","","10.3","","",""
"Mercado, Michael","675650","47.3","","25.4","","1.9","22.3","3.1","","",""
"Wells, Tyler","669330","34.4","","17.8","10.4","18.9","18.5","","","",""
"Uribe, Abner","682842","1.2","64.3","","34.5","","","","","",""
"Vines, Darius","670241","37.7","","12.5","13.2","31.1","5.4","","","",""
"Williamson, Brandon","682227","25.8","","44.9","","21.9","7.0","","","0.4",""
"Heller, Ben","621294","11.4","25.5","20.4","16.9","21.6","","","","4.3",""
"Hernández, Elieser","622694","43.0","7.2","28.3","3.2","18.3","","","","",""
"Rodríguez, Joely","570257","","49.0","","","36.1","","","","14.9",""
"Lucas, Easton","687922","53.3","","21.1","2.0","5.7","","","","17.9",""
"Anderson, Shaun","641312","32.0","11.5","","36.9","11.5","","","","8.2",""
"Guenther, Sean","674944","3.3","37.9","","27.6","","","31.3","","",""
"Cobb, Alex","502171","0.8","42.1","","","","13.2","43.8","","",""
"Beck, Tristan","663941","50.4","","","14.5","","19.8","","","15.3",""
"Veneziano, Anthony","685107","46.7","0.4","","23.1","6.2","","","","23.6",""
"Bloss, Jake","814005","43.3","2.1","","23.1","8.0","13.0","","","10.5",""
"Barnes, Matt","598264","39.2","","","","","43.5","17.3","","",""
"Rodriguez, Carlos","692230","18.0","21.0","18.5","14.2","15.9","10.7","","","1.7",""
"Jacob, Alek","689690","21.1","34.1","","","30.6","","","","14.2",""
"Castro, Miguel","612434","31.9","13.8","","38.8","15.5","","","","",""
"Frías, Luis","666818","27.5","10.5","46.3","15.7","","","","","",""
"Mahle, Tyler","641816","52.8","","3.5","13.5","","","30.1","","",""
"Reynolds, Sean","669308","48.9","","","43.6","5.3","","","","2.2",""
"Avila, Nick","687014","34.7","12.9","31.1","4.0","","17.3","","","",""
"Aldegheri, Sam","691951","56.8","","","13.5","21.2","8.6","","","",""
"Waguespack, Jacob","621097","38.9","","35.3","","11.8","14.0","","","",""
"Pinto, Ricardo","620982","7.3","45.0","","10.9","","","30.0","","6.8",""
"Miller, Ryan","668943","42.5","","","40.6","","","","","16.9",""
"Senzatela, Antonio","622608","57.3","1.4","","22.5","11.9","6.9","","","",""
"Rocker, Kumar","677958","42.7","16.5","","38.5","1.4","0.9","","","",""
"Robertson, Nick","687798","44.7","","1.4","16.6","23.0","","","","14.3",""
"Walker, Josh","677020","34.0","27.9","","38.1","","","","","",""
"Romano, Jordan","605447","47.9","","","52.1","","","","","",""
"Lazar, Max","676661","56.5","","21.5","0.5","","21.5","","","",""
"Gómez, Yoendrys","672782","36.4","","","11.7","7.9","10.3","","","33.6",""
"Burdi, Nick","595897","59.5","1.4","","39.0","","","","","",""
"Plesac, Zach","668676","44.2","","","26.9","23.6","5.3","","","",""
"Zeferjahn, Ryan","666171","35.7","","46.4","1.4","","","","","16.4",""
"Dana, Caden","702674","52.4","","4.9","26.7","8.7","7.3","","","",""
"Teng, Kai-Wei","678906","5.9","44.1","","10.8","3.4","18.6","","","17.2",""
"Sabrowski, Erik","681870","57.6","","","16.7","","25.8","","","",""
"Snead, Kirby","669912","19.9","40.8","","21.4","17.9","","","","",""
"de Geus, Brett","676969","0.5","45.4","21.6","","","27.8","4.6","","",""
"O'Brien, Riley","676617","2.1","45.9","","25.8","","","","","26.3",""
"Ramirez, Nick","598286","1.0","48.5","","","27.3","","","","23.2",""
"Mushinski, Parker","656786","16.5","11.3","41.2","","","21.6","","","9.3",""
"Strzelecki, Peter","657265","41.7","7.3","13.5","","19.8","","","","17.7",""
"Duffey, Tyler","608648","28.0","16.4","","17.5","7.9","30.2","","","",""
"Herget, Jimmy","623474","16.9","26.5","","10.1","6.3","","","","40.2",""
"Castellanos, Humberto","528748","14.5","31.7","26.9","","12.4","14.5","","","",""
"Newcomb, Sean","656794","47.3","12.0","","","3.8","16.3","","","","20.7"
"Dobnak, Randy","677976","13.1","21.3","","0.5","34.4","","","","30.6",""
"Peralta, Luis","678821","75.7","","","","0.6","23.8","","","",""
"McMillon, John","669111","38.9","","0.6","60.6","","","","","",""
"Lucchesi, Joey","664192","23.5","45.3","3.4","","","27.4","0.6","","",""
"Matzek, Tyler","554431","65.4","1.7","0.6","32.4","","","","","",""
"Feyereisen, J.P.","656420","46.4","1.1","","24.0","28.5","","","","",""
"Wingenter, Trey","622259","49.7","","","45.3","","","5.0","","",""
"Lopez, Jacob","682052","41.6","","13.5","37.6","7.3","","","","",""
"Strider, Spencer","675911","51.1","","","32.6","4.5","11.8","","","",""
"Adon, Joan","672851","34.8","23.6","","10.7","19.1","11.8","","","",""
"Nittoli, Vinny","657697","","1.7","57.9","","2.2","8.4","","","29.8",""
"Castillo, Diego","650895","9.6","25.4","","62.7","2.3","","","","",""
"Halvorsen, Seth","678020","55.9","","","15.8","","","28.2","","",""
"Gray, Josiah","680686","21.6","11.9","","37.5","6.8","8.5","","","13.6",""
"O'Loughlin, Jack","672552","52.3","","","21.6","9.7","15.9","","","0.6",""
"Junk, Janson","676083","48.0","8.0","","24.6","","12.6","","","6.9",""
"Borucki, Ryan","621366","","24.7","","52.9","12.6","","","","9.8",""
"Warren, Austin","681810","20.2","27.7","12.7","","","","","","39.3",""
"deGrom, Jacob","594798","45.9","","","45.3","5.8","2.9","","","",""
"Rogers, Josh","642028","35.9","3.5","5.9","11.8","4.7","","","","38.2",""
"Carasiti, Matt","571539","17.6","33.5","17.6","","","","","","",""
"Vespi, Nick","663989","","","56.8","24.9","","18.3","","","",""
"Kilian, Caleb","668873","45.5","2.4","38.3","","1.2","4.8","","","7.8",""
"Silseth, Chase","681217","43.1","8.4","","","","3.0","19.2","","26.3",""
"Cueto, Johnny","456501","9.0","35.9","6.0","19.8","28.7","0.6","","","",""
"Legumina, Casey","668984","50.0","","","22.3","26.5","","","","1.2",""
"Díaz, Jhonathan","646242","29.5","21.7","","21.1","15.7","12.0","","","",""
"Bieber, Shane","669456","41.6","","9.6","24.7","13.3","10.8","","","",""
"Bachar, Lake","669199","47.8","","","","","","21.1","","31.1",""
"Kuhnel, Joel","669270","29.1","14.6","40.5","1.3","13.3","1.3","","","",""
"Montgomery, Mason","682254","72.8","","","27.2","","","","","",""
"Kitchen, Austin","685116","7.6","40.5","","","17.7","11.4","","","22.8",""
"Espino, Paolo","502179","32.9","","","","23.4","31.6","","","12.0",""
"Casparius, Ben","676508","48.1","0.6","4.5","","","10.9","","","35.9",""
"Bickford, Phil","641360","76.0","0.6","","23.4","","","","","",""
"Jay, Tyler","664079","7.2","52.9","22.2","","","","","","17.6",""
"Hill, Jaden","677955","9.9","44.4","","17.9","27.8","","","","",""
"Gillaspie, Logan","670810","42.4","2.6","8.6","1.3","14.6","19.9","","","10.6",""
"Herget, Kevin","643361","47.0","","17.2","0.7","35.1","","","","",""
"Parsons, Wes","641149","37.2","15.5","","20.3","5.4","21.6","","","",""
"Winans, Allan","642216","15.6","23.1","","","41.5","","","","19.7",""
"Klein, Will","694361","56.8","","","20.5","","22.6","","","",""
"Nelson, Kyle","669459","28.3","","21.4","50.3","","","","","",""
"Gilbert, Tyler","656457","33.1","36.6","13.1","","","3.4","0.7","","13.1",""
"Davis, Austin","656354","","38.0","38.0","","","","","","23.9",""
"Shugart, Chase","663767","15.5","19.7","19.7","","17.6","","","","27.5",""
"Winder, Josh","680739","29.1","6.4","","20.6","22.7","","","","21.3",""
"Rutledge, Jackson","671131","15.1","33.8","15.8","23.0","","2.9","9.4","","",""
"Hernandez, Nick","663321","37.4","","","58.3","","","4.3","","",""
"Hartlieb, Geoff","664129","29.0","26.8","25.4","18.8","","","","","",""
"Gillispie, Connor","687362","42.0","","21.7","","22.5","","","","13.8",""
"Iriarte, Jairo","683568","46.0","","","40.1","13.9","","","","",""
"Guerrero, Luis","692285","46.6","","","","24.8","","","","28.6",""
"Waldrep, Hurston","694462","39.8","","","22.6","","3.8","33.8","","",""
"Walters, Andrew","689958","62.9","","","37.1","","","","","",""
"Bermúdez, Jonathan","642834","49.6","","","9.9","11.6","","","","28.9",""
"Raley, Brooks","548384","","9.2","24.4","","18.5","","","","47.9",""
"Zastryzny, Rob","642239","40.3","","48.7","","4.2","","","","6.7",""
"Campbell, Isaiah","663462","19.3","1.7","","47.9","","","","","31.1",""
"Hartwig, Grant","701643","4.2","34.7","21.2","","6.8","","","","33.1",""
"Miley, Wade","489119","21.2","15.3","38.1","","20.3","2.5","","","2.5",""
"Leibrandt, Brandon","605335","21.4","11.1","","27.4","32.5","","","","7.7",""
"Santos, Gregory","666619","1.8","34.8","","58.9","4.5","","","","",""
"Selby, Colin","681882","27.7","31.3","","19.6","","21.4","","","",""
"Eisert, Brandon","685126","36.4","","","39.1","22.7","1.8","","","",""
"Foster, Matt","641582","44.4","","","30.6","16.7","8.3","","","",""
"Heasley, Jonathan","669169","19.4","","","23.1","","23.1","","","34.3",""
"Mederos, Victor","682989","32.7","18.7","22.4","","10.3","15.9","","","",""
"Contreras, Luis","664351","44.8","1.0","","24.8","8.6","3.8","","","17.1",""
"Graceffo, Gordon","700669","41.0","","","19.0","24.8","15.2","","","",""
"Garrett, Amir","607237","35.6","1.0","","63.5","","","","","",""
"Brzykcy, Zach","694350","55.8","","","","21.2","23.1","","","",""
"Robert, Daniel","642016","44.7","1.9","3.9","","1.0","","","","48.5",""
"Pint, Riley","666207","29.4","1.0","","69.6","","","","","",""
"Graterol, Brusdar","660813","14.9","41.6","11.9","30.7","1.0","","","","",""
"Mattson, Isaac","676755","70.0","","","7.0","23.0","","","","",""
"Bruihl, Justin","677865","","30.3","28.3","","","","","","41.4",""
"Neely, Jack","680891","53.1","","","46.9","","","","","",""
"Ribalta, Orlando","687377","46.4","","","19.6","34.0","","","","",""
"Brogdon, Connor","641401","43.3","","20.6","","36.1","","","","",""
"Nelson, Nick","656793","26.0","30.2","","24.0","17.7","","","2.1","",""
"Maciejewski, Josh","656671","9.4","33.3","","11.5","45.8","","","","",""
"Shaw, Bryan","543766","","6.3","64.2","","5.3","11.6","","","12.6",""
"Whitley, Forrest","666215","14.9","53.2","5.3","","2.1","18.1","2.1","","","4.3"
"Crismatt, Nabil","622503","20.4","1.1","","3.2","69.9","5.4","","","",""
"Hernandez, Jose E.","669796","33.7","","","66.3","","","","","",""
"Andriese, Matt","542882","42.0","14.8","27.3","","1.1","14.8","","","",""
