"last_name, first_name","pitcher","ff_avg_spin","si_avg_spin","fc_avg_spin","sl_avg_spin","ch_avg_spin","cu_avg_spin","fs_avg_spin","kn_avg_spin","st_avg_spin","sv_avg_spin"
"Ragans, Cole","666142","2401",,"2419",,"2210","2220",,,,
"Karinchak, James","675916","2349",,,,,"2398",,,,
"Kelly, Joe","523260","2233","2169",,"2908","2045","2868",,,,
"Stammen, Craig","489334","2174","2214","2315","2382","1703","2321",,,,
"Castillo, Max","666721","2190","2904",,"2377","1615",,,,,
"Woodford, Jake","663765","2209","2025",,"2589","1401","2541",,,"2507",
"Peralta, Wily","503449","1954","1870",,"2257",,,"1165",,,
"Gibaut, Ian","664139","2273",,"2357","2506","1894",,,,"2487",
"Barnes, Matt","598264","2249",,,,"2064","2049","2029",,,
"Howard, Spencer","675921","2144",,,"2162","1471","1934",,,,
"Quijada, José","650671","2206",,,"2525","1649",,,,,
"Assad, Javier","665871","2211","1985","2134","2267","1510","2432",,,"2314",
"Cuas, Jose","621016","1717","2471",,"2669","1722",,,,,
"Gutierrez, Vladimir","661269","2140",,,"2490","1737","2555",,,,
"Thompson, Ryan","657044","2149","1987","2167","2147","745",,,,,
"Chapman, Aroldis","547973","2362","2431",,"2282",,,"835",,,
"Arano, Víctor","644364","2269","2120",,"2511",,,,,,
"Graterol, Brusdar","660813","2103","2048","2321","2533",,,,,,
"Blach, Ty","621389",,"2185","2357",,"1898","2387",,,,
"Morán, Jovani","663558","2225",,,"2623","1809","2565",,,,
"Danish, Tyler","641501","1884","1802",,"2291","1424","1994",,,"2412",
"Thornton, Trent","663423","2431","2263",,"2705",,"3028",,,"2923",
"Fleming, Josh","676596",,"1761","1897",,"1691","1846",,,,
"Flaherty, Jack","656427","2286","2009","2279","2435","1847","2396",,,,
"Sánchez, Cristopher","650911","1724","2064",,"1912","1914",,,,,
"Harvey, Hunter","640451","2029",,,"2340",,"1997","1002",,,
"Swarmer, Matt","664161","1989",,,"2194","1468",,,,,
"Warren, Art","605521","2251","2134",,"2513",,,,,,
"Koenig, Jared","657649","2148","2142",,"2124","1621","2211",,,,
"Liberatore, Matthew","669461","2112","2045",,"2573","1527","2737",,,,
"Moronta, Reyes","606625","2351",,,"2491","1943",,,,,
"Peters, Dillon","596071","2306","2191",,"2377","1543","2906",,,,
"Brazobán, Huascar","623211","2233","2275","2363",,"1840",,,,,
"McGee, Jake","459429","2079","2072",,"1842",,,,,,
"Ramírez, Yohan","670990","2235","2234",,,,,,,"2375",
"Sulser, Cole","642121","2235",,,"2274","1512","2375",,,,
"Moreta, Dauri","664294","2266",,,"1996","1810",,,,,
"Jefferies, Daulton","641726","2133","2046","2161","2368","1502",,,,,
"Strzelecki, Peter","657265","2416",,,,"1746",,,,"2974",
"Sands, Cole","663485","2221","2259","2375",,"2057","2812","1285",,,
"Price, David","456034","1896","1877","1954",,"1627","2224",,,,
"Nelson, Kyle","669459","2148",,"1991","2573",,"2415",,,"2538",
"Martinez, Seth","661527","2192","2141","2436",,"1719",,,,"2467",
"Waldichuk, Ken","686610","2335",,,,"1649","2059",,,"2289",
"Lamet, Dinelson","659275","2403","2400",,"2422","2029",,,,,
"Snider, Collin","676092",,"2428",,"2676","2259",,,,,
"Baumann, Mike","657508","2195",,,"2315","1894","2217",,,,
"Ferguson, Caleb","657571","2319",,,,,"3084",,,,
"Castano, Daniel","641447","2246","2164","2388","2437","1769",,,,,
"Thompson, Zack","668868","2002","2002",,"2107","1464","2811",,,,
"McCarty, Kirk","668948","2311",,"2416","2466","1610","2714",,,,
"Ortega, Oliver","661383","2296","2254",,,,"2307",,,"2431",
"Gilbert, Tyler","656457","2106","2019","2219",,,"2497","1431",,,
"Naughton, Packy","676050","2079","2020",,"2350","1428",,,,,
"Miley, Wade","489119","2264","2047","2284","2345","1835","2438",,,,
"Wentz, Joey","666214","2273",,"2295",,"2085","2291",,,,
"Barlow, Joe","669618","2332","2309",,"2285",,"2458",,,,
"Newcomb, Sean","656794","2351",,"2625","2707","1272","2808",,,,
"Banda, Anthony","607455","2126","2053",,"1957","1748","2000",,,,
"Head, Louis","545343","2173",,,"2624","1472",,,,,
"Morejon, Adrian","670970","2498",,,"2655",,"2534",,"859","2569",
"Dunn, Justin","643290","2227",,,"2358","1645","2365",,,,
"Jiménez, Dany","666204","2216",,"2150","2360",,,,,,
"Pop, Zach","647315",,"2069",,"2406","1927",,,,,
"Rodríguez, Elvin","660730","2417","2337","2332","2429","2096","2654",,,"2453",
"Ort, Kaleb","672391","2177",,,,"1891",,,,"2378",
"Rainey, Tanner","663432","2432","1360",,"2383","1119",,,,,
"Castro, Miguel","612434","2201","2114",,"2821","1822",,,,,
"Garza Jr., Ralph","621248","2248","2163","2247","2367","1705","2495",,,,
"Hernández, Jonathan","642546",,"2237",,"2520","2181",,,,,
"Mills, Wyatt","670090","2044","1868",,"2353",,,,,,
"Silseth, Chase","681217","2354","2202","2714","2575",,"2677","1296",,,
"Wesneski, Hayden","669713","2153","2043","2398",,"1545",,,,"2566",
"Anderson, Chase","502624","2163","2167","2327","2302","2274","2201",,,"2295",
"Wendelken, J.B.","605525","2442","2256",,"2660","1628","2576",,,,
"McFarland, T.J.","519008","1954","1939",,"2257","1623",,,,"2317",
"Wittgren, Nick","621295","2034","2070","2241","2324","1727",,,,,
"Ginkel, Kevin","656464","2352",,,"2168","1826",,,,,
"May, Dustin","669160","2356","2328","2462","3048","1929",,,,"3276",
"Hjelle, Sean","663546","2079","1978",,,"1758","1879",,,,
"Shreve, Chasen","592741","2338",,,"2272",,,"989",,,
"Grove, Michael","675627","2182",,,"2274",,"2559",,,,
"Yajure, Miguel","664337","2327","2106","2375","2127","1523","2666",,,,
"Detwiler, Ross","446321","2244","2073","2150",,"1468","2141",,,,
"Overton, Connor","656818","2227","2118","2241","2438","1712","1947",,,"2471",
"Gustave, Jandel","594311","2485","2379",,"2379",,,,,,
"Almonte, Yency","622075","2166","2131",,,"1834",,,,"2464",
"Misiewicz, Anthony","664948","2122",,"2416","2708",,"2855",,,,
"May, Trevor","543507","2295",,,"2425","1696",,"1113",,,
"Uelmen, Erich","657272","2148","2010",,"2433","1956",,,,,
"Kelley, Trevor","665001","2222","1910",,"2462","1916","2550",,,,
"Bummer, Aaron","607481","2130","2061","2385",,"1926",,,,"2488",
"Stout, Eric","657770","2256",,,,"1498","2445",,,"2480",
"Smith, Joe","501925","2053","1895",,"2223",,,,,,
"De los Santos, Yerry","660787","2237","2196",,"2185",,,,,,
"Poteet, Cody","547001","2343","2172",,"2810","1984","2796",,,"2884",
"Vespi, Nick","663989",,,"2264","2552",,"2422",,,,
"Young, Alex","622065","2316","2324",,"2311","1486","2298",,,,
"Baz, Shane","669358","2429",,,"2541","2009","2744",,,,
"Poppen, Sean","664092","2152","2087","2465","2277","1860",,,,,
"Faucher, Calvin","676534","2261",,,,,"2925",,,"2780",
"Holderman, Colin","670059","2230","2174","2405","2455","1899",,,,,
"Toussaint, Touki","657053","2250","2203",,,,"2410","1568",,,
"Cisnero, José","542585","2457","2248","2477","2631","1761",,,,,
"Martin, Corbin","656686","2304",,,"2292","1987","2450",,,"2468",
"Robles, Hansel","570663","2308","2256",,"2287","1607",,,,,
"Brigham, Jeff","656257","2277",,"2210",,,,,,"2831",
"VerHagen, Drew","572403","2374","2369","2347",,"1686","2216",,,"2312",
"Sborz, Josh","622250","2337",,,"2089",,"2270",,,,
"Rogers, Josh","642028","2100","2117",,"2210","1509",,,,"2206",
"Merryweather, Julian","657240","2283","2556",,"2345","1340","2308",,,,
"Borucki, Ryan","621366","1965","2191",,"2357","1709",,,,,
"Medina, Adonis","658431","2364","2283",,"2412","1756","2452",,,,
"Varland, Louis","686973","2206",,,"2267","1511","2273",,,"2346",
"Santillan, Tony","663574","2206",,,"2320",,,,,,"2246"
"Hudson, Daniel","543339","2410","2359",,"2469","2379",,,,,
"Morris, Cody","663752","2500",,"2329",,"1402","2364",,,,
"Hembree, Heath","592390","2320",,,"2645",,"2659",,,,
"Ryu, Hyun Jin","547943","1953","2016","1959",,"1510","2530",,,,
"Cano, Yennier","666974","2233","2229",,"2477","1802",,"1936",,,
"Arihara, Kohei","685503","2196","2059","2137","2124","1408","2123","1425",,,
"Gose, Anthony","543238","2246",,,"2288","1859",,,,,
"Patiño, Luis","672715","2248","2131",,"2388","1837",,,,,
"O'Day, Darren","503285","2387","2176",,"2315",,,,,,
"González, Chi Chi","592346","2288","2168",,"2553","1908","2478",,,,
"Nogosek, Stephen","668665","2279",,"2243","2320","1418","2309",,,"2456",
"Goudeau, Ashton","623485","2066",,,,"1543","2301",,,,
"Kinley, Tyler","641755","2248","2163",,"2424","1622",,,,,
"Espinoza, Anderson","659262","1906","1842",,"2148","2078",,,,,
"Nardi, Andrew","677053","2309",,,,"1800",,,,"2320",
"Norwood, James","656803","2146",,,"2031",,,"1543",,,
"Seabold, Connor","657756","2113",,,"2388","2009","2569",,,"2612",
"Jameson, Drey","686753","2236","2080",,"2406","1761","2452",,,,
"Thompson, Mason","666168","2252","2252",,"2207","2001",,,,,
"Paddack, Chris","663978","2193",,,"1861","1949","2155",,,,
"Ruiz, Norge","650204","2250",,,"2584","1784",,,,,
"Sousa, Bennett","656986","2055","2160",,"2141",,,,,,
"Tetreault, Jackson","676194","2018",,"1994",,"1513","2119",,,,
"Tapia, Domingo","593619","2273","2160",,"2353","1781",,,,,
"Thornburg, Tyler","592804","2405",,,"2260","1448","2615",,,,
"Barnes, Jacob","606930","2406",,"2323","2170",,,,,,
"Sulser, Beau","676641","2344",,"2342",,"1469","2495",,,,
"Frías, Luis","666818","2231",,,"2029","1324",,,,,
"Fairbanks, Pete","664126","2515",,,"2465","2032",,,,,
"Law, Derek","571882","2089","1999","2366","2320","1727","2150",,,,
"Tinoco, Jesus","622786","2315","2350",,"2367","1489","2419",,,,
"Hunter, Tommy","488984","2336","2378","2423",,"1682","2701",,,,
"Cleavinger, Garrett","664076","2301","2345",,"2637",,"2711",,,,
"Feyereisen, J.P.","656420","2345",,,"2715","1456",,,,,
"Bruihl, Justin","677865",,"2127","2279",,,,,,"2391",
"Smith, Chad","663385",,"2265",,"2265","1576",,,,,
"Romo, Sergio","489265","2285","2150",,"2789","2121",,,,,
"Chargois, JT","608638","2271","2227",,"2550",,,,,,
"Fernández, Junior","658551","2211","2052",,"2120","1864",,,,,
"Bolaños, Ronald","671790","2201","2197",,"2423","1486","2538",,,,
"Guerra, Javy","642770","2371","2134",,"2366",,,,,,
"DeSclafani, Anthony","543101","2301","2070",,"2204","1641","2031",,,,
"Widener, Taylor","642203","2206",,"1867","2269","1664","2230",,,,
"Kolarek, Adam","592473","2174","2162",,"2050","2104",,,,,
"Garcia, Bryan","650530","2112","2180",,"2187","1927",,,,,
"Kowar, Jackson","663804","2259",,,"2306","2512",,,,,
"Brown, Hunter","686613","2262",,"2182",,"1438","2467",,,,
"Peguero, Elvis","665625","1978","1988",,"2525",,,,,,
"Reed, Jake","596082","2304","2124",,"2457","1607",,,,,
"Llovera, Mauricio","661440","2055","2116",,"2396",,,,,,
"Bradley, Archie","605151","2186","2080",,,"1396","1968",,,,
"Taylor, Blake","642130","2347",,,"2246",,,,,,
"Mills, Alec","621219","2193","2181",,"2569","1691","2314",,,,
"Allard, Kolby","663465","2108",,"2139",,"1646","1858",,,,
"Speier, Gabe","642100","2166","1934",,"2091","1303",,,,,
"Lemoine, Jake","621082","2165","2061",,"2242","1517",,,,,
"Lawrence, Casey","596271","2229","2143","2369","2471","1776","2554",,,,
"Selman, Sam","572125","2175","2053",,"2329",,,,,,
"Uceta, Edwin","670955","2348","1717","2385",,"2117","2575",,,,
"Yacabonis, Jimmy","642231",,"2239",,,"1797",,,,"2788",
"Szapucki, Thomas","663378","2148",,,,"2015","2635",,,,
"Valdez, Phillips","570488",,"2378",,"2323","2038",,,,,
"Steckenrider, Drew","608716","2300",,,"2147","1758","2072",,,,
"Farrell, Luke","608652","2327",,,"2514","1457","2585",,,,
"Perdomo, Luis","606131",,"1986",,"2332",,,"1564",,,
"Dugger, Robert","667498","2127","2036",,"2292","1408","2240",,,,
"Johnson, Pierce","572955","2172",,,"3054",,"2880",,,,
"Crick, Kyle","605195","2321","2141",,"3053",,,,,,
"Grimm, Justin","518748","2113",,,"2367",,"2238",,,,
"Ortiz, Luis","682847","2368","2351",,"2527","1573",,,,,
"Bender, Anthony","669622","2236","2231",,"2489","1779",,,,,
"Alvarez, Jose","501625","2066","2032",,"2161","1659",,,,,
"Whitley, Kodi","676831","2247","1496",,"1933","1874",,,,,
"Beasley, Jeremy","676886","2440",,,"2447",,,"1345",,,
"Romero, JoJo","668941","2220","2125","2321",,"1560",,,,"2655",
"Hall, DL","669084","2248",,,,"2187","2590",,,"2447",
"Cousins, Jake","664776","2297","2214",,,"1998",,,,"2624",
"Hoeing, Bryan","663773","2013","1967",,"2362","1719","2364",,,,
"Warren, Austin","681810","2381","2167","2495","2639","1991",,,,,
"Marte, José","665896","2344","2232","2459","2681","2116",,,,,
"Gillaspie, Logan","670810","2151",,,,"1532","2222",,,"2334",
"Castro, Anthony","621593","2416","2302",,"2593","2090",,,,,
"Cruz, Fernando","518585","2273","2065","2492",,,,"845",,,
"Scott, Tayler","605463","2231","2224",,,"1689",,,,"2769",
"Nelson, Ryne","669194","2199",,"2314","2439","1873","2507",,,,
"Zeuch, T.J.","643615","2180","2130","2086","2041","1676",,,,,
"Knehr, Reiss","663753","2387","2358","2250","2411","1801","2020",,,,
"Devenski, Chris","606965","2179",,,"2175","1546","2184",,,"2183",
"Green, Chad","643338","2409",,,"2446","1582",,,,"2475",
"Middleton, Keynan","641871","2363",,,"2371","1822",,,,,
"Bard, Luke","572703","2570",,"2686","2733","1795","2744",,,,
"Castro, Kervin","665645","2370",,"2389",,,"2141",,,,
"Milone, Tommy","543548","2205",,,"2326","1688","2450",,,,
"Díaz, Jhonathan","646242","2145","2132",,"2736","1788","2699",,,,
"Bazardo, Eduard","660825","2068","2099",,,,,"1532",,"2577",
"Coonrod, Sam","656322","2228","2022",,"2288","1506",,,,"2573",
"Kilian, Caleb","668873","2175","2017","2168",,"1898","2407",,,,
"Kittredge, Andrew","552640","2634","2339",,"2658",,,,,,
"Muller, Kyle","666205","2384",,,"2046","1611","2446",,,,
"Fry, Paul","643316","2320",,,"2711","2188",,,,,
"Coulombe, Danny","543056","2384","2312",,"2535","1721","2688",,,"2587",
"Miller, Tyson","668338","2086","2084",,"2417","2084","2538",,,,
"Stashak, Cody","664054","2194",,,"2113","1278",,,,,
"Bielak, Brandon","656232","2421","2219",,"2404","1745","2337",,,"2321",
"Cyr, Tyler","664202","2159","1082","2237",,"1227",,,,,
"Kelly, Zack","677161","2145",,,"2549","2380",,,,"2531",
"Sanders, Phoenix","676637","2079",,,"2097",,"2294",,,,
"Alexander, Scott","518397","1891","2180",,"2381","1576",,,,,
"Sánchez, Miguel","667376","2142",,,"2220","1589",,,,,
"Weiss, Zack","592848","2463","1738","2438","2305",,,,,"2537",
"Vieaux, Cam","664944","2256",,,"2624","1589",,,,,
"Lakins, Travis","664042","2234","2108","2465","2662","1670","2812",,,,
"Gsellman, Robert","607229","1952","1936",,"2164","1694","2537",,,,
"Pérez, Francisco","660906","2066",,,"2430","1529","2654",,,,
"Rodríguez, Manuel","655889","2306","2120",,"2317","1427",,,,,
"Reid-Foley, Sean","656887","2259",,,"2224","1338",,,,,
"Garrett, Reed","657585","2284","2146","2363",,,,"1434",,,
"López, Yoan","661255","2156",,,"2439","1009",,,,,
"Rosenberg, Kenny","670046","2087",,"2316","2207","1596","2254",,,,
"Alzolay, Adbert","640470","2382","2250","2471","2591","1799",,,,,
"Boyd, Matthew","571510","2482","2413",,"2405","1962","2486",,,,
"Knight, Dusten","643400","2198",,"2253",,"1465","2217",,,,
"De Jesus, Angel","669804","2215",,,"2344","1887",,,,,
"Romero, Tommy","676720","1953",,,"1994",,,"1225",,,
"Gage, Matt","657424","2135",,,"2198","1543",,,,"2143",
"Weissert, Greg","669711","2254","2069",,,"1723",,,,"2859",
"Hernández, Darwinzon","650382","2358",,,"2527",,"2901",,,,
"Henriquez, Ronny","678692","2420",,,"2537","1637",,,,,
"Sheffield, Justus","656954","1971","1978",,"2480","1755",,,,,
"Roberts, Ethan","681799",,,"2597",,,"2888",,,"3096",
"Kahnle, Tommy","592454","2135",,,"2280","1322",,,,,
"Minaya, Juan","573668","2219",,,"2162","1601",,,,,
"Fletcher, Aaron","667465",,"2282",,"1809","1884",,,,,
"Fishman, Jake","670288","2190","1959",,"2316",,,,,,
"Gaddis, Hunter","683769","2150",,"2261","2228","2026","2538",,,,
"Mize, Casey","663554","1949","1960",,"2135",,"1935","854",,,
"Lee, Evan","681885","2390",,,,"1942","2717",,,,
"Curry, Xzavion","675540","2227",,,"2455","1590","2427",,,,
"Allen, Logan","663531","1978","1702","2201",,"1431","2614",,,"2403",
"Cruz, Jesus","672911","2167",,,"2443",,,,,,
"Brentz, Jake","641394","2237","2125",,"2233","1752",,,,,
"Junk, Janson","676083","2377",,,"2252","1763","2375","1292",,"2252",
"Holton, Tyler","663947","2154","2060","2290",,"1630","2588",,,,
"Zerpa, Angel","672582","2111","2035",,"2501","1606",,,,,
"Brault, Steven","643230","2190","1935",,"2163","1830",,,,,
"Solomon, Jared","676660","2256","2311",,"2356","2105",,,,,
"Jackson, Andre","656578","2192",,,"2180","1764","1901",,,,
"Wiles, Collin","621079","2073","2045","2228","2444","1451","2400",,,,
"Brooks, Aaron","605156","2126","1971",,"2511","1765","2271",,,,
"Vasquez, Andrew","607755",,"2207",,"2564",,,,,,
"Alexy, A.J.","669935","2139",,,"2417","1504","2469",,,,
"Appel, Mark","571446",,"1892",,"1793","1443",,,,,
"Peacock, Matt","676840",,"1941",,"2666","1770",,,,,
"Burr, Ryan","621114","2032","1815","2402","2604",,,,,,
"Ynoa, Huascar","660623","2008","2005",,"2449","1751",,,,,
"Hendrix, Ryan","641682","2164","2076",,"2377","1651",,,,,
"Hollowell, Gavin","668970","2591","2474","2523",,"2308",,,,"2330",
"Murphy, Patrick","641907","2197","2198",,,,"2173",,,,
"Barraclough, Kyle","607457","2407",,"2396","2403",,,,,,
"Yates, Kirby","489446","2327",,,"2346",,,"1315",,,
"Garcia, Rico","670329","2379",,,,"2050","2341",,,"2357",
"Mazza, Chris","607391","2053","1810","2249","2300","1290",,,,,
"Means, John","607644","2386",,,"2235","2278","2231",,,,
"McKay, David","641853","2017","1753",,"2524",,,,,,"2749"
"Severino, Anderson","644429","1963",,,"2384","1269","2548",,,,
"Small, Ethan","663629","2199",,,"2066","1454",,,,,
"Sims, Lucas","608371","2491",,,"2826",,"2899",,,"2810",
"Miller, Shelby","571946","2338",,,,,,,,"2500",
"Weber, Ryan","543901",,"2064",,"2342","2062","2399",,,,
"Naile, James","664942","1614","1660","2219",,"1504","2671",,,,
"Young, Danny","664849",,"2247",,,"2098",,,,"2591",
"Topa, Justin","623437",,"2160",,,"2103",,,,"2668",
"Diplán, Marcos","650959","2272",,,"2501","1549","2663",,,,
"Diehl, Phillip","670426","2343",,,"2496","1568",,,,,
"Carlton, Drew","656290","2032","1902",,"2258","1880",,,,,
"Blanco, Ronel","669854","2280",,,"2224","1468","2392",,,,
"Mengden, Daniel","596043","2101",,"2238","2395","1571","2407",,,,
"Ortiz, Luis","656814","2085","2053",,"2422","1660","2677",,,,
"Estrada, Jeremiah","669093","2267",,,"2312","1865","2600",,,,
"Reyes, Denyi","660593","2122",,,"2156","1360","2254",,,,
"Tully, Tanner","668684","1932",,,"2390","1435","2479",,,,
"Vizcaíno, Arodys","527055","2270","2215",,"2313","1071",,,,,
"Glasnow, Tyler","607192","2450",,,"2666",,"2764",,,,
"Elías, Roenis","606273","2255","2273",,,"1819","2321",,,,
"Clippard, Tyler","461325","2247","2095",,"2008","1990","2166","503",,,
"Herget, Kevin","643361","2142",,"2188",,"2029",,,,"2152",
"Patton, Spencer","607359","1994",,,"1896",,,"1656",,,
"Mushinski, Parker","656786","2382",,"2574",,"1669","2652",,,"2574",
"Griffin, Foster","656492","2065",,"2211",,"1832","2203",,,,
"Brice, Austin","592169","2231","2040",,,,"2748",,,,
"Jones, Damon","676103","2234",,,"2716",,"2445",,,,
"Waites, Cole","686972","2267",,,"2231",,,,,,
"Sale, Chris","519242","2315","2122",,"2348","1959",,,,,
"Lowther, Zac","675912","2230",,,"2112","1774","2343",,,,
"Chirinos, Yonny","630023","2240","2115",,"2331",,,"1155",,,
"Clay, Sam","621348",,"2019",,"2583","1680",,,,,
"Plassmeyer, Michael","674681","2335",,,"2279","1698",,,,,
"Cavalli, Cade","676917","2286","2232",,"2292","2157","2188",,,,
"Rodríguez, Dereck","605446","2126",,"2261",,"1839","2726",,,,
"Buttó, José","676130","2331",,,,"1689","2549",,,,
"Dowdy, Kyle","664871","2198",,"2459",,,"2429",,,,
"Woods Richardson, Simeon","680573","2143",,,"2254","2099","2461",,,,
"Romero, Jhon","664584","2095",,,"2236","1095",,,,,
"Meyer, Max","676974","2518","2619",,"2559","1763",,,,,
"Weathers, Ryan","677960","2116",,,"2290","1699",,,,,
"Kerr, Ray","678061","2211","1983","1911",,,"1808",,,,
"Rondón, Angel","667373","2013","1841",,"2028","1811",,,,,
"Montes de Oca, Bryce","656755",,"2228","2207","2336",,,,,,
"German, Frank","681464","2204",,,"2112","964",,,,,
"Eickhoff, Jerad","595191","1986",,,"2249","995","2484",,,,
"Gil, Luis","661563","2509",,,"2644","2025",,,,,
"Ellis, Chris","595939","2324",,,"2194","1807","2326",,,,
"Strasburg, Stephen","544931","1936","1891",,,"1544","2602",,,,
"Neidert, Nick","663734","2199",,,"2126","1643","2306",,,,
"Holland, Greg","518813","2281",,,"2115",,"2312",,,,
"Morales, Francisco","672839","2051",,"2244",,,,,,,
"Duarte, Daniel","650960","2301",,,,"1885",,,,"2681",
"Kranick, Max","668820","2165",,,"2093",,"2392",,,,
"Espinal, Raynel","642659","2437",,,"2275","1851",,,,,
"Ogando, Cristofer","642657","2292","2270",,"2418",,,,,,
"Pérez, Oliver","424144","2111","2107",,"2256",,,,,,
"Báez, Pedro","520980","2111",,,"1590","1519",,,,,
"Zastryzny, Rob","642239","2374",,"2387",,"1928",,,,"2250",
"Koch, Matt","571863","2125",,"2227","2430",,,,,,
"Sedlock, Cody","642060","2214",,"2283","2576","1880",,,,,
"Hatch, Thomas","641672","2494","2310","2523",,"1904",,,,,
"Avila, Pedro","658648","2286","2408",,"2574","1692","2637",,,,
"Treinen, Blake","595014","2476","2278","2466",,,,,,"2424",
"Santos, Gregory","666619","2422","2322",,"2432",,,,,,
"Giles, Ken","571704","2108",,,"2187",,,,,,
"Wells, Alex","649144","2216",,,"2381","1594","2490",,,,
"Bracho, Silvino","611093","2116",,,"2275","1814",,,,,
"Walsh, Jake","673904","2324",,,,"1352","2425",,,,
"Kelly, Michael","547184","2210",,,"2506",,,,,"2551",
"Feliz, Michael","593140","2085",,,"2227","1670",,,,,
"Markel, Parker","571917","2427",,,"2763",,,,,,
"Castillo, Luis F.","622379","1994",,,,"1465",,,,"2165",
"Mejía, J.C.","650496","2298","2170",,"2570",,"2453",,,,
"Howard, Sam","607572","2204",,,"2155",,,,,,
"Paredes, Enoli","660600","2379",,,"2821",,,,,,
"Díaz, Miguel","622766","2298","2190",,"2350","1911",,,,,
"Doolittle, Sean","448281","2276",,,,,"2403","1176",,,
"Wilson, Justin","458677","2305",,"2448","2563",,,,,,
"Barker, Luke","673316","2262",,,,,"2574","496",,,
"Alvarez, R.J.","571439","2305","2206",,"2640","1383",,,,,
"Claudio, Alex","592222",,"1815",,"2248","1720",,,,,
"Fisher, Nate","688010","2015",,,"2565","1437","2449",,,,
"Greene, Shane","572888",,"2152","2555",,"1748",,,,"2633",
"Sadzeck, Connor","592712","2249","2071",,"2320","1766",,,,,
"Adams, Austin","613534",,"2534",,"2760",,,,,,
"Saucedo, Tayler","642048","2541","2357",,"2386","2189","2501",,,,
"Holloway, Jordan","656548","2180","2247",,"2329",,"2451",,,,
"Reyes, Gerardo","622103","2476",,,"2291",,,,,,
"McGee, Easton","668834","2313","2287","2303",,"1970","2274",,,"2263",
"Criswell, Cooper","681867",,"2092","2464",,,,,,"2387",
"Castellani, Ryan","624418","1975","2078",,"2279",,"2321",,,,
"Zabala, Aneurys","656008","2242",,,,"1295","2640",,,,
"Hamilton, Ian","641656","2241",,,"1470",,,,,,
"Ladwig, A.J.","607609","2228","2165",,"2311","1902","2339",,,,
"Bernardino, Brennan","657514",,"2025",,,,"2680",,,,
"Nittoli, Vinny","657697","2510","2545","2568","2682",,"2836",,,"2745",
"Alcala, Jorge","660896","2294","2208",,"2407","2257",,,,,
"Erlin, Robbie","572362","2228",,,"2461","1389","2297",,,,
"Tyler, Kyle","667725",,,"2153",,"1277","2346",,,,
"Britton, Zack","502154","1969","1946",,"2359",,,,,,
"Kay, Anthony","641743","2509",,,"2660",,"2462",,,,
"Padilla, Nicholas","656820",,"2007","2247",,,,,,"2366",
"Sheffield, Jordan","642068","2336",,,"2583","1871",,,,,
"Snyder, Nick","676766","2389",,,"2454",,"2679",,,,
"Davis, Noah","663562","2390","2285",,"2465","2071","2637",,,,
"Mears, Nick","683232","2326",,,"2332",,"2210",,,,
"Woods, William","682016","2391",,"2488","2514",,,,,,
"St. John, Locke","657766","2296","2247",,,"1623","2405",,,,
"Taylor, Michael A.","572191","2036",,,"1446","1500",,,,,
"Molina, Yadier","425877","2112",,,"1662",,"1476",,,,
"Dermody, Matt","571616","2142","2192",,"2427","1641","2332",,,,
"Baez, Michel","673258","2376",,,"2222","1659",,,,,
"Moran, Brian","572383","2054","2075",,,,,,,"2068",
"Menez, Conner","669214","2295",,,"2260",,"2136",,,,
"Dozier, Hunter","641531",,,,"1663",,,,,,
"O'Brien, Riley","676617",,,"2127",,,,,,"2357",
"Little, Brendon","663893",,"2006",,,,"2141",,,,
"Anderson, Shaun","641312","2361",,,"2545",,,,,"2665",
"Rodríguez, Yerry","666720","2470","2471",,"2551",,,,,,
"Rossman, Bubby","657745","2115",,"1999",,,,,,,
"Wynns, Austin","642851",,,,"1451",,,,,,
"Alldred, Cam","682027","2266","2155",,"2425","1446",,,,,
"Castillo, José","620454","2210","2113",,"2451",,,,,,
"Duron, Nick","663975","2135","2152",,"2696",,,,,,
"Valdez, César","491624","2192",,,"2321","1704",,,,,
"Walters, Nash","663534","2457",,"2552",,,"2421",,,,
"Escobar, Alcides","444876",,,,,,"1256",,,,
"Jackson, Jay","543351","2231",,,"2192",,,,,,
"Tarnok, Freddy","676206","2481",,,,"1691",,,,,
"Grichuk, Randal","545341",,,,"1276",,"1682",,,,
"Reyes, Franmil","614177","2138",,,,"2045","1896",,,,
"Clement, Ernie","676391",,,,,,,,"953",,
