"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Brzykcy, Zach","694350","47.9","","","22.9","14.6","12.5","","","2.1",""
"Ponce, Cody","664074","25.5","","","36.2","25.5","12.8","","","",""
"Herrera, Welinton","700327","62.2","","","22.2","15.6","","","","",""
"Uberstine, Tyler","700413","22.2","22.2","20.0","","11.1","","","","24.4",""
"Bivens, Spencer","702352","2.2","60.0","8.9","","4.4","","","","24.4",""
"Rashi, Taylor","688497","31.1","","","31.1","","17.8","17.8","","","2.2"
"Weisenburger, Jack","674073","22.7","22.7","11.4","","2.3","","","","40.9",""
"Rutledge, Jackson","671131","","27.3","45.5","","","","27.3","","",""
"White, Josh","687985","51.2","","","23.3","","23.3","2.3","","",""
"Andrews, Tanner","681084","37.2","","","20.9","","","41.9","","",""
"Velasquez, Vince","592826","48.8","4.7","18.6","9.3","4.7","14.0","","","",""
"Teodo, Emiliano","693713","","58.1","","34.9","7.0","","","","",""
"Bowden, Ben","641386","70.0","","","5.0","22.5","2.5","","","",""
"Devenski, Chris","606965","38.5","5.1","","","46.2","","","","10.3",""
"Nikhazy, Doug","680951","46.2","15.4","","7.7","15.4","2.6","","","12.8",""
"Keller, Brian","662144","28.2","12.8","33.3","","","","","","25.6",""
"Burgos, Juan","686228","","42.1","36.8","","","","","","21.1",""
"Vivas, Jorbit","678391","","","","42.1","","57.9","","","",""
"Kriske, Brooks","621139","31.6","","18.4","","","","50.0","","",""
"Castellano, Eiberson","682769","34.3","22.9","","","5.7","37.1","","","",""
"Santos, Winston","692437","54.5","","","30.3","15.2","","","","",""
"Strowd, Kade","669704","6.3","3.1","71.9","","","18.8","","","",""
"Blach, Ty","621389","","63.3","26.7","","10.0","","","","",""
"Callihan, Tyler","682997","","","","62.1","34.5","3.4","","","",""
"Davitt, Duncan","701474","28.6","7.1","","42.9","7.1","3.6","","","10.7",""
"Estévez, Carlos","608032","55.6","","","22.2","22.2","","","","",""
"Tiedemann, Ricky","694357","37.0","","","","3.7","","","","59.3",""
"Trevino, Jose","624431","","","","","","","","100.0","",""
"Robles, Victor","645302","42.3","","","","","57.7","","","",""
"McDougal, Tanner","701780","80.0","","","8.0","4.0","8.0","","","",""
"Martinez, Seth","661527","18.2","31.8","","","9.1","","","","40.9",""
"Kingham, Nolan","663884","59.1","13.6","","18.2","9.1","","","","",""
"Marte, Yunior","628708","28.6","14.3","","57.1","","","","","",""
"Johnston, Troy","687859","","","","57.1","42.9","","","","",""
"Kerr, Ray","678061","33.3","9.5","","","","57.1","","","",""
"Fulmer, Michael","605242","9.5","","38.1","","19.0","33.3","","","",""
"Wiemer, Joey","686894","","","","80.0","5.0","15.0","","","",""
"Little, Luke","681432","73.7","5.3","","","","","","","21.1",""
"Zuñiga, Guillo","670871","38.9","27.8","","","11.1","","","","22.2",""
"Kelly, Antoine","681520","11.1","50.0","","38.9","","","","","",""
"Weston, Cameron","687721","","41.2","","11.8","","","","","35.3",""
"Brooks, Aaron","605156","29.4","41.2","","23.5","5.9","","","","",""
"Del Castillo, Adrian","680728","","","","56.3","","43.8","","","",""
"Hedges, Austin","595978","","","","","100.0","","","","",""
"Espada, Jose","664744","40.0","","","53.3","","","6.7","","",""
"Schuemann, Max","680474","","","","35.7","","64.3","","","",""
"Cannon, Jonathan","686563","57.1","","","14.3","7.1","","","","21.4",""
"Arcia, Orlando","606115","","","","42.9","","57.1","","","",""
"Ríos, Yacksel","605441","38.5","38.5","","7.7","","","15.4","","",""
"Olds, Wyatt","681544","41.7","","16.7","41.7","","","","","",""
"Hanner, Bradley","690440","66.7","8.3","","","","","","","25.0",""
"Herget, Kevin","643361","36.4","","27.3","","36.4","","","","",""
"Higgins, P.J.","664731","","","","10.0","90.0","","","","",""
