"last_name, first_name","pitcher","ff_avg_spin","si_avg_spin","fc_avg_spin","sl_avg_spin","ch_avg_spin","cu_avg_spin","fs_avg_spin","kn_avg_spin","st_avg_spin","sv_avg_spin"
"Lucchesi, Joey","664192","2205","2168","2233",,,"2132","1337",,,
"Alexander, Scott","518397","2291","2225",,"2532","1530",,,,,
"Kahnle, Tommy","592454","2157","2082",,"2263","1333",,,,,
"Gaddis, Hunter","683769","2200",,"2277","2263","1972","2455",,,,
"Ward, Thaddeus","663658","2086","2119","2497",,"1619",,,,"2428",
"Devenski, Chris","606965","2257",,,"2238","1621","2209",,,"2246",
"Brigham, Jeff","656257","2419",,"2622",,,,,,"2872",
"Alexander, Tyler","641302","2330","2182","2370","2330","1511",,,,,
"Lambert, Jimmy","669424","2250",,,"2491","1554","2647",,,,
"Brebbia, John","605154","2353",,,"2626","2139",,,,,
"Jameson, Drey","686753","2236","2119",,"2526","1868","2587",,,,
"Rasmussen, Drew","656876","2519","2404","2723",,,"2714",,,"2692",
"Waldron, Matt","663362","2049","2008","2184",,,,,"319","2281",
"Rom, Drew","680723","2341","2093",,,,,"1079",,"2099",
"Soriano, José","667755","2169","1887",,"2347",,"2225","1703",,,
"Vásquez, Randy","681190","2380","2326","2683",,"2013","3062",,,"3013",
"Miller, Shelby","571946","2302",,,,,,"1581",,"2454",
"Voth, Austin","608723","2329",,"2440",,,"2926",,,"2789",
"Keuchel, Dallas","572971",,"1997","2266","2451","1681",,,,,
"Wantz, Andrew","681806","2426","2068","2578",,"1690",,,,"2560",
"Ramirez, Nick","598286","2071","2039",,"2279","1582","2304",,,"2470",
"Pepiot, Ryan","686752","2342",,,"2527","2383",,,,,
"Strzelecki, Peter","657265","2410","2295","2367","2908","1676",,,,"2970",
"White, Brendan","686839","2440","2326",,"2658",,,"1617",,"2824",
"Velasquez, Vince","592826","2471","2322",,"2508","1592","2549",,,,
"Lodolo, Nick","666157","2294","2324",,,"1993","2726",,,,
"Hartwig, Grant","701643",,"2131","2221",,"1782",,,,"2415",
"Brieske, Beau","689225","2440","2421",,"2199","2028",,,,,
"Llovera, Mauricio","661440","2215","2082","2406","2555",,,,,,
"Suarez, José","660761","2292","2093","2445","2578","1584",,,,"2655",
"Mlodzinski, Carmen","669387","2200","2191","2417",,"1937",,,,"2543",
"Hollowell, Gavin","668970","2550","2449","2321",,,,,,"2426",
"Miller, Mason","695243","2381",,"2384","2303","2013",,,,,
"Helsley, Ryan","664854","2642",,,"2421",,"2517",,,,
"Lamet, Dinelson","659275","2475","2395",,"2582","1732",,,,,
"Davis, Noah","663562","2337","2162","2270","2219","1881","2724",,,,
"Megill, Trevor","656730","2537",,,,,"2811",,,,
"Anderson, Grant","681982","2329","2150",,"2395","1471",,,,,
"Winn, Keaton","676775","2272","2255",,"2304",,,"1524",,,
"Harrison, Kyle","690986","2241","1919","2108",,"1984",,,,,"2011"
"Koch, Matt","571863","2124",,"2263","2480",,,,,,
"Wicks, Jordan","696136","2283","2134","2323","2710","1498","2845",,,,
"Kauffmann, Karl","666154","2200","2144","2208","2259","1302",,,,,
"Chavez, Jesse","445926","1660","2030","2277",,"1761","2590",,,,
"Cox, Austin","680735","2050",,"2293","2343","1661","2443",,,,
"Wright, Kyle","657140","2339","2225",,"2381","1496","2546",,,,
"Duarte, Daniel","650960","2314","2220","2586",,"1879",,,,"2781",
"Mantiply, Joe","573009","2268","2164",,,"1698","2451",,,,
"Dodd, Dylan","689266","2193",,"2014","1993","1772",,,,,
"Kowar, Jackson","663804","2016","2288",,"2185","2387",,,,,
"Edwards Jr., Carl","605218","2563","2889",,,"1743","2208",,,,
"Ferrer, José A.","678606","2123","2102","2177","2381","1985",,,,,
"Winder, Josh","680739","2064","1937",,"2196","1305","2098",,,"2416",
"Turnbull, Spencer","605513","2459","2232",,"2501","1889","2553",,,,
"Criswell, Cooper","681867",,"2047","2364","2424","1520",,,,"2493",
"Hernández, Jonathan","642546",,"2158",,"2467","2157",,,,,
"Battenfield, Peyton","685410","2362",,"2319",,"1948","2504",,,,
"Anderson, Nick","623433","2101","2090",,,,"1933",,,,
"Romero, JoJo","668941","2203","2109",,,"1574",,,,"2632",
"Stone, Gavin","694813","2144","2056","2393","2165","1533","2287",,,,
"Brogdon, Connor","641401","2265",,"2330",,"2108",,,,,
"Rosenberg, Kenny","670046","2174",,"2298",,"1545","2495",,,"2281",
"La Sorsa, Joe","686747","2045","2048","2093",,"1674",,,,"2100",
"Francis, Bowden","670102","2467",,,"2592",,"2611","2696",,,
"Frías, Luis","666818","2245",,"2215","2086","1372",,,,,
"Soroka, Michael","647336","2400","2220",,"2739","2265",,,,,"2847"
"Winans, Allan","642216","2173","2122",,,"1846",,,,"2589",
"Borucki, Ryan","621366",,"2291",,"2408","1805",,,,"2454",
"King, John","667463","1980","2143",,"2660","1536",,,,,
"Jackson, Luke","592426","2210","1994",,"2182",,"2271",,,,
"Garcia, Robert","676395","2219",,,"2333","1703",,,,,
"Suárez, Andrew","605498","1895","1892",,"2352","1923","2282",,,,
"Uribe, Abner","682842","2255","2174",,"2648",,,,,,
"Hjelle, Sean","663546","2036","2105",,,"1769","1894",,,,
"Faucher, Calvin","676534","2268",,"2704",,,"2867",,,"2845",
"Cordero, Jimmy","622772","2764","2168",,"2379","1775",,,,,
"González, Victor","624647",,"2168",,"2339","1839",,,,,
"Herget, Jimmy","623474","2313","2315",,"2610","1490",,,,"2843",
"Herrin, Tim","682120","2394","2292",,"2294",,"2452",,,,
"Palencia, Daniel","694037","2351","2294",,"2113","1644","2111",,,,
"Headrick, Brent","687396","2298",,,"1928",,,"1391",,,
"Perdomo, Angel","622780","2442",,,"2576","2157",,,,,
"Nogosek, Stephen","668665","2278",,"2240","2293","1516","2295",,,"2369",
"Thielbar, Caleb","573204","2284",,,"2320",,"2492",,,"2454",
"Campbell, Isaiah","663462","2442","2440","2551","2725",,,,,"2763",
"Thompson, Keegan","624522","2473","2445","2629","2717","1522","2693",,,"2825",
"Garrett, Amir","607237","2223","2168",,"1936",,,,,,
"Hatch, Thomas","641672","2560","2382","2549",,"1966",,,,,
"Wittgren, Nick","621295","2152","2153","2339","2386","1644",,,,,
"Garcia, Luis","677651","2413","2486","2329",,"2087","2605",,,"2529",
"Cessa, Luis","570666","2223","2167",,"2459","1658",,,,,
"Neal, Zach","594943","2289","2175","2213",,"1514","2232",,,,
"Willingham, Amos","686294","2237","2298","1969","2050","1671",,,,,
"Thornton, Trent","663423","2422","2309","2486","2828",,"3079",,,"2966",
"Bellatti, Andrew","571479","2509",,,"2512","1763",,,,,
"Bleier, Richard","542947","2033","2004","1986","2048",,,"487",,,
"Bolton, Cody","675989","2354","2480",,,"1984",,,,"2745",
"Mayers, Mike","594577","2283","2087","2271","2162","1568","2419","1590",,,
"Smith-Shawver, AJ","700363","2194",,,"1928","1380","2256","1286",,,
"Akin, Keegan","669211","2307",,,"2183","1992","2293",,,,
"deGrom, Jacob","594798","2550",,,"2644","1671","2749",,,,
"Suarez, Robert","663158","2370","2279","2105","2056","1816",,,,,
"Lawrence, Casey","596271","2194","2089","2277","2346","1611","2423",,,"2385",
"Thompson, Ryan","657044","2090","2028",,"2163",,,,,,
"Jackson, Jay","543351","2249","2240",,"2283",,,,,,
"Stewart, Brock","592779","2604","2387","2437",,"1533",,,,"2537",
"Bruihl, Justin","677865",,"2165","2260",,,,,,"2512",
"Selby, Colin","681882",,"2228",,"2645",,"2616",,,,
"Jacques, Joe","682175","2075","1993",,,"1689",,,,"1963",
"Kerr, Ray","678061","2242",,,,,"1921","1414",,,
"Mahle, Tyler","641816","2354",,"2434","2408",,,"1929",,,
"Herget, Kevin","643361","2143",,"2124","2214","2016","2161",,,"2238",
"Cecconi, Slade","677944","2295",,,"2438","1941","2384","1112",,,
"Sands, Cole","663485","2347","2250","2427",,,"2901","1274",,,
"Oller, Adam","670124","2206",,"2190",,"1605","1496",,,,"2111"
"Carasiti, Matt","571539","2156","2016","2134",,,,,,,
"Jiménez, Dany","666204","2179",,,"2254",,,,,,
"Varland, Gus","681402","2256","2249",,"2088","1782",,,,,
"Barnes, Matt","598264","2177",,,,,"1961","1510",,,
"De los Santos, Yerry","660787",,"2178",,"2144","1597",,,,,
"Balazovic, Jordan","666364","1963",,,"2264","1482","2133",,,,
"Robertson, Nick","687798","2141",,,"2550","1800",,,,"2713",
"Lee, Dylan","669276","2249",,,"2069","1590",,,,,
"Zastryzny, Rob","642239","2442","2638","2475",,"2019",,,,"2326",
"Ort, Kaleb","672391","2300",,"2348",,"1976",,,,"2476",
"Coleman, Dylan","669395","2421",,"2413",,,,,,"2498",
"Patiño, Luis","672715","2262","2142",,"2374","1766","2282",,,,
"Phillips, Connor","683175","2459",,,,"1806","2194",,,"2396",
"Peralta, Sammy","671111","2122","2081",,"2282","1887",,,,"2480",
"Lovelady, Richard","663992","2359","2235",,"2381","1657",,,,,
"Jackson, Zach","667427","2128",,"2509","2422","2095",,,,,
"Hall, DL","669084","2209",,,"2395","2124","2534",,,"2320",
"Cimber, Adam","643256","2159","2081",,"2511",,,,,,
"Plesac, Zach","668676","2062",,,"2104","1554","2057",,,,
"Jarvis, Bryce","686826","2056",,,"2523","1929","2084",,,,
"Hunter, Tommy","488984","2346","2388","2425",,"1904","2707",,,,
"Snider, Collin","676092","2502","2472","2567","2789","2355",,,,"2659",
"Walter, Brandon","687888","2145","2048","2334",,"2241",,,,"2508",
"Reyes, Denyi","660593","2164","1954","2291","2217","1336",,,,,
"Adams, Austin","613534","2603","2597",,"2934",,,,,,
"Guerra, Javy","642770","2298","2140",,"2352",,,,,"2631",
"Mears, Nick","683232","2187",,,"2486","2033","2438",,,,
"Smeltzer, Devin","656970","2195",,"2088",,"1517","2555",,,"2480",
"Staumont, Josh","622251","2257","2178",,"2595",,"2702",,,,
"Doyle, Tommy","656382","2050",,"2187","2232",,,,,,
"Garza, Justin","621057","2210",,"2275","2297","1669",,,,,
"Harris, Hobie","665048","2127",,"2281",,,,"1373",,,
"Rucinski, Drew","607968","2069","1988",,"2104","916","2442",,,,
"Bumgarner, Madison","518516","2160",,"2244",,"1514","2286",,,,
"Garrett, Reed","657585","2306","2222","2415",,,"2553","1587",,"2586",
"Weissert, Greg","669711","2255","2063","2382",,"1744",,,,"2867",
"Rutledge, Jackson","671131","2378","2231",,"2002","1944","1969",,,,
"Castillo, Max","666721","2199","2153",,"2397","1585",,,,,
"Taylor, Josh","657031","2210","2167",,"2273",,"2058",,,,
"McArthur, James","663704","2266","2228","2410","2268",,"2860",,,,
"Ramsey, Lane","682010","2428","2913",,"2426",,,,,,
"Means, John","607644","2413",,,"2256","2133","2273",,,,"2303"
"Boxberger, Brad","502202","2347",,,"2424","1325",,,,,
"Scott, Tayler","605463","2140","2202",,,"1700",,"1302",,"2838",
"Underwood Jr., Duane","621249","2118","2014","2060",,"1644","2309",,,,
"Gipson-Long, Sawyer","687830","2164","2023","2394","2641","1343",,,,,
"Richardson, Lyon","680689","2300","2151",,"2392","1780","2443",,,,
"Rogers, Trevor","669432","2339","2304","2155",,"1394",,,,,
"Carlton, Drew","656290","2122","1924",,"2419","1957",,,,,
"Bass, Anthony","542914","2064","2023",,"2254",,,"1560",,,
"Alcala, Jorge","660896","2432","2187",,"2511","2193",,,,,
"Tapia, Domingo","593619","2261","2157",,"2269","1773",,,,,
"Bachman, Sam","696147",,"2199",,"2357","1553",,,,,
"Kennedy, Ian","453178","2361",,"1949",,,"2518","976",,,
"Hearn, Taylor","621368","2277","2070",,"2048","1837",,,,,
"Kennedy, Brett","664028","2171","1980",,"2298","1409",,,,,
"Sanmartin, Reiver","665665","2180","2192",,"2446","2051",,,,,
"Hill, Garrett","682051","2184","2183",,"2565","1429","2646",,,,
"Wingenter, Trey","622259","2025",,,"2007",,,,,,
"Heller, Ben","621294","2321","2161","2231",,"1516",,,,"2477",
"Vines, Darius","670241","2157",,"2330","2337","1480",,,,,
"Pérez, Francisco","660906","2118","1882",,"2467","1807","2502",,,,
"Naile, James","664942","1807","1617","2236",,"1534","2687",,,,
"Márquez, Germán","608566","2161","2090",,"2398","1731","2530",,,,
"Curtiss, John","595928","2269",,,"2598","1900",,,,,
"McKenzie, Triston","663474","2254",,,"2188",,"2216",,,,
"Ortiz, Luis","656814","2035","2004",,"2488","1777","2818",,,"2695",
"Kinley, Tyler","641755","2301","2562",,"2538","2079",,,,,
"Crochet, Garrett","676979","2364",,,"2257","1993",,,,"2226",
"Spiers, Carson","686730","2299","2140","2309",,"1693",,,,"2615",
"García, Deivi","665620","2231",,"2269","2668","1999","2723",,,"2760",
"Tarnok, Freddy","676206","2459",,,"2317","1763","2396",,,,
"Luetge, Lucas","476595","2619","2444","2548",,,"2499",,,"2689",
"De León, José","592254","2189",,"2142",,"1810",,,,"2417",
"Newcomb, Sean","656794","2291","2200","2404",,"1387","2864",,,,"2750"
"Rodríguez, Yerry","666720","2397","2404",,"2557","1825",,,,,
"Kelly, Michael","547184","2236","2058",,"2619",,,,,"2735",
"Kelley, Trevor","665001","2205","2156",,"2399","2148",,,,"2497",
"Felipe, Angel","665734","2125","2101",,"2263","1899",,,,,
"Bazardo, Eduard","660825","2028","2105",,,,,"1621",,"2591",
"Garcia, Rico","670329","2387",,,,"2196","2421",,,,
"Bubic, Kris","663460","2176",,,"2120","1866","2502",,,,
"Gilbert, Tyler","656457","2102","2083","2341",,,"2659","1401",,,
"Crismatt, Nabil","622503","2201","2153",,"2168","1638","2272",,,,
"Norris, Daniel","596057","2324","2088",,"2365","1426",,,,"2596",
"Familia, Jeurys","544727","2249","2199",,"2127",,,"1520",,,
"Mushinski, Parker","656786","2403","2397","2575",,,"2686",,,"2606",
"White, Mitch","669952","2215","1602",,"2284","1346","2338",,,"2386",
"Smith, Chad","663385","2339","2146",,"2187","1609",,,,,
"Cruz, Steven","674444","2177","2153","2170","2160",,,,,,
"Kay, Anthony","641743","2463",,,"2602","1735",,,,"2665",
"Misiewicz, Anthony","664948","2145",,"2354","2533",,"2837",,,,
"Boyle, Joe","671212","2437","2085",,"2579",,"2372",,,,
"Hughes, Brandon","676714","2306","2223",,"2377",,,,,,
"Ortega, Oliver","661383","2333","2272",,"2391",,"2435",,,"2310",
"Salazar, Eduardo","674285","2175","2080",,"1989","1813",,,,,
"Estrada, Jeremiah","669093","2285",,,"2437","1862","2466","1981",,,
"Loáisiga, Jonathan","642528","2400","2312",,,"1908","2624",,,,
"Martinez, Justin","679885","2240",,,"2267",,,"820",,,
"Solomon, Peter","656981","2236",,"2342","2297","2062","1935",,,,
"Yacabonis, Jimmy","642231",,"2250",,,"1741",,,,"2769",
"Legumina, Casey","668984","2342",,,"2665","1761",,,,"2638",
"Tepera, Ryan","572193","2288","2259",,"2351","1472",,,,"2454",
"Stephens, Jackson","623451","2063","1910","2351","2434","1643","2933",,,,
"Weiss, Zack","592848","2438",,,"2457",,,,,"2539",
"De Jong, Chase","608328","2374",,,"2441",,"2576","1090",,,
"Stoudt, Levi","686651","2120",,,"2268","1528","2141",,,,
"Miller, Tyson","668338","2215","2205",,"2541","2163","2653",,,,
"Murfee, Penn","682171","2232","2023",,,,,,,"2568",
"Heasley, Jonathan","669169","2330",,,,"1861","2567",,,"2433",
"Santana, Dennis","642701","2475","2390","2469","2611","1957",,,,,
"Walker, Josh","677020","2268","1968",,"2090","1873",,,,,
"Daniel, Davis","669721","2172","2000",,"2276","1729","2353",,,,
"Reyes, Gerardo","622103","2430","2122",,"2230",,,,,,
"Rodríguez, Joely","570257","2076","1956",,"2141","1077",,,,,
"Zimmermann, Bruce","669145","2406","2342",,"2512","1914","2221",,,,
"Mejía, J.C.","650496","2246","2093",,"2538",,,,,,
"Springs, Jeffrey","605488","2237",,,"2262","1424",,,,"2341",
"Cleavinger, Garrett","664076","2306","2371",,"2782",,,,,,
"Barnes, Jacob","606930","2353",,"2236","2231","1163",,,,,
"Díaz, Miguel","622766","2305","2171",,"2399","1833",,,,"2544",
"Adcock, Ty","686654","2094",,,"2130",,,,,,
"Patton, Spencer","607359","2039","1980",,"1936",,,"1695",,,
"Joyce, Ben","690829","2360","2225",,"2742",,,,,"2570",
"Cousins, Jake","664776","2332","2307",,,,,,,"2635",
"Vespi, Nick","663989",,"2221","2235","2547",,"2427",,,,
"Overton, Connor","656818","2047","2044","2202","2366","1802",,,,"2491",
"Pop, Zach","647315",,"2183",,"2446",,,,,,
"Allard, Kolby","663465","2038",,"2020",,"1565","2027",,,,
"Festa, Matt","670036","2352",,"2538",,,,,,"2608",
"Kuhnel, Joel","669270","2172","2209",,"2350","1414",,,,,
"Green, Chad","643338","2464",,,"2430","1552",,,,,
"Bush, Matt","456713","2423","2352",,,,"2470",,,"2456",
"Hancock, Emerson","676106","2354","2271",,"2180","1798",,,,,
"Lopez, Jacob","682052","2029","1525",,"2115","2065",,,,,
"Snead, Kirby","669912","2425","2354",,"2760","2168",,,,,
"Cronin, Declan","686539","2525","2522",,"2819",,,,,"1945",
"Otto Jr., Glenn","657248","2334","2093",,,,"2421",,,"2495",
"Funderburk, Kody","681892",,"2264","2305",,"1950",,,,"2514",
"Gillaspie, Logan","670810","2196",,,"2339","1574","2280",,,"2272",
"Vodnik, Victor","680767","2122",,,"2195","1721",,,,,
"Kittredge, Andrew","552640","2545","2300",,"2643",,,,,,
"Weber, Ryan","543901",,"2055",,"2289","2065",,,,,
"Kelly, Zack","677161","2154",,"2501","2564","2286",,,,"2590",
"Crowe, Wil","640444","2541",,,"2740","1602",,,,"2786",
"Acevedo, Domingo","642758","2029",,,"2125","1855",,,,,
"Stratton, Hunter","676702","2580",,"2714","2759",,,,,,
"Marte, José","665896","2282","2200","2369","2617","1852",,,,,
"Logue, Zach","656657","1947","1920","2289",,"1878","2326",,,,
"Dubin, Shawn","681869","2333",,"2746",,"1755","2651",,,"2777",
"Justice, Evan","687145","2348",,,"2184",,,,,,
"Then, Juan","672730","2279","2175",,"2351","2004",,,,,
"Sweet, Devin","682967","2171",,,"2369","1964",,,,,
"Estes, Joey","683155","2318",,"2500","2536","1623",,,,"2727",
"Morris, Cody","663752","2438",,"2338",,"1602","2418",,,,
"Reid-Foley, Sean","656887","2273",,,"2171","1377",,,,,
"Hudson, Bryan","663542","2262",,"2214",,,,,,"2064",
"Milone, Tommy","543548","2238",,,"2372","1710",,,,,
"Castillo, Diego","650895","1854","1915",,"2259","1468",,,,,
"Quijada, José","650671","2204","2275",,"2394","1601",,,,,
"Morejon, Adrian","670970","2448",,,"2661","1778","2556",,,"2558",
"Banda, Anthony","607455","2112","2150","2333","2307","1771",,,,,
"Díaz, Jhonathan","646242","2137","2219",,"2621","1768","2834",,,,
"Suero, Wander","593833",,"2291","2465",,"1968","2620",,,,
"Fulmer, Carson","608334","2390","2150",,"2476","1454","2689",,,,
"Saalfrank, Andrew","685314",,"2097",,,,"2166",,,,
"Barraclough, Kyle","607457","2328","2146","2413","2344","1392",,,,,
"Navarro, Edgar","679346",,"2235",,"2531","1723",,,,,
"Bradley, Archie","605151","2163","2056",,,"1326","1985",,,,
"Lucas, Easton","687922","2097",,"2070","2047","1722",,,,"2191",
"Coonrod, Sam","656322","2244","1998","2360",,"1449",,,,"2598",
"Barlow, Joe","669618","2398",,,"2367",,"2467",,,,
"Abad, Fernando","472551","2149","2125",,,"1738","2391",,,,
"Sousa, Bennett","656986","2158","2146",,"2172",,,,,,
"De Jesus, Enmanuel","646241","2219","2227","2644","2531","2062",,,,,
"Young, Danny","664849",,"2343",,,,,,,"2774",
"Little, Luke","681432","2191",,,,,,,,"2343",
"Kilian, Caleb","668873","2084","1971","2030",,"1411","2452",,,"2339",
"Bracho, Silvino","611093","2238",,,"2434","1884",,,,,
"Acton, Garrett","670183","2439",,,"2341","2034",,,,,
"Knehr, Reiss","663753","2249","2056","2136","2233","1770",,,,,
"McAllister, Zach","502083","2253","2171","2210",,"1625",,,,"2192",
"Senzatela, Antonio","622608","2100",,,"2061","2045","2225",,,,
"Gage, Matt","657424","2134","2084",,"2287",,"2218",,,"2303",
"Bristo, Braden","668754",,"2232","2513",,"1586",,,,"2783",
"McCaughan, Darren","670766","2038","2031",,"2492","1336",,,,"2554",
"Nicolas, Kyle","693312","2409",,,"2499",,"2407",,,,
"Junk, Janson","676083","2283","2107",,"2604",,"2451","1315",,"2287",
"Krook, Matt","640454","1260","2096","2437",,"1690",,,,"2645",
"Busenitz, Alan","641427","2405","2166","2590","2555",,"2738",,,"2572",
"Sherriff, Ryan","595411",,"2023",,"2597","1092",,,,,
"Brewer, Colten","605155","2378","2156","2423","2761",,"2862",,,,
"Bukauskas, J.B.","656266",,"2143",,"2509","1622",,,,,
"Espino, Paolo","502179","2257",,,,"1460","3034",,,"2847",
"Padilla, Nicholas","656820",,"1995","2328",,,"2767",,,"2570",
"Ingram, Kolton","688427","2494","2059","2582","2653","1589",,,,"2611",
"Lindgren, Jeff","689167","2192","2030",,,"1964",,,,"2615",
"Rodríguez, Dereck","605446","2047",,"2073",,"947","2466",,,,
"Woods Richardson, Simeon","680573","2109",,,"2305","2151",,,,,
"Latz, Jacob","656641","2229",,,"2578","1810","2666",,,,
"Muckenhirn, Zach","669105","2076",,,"2072","1324",,,,,
"Small, Ethan","663629","2169",,,"2027","1411",,,,,
"Kriske, Brooks","621139","2302",,"2186",,,,"836",,"2198",
"Ray, Robbie","592662","2271","2103",,"2227",,,,,,
"Antone, Tejay","622088","2486","2485",,"2616",,"2690",,,,
"Watkins, Spenser","657093","2175","1979","2284","2472",,"2499","793",,,
"Givens, Mychal","571710","2407","2241",,"2506","2176",,,,,
"Hanifee, Brenan","669724",,"1886","2039","2184","1682",,,,"2219",
"Parsons, Wes","641149","2316","2342",,"2458","1629","2507",,,,
"Hendriks, Liam","521230","2366",,,"2196",,"2099",,,,
"Andrews, Clayton","677076","2085","2076",,"2814","2043",,,,,
"Moore, McKinley","686842","2217",,,,"1661",,,,"2815",
"Plassmeyer, Michael","674681","2409",,,"2379","1629",,,,,
"Sulser, Cole","642121","2338",,,"2472","1597",,,,,
"Hernández, Daysbel","678226","2397",,,"2641",,,,,,
"Kolarek, Adam","592473","2240","2206",,"2320",,,,,,
"Bowman, Matt","621199",,"2021","2210",,,,"1152",,"2621",
"Hernandez, Nick","663321","2469",,,"2521",,"2216","1649",,,
"Vargas, Carlos","672841","2195","2201","2361",,"1831",,,,,
"Krehbiel, Joey","607216","2166",,"2502",,"1465",,,,,
"Howard, Spencer","675921","2183",,,"2268","1471",,,,,
"Paddack, Chris","663978","2254",,,"1962","1999","2128",,,,
"Dermody, Matt","571616","2221","2215","2390","2365","1600","2408",,,,
"González, Chi Chi","592346","2337","2141",,"2400","1973","2486",,,,
"Burdi, Zack","641420","2498",,,"2626","1855",,,,,
"Wolf, Jackson","680232","2108",,,"2198","1885",,,,,
"Castano, Daniel","641447","2298","2260","2402","2464","1619",,,,,
"Nelson, Nick","656793","1923","1986",,"2377","1919",,,,,
"White, Owen","669391","2328","2223","2400","2386","1824","2870",,,"2432",
"Naughton, Packy","676050","2079","1961","2291",,"1518",,,,,
"Hartlieb, Geoff","664129","2413","2319",,"2492",,,,,,
"Mederos, Victor","682989","2376","2267",,"2421",,"2386",,,,
"Speas, Alex","666208","2258",,"2566","2691",,,,,"2680",
"Waites, Cole","686972","2372","1991",,"2151",,,,,,
"Faria, Jake","607188","2270",,,"2289",,"2528","1452",,,
"Hudson, Daniel","543339","2485","2485",,"2510","2352",,,,,
"McGee, Easton","668834","2288","2134","2344","2053","1741","2165",,,"2159",
"Ríos, Yacksel","605441","2283",,,"2173",,,"1427",,,
"Colomé, Alex","517008","2177",,"2289",,,,,,,
"Nolin, Sean","543594","2188",,"2153",,"1721","2143",,,"2139",
"Kerkering, Orion","689147","2418","2424",,,,,,,"2959",
"Santillan, Tony","663574","2152",,,,,,,,,"1978"
"Pannone, Thomas","623381","2301",,"2278",,"1802","2411",,,,
"Burdi, Nick","595897","2551",,,"2729",,,,,,
"Leahy, Kyle","681517","2323",,,"2445",,"2357",,,"2565",
"Wong, Jake","673858","1719",,,"2255","1563","2250",,,,
"Bowlan, Jonathan","680742","2154","1947",,"2470","1552","2392",,,,
"McMillon, John","669111","2354",,,"2220",,,,,,
"Veneziano, Anthony","685107","2213",,,"2152","1554",,,,,
"Nittoli, Vinny","657697",,"2467","2638","2723",,,,,"2708",
"McFarland, T.J.","519008",,"1872",,,"1623",,,,"2340",
"Uceta, Edwin","670955","2348",,,,"2002","2480",,,,
"Lopez, José","673111","2294",,,"2485","1509",,,,,
"Moronta, Reyes","606625","2304",,,"2443","1961",,,,,
"Rodríguez, José","642578","2284","2198",,"2529","1984",,,,,
"Stallings, Jacob","607732",,,,,"1500","1499",,,,
"Jacob, Alek","689690","2262","2216",,,"2060",,,,"2196",
"Rodríguez, Elvin","660730","2473",,,"2444","2232","2726",,,,
"Zuñiga, Guillo","670871","2367",,,"2644","1942",,,,,
"Greene, Shane","572888","2432","2155","2610",,"1639",,,,"2567",
"Berroa, Prelander","672860","2235",,,"2442",,,,,,
"Mariot, Michael","592527","2359","2285",,"2559","1893","2433",,,,
"Pilkington, Konnor","663455","2270",,,"2356","1514",,,,,
"Mills, Alec","621219","2265","2289",,"2609","1653","2324",,,,
"Boushley, Caleb","676961","2270","2004","2226",,,"2406",,,"2330",
"Cáceres, Kelvin","680983","2316","2115",,,"2009","2659",,,,
"Vieira, Thyago","600986",,"2184",,"2263",,,,,,
"Wynne, Randy","691094","2160","2152","2114","2402","1518",,,,,
"Uelmen, Erich","657272","2302","2040",,"2530","2001",,,,,
"Quezada, Johan","629498","2447",,,"2265","2235",,,,,
"Duffey, Tyler","608648","2306","2345",,"2443","1555","2571",,,,
"Gómez, Yoendrys","672782","2506",,,"2356","2034","2547",,,"2456",
"Reed, Jake","596082","2240","2146","2335","2355","1738",,,,,
"Cyr, Tyler","664202","2147",,"2237","2287","1260",,,,,
"Montas, Frankie","593423","2350","2188","2433",,,,"1643",,,
"Espada, Jose","664744","2140",,,"2462",,,"1347",,,
"Hurt, Kyle","669165","1877",,,,"1192",,,,,
"Warren, Austin","681810","2320","2301","2422",,"1773",,,,"2632",
"Castillo, José","620454","2142",,,"2472",,,,,,
"Karcher, Ricky","676689","2213",,,"2732","1877",,,,,
"Pint, Riley","666207",,"2094",,"2417",,,,,,
"Crawford, Brandon","543063","1901",,,"2322",,"2554",,,,
"Rainey, Tanner","663432","2385",,,"2424",,,,,,
"Hembree, Heath","592390","2381",,,"2681",,,,,,
"Perez, Hector","660431","2234",,,"2424",,,"1238",,,
"Ryan, Ryder","656924","2305","2201",,"2154",,,,,,
"Burleson, Alec","676475",,,,,"1445",,,,,
"Schoop, Jonathan","570731",,,,,"1717","1836",,,,
"Calvo, Blair","663971",,"1975",,"2796",,,,,,
"Vallimont, Chris","681808","2169",,,,"2256",,,,"2633",
