"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Rogers, Taylor","573124","0.7","40.8","2.0","","","","","","56.5",""
"Sborz, Josh","622250","36.2","","","38.0","","25.8","","","",""
"Moore, Matt","519043","47.9","0.1","","","31.3","20.7","","","",""
"Coulombe, Danny","543056","8.6","18.1","43.0","","1.9","10.7","","","17.7",""
"Ryu, Hyun Jin","547943","27.5","13.9","18.8","","22.8","17.1","","","",""
"Schreiber, John","670167","28.6","25.9","0.2","","7.8","","","","37.5",""
"Ruiz, José","614179","31.5","20.4","","","13.1","35.0","","","",""
"Gonzales, Marco","594835","26.8","10.1","8.8","","30.2","24.2","","","",""
"Mayza, Tim","641835","","76.5","","23.5","","","","","",""
"Lynch IV, Daniel","663738","42.5","2.4","","18.7","28.0","8.5","","","",""
"Almonte, Yency","622075","16.0","26.6","0.8","","6.5","","","","50.1",""
"Armstrong, Shawn","542888","20.7","34.3","37.6","","","","","","","7.4"
"Saucedo, Tayler","642048","2.4","39.8","","13.9","25.9","5.7","","","12.3",""
"Baker, Bryan","641329","56.8","","","28.8","14.4","","","","",""
"Speier, Gabe","642100","20.6","45.9","","31.8","1.7","","","","",""
"Vest, Will","676684","51.4","2.9","","33.3","12.3","","","","",""
"Long, Sam","669674","49.5","","","12.4","2.2","30.5","5.4","","",""
"May, Trevor","543507","42.4","","","25.9","22.3","","","","9.4",""
"Feltner, Ryan","663372","26.8","18.3","","31.1","14.8","8.9","","","0.1",""
"Shaw, Bryan","543766","","12.5","50.6","","2.7","14.0","","","20.2",""
"Machado, Andrés","600921","30.5","28.8","","13.2","27.5","","","","",""
"Ureña, José","570632","14.5","35.9","","25.3","24.3","","","","",""
"Kuhl, Chad","641771","34.7","7.8","0.9","43.0","4.2","8.8","","","0.6",""
"Martinez, Seth","661527","40.1","17.0","","","16.1","","","","26.8",""
"Stephenson, Robert","596112","23.6","","41.4","24.1","","0.3","10.6","","",""
"Fleming, Josh","676596","4.7","44.1","","","29.0","22.1","","","",""
"Pruitt, Austin","643493","24.4","15.5","","37.6","6.1","16.1","","","0.3",""
"Morán, Jovani","663558","45.6","","","7.2","47.2","","","","",""
"Alvarado, José","621237","0.5","58.2","41.2","","","","","","",""
"Shreve, Chasen","592741","36.3","0.1","","1.1","","","41.4","","21.2",""
"Pearson, Nate","663878","61.9","","","23.9","","14.2","","","",""
"Covey, Dylan","592229","0.1","41.2","26.8","21.6","1.0","","5.2","","4.1",""
"May, Dustin","669160","27.5","33.3","14.6","12.9","4.4","","","","7.3",""
"Fairbanks, Pete","664126","49.5","","","49.9","0.7","","","","",""
"Buttó, José","676130","50.9","5.6","","15.1","22.9","5.5","","","",""
"Karinchak, James","675916","56.4","","","","","43.6","","","",""
"Beeks, Jalen","656222","43.5","","10.9","1.2","44.3","","","","",""
"Martin, Chris","455119","34.3","15.1","34.5","1.4","","","10.7","","4.0",""
"Jansen, Kenley","445276","","10.8","77.3","11.9","","","","","",""
"Rucker, Michael","621074","39.4","2.1","26.4","17.4","4.5","10.3","","","",""
"Hill, Tim","657612","46.9","43.4","4.3","5.3","","","","","",""
"Ramírez, Yohan","670990","","70.4","","","3.5","","","","26.1",""
"Kelly, Joe","523260","15.0","31.5","","25.8","10.7","17.0","","","",""
"Zerpa, Angel","672582","33.7","23.1","","23.9","19.4","","","","",""
"Chargois, JT","608638","5.5","52.9","","41.5","","","","","",""
"Abbott, Cory","676265","45.9","","","6.8","","47.2","","","",""
"Marte, Yunior","628708","6.4","49.4","0.1","44.0","","","","","",""
"Lucchesi, Joey","664192","24.1","49.9","0.6","","","24.7","0.7","","",""
"Alexander, Scott","518397","0.4","75.2","","16.0","8.4","","","","",""
"Kahnle, Tommy","592454","17.4","4.7","","2.3","75.6","","","","",""
"Gaddis, Hunter","683769","39.9","","3.6","31.7","18.2","6.6","","","",""
"Ward, Thaddeus","663658","4.8","37.6","20.0","","1.5","","","","36.1",""
"Devenski, Chris","606965","29.1","","","12.5","51.5","0.1","","","6.8",""
"Brigham, Jeff","656257","39.1","","18.7","","","","","","42.2",""
"Alexander, Tyler","641302","28.0","11.0","35.5","8.4","17.1","","","","",""
"Lambert, Jimmy","669424","43.6","","","30.4","10.2","15.8","","","",""
"Brebbia, John","605154","45.8","","","53.9","0.3","","","","",""
"Jameson, Drey","686753","27.0","30.0","","26.1","13.2","3.7","","","",""
"Rasmussen, Drew","656876","29.4","12.3","36.1","","","7.3","","","15.0",""
"Waldron, Matt","663362","21.1","23.0","13.1","","","","","26.7","16.0",""
"Rom, Drew","680723","44.3","24.1","","","","","7.9","","23.7",""
"Soriano, José","667755","24.6","14.5","","4.9","","41.2","14.8","","",""
"Vásquez, Randy","681190","26.5","22.0","16.6","","11.8","10.5","","","12.7",""
"Miller, Shelby","571946","57.6","","","","","","26.2","","16.1",""
"Voth, Austin","608723","44.0","","11.2","","","27.6","","","17.2",""
"Keuchel, Dallas","572971","","34.7","25.4","12.9","27.1","","","","",""
"Wantz, Andrew","681806","38.6","0.3","28.6","","6.2","","","","26.3",""
"Ramirez, Nick","598286","2.6","40.6","","1.4","28.0","0.2","","","27.4",""
"Pepiot, Ryan","686752","50.6","","","14.7","34.7","","","","",""
"Strzelecki, Peter","657265","35.8","19.4","0.3","0.9","17.8","","","","25.7",""
"White, Brendan","686839","32.4","7.4","","31.1","","","0.9","","28.2",""
"Velasquez, Vince","592826","41.5","1.1","","44.6","12.5","0.3","","","",""
"Lodolo, Nick","666157","37.6","14.1","","","12.5","35.8","","","",""
"Hartwig, Grant","701643","","46.8","17.5","","4.2","","","","31.5",""
"Brieske, Beau","689225","39.6","20.0","","16.3","24.0","","","","",""
"Llovera, Mauricio","661440","0.5","62.6","2.9","34.0","","","","","",""
"Suarez, José","660761","38.1","6.8","1.5","13.2","26.8","","","","13.6",""
"Mlodzinski, Carmen","669387","49.9","0.2","13.1","","14.7","","","","22.0",""
"Hollowell, Gavin","668970","34.4","30.0","3.0","","","","","","32.6",""
"Miller, Mason","695243","56.2","","12.2","24.5","7.2","","","","",""
"Helsley, Ryan","664854","56.2","","","36.7","","7.1","","","",""
"Lamet, Dinelson","659275","23.9","27.5","","45.9","2.7","","","","",""
"Davis, Noah","663562","1.8","50.2","16.6","14.6","9.2","7.5","","","",""
"Megill, Trevor","656730","72.1","","","","","27.9","","","",""
"Anderson, Grant","681982","17.4","27.9","","49.8","4.8","","","","",""
"Winn, Keaton","676775","26.4","14.6","","3.5","","","55.4","","",""
"Harrison, Kyle","690986","60.5","0.3","1.7","","10.9","","","","","26.5"
"Koch, Matt","571863","44.2","","47.3","8.6","","","","","",""
"Wicks, Jordan","696136","28.5","19.6","9.8","4.1","29.7","8.4","","","",""
"Kauffmann, Karl","666154","18.2","33.8","11.0","16.8","20.1","","","","",""
"Chavez, Jesse","445926","0.2","29.7","50.9","","13.6","5.7","","","",""
"Cox, Austin","680735","48.6","","19.4","1.6","15.2","15.2","","","",""
"Wright, Kyle","657140","15.5","29.6","","1.4","6.3","47.3","","","",""
"Duarte, Daniel","650960","26.6","28.7","19.8","","6.8","","","","18.2",""
"Mantiply, Joe","573009","7.5","40.5","","","24.2","27.8","","","",""
"Dodd, Dylan","689266","48.9","","4.8","28.5","17.8","","","","",""
"Kowar, Jackson","663804","38.0","0.2","","26.2","35.6","","","","",""
"Edwards Jr., Carl","605218","63.9","0.2","","","23.5","12.4","","","",""
"Ferrer, José A.","678606","27.4","44.5","2.5","1.8","23.8","","","","",""
"Winder, Josh","680739","24.5","5.9","","33.1","24.9","9.5","","","2.1",""
"Turnbull, Spencer","605513","40.7","19.1","","22.3","11.0","6.8","","","",""
"Criswell, Cooper","681867","","34.1","17.9","7.0","13.0","","","","28.0",""
"Hernández, Jonathan","642546","","46.5","","43.8","9.8","","","","",""
"Battenfield, Peyton","685410","44.5","","41.0","","3.8","10.7","","","",""
"Anderson, Nick","623433","41.8","8.2","","","","50.0","","","",""
"Romero, JoJo","668941","15.7","33.4","","","27.9","","","","23.0",""
"Stone, Gavin","694813","27.6","14.6","16.8","6.4","34.2","0.4","","","",""
"Brogdon, Connor","641401","32.5","","24.4","","43.0","","","","",""
"Rosenberg, Kenny","670046","43.1","","11.2","","37.6","6.8","","","1.3",""
"La Sorsa, Joe","686747","1.1","49.3","7.0","","4.4","","","","38.1",""
"Francis, Bowden","670102","51.6","","","14.3","","34.0","0.2","","",""
"Frías, Luis","666818","38.2","","47.5","11.5","2.8","","","","",""
"Soroka, Michael","647336","32.2","22.9","","26.1","18.2","","","","","0.6"
"Winans, Allan","642216","22.5","25.3","","","27.5","","","","24.7",""
"Borucki, Ryan","621366","","20.3","","54.7","11.2","","","","13.8",""
"King, John","667463","0.4","54.3","","8.2","37.2","","","","",""
"Jackson, Luke","592426","27.0","0.4","","70.5","","2.1","","","",""
"Garcia, Robert","676395","48.7","","","24.1","27.2","","","","",""
"Suárez, Andrew","605498","46.3","1.7","","22.8","18.2","10.9","","","",""
"Uribe, Abner","682842","5.6","62.2","","32.2","","","","","",""
"Hjelle, Sean","663546","0.6","52.7","","","3.5","43.2","","","",""
"Faucher, Calvin","676534","28.8","","31.5","","","10.1","","","29.6",""
"Cordero, Jimmy","622772","0.2","70.5","","27.9","1.4","","","","",""
"González, Victor","624647","","63.7","","29.8","6.5","","","","",""
"Herget, Jimmy","623474","5.3","19.4","","30.8","5.9","","","","38.5",""
"Herrin, Tim","682120","41.3","5.9","","40.1","","12.8","","","",""
"Palencia, Daniel","694037","64.2","3.0","","27.7","1.2","3.8","","","",""
"Headrick, Brent","687396","56.3","","","38.3","","","5.5","","",""
"Perdomo, Angel","622780","61.8","","","31.3","7.0","","","","",""
"Nogosek, Stephen","668665","62.8","","14.5","0.2","4.1","1.4","","","17.0",""
"Thielbar, Caleb","573204","52.2","","","5.8","","20.6","","","21.4",""
"Campbell, Isaiah","663462","45.8","0.8","0.2","38.7","","","","","14.4",""
"Thompson, Keegan","624522","46.5","0.6","27.5","1.0","0.4","15.3","","","8.6",""
"Garrett, Amir","607237","31.5","23.9","","44.5","","","","","",""
"Hatch, Thomas","641672","13.3","24.2","35.2","","27.3","","","","",""
"Wittgren, Nick","621295","36.7","1.7","13.3","36.4","11.9","","","","",""
"Garcia, Luis","677651","30.8","0.2","43.2","","5.8","7.5","","","12.5",""
"Cessa, Luis","570666","22.7","17.5","","37.6","22.2","","","","",""
"Neal, Zach","594943","12.8","27.3","31.8","","18.4","9.7","","","",""
"Willingham, Amos","686294","61.8","0.7","4.6","30.4","2.6","","","","",""
"Thornton, Trent","663423","33.2","11.8","0.2","9.8","","10.5","","","34.5",""
"Bellatti, Andrew","571479","47.4","","","47.1","5.5","","","","",""
"Bleier, Richard","542947","3.7","41.9","39.0","10.1","","","5.3","","",""
"Bolton, Cody","675989","54.1","0.7","","","16.5","","","","28.8",""
"Mayers, Mike","594577","31.4","11.2","9.2","31.0","10.1","6.4","0.7","","",""
"Smith-Shawver, AJ","700363","54.0","","","23.3","7.7","12.1","2.9","","",""
"Akin, Keegan","669211","60.0","","","25.0","14.8","0.2","","","",""
"deGrom, Jacob","594798","52.1","","","37.0","8.9","2.0","","","",""
"Suarez, Robert","663158","38.3","22.7","0.9","4.5","33.6","","","","",""
"Lawrence, Casey","596271","15.4","33.8","0.4","20.4","13.0","0.4","","","16.6",""
"Thompson, Ryan","657044","5.4","60.1","","34.2","0.2","","","","",""
"Jackson, Jay","543351","38.7","1.4","","60.0","","","","","",""
"Stewart, Brock","592779","39.2","10.7","20.3","","8.4","","","","21.4",""
"Bruihl, Justin","677865","","31.7","37.0","","","","","","31.3",""
"Selby, Colin","681882","","46.5","","36.4","","17.2","","","",""
"Jacques, Joe","682175","2.5","60.8","","","1.8","","","","34.9",""
"Kerr, Ray","678061","51.3","","","","","43.3","5.4","","",""
"Mahle, Tyler","641816","51.8","","2.1","26.4","","","19.7","","",""
"Herget, Kevin","643361","44.3","","1.7","9.8","35.2","5.3","","","3.8",""
"Cecconi, Slade","677944","58.6","","","27.0","1.4","9.8","3.1","","",""
"Sands, Cole","663485","36.8","13.1","7.3","","","19.1","23.7","","",""
"Oller, Adam","670124","45.1","","12.1","","5.1","0.2","","","","37.4"
"Carasiti, Matt","571539","1.0","64.2","7.1","","","","","","",""
"Jiménez, Dany","666204","37.3","","","62.7","","","","","",""
"Varland, Gus","681402","49.4","0.7","","44.9","5.0","","","","",""
"Barnes, Matt","598264","45.5","","","","","48.5","6.0","","",""
"De los Santos, Yerry","660787","","61.5","","20.9","17.6","","","","",""
"Balazovic, Jordan","666364","47.4","","","19.6","8.9","24.0","","","",""
"Robertson, Nick","687798","53.3","","","2.6","31.6","","","","12.5",""
"Lee, Dylan","669276","40.2","","","47.6","12.3","","","","",""
"Zastryzny, Rob","642239","35.2","0.3","22.6","","14.1","","","","27.8",""
"Ort, Kaleb","672391","71.5","","3.4","","1.8","","","","23.3",""
"Coleman, Dylan","669395","37.6","","26.6","","","","","","35.8",""
"Patiño, Luis","672715","27.7","30.5","","29.2","10.7","1.8","","","",""
"Phillips, Connor","683175","63.3","","","","1.3","10.0","","","25.5",""
"Peralta, Sammy","671111","35.6","0.3","","2.9","36.9","","","","24.3",""
"Lovelady, Richard","663992","31.2","20.9","","46.8","1.1","","","","",""
"Jackson, Zach","667427","58.9","","0.3","40.3","0.5","","","","",""
"Hall, DL","669084","53.6","","","21.6","16.4","4.6","","","3.8",""
"Cimber, Adam","643256","39.4","31.5","","29.1","","","","","",""
"Plesac, Zach","668676","39.7","","","40.5","15.7","4.1","","","",""
"Jarvis, Bryce","686826","52.4","","","32.4","11.6","3.5","","","",""
"Hunter, Tommy","488984","7.9","39.2","31.3","","7.4","14.2","","","",""
"Snider, Collin","676092","2.5","46.9","14.2","24.0","0.3","","","","12.3",""
"Walter, Brandon","687888","4.1","26.3","31.2","","15.9","","","","22.5",""
"Reyes, Denyi","660593","31.6","10.4","20.3","22.5","15.1","","","","",""
"Adams, Austin","613534","8.3","1.9","","89.8","","","","","",""
"Guerra, Javy","642770","35.1","33.1","","16.0","","","","","15.7",""
"Mears, Nick","683232","59.9","","","17.7","0.6","21.8","","","",""
"Smeltzer, Devin","656970","41.0","","5.0","","27.7","15.0","","","11.4",""
"Staumont, Josh","622251","46.4","11.1","","22.5","","20.0","","","",""
"Doyle, Tommy","656382","43.8","","48.3","8.0","","","","","",""
"Garza, Justin","621057","50.3","","21.0","15.1","13.6","","","","",""
"Harris, Hobie","665048","34.6","","15.4","","","","50.0","","",""
"Rucinski, Drew","607968","28.3","26.6","","30.3","7.7","7.1","","","",""
"Bumgarner, Madison","518516","33.1","","34.9","","12.3","19.7","","","",""
"Garrett, Reed","657585","31.1","14.4","26.8","","","2.6","14.4","","10.7",""
"Weissert, Greg","669711","25.1","34.7","6.6","","6.1","","","","27.5",""
"Rutledge, Jackson","671131","46.0","13.9","","22.0","12.7","5.5","","","",""
"Castillo, Max","666721","32.7","9.6","","31.6","26.0","","","","",""
"Taylor, Josh","657031","35.5","13.5","","42.2","","8.8","","","",""
"McArthur, James","663704","1.8","34.6","0.6","24.3","","38.7","","","",""
"Ramsey, Lane","682010","48.5","0.3","","51.2","","","","","",""
"Means, John","607644","41.9","","","15.0","33.3","9.4","","","","0.3"
"Boxberger, Brad","502202","54.4","","","32.5","13.0","","","","",""
"Scott, Tayler","605463","9.8","31.7","","","3.8","","7.4","","47.3",""
"Underwood Jr., Duane","621249","3.9","25.5","24.3","","25.8","20.5","","","",""
"Gipson-Long, Sawyer","687830","24.4","18.2","1.2","31.8","24.4","","","","",""
"Richardson, Lyon","680689","41.4","11.2","","6.6","29.9","10.9","","","",""
"Rogers, Trevor","669432","43.3","18.5","12.7","","25.5","","","","",""
"Carlton, Drew","656290","48.2","22.4","","18.8","10.6","","","","",""
"Bass, Anthony","542914","7.7","29.6","","55.9","","","6.8","","",""
"Alcala, Jorge","660896","21.9","15.0","","41.7","21.3","","","","",""
"Tapia, Domingo","593619","47.5","31.8","","11.0","9.7","","","","",""
"Bachman, Sam","696147","","38.3","","60.1","1.6","","","","",""
"Kennedy, Ian","453178","60.8","","4.5","","","1.3","33.4","","",""
"Hearn, Taylor","621368","48.6","7.3","","39.9","4.2","","","","",""
"Kennedy, Brett","664028","42.9","23.5","","5.5","28.1","","","","",""
"Sanmartin, Reiver","665665","12.6","29.4","","16.1","41.9","","","","",""
"Hill, Garrett","682051","39.2","16.2","","26.5","9.7","8.4","","","",""
"Wingenter, Trey","622259","50.5","","","49.5","","","","","",""
"Heller, Ben","621294","5.8","39.0","29.2","","12.7","","","","13.3",""
"Vines, Darius","670241","33.1","","33.8","8.4","24.7","","","","",""
"Pérez, Francisco","660906","26.6","21.1","","31.2","18.8","2.3","","","",""
"Naile, James","664942","1.0","55.2","1.6","","3.6","38.6","","","",""
"Márquez, Germán","608566","37.1","19.2","","24.8","1.3","17.5","","","",""
"Curtiss, John","595928","55.8","","","42.2","2.0","","","","",""
"McKenzie, Triston","663474","63.3","","","20.0","","16.7","","","",""
"Ortiz, Luis","656814","10.7","32.1","","5.4","5.7","8.4","","","37.8",""
"Kinley, Tyler","641755","36.6","0.3","","61.4","1.7","","","","",""
"Crochet, Garrett","676979","64.0","","","1.4","6.5","","","","28.1",""
"Spiers, Carson","686730","26.8","15.8","23.4","","13.1","","","","21.0",""
"García, Deivi","665620","56.1","","5.9","5.5","16.3","12.1","","","4.2",""
"Tarnok, Freddy","676206","51.6","","","25.8","12.2","10.5","","","",""
"Luetge, Lucas","476595","0.3","2.4","48.6","","","13.3","","","35.3",""
"De León, José","592254","52.1","","9.9","","23.9","","","","14.1",""
"Newcomb, Sean","656794","51.4","6.8","1.4","","2.9","15.0","","","","22.5"
"Rodríguez, Yerry","666720","51.1","4.3","","37.1","7.6","","","","",""
"Kelly, Michael","547184","22.4","7.7","","16.5","","","","","53.3",""
"Kelley, Trevor","665001","6.3","46.7","","7.4","1.1","","","","38.6",""
"Felipe, Angel","665734","27.3","29.9","","35.4","7.4","","","","",""
"Bazardo, Eduard","660825","24.8","21.9","","","","","8.1","","45.2",""
"Garcia, Rico","670329","55.4","","","","24.0","20.6","","","",""
"Bubic, Kris","663460","42.4","","","15.9","24.6","17.0","","","",""
"Gilbert, Tyler","656457","24.3","8.7","46.4","","","13.3","7.2","","",""
"Crismatt, Nabil","622503","18.5","7.3","","6.5","47.3","20.4","","","",""
"Norris, Daniel","596057","41.1","0.4","","14.0","42.6","","","","1.9",""
"Familia, Jeurys","544727","25.0","32.8","","29.7","","","12.5","","",""
"Mushinski, Parker","656786","16.1","4.7","31.8","","","32.5","","","14.9",""
"White, Mitch","669952","37.5","0.8","","41.9","0.8","10.3","","","8.7",""
"Smith, Chad","663385","0.8","54.8","","41.5","2.8","","","","",""
"Cruz, Steven","674444","42.2","23.4","7.0","27.5","","","","","",""
"Kay, Anthony","641743","54.5","","","28.5","3.7","","","","13.2",""
"Misiewicz, Anthony","664948","26.7","","42.9","6.3","","24.2","","","",""
"Boyle, Joe","671212","56.3","2.1","","32.1","","9.6","","","",""
"Hughes, Brandon","676714","38.9","5.9","","55.2","","","","","",""
"Ortega, Oliver","661383","19.2","20.1","","35.1","","24.3","","","1.3",""
"Salazar, Eduardo","674285","13.8","49.4","","31.8","5.0","","","","",""
"Estrada, Jeremiah","669093","84.0","","","13.1","2.1","0.4","0.4","","",""
"Loáisiga, Jonathan","642528","5.9","69.9","","","9.7","14.4","","","",""
"Martinez, Justin","679885","60.2","","","19.1","","","20.8","","",""
"Solomon, Peter","656981","54.7","","14.8","11.9","4.2","14.4","","","",""
"Yacabonis, Jimmy","642231","","65.4","","","8.2","","","","26.4",""
"Legumina, Casey","668984","64.1","","","17.7","6.5","","","","11.7",""
"Tepera, Ryan","572193","31.9","11.4","","37.1","5.7","","","","14.0",""
"Stephens, Jackson","623451","17.7","22.6","16.8","15.9","7.5","19.5","","","",""
"Weiss, Zack","592848","29.2","","","7.1","","","","","63.7",""
"De Jong, Chase","608328","37.8","","","35.1","","15.6","11.6","","",""
"Stoudt, Levi","686651","47.8","","","35.3","7.6","9.4","","","",""
"Miller, Tyson","668338","58.5","9.8","","14.3","3.6","13.8","","","",""
"Murfee, Penn","682171","34.1","3.1","","","","","","","62.8",""
"Heasley, Jonathan","669169","44.8","","","","10.4","21.3","","","23.5",""
"Santana, Dennis","642701","21.7","29.0","10.9","24.4","14.0","","","","",""
"Walker, Josh","677020","65.3","0.5","","32.9","1.4","","","","",""
"Daniel, Davis","669721","52.3","0.9","","18.3","11.0","17.4","","","",""
"Reyes, Gerardo","622103","55.6","12.0","","32.4","","","","","",""
"Rodríguez, Joely","570257","3.7","45.1","","7.9","43.3","","","","",""
"Zimmermann, Bruce","669145","10.2","14.0","","39.5","23.3","13.0","","","",""
"Mejía, J.C.","650496","2.8","54.2","","43.0","","","","","",""
"Springs, Jeffrey","605488","40.8","","","12.8","34.1","","","","12.3",""
"Cleavinger, Garrett","664076","27.5","25.6","","46.9","","","","","",""
"Barnes, Jacob","606930","50.2","","47.4","0.5","1.9","","","","",""
"Díaz, Miguel","622766","20.2","27.9","","25.0","25.0","","","","1.9",""
"Adcock, Ty","686654","44.0","","","56.0","","","","","",""
"Patton, Spencer","607359","52.7","2.0","","43.4","","","2.0","","",""
"Joyce, Ben","690829","77.7","2.0","","19.8","","","","","0.5",""
"Cousins, Jake","664776","16.8","28.7","","","","","","","54.5",""
"Vespi, Nick","663989","","1.0","50.0","29.7","","19.3","","","",""
"Overton, Connor","656818","26.0","15.0","12.5","18.0","23.5","","","","5.0",""
"Pop, Zach","647315","","60.8","","39.2","","","","","",""
"Allard, Kolby","663465","45.2","","22.1","","9.0","23.6","","","",""
"Festa, Matt","670036","51.3","","7.2","","","","","","41.5",""
"Kuhnel, Joel","669270","39.0","23.1","","22.6","15.4","","","","",""
"Green, Chad","643338","56.4","","","43.1","0.5","","","","",""
"Bush, Matt","456713","51.5","7.2","","","","39.2","","","2.1",""
"Hancock, Emerson","676106","36.6","23.7","","26.8","12.9","","","","",""
"Lopez, Jacob","682052","53.4","2.6","","27.5","16.6","","","","",""
"Snead, Kirby","669912","13.5","38.9","","38.9","8.8","","","","",""
"Cronin, Declan","686539","2.6","44.0","","48.2","","","","","5.2",""
"Otto Jr., Glenn","657248","34.9","0.5","","","","10.9","","","53.6",""
"Funderburk, Kody","681892","","22.9","48.4","","3.1","","","","25.5",""
"Gillaspie, Logan","670810","44.0","","","2.1","16.8","13.6","","","23.6",""
"Vodnik, Victor","680767","71.0","","","11.8","17.2","","","","",""
"Kittredge, Andrew","552640","15.1","47.3","","37.6","","","","","",""
"Weber, Ryan","543901","","52.2","","33.5","14.3","","","","",""
"Kelly, Zack","677161","46.4","","3.3","13.8","34.8","","","","1.7",""
"Crowe, Wil","640444","27.4","","","35.8","24.0","","","","12.8",""
"Acevedo, Domingo","642758","41.7","","","38.9","19.4","","","","",""
"Stratton, Hunter","676702","39.1","","48.9","12.1","","","","","",""
"Marte, José","665896","30.6","24.3","20.2","0.6","24.3","","","","",""
"Logue, Zach","656657","40.5","11.0","5.2","","20.8","22.5","","","",""
"Dubin, Shawn","681869","44.2","","14.5","","15.1","16.9","","","9.3",""
"Justice, Evan","687145","76.3","","","23.7","","","","","",""
"Then, Juan","672730","10.8","45.5","","21.6","22.2","","","","",""
"Sweet, Devin","682967","50.0","","","25.3","24.7","","","","",""
"Estes, Joey","683155","46.7","","8.5","17.0","18.2","","","","9.7",""
"Morris, Cody","663752","38.4","","36.0","","11.6","14.0","","","",""
"Reid-Foley, Sean","656887","66.5","","","15.9","17.7","","","","",""
"Hudson, Bryan","663542","86.6","","10.4","","","","","","3.0",""
"Milone, Tommy","543548","37.4","","","19.0","43.6","","","","",""
"Castillo, Diego","650895","12.3","21.0","","57.4","9.3","","","","",""
"Quijada, José","650671","83.9","0.6","","4.3","11.2","","","","",""
"Morejon, Adrian","670970","57.8","","","19.3","8.7","12.4","","","1.9",""
"Banda, Anthony","607455","31.9","31.3","1.3","11.3","24.4","","","","",""
"Díaz, Jhonathan","646242","33.1","11.3","","32.5","18.1","5.0","","","",""
"Suero, Wander","593833","","2.5","59.1","","37.1","1.3","","","",""
"Fulmer, Carson","608334","1.9","34.4","","8.3","36.9","18.5","","","",""
"Saalfrank, Andrew","685314","","62.8","","","","37.2","","","",""
"Barraclough, Kyle","607457","26.9","22.4","15.4","31.4","3.8","","","","",""
"Navarro, Edgar","679346","","62.0","","35.3","2.7","","","","",""
"Bradley, Archie","605151","44.3","29.5","","","6.7","19.5","","","",""
"Lucas, Easton","687922","53.4","","14.9","6.1","7.4","","","","18.2",""
"Coonrod, Sam","656322","18.4","25.2","29.3","","12.9","","","","14.3",""
"Barlow, Joe","669618","36.1","","","61.2","","2.7","","","",""
"Abad, Fernando","472551","15.6","54.6","","","13.5","16.3","","","",""
"Sousa, Bennett","656986","50.0","6.4","","43.6","","","","","",""
"De Jesus, Enmanuel","646241","34.6","14.7","1.5","20.6","28.7","","","","",""
"Young, Danny","664849","","54.8","","","","","","","45.2",""
"Little, Luke","681432","59.3","","","","","","","","40.7",""
"Kilian, Caleb","668873","35.4","20.8","20.0","","0.8","16.9","","","6.2",""
"Bracho, Silvino","611093","43.7","","","18.3","38.1","","","","",""
"Acton, Garrett","670183","68.5","","","22.6","8.9","","","","",""
"Knehr, Reiss","663753","30.9","7.3","25.2","22.0","14.6","","","","",""
"McAllister, Zach","502083","52.8","4.1","28.5","","7.3","","","","7.3",""
"Senzatela, Antonio","622608","55.0","","","27.5","15.8","1.7","","","",""
"Gage, Matt","657424","52.1","2.5","","30.3","","3.4","","","11.8",""
"Bristo, Braden","668754","","21.1","50.0","","13.2","","","","15.8",""
"McCaughan, Darren","670766","4.5","29.5","","0.9","11.6","","","","53.6",""
"Nicolas, Kyle","693312","55.9","","","36.9","","7.2","","","",""
"Junk, Janson","676083","50.0","5.5","","1.8","","12.7","11.8","","18.2",""
"Krook, Matt","640454","0.9","64.5","15.0","","2.8","","","","16.8",""
"Busenitz, Alan","641427","36.4","7.5","26.2","0.9","","21.5","","","7.5",""
"Sherriff, Ryan","595411","","54.8","","44.2","1.0","","","","",""
"Brewer, Colten","605155","2.9","1.9","48.1","30.8","","16.3","","","",""
"Bukauskas, J.B.","656266","","48.5","","43.6","7.9","","","","",""
"Espino, Paolo","502179","35.6","","","","4.0","23.8","","","36.6",""
"Padilla, Nicholas","656820","","22.0","29.0","","","19.0","","","30.0",""
"Ingram, Kolton","688427","39.0","1.0","25.0","18.0","5.0","","","","12.0",""
"Lindgren, Jeff","689167","26.8","30.9","","","11.3","","","","30.9",""
"Rodríguez, Dereck","605446","36.1","","24.7","","22.7","16.5","","","",""
"Woods Richardson, Simeon","680573","46.4","","","14.4","39.2","","","","",""
"Latz, Jacob","656641","54.2","","","15.6","26.0","4.2","","","",""
"Muckenhirn, Zach","669105","65.3","","","10.5","24.2","","","","",""
"Small, Ethan","663629","64.5","","","3.2","32.3","","","","",""
"Kriske, Brooks","621139","29.3","","3.3","","","","48.9","","18.5",""
"Ray, Robbie","592662","54.9","1.1","","44.0","","","","","",""
"Antone, Tejay","622088","20.0","20.0","","20.0","","40.0","","","",""
"Watkins, Spenser","657093","25.6","30.0","21.1","16.7","","4.4","2.2","","",""
"Givens, Mychal","571710","55.1","5.6","","19.1","20.2","","","","",""
"Hanifee, Brenan","669724","","53.9","7.9","6.7","19.1","","","","12.4",""
"Parsons, Wes","641149","29.2","25.8","","7.9","5.6","31.5","","","",""
"Hendriks, Liam","521230","58.6","","","39.1","","2.3","","","",""
"Andrews, Clayton","677076","48.3","2.3","","16.1","33.3","","","","",""
"Moore, McKinley","686842","55.8","","","","8.1","","","","36.0",""
