"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Bender, Anthony","669622","1.3","26.8","","22.3","3.6","","","","46.0",""
"King, John","667463","1.4","59.2","","14.3","19.4","5.5","","","0.1",""
"Jackson, Luke","592426","33.8","0.4","0.8","48.8","0.1","16.1","","","",""
"Carrasco, Carlos","471911","20.8","22.7","","24.9","21.3","10.0","","","0.3",""
"Mattson, Isaac","676755","78.5","","","8.8","11.6","1.2","","","",""
"Knack, Landon","689017","48.5","","","11.9","26.1","13.5","","","",""
"Kittredge, Andrew","552640","10.5","35.7","","52.9","","","0.9","","",""
"Morgan, David","688158","36.7","21.5","","18.3","0.1","23.4","","","",""
"Alvarado, Elvis","665660","48.6","15.3","","32.0","4.1","","","","",""
"Burns, Chase","695505","57.9","1.0","","33.8","5.6","1.7","","","",""
"Yates, Kirby","489446","57.7","","","","","","42.3","","",""
"Hernández, Carlos","672578","51.9","1.8","","19.4","","6.9","19.9","","0.1",""
"O'Brien, Riley","676617","","48.3","","30.3","0.1","","","","21.2",""
"Graceffo, Gordon","700669","43.5","1.5","","26.6","2.6","25.8","","","",""
"Ohtani, Shohei","660271","38.8","7.0","6.6","11.3","","8.8","4.6","","22.8",""
"Megill, Trevor","656730","60.6","","","","","39.4","","","",""
"Herrin, Tim","682120","26.0","16.8","","17.9","","39.3","","","",""
"Houck, Tanner","656557","5.9","39.8","","","","","19.0","","35.4",""
"Clase, Emmanuel","661403","","0.9","68.9","30.2","","","","","",""
"Boushley, Caleb","676961","19.4","27.9","18.9","13.3","13.2","7.3","","","",""
"Enns, Dietrich","608650","45.9","3.1","16.6","","29.6","4.9","","","",""
"McLean, Nolan","690997","13.3","27.9","8.5","","8.7","15.9","","","25.7",""
"Fitts, Richard","690916","38.8","9.0","","28.0","2.6","11.0","","","10.6",""
"Sousa, Bennett","656986","40.5","1.4","0.7","57.4","","","","","",""
"Bowlan, Jonathan","680742","33.6","17.2","","31.2","8.4","9.6","","","",""
"Funderburk, Kody","681892","","32.7","24.7","10.8","12.0","","","","19.9",""
"Englert, Mason","669438","19.8","17.1","19.3","","34.3","8.4","","","0.4","0.7"
"Abel, Mick","690953","42.1","13.2","","11.5","8.8","21.4","","","3.1",""
"Coulombe, Danny","543056","19.6","19.2","39.6","","0.1","2.8","","","18.6",""
"Lively, Ben","594902","33.1","24.3","8.1","8.8","7.8","7.1","","","10.8",""
"Hernández, Daysbel","678226","43.9","","","56.1","","","","","",""
"Cabrera, Génesis","650893","22.8","24.3","20.4","","","19.4","13.0","","",""
"Smith-Shawver, AJ","700363","46.7","","","4.2","","15.2","33.9","","",""
"Blewett, Scott","656240","36.0","0.8","","44.2","","","19.0","","",""
"Green, Chad","643338","50.2","2.3","","47.5","","","","","",""
"Montas, Frankie","593423","25.1","17.5","10.2","14.0","","","20.6","","12.6",""
"Palmquist, Carson","687223","52.5","","12.5","","3.5","","","","31.5",""
"Stroman, Marcus","573186","4.1","37.8","16.8","6.1","","4.8","10.7","","","19.7"
"Miller, Shelby","571946","61.8","","0.1","0.9","","","28.8","","8.4",""
"Romano, Jordan","605447","36.8","","","63.2","","","","","",""
"Soriano, George","666277","17.8","19.4","","16.0","30.8","","","","16.0",""
"Shugart, Chase","663767","18.5","20.2","25.4","","7.1","","","","28.8",""
"Hart, Kyle","606996","16.1","21.6","","10.6","13.7","","4.8","","33.3",""
"Orze, Eric","679358","25.6","","","26.0","","","48.5","","",""
"Rolison, Ryan","669020","46.6","","","16.6","3.4","33.4","","","",""
"Ogasawara, Shinnosuke","829272","38.7","0.9","","18.5","22.3","19.1","","","0.4",""
"Richardson, Lyon","680689","20.5","29.1","","0.3","40.5","9.6","","","",""
"Flexen, Chris","623167","41.2","","28.2","8.9","2.1","17.1","","","","2.5"
"Blackburn, Paul","621112","3.9","30.5","27.0","","9.9","12.5","","","16.2",""
"Oviedo, Johan","670912","37.0","9.2","","32.2","5.9","15.8","","","",""
"Adams, Travis","701519","29.4","11.2","18.6","20.1","16.7","4.1","","","",""
"Pressly, Ryan","519151","36.8","11.8","","21.2","5.6","24.7","","","",""
"Kelly, Michael","547184","29.2","4.6","","14.3","1.5","","","","50.5",""
"Thornton, Trent","663423","33.1","2.4","22.7","0.9","1.4","18.6","2.3","","18.6",""
"Melton, Troy","675512","41.8","10.5","10.8","23.5","8.1","5.3","","","",""
"Nicolas, Kyle","693312","50.6","0.3","","26.7","0.2","22.2","","","",""
"Thompson, Ryan","657044","7.7","51.4","","40.6","","","0.3","","",""
"Lazar, Max","676661","55.3","","15.3","","","26.2","3.3","","",""
"Fermin, José","820862","47.1","3.4","","49.1","0.3","","","","",""
"Bieber, Shane","669456","35.7","","12.7","20.2","12.9","18.6","","","",""
"Cruz, Steven","674444","50.2","","25.5","24.3","","","","","",""
"Weathers, Ryan","677960","45.3","3.1","","3.6","29.3","","","","18.7",""
"Hamilton, Ian","641656","12.9","49.0","","38.1","","","","","",""
"Martin, Chris","455119","29.6","14.4","36.1","","","","18.0","","1.9",""
"Perkins, Jack","678022","41.9","","14.1","","10.4","0.8","","","32.8",""
"Halvorsen, Seth","678020","54.4","","","19.8","","","25.8","","",""
"DeSclafani, Anthony","543101","18.0","17.8","","22.1","","21.5","20.3","","0.3",""
"Lucchesi, Joey","664192","25.0","48.1","","","","26.7","0.2","","",""
"Bautista, Félix","642585","","61.8","0.5","9.1","","","28.6","","",""
"Woodford, Jake","663765","17.3","31.4","9.9","","","","18.6","","22.9",""
"Messick, Parker","800048","36.0","13.4","","14.6","23.4","12.6","","","",""
"Hodge, Porter","687863","50.3","","","17.3","","","0.5","","31.9",""
"Seymour, Carson","693313","21.9","42.4","10.0","21.1","","4.7","","","",""
"Sasaki, Roki","808963","49.9","0.3","","","","","","","16.3",""
"Winn, Cole","668390","27.6","21.0","19.1","19.2","","1.0","12.1","","",""
"Arrighetti, Spencer","681293","31.7","8.9","13.9","","9.4","22.5","","","13.6",""
"Javier, Cristian","664299","39.9","9.6","","","18.6","12.0","","","19.9",""
"Morillo, Juan","666661","46.2","19.4","","21.1","13.3","","","","",""
"Chafin, Andrew","605177","20.0","40.7","","38.6","0.7","","","","",""
"Simpson, Josh","681006","11.7","22.2","","5.7","10.9","23.7","","","25.8",""
"Taylor, Grant","691799","55.4","","16.7","6.2","","21.6","","","",""
"Stewart, Brock","592779","54.4","11.0","9.5","","10.8","","","","14.3",""
"Gonsolin, Tony","664062","40.2","","","16.1","","16.9","26.8","","",""
"Molina, Anthony","683627","44.4","4.8","3.5","14.3","18.1","15.0","","","",""
"Ramírez, Yohan","670990","44.7","6.6","1.3","3.8","","19.2","","","24.3",""
"Lee, Chase","695445","21.0","38.2","","","6.0","","","","34.8",""
"Cortes, Nestor","641482","38.1","0.2","34.6","","13.9","","","","13.4",""
"Borucki, Ryan","621366","","26.3","","41.1","","","17.3","","15.3",""
"De los Santos, Yerry","660787","11.0","51.9","","9.5","27.6","","","","",""
"Kelly, Kevin","687330","8.5","59.0","12.8","","","","","","19.7",""
"Hall, DL","669084","29.8","6.5","18.0","18.5","17.7","9.5","","","",""
"Harrison, Kyle","690986","58.8","2.0","3.7","","8.0","","","","","27.4"
"Jacob, Alek","689690","42.2","14.7","","","32.3","","","","10.9",""
"Garcia, Rico","670329","39.4","","","19.1","22.0","19.5","","","",""
"Hatch, Thomas","641672","11.9","17.6","27.3","18.4","17.4","","","","7.3",""
"Kelly, Zack","677161","19.8","15.3","31.3","","11.9","1.0","","","20.7",""
"Teng, Kai-Wei","678906","25.0","12.4","","","10.3","13.8","","","38.6",""
"Booser, Cam","592155","45.9","","19.6","","2.6","","","","31.9",""
"Murphy, Chris","669684","31.5","4.9","","20.0","5.1","31.1","1.1","","6.3",""
"Assad, Javier","665871","12.7","40.6","21.9","1.4","4.2","6.3","","","12.9",""
"Dana, Caden","702674","45.0","","","27.6","19.4","8.0","","","",""
"Dubin, Shawn","681869","35.0","14.9","3.6","","14.5","14.5","","","17.4",""
"Neris, Héctor","593576","40.3","8.0","","2.9","5.7","","43.1","","",""
"Hoglund, Gunnar","680684","35.8","16.6","","7.1","23.0","","","","17.4",""
"Curtiss, John","595928","53.4","","30.8","9.0","6.8","","","","",""
"Salazar, Eduardo","674285","21.8","45.0","","31.7","1.5","","","","",""
"Ohl, Pierson","701487","43.8","","11.8","","37.7","5.9","","0.9","",""
"Castillo, José","620454","14.9","38.9","","43.6","2.6","","","","",""
"Scott, Tayler","605463","47.8","2.8","","6.5","","","28.9","","14.0",""
"Dodd, Dylan","689266","","35.3","53.9","8.4","2.4","","","","",""
"Crismatt, Nabil","622503","15.5","25.3","","5.6","38.0","15.5","","","",""
"Enright, Nic","663671","66.4","","","25.4","0.2","8.1","","","",""
"Gage, Matt","657424","27.5","9.4","","50.8","8.9","","","","3.4",""
"Kranick, Max","668820","40.5","","","39.9","","11.9","","","7.8",""
"Agnos, Zach","688642","29.4","","33.4","","","0.4","20.5","","16.3",""
"Fernandez, Ryan","681676","37.8","","7.1","47.1","8.0","","","","",""
"Feltner, Ryan","663372","33.3","12.5","","17.0","18.6","6.3","","","12.3",""
"Wolfram, Grant","664991","15.2","40.6","","24.6","","14.0","0.2","","5.4",""
"Sauer, Matt","669422","21.9","17.6","31.8","18.8","","1.0","9.0","","",""
"Waddell, Brandon","663399","22.7","21.7","","17.4","14.6","","","","23.6",""
"Treinen, Blake","595014","11.9","29.7","11.2","","","","","","47.2",""
"Wesneski, Hayden","669713","36.6","11.0","11.4","","7.1","9.3","","","24.6",""
"Blubaugh, AJ","805123","54.8","","1.2","","19.3","3.4","","","21.3",""
"Sabrowski, Erik","681870","68.0","","","16.9","","15.1","","","",""
"Brown, McCade","685326","57.1","","","19.4","5.6","18.0","","","",""
"Ribalta, Orlando","687377","36.7","19.0","","23.4","21.0","","","","",""
"Pilkington, Konnor","663455","59.0","","","19.4","21.6","","","","",""
"Slaten, Justin","686580","36.3","","34.3","","","18.0","","","11.4",""
"Bradish, Kyle","680694","22.7","32.6","","32.0","","12.8","","","",""
"Reynolds, Sean","669308","51.8","","","32.0","5.7","","","","10.5",""
"Holderman, Colin","670059","7.3","36.8","24.2","0.8","","","3.9","","27.0",""
"Ginkel, Kevin","656464","50.5","6.9","","42.6","","","","","",""
"Mazur, Adam","800049","23.9","16.0","","28.6","8.4","10.8","","","12.3",""
"Hill, Jaden","677955","22.7","28.3","","24.4","24.6","","","","",""
"Miller, Erik","669062","34.6","17.4","","22.2","25.7","","","","",""
"Veneziano, Anthony","685107","30.4","11.6","","23.9","7.1","","","","27.0",""
"Snider, Collin","676092","24.7","11.3","22.0","","","","","","31.2","10.7"
"Gillispie, Connor","687362","29.1","","24.8","","15.5","1.1","","","29.5",""
"Brubaker, JT","664141","0.6","49.3","","24.3","15.4","10.4","","","",""
"Loáisiga, Jonathan","642528","3.0","57.8","3.9","","18.8","16.5","","","",""
"Beeter, Clayton","690925","54.0","","","46.0","","","","","",""
"Gipson-Long, Sawyer","687830","28.3","18.4","10.8","21.4","21.2","","","","",""
"Chandler, Bubba","696149","54.0","","","17.4","22.6","6.1","","","",""
"Nance, Tommy","667297","","27.8","","43.0","","29.3","","","",""
"Fulmer, Carson","608334","24.8","23.0","","17.8","28.3","6.1","","","",""
"Brebbia, John","605154","49.0","","","43.4","6.8","0.9","","","",""
"Brzykcy, Zach","694350","53.4","","","","22.2","24.4","","","",""
"Alvarado, José","621237","2.0","62.8","30.4","","","4.8","","","",""
"Altavilla, Dan","656186","26.5","25.0","","25.0","23.5","","","","",""
"Payamps, Joel","606303","36.1","15.6","0.4","","0.9","","","","47.0",""
"Schultz, Paxton","687606","37.1","","28.8","14.7","19.4","","","","",""
"Bowman, Matt","621199","2.9","43.4","25.7","","","","8.5","","19.5",""
"Lucas, Easton","687922","49.8","","7.3","12.1","21.0","","","","9.8",""
"Pérez, Cionel","672335","11.2","42.6","1.6","22.9","","","","","","21.7"
"Peralta, Luis","678821","70.6","","","","2.3","27.1","","","",""
"Barnett, Mason","686930","53.4","","","","10.2","15.1","","","21.3",""
"Rodríguez, Manuel","655889","16.2","34.1","","49.7","","","","","",""
"Backhus, Kyle","679775","","63.5","","","9.5","","","","27.0",""
"Saalfrank, Andrew","685314","9.6","45.7","","","","44.7","","","",""
"Cox, Austin","680735","35.6","0.5","3.5","32.6","","17.6","10.3","","",""
"Poulin, PJ","676571","44.4","9.1","","","22.4","","","","24.1",""
"Alvarez, Andrew","674841","34.1","4.6","","29.0","5.3","27.1","","","",""
"Mey, Luis","682825","1.9","72.9","","25.1","","","","","",""
"Stratton, Chris","608717","40.4","2.7","","16.5","18.2","20.9","","","1.2",""
"Henderson, Logan","701656","48.8","","7.8","3.4","40.0","","","","",""
"Jarvis, Bryce","686826","38.6","10.5","3.9","21.0","21.3","4.6","","","",""
"Whisenhunt, Carson","687931","47.8","","","14.0","37.3","1.0","","","",""
"Strowd, Kade","669704","18.2","15.3","41.1","","","12.3","","","13.1",""
"Brieske, Beau","689225","48.6","16.5","","10.1","24.7","","","","",""
"Farris, Mitch","815083","49.9","","","23.5","26.7","","","","",""
"Brasier, Ryan","518489","35.4","16.6","12.9","35.1","","","","","",""
"Tonkin, Michael","543859","56.9","8.1","","25.9","","","","","9.1",""
"Roycroft, Chris","688297","28.4","48.2","23.4","","","","","","",""
"Murdock, Noah","668716","","57.0","22.8","","","","0.5","","19.7",""
"Raley, Brooks","548384","","24.2","20.1","","13.7","","","","42.0",""
"Sulser, Cole","642121","39.5","","20.9","","39.0","","","","0.5",""
"Gibaut, Ian","664139","51.4","","14.0","14.7","3.4","","","","16.5",""
"López, Jorge","605347","25.1","27.7","","20.7","9.6","16.8","","","",""
"Hagenman, Justin","663795","","25.1","32.6","19.3","23.0","","","","",""
"Kriske, Brooks","621139","34.9","","11.0","0.5","","","53.5","","",""
"Phillips, Connor","683175","49.9","","","","","5.0","","","45.1",""
"Holman, Grant","680880","47.7","","","13.3","","","38.9","","",""
"Dunning, Dane","641540","0.5","29.8","39.5","9.1","18.0","3.0","","","",""
"Tong, Jonah","804636","57.4","","","2.7","27.5","12.4","","","",""
"González, Wikelman","682790","56.0","","","5.2","15.5","","","","","23.4"
"Headrick, Brent","687396","63.9","","","25.4","","","10.7","","",""
"Granillo, Andre","701552","28.3","1.1","","65.1","5.5","","","","",""
"Díaz, Alexis","664747","59.6","","","40.4","","","","","",""
"García, Yimi","554340","44.3","15.0","","0.6","5.6","17.3","","","17.3",""
"Merryweather, Julian","657240","47.9","","","49.6","1.1","","","","1.4",""
"Zastryzny, Rob","642239","44.4","","33.1","","2.9","","5.2","","14.4",""
"Stratton, Hunter","676702","46.6","2.0","21.3","28.9","","","1.2","","",""
"Wells, Tyler","669330","36.5","","13.2","18.4","23.1","8.8","","","",""
"Rodríguez, Elvin","660730","46.0","","17.0","","6.0","20.9","","","10.1",""
"Bachman, Sam","696147","1.8","34.1","","55.4","8.7","","","","",""
"Martin, Corbin","656686","44.3","","","32.5","3.0","20.2","","","",""
"Moll, Sam","594580","21.7","22.9","","","10.8","","","","44.6",""
"Strickland, Hunter","519326","34.3","11.4","","32.5","8.4","","","","13.3",""
"Sisk, Evan","681895","20.1","31.3","10.3","1.2","","10.3","","","26.7",""
"Ellard, Fraser","686642","51.1","14.9","0.9","25.8","7.3","","","","",""
"Petersen, Michael","656848","56.0","2.4","","41.3","0.3","","","","",""
"Curvelo, Luis","681168","31.1","23.1","","40.3","5.5","","","","",""
"Graveman, Kendall","608665","16.0","39.5","","21.9","20.4","2.2","","","",""
"Early, Connelly","813349","29.1","13.0","","11.5","19.5","20.7","","","6.2",""
"Rashi, Taylor","688497","55.8","","","11.0","","8.8","24.5","","",""
"Hudson, Bryan","663542","66.4","7.5","3.5","","0.6","","","","22.0",""
"Sewald, Paul","623149","58.7","","","","","","","","41.3",""
"Peguero, Joel","666711","32.7","34.3","","33.0","","","","","",""
"Mederos, Victor","682989","","48.7","25.5","0.3","3.8","","1.6","","20.1",""
"Hiraldo, Yaramil","682274","37.9","0.6","","26.1","","","35.4","","",""
"Steele, Justin","657006","56.5","6.1","","31.0","2.6","3.8","","","",""
"Alexander, Scott","518397","","65.2","","20.8","14.1","","","","",""
"Tidwell, Blade","694918","38.8","18.8","","17.2","3.2","0.3","","","21.7",""
"Kent, Zak","687849","30.2","5.5","","38.3","","25.0","","","1.0",""
"Klein, Will","694361","57.4","","16.1","","","22.0","","","4.6",""
"Robertson, David","502085","","5.3","49.7","9.9","1.0","34.2","","","",""
"Tinoco, Jesus","622786","10.2","31.9","","42.8","15.1","","","","",""
"Tolle, Payton","801139","64.1","","13.8","9.5","6.6","5.9","","","",""
"Aldegheri, Sam","691951","47.2","","","17.5","23.8","11.6","","","",""
"Ruiz, José","614179","38.1","15.6","","0.7","15.2","30.5","","","",""
"Eder, Jake","671109","44.7","","","18.2","17.5","","","","19.5",""
"Mayza, Tim","641835","3.7","66.4","","29.9","","","","","",""
"McGough, Scott","543518","38.7","4.4","","23.6","","","33.3","","",""
"Suarez, José","660761","41.7","6.8","","21.0","28.5","0.3","","","1.7",""
"Fuentes, Didier","800311","57.7","","","","","11.9","3.1","","27.3",""
"Sproat, Brandon","687075","13.8","34.8","","3.4","14.1","14.8","","","19.0",""
"Sandlin, Nick","680704","20.8","10.7","","48.8","","","19.7","","",""
"Guerrero, Luis","692285","37.2","","","43.1","4.9","","","","14.9",""
"Moreta, Dauri","664294","42.5","","","56.8","0.7","","","","",""
"Kowar, Jackson","663804","57.7","1.4","","35.6","5.3","","","","",""
"Gibson, Kyle","502043","9.3","35.7","10.4","1.8","12.9","11.1","","","18.9",""
"Pearson, Nate","663878","52.1","2.5","","40.4","","5.0","","","",""
"Shuster, Jared","694363","32.5","3.9","","26.4","36.4","","","","0.7",""
"Sims, Lucas","608371","44.8","2.9","1.4","2.2","","4.3","0.4","","44.1",""
"Henriquez, Edgardo","683618","28.7","28.3","19.7","12.5","","10.8","","","",""
"Garcia, Brandyn","805299","","52.3","","15.2","2.2","","","","30.3",""
"Criswell, Cooper","681867","","27.9","29.7","","31.2","","","","11.2",""
"Lawrence, Casey","596271","6.9","39.9","1.4","4.7","21.7","0.7","","","24.6",""
"Johnson, Ryan","696270","0.7","21.9","43.4","5.8","","","5.8","","22.3",""
"McFarland, T.J.","519008","1.1","51.1","","","10.7","","","","37.1",""
"Lawrence, Justin","664875","9.3","40.7","","","","","","","50.0",""
"Martinez, Justin","679885","26.5","32.5","","10.1","","","31.0","","",""
"Devenski, Chris","606965","21.4","1.1","17.2","0.4","38.9","","","","21.0",""
"Whitley, Forrest","666215","33.6","17.6","26.6","","1.2","11.7","","","","9.4"
"Lara, Andry","691251","45.5","16.1","","32.5","","","5.9","","",""
"Robert, Daniel","642016","23.5","9.0","25.9","","","","","","41.6",""
"Hjelle, Sean","663546","","50.0","14.2","","","35.8","","","",""
"Davis, Noah","663562","7.6","37.1","18.7","2.0","","0.4","","","31.5",""
"Núñez, Eduarniel","674384","62.2","","","35.3","","2.4","","","",""
"Hoffmann, Andrew","694851","41.6","","","8.2","47.8","2.4","","","",""
"Spiers, Carson","686730","14.3","21.6","18.8","","22.4","","","","22.9",""
"Zuber, Tyler","676604","27.8","12.2","2.0","16.7","6.9","","","","34.3",""
"Poche, Colin","621363","71.7","","","28.3","","","","","",""
"Anderson, Nick","623433","48.1","1.2","","","21.2","29.5","","","",""
"Yesavage, Trey","702056","45.2","","","28.5","","","26.4","","",""
"Thompson, Mason","666168","18.4","40.2","","33.5","2.9","5.0","","","",""
"Saucedo, Tayler","642048","5.2","49.6","","12.1","18.5","","","","14.7",""
"Murfee, Penn","682171","35.3","14.7","","","0.9","","","","49.1",""
"Hendriks, Liam","521230","55.4","","","32.9","","11.7","","","",""
"Loutos, Ryan","702795","46.3","5.2","","22.5","16.9","","","","9.1",""
"Kopech, Michael","656629","82.7","","16.5","","0.9","","","","",""
"Kimbrel, Craig","518886","64.3","","0.4","","5.2","17.4","","","12.6",""
"Muñoz, Roddery","682610","16.6","21.8","27.9","30.6","3.1","","","","",""
"Leclerc, José","600917","33.6","8.7","14.0","21.4","19.7","2.6","","","",""
"Bigge, Hunter","685801","45.1","4.0","","44.7","","5.8","0.4","","",""
"Contreras, Luis","664351","50.4","1.3","","19.6","16.5","","","","12.1",""
"Horn, Bailey","690544","32.6","19.6","15.2","","","","","","32.6",""
"McGee, Easton","668834","20.2","31.8","13.0","","1.8","29.6","","","3.6",""
"Hernandez, Nick","663321","43.0","","","45.7","","","11.3","","",""
"Lovelady, Richard","663992","12.7","34.4","","10.9","","","","","42.1",""
"Burgos, Juan","686228","","32.7","33.2","","2.3","","","","31.8",""
"Bruihl, Justin","677865","","51.1","7.3","","","","","","41.6",""
"Wicks, Jordan","696136","39.6","10.1","","12.9","24.4","0.9","","","12.0",""
"Avila, Luinder","679883","29.0","24.0","","11.5","2.8","32.7","","","",""
"Anderson, Shaun","641312","27.8","3.2","","31.0","22.2","","","","15.7",""
"Herget, Kevin","643361","44.0","","18.5","","36.6","0.9","","","",""
"Johnson, Seth","686751","51.4","","","34.1","","7.0","7.5","","",""
"Selby, Colin","681882","15.0","42.1","","16.8","","26.2","","","",""
"McDonald, Trevor","686790","","38.7","5.2","50.5","5.7","","","","",""
"Silseth, Chase","681217","35.4","13.7","","","0.5","","17.9","","32.5",""
"Gray, Jon","592351","47.1","","","42.4","7.6","2.9","","","",""
"Rodriguez, Carlos","692230","26.0","5.8","20.7","","22.1","6.7","","","18.8",""
"Winckowski, Josh","670174","29.5","17.4","26.6","9.2","17.4","","","","",""
"Arias, Luarbert","678215","28.5","9.2","","46.4","","","15.9","","",""
"Basso, Brady","669620","52.4","1.9","18.4","","9.7","17.5","","","",""
"Miley, Wade","489119","22.0","15.1","34.1","1.0","23.9","0.5","","","3.4",""
"Anderson, Ian","666120","51.2","","","","35.0","13.8","","","",""
"Rainey, Tanner","663432","52.7","","","47.3","","","","","",""
"Harrington, Thomas","802419","40.5","6.5","10.0","","","","23.5","","19.5",""
"Contreras, Roansy","672710","42.1","11.2","","18.8","11.2","16.8","","","",""
"McDermott, Chayce","694646","53.8","","10.8","26.7","","1.0","5.1","","2.6",""
"Mantiply, Joe","573009","2.1","35.4","","","26.6","35.9","","","",""
"McDaniels, Garrett","680729","2.1","41.4","","52.4","","4.2","","","",""
"Peguero, Elvis","665625","","50.3","","49.7","","","","","",""
"Bowden, Ben","641386","58.8","","","28.3","11.8","1.1","","","",""
"Darnell, Dugan","699911","52.7","","","20.4","","","26.9","","",""
"Estes, Joey","683155","48.9","11.3","","15.1","9.1","","","","15.6",""
"Seabold, Connor","657756","50.8","","18.9","2.2","26.5","","","","1.6",""
"Lao, Sauryn","666659","29.7","14.6","","48.1","7.6","","","","",""
"Minter, A.J.","621345","42.7","","47.6","","9.7","","","","",""
"Daniel, Davis","669721","50.8","","","16.4","","","22.4","","10.4",""
"Núñez, Dedniel","673380","52.5","","","46.4","1.1","","","","",""
"VanWey, Logan","701121","52.7","8.2","3.3","","12.1","","","","23.6",""
"Murray, Jayden","681151","47.2","22.2","5.7","","3.4","2.3","","","19.3",""
"Yoho, Craig","684974","38.1","","6.8","","46.0","","","","9.1",""
"Rangel, Alan","660604","43.7","","","19.0","31.0","6.3","","","",""
"Suárez, Albert","544150","43.4","","19.7","","11.0","13.3","","","","12.7"
"Hollowell, Gavin","668970","45.3","20.9","","","","","","","33.7",""
"Winans, Allan","642216","14.6","31.0","","","32.7","2.9","","","18.7",""
"Chavez, Jesse","445926","","34.5","38.6","4.7","17.0","5.3","","","",""
"Hill, Rich","448179","36.8","6.4","15.8","","0.6","34.5","","","5.8",""
"Maeda, Kenta","628317","18.2","8.2","0.6","17.6","","","36.5","","17.6","1.2"
"Petty, Chase","695534","21.9","23.1","","32.0","11.8","","","","11.2",""
"Castillo, Luis F.","622379","45.8","16.1","","","13.1","","","","25.0",""
"Harvey, Hunter","640451","53.3","","","16.8","","9.6","20.4","","",""
"Smith, Dylan","681916","49.7","7.3","","","","","9.1","","33.9",""
"Maxwell, Zach","687209","57.0","","24.2","","","","","","18.8",""
"Winn, Keaton","676775","26.1","25.5","","4.8","","","43.6","","",""
"Marinaccio, Ron","676760","48.2","","19.5","","21.3","","","","11.0",""
"Darrell-Hicks, Michael","690382","4.4","43.0","33.5","","","","","","19.0",""
"Ramírez, Erasmo","541640","6.3","32.3","44.3","","11.4","5.7","","","",""
"Young, Danny","664849","","55.1","3.2","","","","","","41.8",""
"Effross, Scott","664123","7.1","47.4","","","12.2","","","","33.3",""
"Puk, A.J.","640462","62.2","1.3","","36.5","","","","","",""
"Scholtens, Jesse","669947","38.3","","","33.1","","","5.2","","23.4",""
"Guenther, Sean","674944","2.6","40.9","","34.4","","","22.1","","",""
"Peralta, Sammy","671111","8.5","32.0","","48.4","10.5","","","","0.7",""
"Sanders, Cam","676742","52.4","","","25.2","12.2","","","","10.2",""
"Stephenson, Robert","596112","15.6","","74.1","2.0","","","8.2","","",""
"Warren, Austin","681810","13.7","35.6","17.1","","4.1","0.7","","","28.8",""
"Barnes, Jacob","606930","37.0","","56.2","","","","6.8","","",""
"Rock, Joe","697812","22.8","44.1","","26.2","6.9","","","","",""
"Roberts, Ethan","681799","","6.3","36.1","","","","","","57.6",""
"Suero, Wander","593833","","","76.1","","22.5","1.4","","","",""
"Zulueta, Yosver","691172","18.6","40.7","","34.3","6.4","","","","",""
"Tate, Dillon","622253","2.2","33.8","","","20.9","","","","43.2",""
"Gervase, Paul","801434","58.8","","11.8","29.4","","","","","",""
"Taylor, Troy","700187","47.1","14.0","","","1.5","","","","37.5",""
"Santos, Gregory","666619","","38.6","","61.4","","","","","",""
"Morgan, Eli","669212","29.5","","","28.8","41.7","","","","",""
"Hoeing, Bryan","663773","4.6","46.6","","9.9","","","38.9","","",""
"Tarnok, Freddy","676206","33.8","6.9","","16.9","24.6","17.7","","","",""
"Maldonado, Anthony","687424","48.1","","","51.9","","","","","",""
"Van Belle, Brian","687003","7.8","25.6","","8.5","43.4","","","","14.7",""
"Swanson, Erik","657024","46.1","","","10.2","","","43.8","","",""
"Rodriguez, Bradgley","699134","40.9","25.2","10.2","","23.6","","","","",""
"Matzek, Tyler","554431","59.8","7.1","","33.1","","","","","",""
"Pop, Zach","647315","","55.1","20.5","20.5","","","","","3.9",""
"Turnbull, Spencer","605513","37.6","6.4","","7.2","11.2","15.2","","","22.4",""
"McKenzie, Triston","663474","80.5","","","6.5","","13.0","","","",""
"Otañez, Michel","671305","42.1","22.3","","35.5","","","","","",""
"Garabito, Gerson","642520","20.7","17.4","","22.3","15.7","24.0","","","",""
"Martinez, Seth","661527","26.7","9.2","16.7","","10.8","","","","36.7",""
"White, Owen","669391","31.9","5.9","21.8","","8.4","4.2","","","27.7",""
"Estrada, Lazaro","681751","48.7","","","34.5","","10.9","5.9","","",""
"Thomas, Connor","671162","4.2","37.8","22.7","","18.5","","","","16.8",""
"Miller, Bobby","676272","26.7","22.4","","9.5","13.8","27.6","","","",""
"Richards, Trevor","670950","58.6","","","10.3","31.0","","","","",""
"Misiewicz, Anthony","664948","7.0","","55.7","","20.0","17.4","","","",""
"Clevinger, Mike","605182","36.8","4.4","22.8","","15.8","0.9","","","19.3",""
"Gillaspie, Logan","670810","34.8","3.6","14.3","20.5","14.3","10.7","","","1.8",""
"Campbell, Isaiah","663462","18.3","10.1","","42.2","","11.9","","","17.4",""
"Hartlieb, Geoff","664129","23.9","14.7","","61.5","","","","","",""
"Nikhazy, Doug","680951","46.7","","","29.0","7.5","11.2","","","5.6",""
"Henry, Tommy","674072","25.2","1.9","","21.5","23.4","28.0","","","",""
"Garcia, Luis","677651","49.1","","25.5","","4.7","12.3","","","8.5",""
