"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Weigel, Patrick","622256","33.3","8.6","","55.9","2.2","","","","",""
"Blewett, Scott","656240","48.9","19.6","","27.2","4.3","","","","",""
"Mattson, Isaac","676755","65.9","","","13.2","7.7","13.2","","","",""
"Rea, Colin","607067","31.9","14.3","28.6","","11.0","14.3","","","",""
"Teheran, Julio","527054","10.0","53.3","","30.0","6.7","","","","",""
"Topa, Justin","623437","","68.2","","","","","","","31.8",""
"Hahn, Jesse","534910","","65.9","","8.0","1.1","22.7","","","2.3",""
"Godley, Zack","643327","9.1","11.4","40.9","","1.1","37.5","","","",""
"Fletcher, Aaron","667465","","58.1","","16.3","25.6","","","","",""
"Latz, Jacob","656641","48.8","","","14.3","23.8","13.1","","","",""
"Marte, José","665896","4.8","54.8","7.1","33.3","","","","","",""
"Avila, Pedro","658648","46.4","4.8","","9.5","28.6","10.7","","","",""
"Wojciechowski, Asher","592879","45.8","","16.9","37.3","","","","","",""
"Bellatti, Andrew","571479","54.2","","","38.6","7.2","","","","",""
"Gonsalves, Stephen","624427","51.2","","2.4","18.3","","28.0","","","",""
"Zimmermann, Jordan","519455","8.5","32.9","","42.7","8.5","7.3","","","",""
"Spitzbarth, Shea","665661","45.1","","2.4","","39.0","13.4","","","",""
"Szapucki, Thomas","663378","68.3","","","","25.6","6.1","","","",""
"Sittinger, Brandyn","670087","70.0","","","30.0","","","","","",""
"Del Pozo, Miguel","600887","60.0","","","","1.3","38.8","","","",""
"Morejon, Adrian","670970","36.3","26.3","","5.0","2.5","12.5","","13.8","3.8",""
"Ivey, Tyler","663959","50.6","","","19.0","13.9","16.5","","","",""
"Romero, Jhon","664584","64.1","","","21.8","14.1","","","","",""
"Honeywell, Brent","641703","50.0","","16.7","9.0","23.1","","","","",""
"Ridings, Stephen","670050","36.5","37.8","","25.7","","","","","",""
"Carlton, Drew","656290","57.5","","","28.8","13.7","","","","",""
"Blandino, Alex","607468","70.8","","","","","18.1","","11.1","",""
"Johnson, DJ","597113","56.9","","","","15.3","27.8","","","",""
"Jannis, Mickey","595263","12.7","","","","","7.0","","80.3","",""
"Alaniz, R.J.","595798","","52.1","","23.9","23.9","","","","",""
"Bush, Matt","456713","53.6","","1.4","27.5","","17.4","","","",""
"James, Josh","657624","58.0","","","26.1","15.9","","","","",""
"Frías, Luis","666818","54.4","","1.5","38.2","5.9","","","","",""
"Zerpa, Angel","672582","57.4","8.8","1.5","23.5","8.8","","","","",""
"Feliz, Neftalí","491703","70.1","","","17.9","11.9","","","","",""
"Mitchell, Bryan","571951","58.2","","19.4","","","22.4","","","",""
"Wood, Hunter","621056","30.3","","","28.8","7.6","33.3","","","",""
"Guerra, Javy","642770","6.1","83.3","","10.6","","","","","",""
"Peña, Félix","570240","20.0","23.1","","38.5","18.5","","","","",""
"Castellani, Ryan","624418","16.9","27.7","","43.1","6.2","6.2","","","",""
"Zamora, Daniel","623354","21.5","","","78.5","","","","","",""
"Peguero, Elvis","665625","","68.8","","31.3","","","","","",""
"Anderson, Tanner","664196","23.4","39.1","10.9","23.4","3.1","","","","",""
"Martinez, Seth","661527","58.7","7.9","4.8","","6.3","","","","22.2",""
"Ramos, AJ","573109","32.3","6.5","16.1","16.1","29.0","","","","",""
"Guzmán, Jorge","660422","55.7","4.9","","14.8","24.6","","","","",""
"Flaa, Jay","664852","60.7","8.2","","","23.0","8.2","","","",""
"Báez, Pedro","520980","30.5","","","8.5","61.0","","","","",""
"Snyder, Nick","676766","78.0","","","22.0","","","","","",""
"Hildenberger, Trevor","657610","","46.6","","36.2","17.2","","","","",""
"Crawford, Kutter","676710","49.1","","26.3","","1.8","22.8","","","",""
"Moreta, Dauri","664294","71.9","","","15.8","12.3","","","","",""
"García, Rony","665621","55.4","5.4","","","5.4","33.9","","","",""
"Schreiber, John","670167","42.9","21.4","","","5.4","","","","30.4",""
"Pérez, Oliver","424144","21.4","46.4","","32.1","","","","","",""
"Santos, Gregory","666619","41.5","1.9","","56.6","","","","","",""
"Smeltzer, Devin","656970","40.4","","","7.7","50.0","1.9","","","",""
"Koerner, Brody","621259","3.8","44.2","25.0","11.5","11.5","3.8","","","",""
"Bazardo, Eduard","660825","34.6","","","","1.9","","","","63.5",""
"Mella, Keury","622492","30.0","46.0","","18.0","6.0","","","","",""
"McRae, Alex","656725","32.7","24.5","","","26.5","16.3","","","",""
"Rosscup, Zac","573127","31.3","","","33.3","","35.4","","","",""
"Nogosek, Stephen","668665","62.5","","4.2","25.0","2.1","6.3","","","",""
"Barreda, Manny","518435","66.7","","","27.1","6.3","","","","",""
"Moronta, Reyes","606625","39.6","","","45.8","14.6","","","","",""
"Hartman, Ryan","670057","63.0","","","4.3","26.1","6.5","","","",""
"Contreras, Roansy","672710","63.0","","","23.9","2.2","10.9","","","",""
"Strop, Pedro","467008","20.0","17.8","33.3","28.9","","","","","",""
"Kickham, Mike","592464","4.4","2.2","","84.4","","8.9","","","",""
"Seabold, Connor","657756","62.8","","","","11.6","25.6","","","",""
"Brennan, Brandon","592165","16.7","45.2","","2.4","35.7","","","","",""
"O'Brien, Riley","676617","","","54.8","","21.4","","","","23.8",""
"Criswell, Cooper","681867","","48.8","","","17.1","","","","34.1",""
"Biagini, Joe","607352","19.5","24.4","","26.8","19.5","9.8","","","",""
"Strider, Spencer","675911","78.9","","","21.1","","","","","",""
"Espinal, Raynel","642659","69.4","5.6","","","25.0","","","","",""
"Dickson, Brandon","505447","25.7","31.4","","40.0","2.9","","","","",""
"Lobstein, Kyle","543456","29.4","29.4","","14.7","17.6","8.8","","","",""
"Paulino, David","600944","65.6","","","","","34.4","","","",""
"Tinoco, Jesus","622786","34.4","28.1","","3.1","","31.3","3.1","","",""
"Hardy, Blaine","543278","3.2","","48.4","","41.9","6.5","","","",""
"Brewer, Colten","605155","","","56.7","23.3","","20.0","","","",""
"Rondón, Angel","667373","48.3","","","24.1","24.1","3.4","","","",""
"Guilmet, Preston","543258","37.9","","","10.3","","","51.7","","",""
"Lee, Dylan","669276","41.4","","","31.0","27.6","","","","",""
"Lail, Brady","621078","28.6","7.1","","28.6","10.7","25.0","","","",""
"Mejía, Francisco","642336","3.6","","3.6","75.0","","17.9","","","",""
"Beede, Tyler","595881","46.4","","","","25.0","28.6","","","",""
"Vasquez, Andrew","607755","","11.1","","88.9","","","","","",""
"Drury, Brandon","592273","","","","40.7","25.9","33.3","","","",""
"Nittoli, Vinny","657697","76.9","","","","","23.1","","","",""
"Syndergaard, Noah","592789","30.8","26.9","","","42.3","","","","",""
"Paxton, James","572020","66.7","","29.2","","","4.2","","","",""
"Roe, Chaz","475054","","47.8","","","","","","","52.2",""
"Ramírez, Yefry","606162","39.1","","","26.1","26.1","8.7","","","",""
"Altavilla, Dan","656186","50.0","","","50.0","","","","","",""
"Axford, John","446099","18.2","68.2","","","","13.6","","","",""
"Eaton, Adam","594809","66.7","9.5","","14.3","","9.5","","","",""
"Betances, Dellin","476454","57.1","","","","","42.9","","","",""
"Carpenter, Matt","572761","","","","","90.5","9.5","","","",""
"Quackenbush, Kevin","534812","45.0","","","15.0","","40.0","","","",""
"Dohy, Kyle","675971","90.0","","","","10.0","","","","",""
"Baker, Bryan","641329","73.7","","","26.3","","","","","",""
"Muñoz, Andrés","662253","70.6","","","29.4","","","","","",""
"Burns, Andy","542992","","","","","82.4","17.6","","","",""
"Stiever, Jonathan","680692","60.0","","","13.3","26.7","","","","",""
"Tarpley, Stephen","605501","13.3","46.7","","","","40.0","","","",""
"Bostick, Akeem","641384","35.7","","","7.1","50.0","7.1","","","",""
"Ramírez, Roel","641995","64.3","","","35.7","","","","","",""
"Allgeyer, Nick","680430","50.0","","","","14.3","35.7","","","",""
"Domínguez, Seranthony","622554","57.1","14.3","","28.6","","","","","",""
"Maile, Luke","571912","","","","","","","","100.0","",""
"Flores Jr., Bernardo","641576","16.7","41.7","","","16.7","25.0","","","",""
"Ort, Kaleb","672391","58.3","","","","","","","","41.7",""
"Jones, Damon","676103","81.8","","","18.2","","","","","",""
"Nogowski, John","596056","","","","","","100.0","","","",""
