pitcher,player_name,pitch_type,grp,n,act_miss,pred_miss,grade,g2080
687531,"Kempner, William",FF,fastball,40,0.3,0.27,93.9,73
547973,"Chapman, Aroldis",FF,fastball,103,0.14,0.26,93.8,70
607536,"Freeland, Kyle",FC,fastball,178,0.21,0.26,93.8,41
641302,"Alexander, Tyler",FC,fastball,59,0.16,0.26,93.8,41
662253,"Muñoz, Andrés",FF,fastball,108,0.25,0.26,93.8,70
663158,"Suarez, Robert",FC,fastball,30,0.96,0.26,93.8,41
664076,"Cleavinger, Garrett",FF,fastball,36,0.17,0.26,93.8,70
668933,"Ashcraft, Graham",FC,fastball,102,0.29,0.26,93.8,41
682052,"Lopez, Jacob",FC,fastball,115,0.3,0.26,93.8,41
573124,"Rogers, Taylor",FC,fastball,37,0.08,0.26,93.7,41
594580,"Moll, Sam",FF,fastball,42,0.11,0.25,93.7,68
607259,"Martinez, Nick",FC,fastball,205,0.24,0.25,93.7,41
641793,"Littell, Zack",SL,breaking,229,0.18,0.25,93.7,31
657514,"Bernardino, Brennan",FC,fastball,42,0.67,0.25,93.7,41
660271,"Ohtani, Shohei",FF,fastball,318,0.28,0.25,93.7,68
663903,"Singer, Brady",FC,fastball,67,0.19,0.25,93.7,41
669684,"Murphy, Chris",FF,fastball,88,0.23,0.25,93.7,68
683003,"Jones, Jared",FF,fastball,168,0.33,0.26,93.7,68
688158,"Morgan, David",FF,fastball,66,0.32,0.25,93.7,68
688158,"Morgan, David",SI,fastball,50,0.21,0.25,93.7,77
688642,"Agnos, Zach",FC,fastball,133,0.23,0.25,93.7,41
691587,"Pérez, Eury",FF,fastball,389,0.21,0.26,93.7,68
702070,"Cameron, Noah",FC,fastball,206,0.28,0.25,93.7,41
801403,"Dollander, Chase",FF,fastball,155,0.27,0.25,93.7,68
592779,"Stewart, Brock",FF,fastball,38,0.36,0.25,93.6,65
593958,"Rodriguez, Eduardo",FC,fastball,114,0.25,0.25,93.6,40
594027,"Guerrero, Tyron",SI,fastball,173,0.26,0.24,93.6,74
607074,"Rodón, Carlos",SI,fastball,60,0.32,0.24,93.6,74
641743,"Kay, Anthony",SI,fastball,183,0.28,0.24,93.6,74
642397,"Soto, Gregory",FF,fastball,65,0.2,0.24,93.6,65
656302,"Cease, Dylan",FF,fastball,334,0.23,0.24,93.6,65
663567,"Lambert, Peter",FC,fastball,80,0.17,0.24,93.6,40
665660,"Alvarado, Elvis",FF,fastball,153,0.27,0.24,93.6,65
668970,"Hollowell, Gavin",FF,fastball,42,0.25,0.25,93.6,65
670036,"Festa, Matt",FC,fastball,31,0.08,0.25,93.6,40
672335,"Pérez, Cionel",FF,fastball,65,0.23,0.25,93.6,65
680767,"Vodnik, Victor",FF,fastball,140,0.29,0.24,93.6,65
686560,"Collyer, Gavin",FF,fastball,40,0.32,0.25,93.6,65
686973,"Varland, Louis",FF,fastball,183,0.28,0.24,93.6,65
687849,"Kent, Zak",FF,fastball,58,0.04,0.24,93.6,65
689296,"Nunez, Anthony",FF,fastball,99,0.19,0.24,93.6,65
691799,"Taylor, Grant",FF,fastball,220,0.4,0.25,93.6,65
694037,"Palencia, Daniel",FF,fastball,103,0.33,0.25,93.6,65
695380,"Hoppe, Alex",FF,fastball,74,0.23,0.24,93.6,65
695505,"Burns, Chase",FF,fastball,491,0.14,0.25,93.6,65
695611,"Jump, Gage",FF,fastball,265,0.21,0.25,93.6,65
445276,"Jansen, Kenley",FC,fastball,187,0.24,0.23,93.5,40
554430,"Wheeler, Zack",FF,fastball,274,0.29,0.24,93.5,62
623211,"Brazobán, Huascar",FF,fastball,27,0.19,0.23,93.5,62
656234,"Bird, Jake",FF,fastball,35,0.38,0.23,93.5,62
657277,"Webb, Logan",FC,fastball,114,0.28,0.24,93.5,40
661395,"Duran, Jhoan",FF,fastball,77,0.39,0.24,93.5,62
663158,"Suarez, Robert",FF,fastball,114,0.14,0.24,93.5,62
663460,"Bubic, Kris",SI,fastball,48,0.15,0.23,93.5,72
663855,"Hicks, Jordan",FF,fastball,34,0.15,0.24,93.5,62
664076,"Cleavinger, Garrett",SI,fastball,54,0.17,0.24,93.5,72
666171,"Zeferjahn, Ryan",FF,fastball,91,0.45,0.24,93.5,62
666711,"Peguero, Joel",FF,fastball,43,0.23,0.24,93.5,62
667755,"Soriano, José",SI,fastball,251,0.32,0.23,93.5,72
669373,"Skubal, Tarik",FF,fastball,280,0.21,0.23,93.5,62
670036,"Festa, Matt",FF,fastball,148,0.31,0.23,93.5,62
670990,"Ramírez, Yohan",FF,fastball,114,0.3,0.24,93.5,62
676742,"Sanders, Cam",FF,fastball,44,0.33,0.23,93.5,62
676979,"Crochet, Garrett",SI,fastball,45,0.25,0.24,93.5,72
677053,"Nardi, Andrew",FF,fastball,90,0.43,0.24,93.5,62
681982,"Anderson, Grant",FF,fastball,139,0.17,0.24,93.5,62
683175,"Phillips, Connor",FF,fastball,90,0.12,0.23,93.5,62
689296,"Nunez, Anthony",SI,fastball,49,0.21,0.23,93.5,72
693645,"Schlittler, Cam",FF,fastball,507,0.37,0.23,93.5,62
696149,"Chandler, Bubba",FF,fastball,408,0.17,0.24,93.5,62
699134,"Rodriguez, Bradgley",FF,fastball,79,0.17,0.23,93.5,62
519242,"Sale, Chris",FF,fastball,389,0.26,0.23,93.4,60
594580,"Moll, Sam",SI,fastball,134,0.12,0.23,93.4,69
594798,"deGrom, Jacob",FF,fastball,397,0.23,0.23,93.4,60
595014,"Treinen, Blake",FF,fastball,25,0.16,0.23,93.4,60
607192,"Glasnow, Tyler",FF,fastball,84,0.19,0.23,93.4,60
622554,"Domínguez, Seranthony",FF,fastball,133,0.24,0.23,93.4,60
641745,"Keller, Brad",FF,fastball,67,0.23,0.23,93.4,60
642528,"Loáisiga, Jonathan",FF,fastball,46,0.11,0.23,93.4,60
642547,"Peralta, Freddy",FF,fastball,489,0.22,0.23,93.4,60
656546,"Hoffman, Jeff",FF,fastball,131,0.19,0.23,93.4,60
656550,"Holmes, Grant",FC,fastball,65,0.19,0.23,93.4,39
656730,"Megill, Trevor",FF,fastball,187,0.28,0.23,93.4,60
656876,"Rasmussen, Drew",FF,fastball,244,0.26,0.23,93.4,60
664126,"Fairbanks, Pete",FF,fastball,152,0.24,0.23,93.4,60
664199,"Clarke, Taylor",FC,fastball,68,0.08,0.23,93.4,39
666661,"Morillo, Juan",FF,fastball,155,0.43,0.23,93.4,60
668873,"Kilian, Caleb",FF,fastball,163,0.14,0.23,93.4,60
668881,"Greene, Hunter",FF,fastball,91,0.19,0.23,93.4,60
669199,"Bachar, Lake",FF,fastball,141,0.16,0.23,93.4,60
670062,"Garcia, Julian",FF,fastball,29,0.12,0.23,93.4,60
672782,"Gómez, Yoendrys",FF,fastball,152,0.33,0.23,93.4,60
674444,"Cruz, Steven",FF,fastball,175,0.3,0.23,93.4,60
675848,"Mejia, Juan",FF,fastball,215,0.22,0.23,93.4,60
676395,"Garcia, Robert",FF,fastball,31,0.25,0.23,93.4,60
676604,"Zuber, Tyler",FF,fastball,57,0.25,0.23,93.4,60
677960,"Weathers, Ryan",FF,fastball,215,0.2,0.23,93.4,60
679883,"Avila, Luinder",FF,fastball,134,0.22,0.23,93.4,60
680736,"Wrobleski, Justin",FF,fastball,414,0.23,0.23,93.4,60
680916,"Aleman, Franco",FF,fastball,71,0.29,0.23,93.4,60
682243,"Miller, Bryce",FF,fastball,235,0.16,0.23,93.4,60
682982,"Espino, Daniel",FF,fastball,35,0.43,0.23,93.4,60
683618,"Henriquez, Edgardo",SI,fastball,95,0.21,0.23,93.4,69
685126,"Eisert, Brandon",FF,fastball,106,0.26,0.23,93.4,60
685801,"Bigge, Hunter",FF,fastball,68,0.13,0.23,93.4,60
686580,"Slaten, Justin",FF,fastball,66,0.11,0.23,93.4,60
686751,"Johnson, Seth",FF,fastball,65,0.27,0.23,93.4,60
687209,"Maxwell, Zach",FF,fastball,61,0.09,0.23,93.4,60
689254,"Fluharty, Mason",FC,fastball,163,0.15,0.23,93.4,39
690986,"Harrison, Kyle",FF,fastball,442,0.28,0.23,93.4,60
690997,"McLean, Nolan",FF,fastball,188,0.35,0.23,93.4,60
693433,"Woo, Bryan",FF,fastball,441,0.22,0.23,93.4,60
693821,"Elder, Bryce",FC,fastball,140,0.32,0.23,93.4,39
696147,"Bachman, Sam",SI,fastball,85,0.17,0.23,93.4,69
699044,"Ullola, Miguel",FF,fastball,26,0.19,0.23,93.4,60
701719,"Samaniego, Tyler",SI,fastball,52,0.35,0.23,93.4,69
800311,"Fuentes, Didier",FF,fastball,282,0.26,0.23,93.4,60
801139,"Tolle, Payton",FF,fastball,371,0.31,0.23,93.4,60
518876,"Kelly, Merrill",FC,fastball,132,0.12,0.22,93.3,39
579328,"Kikuchi, Yusei",FF,fastball,90,0.25,0.22,93.3,57
607625,"Lugo, Seth",FC,fastball,172,0.22,0.22,93.3,39
621074,"Rucker, Michael",FF,fastball,63,0.28,0.22,93.3,57
622608,"Senzatela, Antonio",FF,fastball,173,0.31,0.22,93.3,57
623149,"Sewald, Paul",FF,fastball,185,0.2,0.22,93.3,57
623352,"Hader, Josh",SI,fastball,115,0.27,0.22,93.3,67
641743,"Kay, Anthony",FF,fastball,209,0.15,0.22,93.3,57
643377,"Jax, Griffin",FF,fastball,108,0.26,0.22,93.3,57
647336,"Soroka, Michael",FF,fastball,208,0.13,0.22,93.3,57
656271,"Burke, Brock",FF,fastball,150,0.35,0.22,93.3,57
656686,"Martin, Corbin",FF,fastball,29,0.3,0.22,93.3,57
660271,"Ohtani, Shohei",SI,fastball,29,0.4,0.22,93.3,67
661563,"Gil, Luis",FF,fastball,59,0.07,0.22,93.3,57
663423,"Thornton, Trent",FF,fastball,77,0.2,0.22,93.3,57
663878,"Pearson, Nate",FF,fastball,73,0.23,0.22,93.3,57
664875,"Lawrence, Justin",SI,fastball,126,0.38,0.22,93.3,67
665622,"Medina, Luis",FF,fastball,118,0.2,0.22,93.3,57
666142,"Ragans, Cole",FF,fastball,155,0.25,0.22,93.3,57
668390,"Winn, Cole",FF,fastball,89,0.21,0.22,93.3,57
668984,"Legumina, Casey",FF,fastball,160,0.36,0.22,93.3,57
669062,"Miller, Erik",SI,fastball,110,0.18,0.22,93.3,67
669093,"Estrada, Jeremiah",FF,fastball,100,0.25,0.22,93.3,57
676263,"Dreyer, Jack",FF,fastball,150,0.29,0.22,93.3,57
676979,"Crochet, Garrett",FF,fastball,88,0.18,0.22,93.3,57
678020,"Halvorsen, Seth",FF,fastball,101,0.02,0.22,93.3,57
680732,"Burke, Sean",FF,fastball,392,0.22,0.22,93.3,57
680742,"Bowlan, Jonathan",FF,fastball,134,0.35,0.22,93.3,57
680802,"Weiss, Ryan",FF,fastball,93,0.1,0.22,93.3,57
681035,"Scott, Christian",FF,fastball,292,0.29,0.22,93.3,57
681870,"Sabrowski, Erik",FF,fastball,161,0.41,0.22,93.3,57
682254,"Montgomery, Mason",SI,fastball,29,0.25,0.22,93.3,67
682825,"Mey, Luis",SI,fastball,45,0.46,0.22,93.3,67
683004,"Leiter, Jack",FF,fastball,260,0.2,0.22,93.3,57
687239,"Peoples, Ben",FF,fastball,54,0.12,0.22,93.3,57
687377,"Ribalta, Orlando",FF,fastball,83,0.29,0.22,93.3,57
695534,"Petty, Chase",FF,fastball,35,0.09,0.22,93.3,57
696062,"Dotel, Wilber",FF,fastball,88,0.18,0.22,93.3,57
696070,"Rojas, Kendry",FF,fastball,94,0.4,0.22,93.3,57
701542,"Warren, Will",FF,fastball,317,0.18,0.22,93.3,57
805299,"Garcia, Brandyn",SI,fastball,82,0.09,0.22,93.3,67
518886,"Kimbrel, Craig",FF,fastball,191,0.28,0.21,93.2,55
519141,"Pomeranz, Drew",FF,fastball,180,0.12,0.21,93.2,55
543243,"Gray, Sonny",FF,fastball,129,0.12,0.21,93.2,55
596133,"Weaver, Luke",FF,fastball,146,0.16,0.22,93.2,55
606303,"Payamps, Joel",FF,fastball,29,0.31,0.22,93.2,55
621345,"Minter, A.J.",FF,fastball,56,0.25,0.21,93.2,55
641312,"Anderson, Shaun",FF,fastball,34,0.31,0.21,93.2,55
641329,"Baker, Bryan",FF,fastball,182,0.2,0.21,93.2,55
641941,"Pagán, Emilio",FF,fastball,128,0.22,0.22,93.2,55
650960,"Duarte, Daniel",FC,fastball,27,0.21,0.21,93.2,39
656234,"Bird, Jake",SI,fastball,83,0.28,0.21,93.2,64
656848,"Petersen, Michael",FF,fastball,247,0.19,0.21,93.2,55
657097,"Webb, Jacob",FF,fastball,189,0.22,0.22,93.2,55
663372,"Feltner, Ryan",FF,fastball,145,0.19,0.21,93.2,55
663542,"Hudson, Bryan",FF,fastball,249,0.2,0.21,93.2,55
663992,"Lovelady, Richard",FF,fastball,50,0.14,0.21,93.2,55
666200,"Luzardo, Jesús",FF,fastball,252,0.12,0.22,93.2,55
666974,"Cano, Yennier",SI,fastball,139,0.27,0.21,93.2,64
669022,"Gore, MacKenzie",FF,fastball,483,0.19,0.21,93.2,55
669160,"May, Dustin",FF,fastball,194,0.15,0.21,93.2,55
669160,"May, Dustin",SI,fastball,165,0.2,0.21,93.2,64
669373,"Skubal, Tarik",SI,fastball,121,0.24,0.21,93.2,64
670167,"Schreiber, John",SI,fastball,68,0.16,0.21,93.2,64
671922,"Smith, Cade",FF,fastball,260,0.3,0.22,93.2,55
675660,"Drohan, Shane",FF,fastball,174,0.37,0.21,93.2,55
675989,"Bolton, Cody",FF,fastball,46,0.17,0.22,93.2,55
676106,"Hancock, Emerson",FF,fastball,395,0.15,0.21,93.2,55
676534,"Faucher, Calvin",SI,fastball,37,0.29,0.21,93.2,64
676974,"Meyer, Max",FF,fastball,180,0.08,0.21,93.2,55
677161,"Kelly, Zack",FC,fastball,50,0.37,0.22,93.2,39
677865,"Bruihl, Justin",SI,fastball,179,0.13,0.22,93.2,64
677955,"Hill, Jaden",FF,fastball,76,0.28,0.22,93.2,55
681895,"Sisk, Evan",FF,fastball,55,0.31,0.21,93.2,55
681911,"Vesia, Alex",FF,fastball,168,0.3,0.21,93.2,55
682120,"Herrin, Tim",FF,fastball,50,0.52,0.21,93.2,55
682842,"Uribe, Abner",SI,fastball,183,0.42,0.21,93.2,64
682995,"Barco, Hunter",FF,fastball,46,0.11,0.22,93.2,55
684049,"Bidois, Brandan",FF,fastball,89,0.37,0.22,93.2,55
687765,"Spence, Mitch",FC,fastball,39,0.09,0.21,93.2,39
690925,"Beeter, Clayton",FF,fastball,107,0.21,0.21,93.2,55
690953,"Abel, Mick",FF,fastball,74,0.28,0.22,93.2,55
691587,"Pérez, Eury",SI,fastball,126,0.27,0.21,93.2,64
693312,"Nicolas, Kyle",FF,fastball,26,0.02,0.21,93.2,55
694361,"Klein, Will",FF,fastball,149,0.14,0.21,93.2,55
702273,"Schultz, Noah",FF,fastball,113,0.25,0.21,93.2,55
703725,"Gastelum, Luis",FF,fastball,27,0.1,0.22,93.2,55
805326,"Schweitzer, Tyler",FF,fastball,70,0.14,0.21,93.2,55
805427,"Sommers, Drew",FF,fastball,41,0.84,0.21,93.2,55
806960,"Morales, Luis",FF,fastball,54,0.09,0.22,93.2,55
543037,"Cole, Gerrit",FF,fastball,234,0.22,0.21,93.1,52
592155,"Booser, Cam",FF,fastball,67,0.17,0.21,93.1,52
592773,"Stanek, Ryne",FF,fastball,197,0.21,0.21,93.1,52
605130,"Barlow, Scott",FF,fastball,28,0.13,0.21,93.1,52
608371,"Sims, Lucas",FF,fastball,33,0.24,0.21,93.1,52
621016,"Cuas, Jose",FF,fastball,25,0.26,0.21,93.1,52
621237,"Alvarado, José",SI,fastball,217,0.24,0.2,93.1,62
621381,"Strahm, Matt",FF,fastball,116,0.28,0.2,93.1,52
622663,"Severino, Luis",FF,fastball,113,0.21,0.2,93.1,52
623454,"Anderson, Drew",FF,fastball,221,0.2,0.2,93.1,52
641745,"Keller, Brad",SI,fastball,47,0.23,0.21,93.1,62
642100,"Speier, Gabe",FF,fastball,94,0.41,0.21,93.1,52
656641,"Latz, Jacob",FF,fastball,235,0.21,0.21,93.1,52
656794,"Newcomb, Sean",SI,fastball,97,0.13,0.2,93.1,62
657746,"Ryan, Joe",FF,fastball,453,0.24,0.21,93.1,52
663738,"Lynch IV, Daniel",FF,fastball,35,0.07,0.2,93.1,52
664991,"Wolfram, Grant",FF,fastball,54,0.11,0.21,93.1,52
664991,"Wolfram, Grant",SI,fastball,106,0.24,0.21,93.1,62
666157,"Lodolo, Nick",FF,fastball,130,0.16,0.21,93.1,52
666171,"Zeferjahn, Ryan",SI,fastball,51,0.12,0.2,93.1,62
667755,"Soriano, José",FF,fastball,210,0.17,0.2,93.1,52
668909,"Williams, Gavin",FF,fastball,244,0.34,0.21,93.1,52
668970,"Hollowell, Gavin",SI,fastball,25,0.2,0.21,93.1,62
669084,"Hall, DL",FF,fastball,29,0.35,0.2,93.1,52
669194,"Nelson, Ryne",FF,fastball,400,0.11,0.21,93.1,52
669358,"Baz, Shane",FF,fastball,292,0.15,0.21,93.1,52
669371,"Henry, Cole",FF,fastball,64,0.27,0.21,93.1,52
669432,"Rogers, Trevor",FF,fastball,409,0.26,0.2,93.1,52
670167,"Schreiber, John",FF,fastball,87,0.28,0.2,93.1,52
671382,"Foster, Cameron",FF,fastball,47,0.12,0.21,93.1,52
671737,"Bradley, Taj",FF,fastball,443,0.1,0.2,93.1,52
673929,"Leasure, Jordan",FF,fastball,89,0.11,0.21,93.1,52
675512,"Melton, Troy",FF,fastball,158,0.19,0.2,93.1,52
676051,"Heuer, Codi",FF,fastball,45,0.13,0.2,93.1,52
676254,"Walker, Ryan",SI,fastball,139,0.13,0.2,93.1,62
676617,"O'Brien, Riley",SI,fastball,196,0.19,0.21,93.1,62
676917,"Cavalli, Cade",FF,fastball,324,0.17,0.21,93.1,52
677952,"Ashcraft, Braxton",FF,fastball,291,0.13,0.2,93.1,52
678022,"Perkins, Jack",FF,fastball,196,0.13,0.21,93.1,52
678906,"Teng, Kai-Wei",FF,fastball,145,0.14,0.2,93.1,52
680570,"Rodriguez, Grayson",FF,fastball,222,0.08,0.2,93.1,52
681151,"Murray, Jayden",FF,fastball,85,0.38,0.2,93.1,52
681217,"Silseth, Chase",FF,fastball,131,0.31,0.2,93.1,52
681402,"Varland, Gus",FF,fastball,160,0.16,0.21,93.1,52
681799,"Roberts, Ethan",SI,fastball,31,0.23,0.2,93.1,62
681810,"Warren, Austin",FF,fastball,45,0.58,0.21,93.1,52
681916,"Smith, Dylan",FF,fastball,77,0.29,0.21,93.1,52
683000,"Cornelio, Riley",FF,fastball,84,0.09,0.21,93.1,52
686218,"Sheehan, Emmet",FF,fastball,349,0.29,0.21,93.1,52
687075,"Sproat, Brandon",FF,fastball,192,0.21,0.2,93.1,52
687473,"Gusto, Ryan",FF,fastball,72,0.3,0.2,93.1,52
687473,"Gusto, Ryan",SI,fastball,41,0.41,0.21,93.1,62
687570,"Prielipp, Connor",FF,fastball,165,0.09,0.21,93.1,52
688297,"Roycroft, Chris",FF,fastball,27,0.15,0.2,93.1,52
689147,"Kerkering, Orion",FF,fastball,100,0.45,0.21,93.1,52
689818,"Sandlin, David",FF,fastball,46,0.14,0.21,93.1,52
690928,"Dobbins, Hunter",FF,fastball,86,0.15,0.21,93.1,52
691725,"Painter, Andrew",FF,fastball,173,0.09,0.2,93.1,52
694297,"Pfaadt, Brandon",FF,fastball,116,0.12,0.2,93.1,52
694477,"Patrick, Chad",FF,fastball,164,0.29,0.2,93.1,52
699008,"Kelly, Antwone",FF,fastball,28,0.06,0.2,93.1,52
699823,"Davis, Tyler",FF,fastball,120,0.24,0.21,93.1,52
702275,"Ritchie, JR",FF,fastball,60,0.26,0.2,93.1,52
702303,"Martin, Riley",FF,fastball,39,0.12,0.21,93.1,52
808963,"Sasaki, Roki",FF,fastball,353,0.18,0.2,93.1,52
808967,"Yamamoto, Yoshinobu",FF,fastball,225,0.26,0.2,93.1,52
813349,"Early, Connelly",FF,fastball,265,0.15,0.2,93.1,52
572143,"Smith, Burch",FF,fastball,57,0.2,0.2,93,49
593974,"Peralta, Wandy",FF,fastball,38,0.06,0.2,93,49
605400,"Nola, Aaron",FF,fastball,184,0.08,0.2,93,49
606996,"Hart, Kyle",FF,fastball,25,0.04,0.2,93,49
608331,"Fried, Max",FF,fastball,78,0.27,0.19,93,49
608718,"Suter, Brent",SI,fastball,137,0.09,0.2,93,59
621053,"Ferguson, Tyler",FF,fastball,48,0.21,0.2,93,49
622491,"Castillo, Luis",FF,fastball,418,0.24,0.2,93,49
624133,"Suarez, Ranger",FC,fastball,164,0.12,0.2,93,38
624522,"Thompson, Keegan",FF,fastball,29,0.1,0.2,93,49
628452,"Iglesias, Raisel",FF,fastball,125,0.24,0.2,93,49
640448,"Finnegan, Kyle",FF,fastball,164,0.19,0.2,93,49
642397,"Soto, Gregory",SI,fastball,99,0.17,0.2,93,59
645261,"Alcantara, Sandy",FF,fastball,220,0.18,0.2,93,49
646241,"De Jesus, Enmanuel",FF,fastball,94,0.16,0.2,93,49
650556,"Abreu, Bryan",FF,fastball,115,0.23,0.2,93,49
657571,"Ferguson, Caleb",FF,fastball,49,0.22,0.19,93,49
663436,"Martin, Davis",FF,fastball,223,0.24,0.2,93,49
663460,"Bubic, Kris",FF,fastball,147,0.24,0.2,93,49
663556,"McClanahan, Shane",FF,fastball,265,0.17,0.2,93,49
663574,"Santillan, Tony",FF,fastball,155,0.19,0.2,93,49
663687,"Harris, Hogan",FF,fastball,241,0.19,0.2,93,49
663893,"Little, Brendon",SI,fastball,29,0.22,0.19,93,59
663992,"Lovelady, Richard",SI,fastball,60,0.12,0.2,93,59
664849,"Young, Danny",SI,fastball,32,0.24,0.2,93,59
666277,"Soriano, George",FF,fastball,99,0.18,0.2,93,49
666711,"Peguero, Joel",SI,fastball,31,0.17,0.2,93,59
669020,"Rolison, Ryan",FF,fastball,111,0.11,0.2,93,49
669622,"Bender, Anthony",SI,fastball,54,0.37,0.2,93,59
669711,"Weissert, Greg",FF,fastball,111,0.21,0.2,93,49
669923,"Kirby, George",FF,fastball,319,0.21,0.19,93,49
670059,"Holderman, Colin",SI,fastball,143,0.31,0.19,93,59
670280,"Bednar, David",FF,fastball,168,0.17,0.2,93,49
670329,"Garcia, Rico",FF,fastball,99,0.14,0.19,93,49
671936,"Macko, Adam",FF,fastball,72,0.26,0.2,93,49
672335,"Pérez, Cionel",SI,fastball,95,0.21,0.2,93,59
673540,"Senga, Kodai",FF,fastball,131,0.16,0.2,93,49
674841,"Alvarez, Andrew",SI,fastball,53,0.2,0.2,93,59
676684,"Vest, Will",FF,fastball,100,0.1,0.2,93,49
676775,"Winn, Keaton",FF,fastball,55,0.12,0.2,93,49
676879,"Ashby, Aaron",SI,fastball,231,0.28,0.2,93,59
676974,"Meyer, Max",SI,fastball,77,0.01,0.2,93,59
677952,"Ashcraft, Braxton",SI,fastball,137,0.26,0.2,93,59
678606,"Ferrer, José A.",SI,fastball,257,0.16,0.2,93,59
680694,"Bradish, Kyle",FF,fastball,160,0.16,0.2,93,49
681293,"Arrighetti, Spencer",FF,fastball,199,0.2,0.2,93,49
681895,"Sisk, Evan",SI,fastball,75,0.08,0.2,93,59
683352,"Bratt, Mitch",FF,fastball,59,0.07,0.19,93,49
684007,"Imanaga, Shota",FF,fastball,364,0.14,0.19,93,49
684007,"Imanaga, Shota",SI,fastball,63,0.18,0.2,93,59
684974,"Yoho, Craig",FF,fastball,26,0.02,0.2,93,49
686799,"Kochanowicz, Jack",SI,fastball,192,0.24,0.2,93,59
686930,"Barnett, Mason",FF,fastball,83,0.24,0.2,93,49
687941,"Gamboa, Alec",FF,fastball,55,0.17,0.2,93,49
688297,"Roycroft, Chris",SI,fastball,77,0.12,0.2,93,59
689225,"Brieske, Beau",FF,fastball,39,0.12,0.2,93,49
690978,"Fulton, Dax",FF,fastball,31,0.19,0.2,93,49
691799,"Taylor, Grant",SI,fastball,40,0.18,0.2,93,59
694680,"Martin, Trevor",FF,fastball,40,0.5,0.2,93,49
694973,"Skenes, Paul",FF,fastball,455,0.32,0.2,93,49
695380,"Hoppe, Alex",SI,fastball,35,0.26,0.2,93,59
695418,"Lord, Brad",FF,fastball,184,0.22,0.2,93,49
696131,"Black, Mason",FF,fastball,33,0.16,0.2,93,49
696519,"Natera Jr., Samy",FF,fastball,141,0.32,0.2,93,49
700712,"Ureña, Walbert",FF,fastball,156,0.21,0.2,93,49
702566,"Murphy, Owen",FF,fastball,40,0.09,0.2,93,49
800048,"Messick, Parker",FF,fastball,346,0.3,0.2,93,49
801403,"Dollander, Chase",SI,fastball,77,0.17,0.2,93,59
804636,"Tong, Jonah",FF,fastball,38,0.16,0.2,93,49
518876,"Kelly, Merrill",FF,fastball,199,0.07,0.19,92.9,47
519242,"Sale, Chris",SI,fastball,72,0.06,0.19,92.9,57
547179,"Lorenzen, Michael",FF,fastball,174,0.06,0.19,92.9,47
601713,"Pivetta, Nick",FF,fastball,77,0.29,0.19,92.9,47
605447,"Romano, Jordan",FF,fastball,61,0.27,0.19,92.9,47
607074,"Rodón, Carlos",FF,fastball,168,0.23,0.19,92.9,47
607455,"Banda, Anthony",FF,fastball,68,0.12,0.19,92.9,47
607536,"Freeland, Kyle",FF,fastball,190,0.11,0.19,92.9,47
608372,"Sugano, Tomoyuki",FF,fastball,163,0.14,0.19,92.9,47
622554,"Domínguez, Seranthony",SI,fastball,44,0.12,0.19,92.9,57
623474,"Herget, Jimmy",SI,fastball,44,0.03,0.19,92.9,57
641755,"Kinley, Tyler",FF,fastball,32,0.07,0.19,92.9,47
642207,"Williams, Devin",FF,fastball,157,0.25,0.19,92.9,47
642701,"Santana, Dennis",FF,fastball,97,0.09,0.19,92.9,47
643377,"Jax, Griffin",SI,fastball,132,0.23,0.19,92.9,57
647315,"Pop, Zach",SI,fastball,31,0.16,0.19,92.9,57
650633,"King, Michael",FF,fastball,162,0.2,0.19,92.9,47
650633,"King, Michael",SI,fastball,221,0.18,0.19,92.9,57
656427,"Flaherty, Jack",FF,fastball,365,0.18,0.19,92.9,47
656464,"Ginkel, Kevin",FF,fastball,147,0.11,0.19,92.9,47
656638,"Lange, Alex",FF,fastball,35,0.09,0.19,92.9,47
656876,"Rasmussen, Drew",SI,fastball,166,0.09,0.19,92.9,57
657277,"Webb, Logan",FF,fastball,110,0.15,0.19,92.9,47
660761,"Suarez, José",FF,fastball,153,0.22,0.19,92.9,47
660853,"De Los Santos, Enyel",FF,fastball,203,0.15,0.19,92.9,47
663558,"Morán, Jovani",FF,fastball,100,0.18,0.19,92.9,47
663623,"Irvin, Jake",FF,fastball,124,0.23,0.19,92.9,47
663767,"Shugart, Chase",FF,fastball,26,0.14,0.19,92.9,47
663855,"Hicks, Jordan",SI,fastball,123,0.06,0.19,92.9,57
665660,"Alvarado, Elvis",SI,fastball,42,0.04,0.19,92.9,57
666200,"Luzardo, Jesús",SI,fastball,163,0.15,0.19,92.9,57
668674,"Erceg, Lucas",FF,fastball,102,0.16,0.19,92.9,47
669165,"Hurt, Kyle",FF,fastball,133,0.29,0.19,92.9,47
669211,"Akin, Keegan",FF,fastball,100,0.28,0.19,92.9,47
669276,"Lee, Dylan",FF,fastball,115,0.13,0.19,92.9,47
669302,"Gilbert, Logan",FF,fastball,404,0.18,0.19,92.9,47
669372,"Ginn, J.T.",FF,fastball,87,0.14,0.19,92.9,47
669467,"Pallante, Andre",FF,fastball,261,0.15,0.19,92.9,47
674370,"Bido, Osvaldo",FF,fastball,41,0.14,0.19,92.9,47
675911,"Strider, Spencer",FF,fastball,156,0.1,0.19,92.9,47
675916,"Karinchak, James",FF,fastball,41,0.21,0.19,92.9,47
676083,"Junk, Janson",FF,fastball,194,0.09,0.19,92.9,47
