pitcher,player_name,pitch_type,grp,n,act_miss,pred_miss,grade,g2080
669467,"Pallante, Andre",SL,breaking,267,1.07,0.94,102.5,41
669684,"Murphy, Chris",SL,breaking,72,1.21,0.93,102.5,41
676775,"Winn, Keaton",FS,offspeed,123,1.06,0.94,102.5,45
681895,"Sisk, Evan",CH,offspeed,25,0.55,0.94,102.5,46
701542,"Warren, Will",CH,offspeed,82,0.83,0.93,102.5,46
518876,"Kelly, Merrill",CU,breaking,65,0.43,0.92,102.4,41
608337,"Giolito, Lucas",SL,breaking,34,0.88,0.93,102.4,41
656222,"Beeks, Jalen",CH,offspeed,74,1.18,0.93,102.4,45
656849,"Peterson, David",SL,breaking,184,0.72,0.92,102.4,41
664299,"Javier, Cristian",ST,breaking,34,1.95,0.93,102.4,40
665622,"Medina, Luis",CU,breaking,31,2.13,0.93,102.4,41
670245,"Watson, Ryan",CU,breaking,47,1.21,0.93,102.4,41
676440,"Bibee, Tanner",FC,fastball,229,1.16,0.92,102.4,76
676680,"Cosgrove, Tom",ST,breaking,34,0.31,0.93,102.4,40
686613,"Brown, Hunter",SL,breaking,26,0.53,0.93,102.4,41
656288,"Canning, Griffin",CH,offspeed,136,0.38,0.92,102.3,45
676879,"Ashby, Aaron",CH,offspeed,61,1.61,0.92,102.3,45
687562,"Bennett, Jake",CH,offspeed,131,1.57,0.92,102.3,45
690928,"Dobbins, Hunter",SL,breaking,43,0.42,0.92,102.3,41
695418,"Lord, Brad",SL,breaking,96,0.89,0.92,102.3,41
702273,"Schultz, Noah",CH,offspeed,58,0.5,0.92,102.3,45
624133,"Suarez, Ranger",CH,offspeed,104,0.94,0.91,102.2,45
663554,"Mize, Casey",SL,breaking,153,0.56,0.91,102.2,41
671737,"Bradley, Taj",FS,offspeed,184,1.06,0.91,102.2,45
680573,"Woods Richardson, Simeon",FS,offspeed,102,0.51,0.91,102.2,45
688642,"Agnos, Zach",ST,breaking,61,2.91,0.91,102.2,39
607625,"Lugo, Seth",CH,offspeed,79,0.5,0.9,102.1,45
702474,"Paredes, Mike",ST,breaking,59,1.33,0.9,102.1,39
472610,"García, Luis",FS,offspeed,39,0.74,0.9,102,44
641302,"Alexander, Tyler",CH,offspeed,98,0.49,0.9,102,45
641745,"Keller, Brad",CH,offspeed,31,1.09,0.9,102,45
645261,"Alcantara, Sandy",CH,offspeed,263,0.67,0.9,102,45
681347,"Burrows, Mike",SL,breaking,136,0.52,0.89,102,41
686930,"Barnett, Mason",CU,breaking,25,0.28,0.89,102,41
686930,"Barnett, Mason",SL,breaking,56,1.01,0.9,102,41
593958,"Rodriguez, Eduardo",CU,breaking,99,0.77,0.89,101.9,40
607067,"Rea, Colin",CH,offspeed,158,0.73,0.88,101.9,44
621111,"Buehler, Walker",KC,breaking,83,0.66,0.89,101.9,39
668678,"Gallen, Zac",CH,offspeed,127,0.76,0.89,101.9,44
694477,"Patrick, Chad",SV,breaking,56,0.84,0.89,101.9,42
694738,"Roupp, Landen",CU,breaking,224,1.45,0.89,101.9,40
808967,"Yamamoto, Yoshinobu",FS,offspeed,267,0.87,0.89,101.9,44
519242,"Sale, Chris",CH,offspeed,111,0.95,0.88,101.8,44
605280,"Holmes, Clay",CH,offspeed,72,0.93,0.88,101.8,44
623149,"Sewald, Paul",ST,breaking,107,1.74,0.88,101.8,39
641312,"Anderson, Shaun",SL,breaking,34,0.82,0.88,101.8,40
641745,"Keller, Brad",SL,breaking,55,0.65,0.88,101.8,40
650633,"King, Michael",CH,offspeed,311,0.92,0.88,101.8,44
656234,"Bird, Jake",ST,breaking,71,1.42,0.88,101.8,39
669432,"Rogers, Trevor",CH,offspeed,225,0.7,0.88,101.8,44
695418,"Lord, Brad",CH,offspeed,27,0.25,0.88,101.8,44
641816,"Mahle, Tyler",FS,offspeed,212,0.88,0.88,101.7,44
657756,"Seabold, Connor",SL,breaking,36,0.95,0.88,101.7,40
680604,"Castaño, Blas",ST,breaking,37,1.83,0.88,101.7,39
607625,"Lugo, Seth",SL,breaking,84,0.98,0.86,101.6,40
621111,"Buehler, Walker",CH,offspeed,76,0.61,0.87,101.6,44
623454,"Anderson, Drew",CU,breaking,81,1.32,0.86,101.6,40
680742,"Bowlan, Jonathan",CH,offspeed,47,0.65,0.87,101.6,44
693433,"Woo, Bryan",CH,offspeed,61,0.45,0.87,101.6,44
571927,"Matz, Steven",CU,breaking,42,0.77,0.86,101.5,40
571945,"Mikolas, Miles",CH,offspeed,54,0.18,0.86,101.5,43
628452,"Iglesias, Raisel",CH,offspeed,130,1.38,0.85,101.5,43
656529,"Hentges, Sam",SL,breaking,53,1.2,0.86,101.5,40
663765,"Woodford, Jake",FS,offspeed,28,0.17,0.86,101.5,44
669358,"Baz, Shane",FC,fastball,185,0.47,0.85,101.5,72
687064,"Young, Brandon",CU,breaking,54,0.17,0.86,101.5,40
805326,"Schweitzer, Tyler",SL,breaking,66,0.58,0.86,101.5,40
592454,"Kahnle, Tommy",CH,offspeed,58,0.55,0.85,101.4,43
607625,"Lugo, Seth",ST,breaking,104,0.47,0.85,101.4,38
656492,"Griffin, Foster",ST,breaking,118,1.52,0.85,101.4,38
671737,"Bradley, Taj",FC,fastball,253,1.31,0.85,101.4,72
681517,"Leahy, Kyle",CH,offspeed,108,1.01,0.85,101.4,43
687849,"Kent, Zak",SL,breaking,45,1.26,0.85,101.4,40
804267,"Thornton, Zac",SL,breaking,37,0.44,0.85,101.4,40
527048,"Pérez, Martín",CU,breaking,44,1.22,0.84,101.3,40
642701,"Santana, Dennis",CH,offspeed,54,0.76,0.84,101.3,43
669456,"Bieber, Shane",CH,offspeed,45,0.73,0.84,101.3,43
678394,"Bello, Brayan",CH,offspeed,118,0.9,0.84,101.3,43
680755,"Fisher, Braydon",CU,breaking,82,0.74,0.84,101.3,40
682227,"Williamson, Brandon",ST,breaking,26,1.27,0.84,101.3,38
656638,"Lange, Alex",CH,offspeed,80,0.79,0.83,101.2,43
676571,"Poulin, PJ",CH,offspeed,27,0.08,0.83,101.2,43
592094,"Adam, Jason",CH,offspeed,86,0.57,0.83,101.1,43
681517,"Leahy, Kyle",SL,breaking,137,0.44,0.83,101.1,40
701519,"Adams, Travis",SL,breaking,49,1.36,0.83,101.1,40
471911,"Carrasco, Carlos",SL,breaking,25,1.37,0.82,101,39
518876,"Kelly, Merrill",SL,breaking,100,1.73,0.82,101,39
607067,"Rea, Colin",CU,breaking,26,0.83,0.82,101,39
663554,"Mize, Casey",FS,offspeed,173,1.14,0.82,101,43
687606,"Schultz, Paxton",CH,offspeed,29,1.69,0.81,101,42
605452,"Ross, Joe",SL,breaking,32,0.34,0.81,100.9,39
663568,"Kolek, Stephen",CH,offspeed,50,0.38,0.81,100.9,42
664199,"Clarke, Taylor",SL,breaking,96,1.3,0.81,100.9,39
683003,"Jones, Jared",CH,offspeed,43,1.01,0.81,100.9,42
685299,"Gordon, Tanner",CH,offspeed,111,0.71,0.81,100.9,42
693821,"Elder, Bryce",CH,offspeed,71,1.07,0.81,100.9,42
696270,"Johnson, Ryan",FS,offspeed,103,1.67,0.81,100.9,43
544150,"Suárez, Albert",FC,fastball,69,1.02,0.8,100.8,69
670950,"Richards, Trevor",SL,breaking,27,2.73,0.81,100.8,39
671096,"Abbott, Andrew",CH,offspeed,169,1.41,0.81,100.8,42
676604,"Zuber, Tyler",ST,breaking,44,0.67,0.8,100.8,37
680573,"Woods Richardson, Simeon",SL,breaking,102,0.53,0.8,100.8,39
681867,"Criswell, Cooper",ST,breaking,36,0.55,0.8,100.8,37
694297,"Pfaadt, Brandon",CH,offspeed,77,0.47,0.81,100.8,42
695001,"Santa, Alimber",SL,breaking,29,0.48,0.8,100.8,39
656876,"Rasmussen, Drew",FC,fastball,286,0.7,0.79,100.7,69
685299,"Gordon, Tanner",SL,breaking,117,0.52,0.8,100.7,39
687075,"Sproat, Brandon",CH,offspeed,61,0.77,0.79,100.7,42
801139,"Tolle, Payton",FC,fastball,166,0.81,0.8,100.7,69
624133,"Suarez, Ranger",CU,breaking,112,2.11,0.79,100.6,39
656794,"Newcomb, Sean",SV,breaking,106,0.91,0.79,100.6,40
667755,"Soriano, José",FS,offspeed,179,1.04,0.78,100.6,43
683769,"Gaddis, Hunter",SL,breaking,144,1.08,0.79,100.6,39
685126,"Eisert, Brandon",SL,breaking,109,1.08,0.78,100.6,39
518876,"Kelly, Merrill",CH,offspeed,259,0.77,0.78,100.5,41
543135,"Eovaldi, Nathan",FS,offspeed,384,0.74,0.78,100.5,42
681151,"Murray, Jayden",ST,breaking,36,1.35,0.78,100.5,37
543037,"Cole, Gerrit",KC,breaking,55,0.47,0.77,100.4,38
663567,"Lambert, Peter",CH,offspeed,208,1.14,0.77,100.4,41
665871,"Assad, Javier",ST,breaking,29,2.03,0.77,100.4,37
668984,"Legumina, Casey",CH,offspeed,35,0.04,0.78,100.4,41
621112,"Blackburn, Paul",CH,offspeed,78,1.09,0.76,100.3,41
669947,"Scholtens, Jesse",SL,breaking,95,0.35,0.77,100.3,39
805673,"Matthews, Zebby",CU,breaking,60,2.18,0.76,100.3,38
666157,"Lodolo, Nick",CH,offspeed,132,0.83,0.76,100.2,41
669387,"Mlodzinski, Carmen",SL,breaking,29,0.19,0.75,100.2,38
500779,"Quintana, Jose",CU,breaking,57,0.86,0.75,100.1,38
543243,"Gray, Sonny",CH,offspeed,29,0.16,0.75,100.1,41
656492,"Griffin, Foster",CU,breaking,96,1.27,0.75,100.1,38
676106,"Hancock, Emerson",CH,offspeed,31,0.23,0.75,100.1,41
676604,"Zuber, Tyler",SL,breaking,25,0.19,0.75,100.1,38
678906,"Teng, Kai-Wei",CH,offspeed,54,1.02,0.75,100.1,41
686799,"Kochanowicz, Jack",CH,offspeed,135,0.85,0.75,100.1,41
702193,"Morris, Andrew",FC,fastball,77,0.62,0.75,100.1,67
572143,"Smith, Burch",CU,breaking,36,1.28,0.74,100,38
623211,"Brazobán, Huascar",CH,offspeed,159,1.17,0.74,100,40
641778,"Lauer, Eric",CH,offspeed,100,0.12,0.74,100,40
670280,"Bednar, David",FS,offspeed,174,1.01,0.74,100,42
594580,"Moll, Sam",CH,offspeed,41,0.6,0.73,99.9,40
605280,"Holmes, Clay",FC,fastball,29,0.64,0.73,99.9,66
669372,"Ginn, J.T.",CH,offspeed,180,1.22,0.73,99.9,40
489446,"Yates, Kirby",FS,offspeed,77,0.95,0.73,99.8,42
500779,"Quintana, Jose",CH,offspeed,63,0.78,0.73,99.8,40
605400,"Nola, Aaron",CH,offspeed,134,0.97,0.73,99.8,40
669330,"Wells, Tyler",SL,breaking,64,1,0.73,99.8,38
673540,"Senga, Kodai",FC,fastball,59,0.84,0.73,99.8,65
686560,"Collyer, Gavin",FC,fastball,58,0.54,0.72,99.8,65
548384,"Raley, Brooks",CH,offspeed,33,0.67,0.71,99.7,40
592836,"Walker, Taijuan",SL,breaking,26,0.89,0.72,99.7,38
657746,"Ryan, Joe",FS,offspeed,118,0.66,0.72,99.7,42
677952,"Ashcraft, Braxton",FS,offspeed,40,0.27,0.72,99.7,42
596001,"Junis, Jakob",CH,offspeed,61,0.35,0.71,99.6,40
621383,"Banks, Tanner",ST,breaking,58,0.54,0.71,99.6,36
663362,"Waldron, Matt",KN,other,71,0.56,0.71,99.6,
666126,"Cortes, Carlos",FA,other,32,0.04,0.71,99.6,
689266,"Dodd, Dylan",FC,fastball,84,0.83,0.71,99.6,65
605488,"Springs, Jeffrey",ST,breaking,37,0.37,0.7,99.5,35
656234,"Bird, Jake",CU,breaking,28,0.36,0.7,99.5,37
664285,"Valdez, Framber",CH,offspeed,177,0.35,0.7,99.5,39
547184,"Kelly, Michael",ST,breaking,25,0.43,0.69,99.4,35
668964,"Myers, Tobias",SL,breaking,48,0.89,0.7,99.4,37
694738,"Roupp, Landen",CH,offspeed,215,0.86,0.7,99.4,39
573204,"Thielbar, Caleb",ST,breaking,34,0.8,0.69,99.3,35
605488,"Springs, Jeffrey",SL,breaking,189,0.62,0.68,99.3,37
664199,"Clarke, Taylor",CH,offspeed,97,0.43,0.68,99.3,39
682052,"Lopez, Jacob",CH,offspeed,54,0.65,0.69,99.3,39
688107,"Gasser, Robert",CH,offspeed,33,0.29,0.68,99.3,39
645261,"Alcantara, Sandy",FC,fastball,153,0.55,0.68,99.2,63
663436,"Martin, Davis",CH,offspeed,137,0.2,0.68,99.2,39
665795,"Cabrera, Edward",CH,offspeed,210,0.72,0.68,99.2,39
702474,"Paredes, Mike",CH,offspeed,69,0.49,0.68,99.2,39
606996,"Hart, Kyle",SL,breaking,49,0.44,0.67,99.1,37
607625,"Lugo, Seth",CU,breaking,125,0.59,0.67,99.1,37
650644,"Civale, Aaron",CU,breaking,145,0.75,0.67,99.1,37
656550,"Holmes, Grant",CH,offspeed,35,0.66,0.67,99.1,38
676664,"Sears, JP",CH,offspeed,48,0.43,0.67,99.1,38
685126,"Eisert, Brandon",CH,offspeed,52,0.83,0.67,99.1,38
621121,"McCullers Jr., Lance",CH,offspeed,46,1.81,0.67,99,38
640455,"Manaea, Sean",CH,offspeed,31,0.13,0.65,98.9,38
656605,"Keller, Mitch",CH,offspeed,76,0.59,0.66,98.9,38
667463,"King, John",CH,offspeed,62,0.98,0.65,98.9,38
677976,"Dobnak, Randy",CH,offspeed,55,0.69,0.65,98.9,38
693855,"Seymour, Ian",ST,breaking,148,0.56,0.66,98.9,35
596001,"Junis, Jakob",ST,breaking,115,0.91,0.65,98.8,34
621097,"Waguespack, Jacob",FC,fastball,32,0.47,0.65,98.8,61
646241,"De Jesus, Enmanuel",FC,fastball,42,0.83,0.65,98.8,61
657277,"Webb, Logan",CH,offspeed,235,0.76,0.65,98.8,38
682243,"Miller, Bryce",FC,fastball,33,0.83,0.65,98.8,61
668941,"Romero, JoJo",CH,offspeed,56,1.3,0.64,98.7,38
694360,"Way, Beck",FC,fastball,80,1.11,0.64,98.7,61
573009,"Mantiply, Joe",CH,offspeed,42,0.59,0.63,98.6,37
623437,"Topa, Justin",CH,offspeed,28,0.46,0.63,98.6,37
683618,"Henriquez, Edgardo",FC,fastball,43,0.46,0.63,98.6,61
692230,"Rodriguez, Carlos",CH,offspeed,36,2.09,0.63,98.6,37
669022,"Gore, MacKenzie",FC,fastball,86,0.36,0.62,98.5,60
676083,"Junk, Janson",CU,breaking,31,0.22,0.62,98.5,36
696062,"Dotel, Wilber",FC,fastball,44,0.57,0.62,98.5,60
677958,"Rocker, Kumar",CH,offspeed,37,0.87,0.61,98.4,37
641793,"Littell, Zack",ST,breaking,66,0.9,0.61,98.3,34
641927,"Ober, Bailey",SL,breaking,108,0.35,0.61,98.3,36
676979,"Crochet, Garrett",FC,fastball,72,0.3,0.61,98.3,59
686993,"Sterner, Justin",FC,fastball,118,0.8,0.61,98.3,59
571945,"Mikolas, Miles",CU,breaking,64,0.83,0.6,98.2,36
571948,"Milner, Hoby",CH,offspeed,40,0.41,0.6,98.2,37
694819,"Misiorowski, Jacob",FC,fastball,130,0.69,0.6,98.2,59
694973,"Skenes, Paul",FS,offspeed,125,0.35,0.6,98.2,40
621074,"Rucker, Michael",FC,fastball,32,0.35,0.6,98.1,58
572143,"Smith, Burch",FC,fastball,25,0.24,0.59,98,58
607536,"Freeland, Kyle",CH,offspeed,121,0.58,0.58,98,36
680736,"Wrobleski, Justin",CU,breaking,37,0.29,0.59,98,35
607200,"Fedde, Erick",CH,offspeed,71,0.35,0.58,97.9,36
608372,"Sugano, Tomoyuki",FS,offspeed,152,1.12,0.58,97.9,39
663423,"Thornton, Trent",FC,fastball,64,1.03,0.58,97.9,58
668678,"Gallen, Zac",SL,breaking,177,1.09,0.58,97.9,36
700241,"McGreevy, Michael",CH,offspeed,172,0.8,0.58,97.9,36
641656,"Hamilton, Ian",SL,breaking,28,1.68,0.57,97.8,36
669270,"Kuhnel, Joel",FC,fastball,67,1.02,0.56,97.7,57
689441,"Crow, Coleman",FC,fastball,52,0.37,0.56,97.7,57
669302,"Gilbert, Logan",FC,fastball,61,0.15,0.55,97.6,56
579328,"Kikuchi, Yusei",FC,fastball,28,0.22,0.55,97.5,56
615698,"Quantrill, Cal",FC,fastball,112,0.23,0.55,97.5,56
664141,"Brubaker, JT",CH,offspeed,47,0.22,0.55,97.5,35
683409,"Chivilli, Angel",CH,offspeed,57,1.43,0.54,97.5,35
471911,"Carrasco, Carlos",CH,offspeed,41,0.69,0.54,97.4,35
669438,"Englert, Mason",FC,fastball,29,0.62,0.54,97.4,56
702273,"Schultz, Noah",FC,fastball,93,0.22,0.54,97.4,56
683409,"Chivilli, Angel",SL,breaking,41,2.02,0.53,97.3,35
676282,"Cantillo, Joey",FC,fastball,56,0.67,0.52,97.2,55
680704,"Sandlin, Nick",SL,breaking,30,1.19,0.52,97.2,35
687330,"Kelly, Kevin",CH,offspeed,95,0.47,0.53,97.2,35
669456,"Bieber, Shane",FC,fastball,36,0.39,0.52,97.1,54
694477,"Patrick, Chad",FC,fastball,275,0.52,0.51,97.1,54
605400,"Nola, Aaron",FC,fastball,75,0.4,0.51,97,54
623474,"Herget, Jimmy",SL,breaking,81,1.18,0.51,97,35
663978,"Paddack, Chris",FC,fastball,61,0.45,0.51,97,54
681190,"Vásquez, Randy",FC,fastball,184,0.37,0.5,97,54
592791,"Taillon, Jameson",FC,fastball,101,0.67,0.5,96.9,54
608379,"Wacha, Michael",CU,breaking,60,0.48,0.5,96.9,34
680736,"Wrobleski, Justin",SL,breaking,237,0.43,0.5,96.9,34
571945,"Mikolas, Miles",SL,breaking,170,0.34,0.49,96.8,34
607067,"Rea, Colin",FC,fastball,43,0.27,0.49,96.8,53
676534,"Faucher, Calvin",FC,fastball,139,0.53,0.49,96.8,53
680744,"Madden, Ty",FC,fastball,33,1.73,0.49,96.8,53
543056,"Coulombe, Danny",FC,fastball,60,0.4,0.48,96.7,53
592836,"Walker, Taijuan",FS,offspeed,57,0.66,0.48,96.7,38
657571,"Ferguson, Caleb",FC,fastball,44,0.58,0.48,96.7,53
681035,"Scott, Christian",FC,fastball,106,0.35,0.49,96.7,53
681867,"Criswell, Cooper",CH,offspeed,64,0.5,0.48,96.7,33
682989,"Mederos, Victor",FC,fastball,53,0.66,0.49,96.7,53
596133,"Weaver, Luke",FC,fastball,40,0.94,0.47,96.6,52
663978,"Paddack, Chris",CU,breaking,41,0.69,0.48,96.6,34
676760,"Marinaccio, Ron",FC,fastball,73,0.48,0.47,96.6,52
622088,"Antone, Tejay",FC,fastball,39,0.2,0.47,96.5,52
641778,"Lauer, Eric",CU,breaking,61,0.68,0.46,96.4,33
656288,"Canning, Griffin",FC,fastball,29,0.6,0.46,96.4,52
663767,"Shugart, Chase",FC,fastball,64,0.23,0.46,96.4,52
808967,"Yamamoto, Yoshinobu",FC,fastball,118,0.38,0.46,96.4,52
592836,"Walker, Taijuan",FC,fastball,40,0.41,0.45,96.3,51
605154,"Brebbia, John",SL,breaking,29,0.07,0.45,96.3,34
650644,"Civale, Aaron",FC,fastball,228,0.43,0.46,96.3,51
677020,"Walker, Josh",SL,breaking,36,1.84,0.46,96.3,34
701552,"Granillo, Andre",SL,breaking,40,0.48,0.46,96.3,34
641743,"Kay, Anthony",FC,fastball,148,0.37,0.45,96.2,51
665152,"Kremer, Dean",FC,fastball,42,1.37,0.44,96.2,51
571948,"Milner, Hoby",ST,breaking,64,0.76,0.44,96.1,30
621345,"Minter, A.J.",FC,fastball,96,0.54,0.44,96.1,50
642121,"Sulser, Cole",FC,fastball,46,0.56,0.44,96.1,50
647336,"Soroka, Michael",FC,fastball,69,0.38,0.44,96.1,50
701656,"Henderson, Logan",FC,fastball,68,0.14,0.44,96.1,50
666974,"Cano, Yennier",FS,offspeed,74,0.77,0.43,96,37
672782,"Gómez, Yoendrys",FC,fastball,57,0.25,0.43,96,50
687473,"Gusto, Ryan",FC,fastball,44,0.34,0.43,96,50
702275,"Ritchie, JR",FC,fastball,39,0.38,0.43,96,50
554430,"Wheeler, Zack",FC,fastball,90,0.19,0.42,95.9,50
624522,"Thompson, Keegan",FC,fastball,27,0.34,0.43,95.9,50
656986,"Sousa, Bennett",SL,breaking,43,2.35,0.42,95.9,33
668909,"Williams, Gavin",FC,fastball,78,0.24,0.42,95.9,50
675512,"Melton, Troy",FC,fastball,101,0.6,0.42,95.9,50
676106,"Hancock, Emerson",FC,fastball,83,1.18,0.43,95.9,50
680732,"Burke, Sean",FC,fastball,60,0.69,0.42,95.9,50
682227,"Williamson, Brandon",FC,fastball,56,0.23,0.42,95.9,50
622608,"Senzatela, Antonio",FC,fastball,113,0.37,0.41,95.8,49
668390,"Winn, Cole",FC,fastball,89,0.39,0.42,95.8,49
668964,"Myers, Tobias",FC,fastball,46,0.31,0.42,95.8,49
675989,"Bolton, Cody",FC,fastball,34,0.19,0.42,95.8,49
690997,"McLean, Nolan",FC,fastball,103,0.7,0.41,95.8,49
703615,"Cabrera, Jose",FC,fastball,32,0.35,0.41,95.8,49
656638,"Lange, Alex",FC,fastball,42,0.23,0.41,95.7,49
661395,"Duran, Jhoan",FS,offspeed,145,0.46,0.41,95.7,37
674444,"Cruz, Steven",FC,fastball,99,0.48,0.4,95.7,49
675660,"Drohan, Shane",FC,fastball,79,0.28,0.41,95.7,49
686580,"Slaten, Justin",FC,fastball,85,0.14,0.41,95.7,49
702474,"Paredes, Mike",FC,fastball,46,0.65,0.41,95.7,49
688297,"Roycroft, Chris",FC,fastball,39,0.49,0.4,95.6,48
693645,"Schlittler, Cam",FC,fastball,306,0.21,0.4,95.6,48
694335,"Svanson, Matt",FC,fastball,85,0.41,0.4,95.6,48
543243,"Gray, Sonny",FC,fastball,167,0.58,0.39,95.5,48
663485,"Sands, Cole",FC,fastball,28,0.28,0.4,95.5,48
805673,"Matthews, Zebby",FC,fastball,60,0.19,0.39,95.5,48
547179,"Lorenzen, Michael",FC,fastball,119,0.31,0.38,95.4,48
642701,"Santana, Dennis",FC,fastball,25,0.48,0.38,95.4,48
683004,"Leiter, Jack",FC,fastball,70,0.13,0.38,95.4,48
663436,"Martin, Davis",FC,fastball,121,0.54,0.37,95.3,47
669160,"May, Dustin",FC,fastball,200,0.37,0.37,95.3,47
670167,"Schreiber, John",FC,fastball,44,0.14,0.38,95.3,47
677944,"Cecconi, Slade",FC,fastball,211,0.39,0.38,95.3,47
678022,"Perkins, Jack",FC,fastball,52,0.37,0.38,95.3,47
694346,"Gibson, Trey",FC,fastball,46,0.14,0.38,95.3,47
641816,"Mahle, Tyler",FC,fastball,105,0.33,0.37,95.2,47
804267,"Thornton, Zac",FC,fastball,58,0.69,0.37,95.2,47
681867,"Criswell, Cooper",FC,fastball,44,0.38,0.36,95.1,46
640455,"Manaea, Sean",FC,fastball,66,0.56,0.35,95,46
656605,"Keller, Mitch",FC,fastball,75,0.15,0.35,95,46
670245,"Watson, Ryan",FC,fastball,125,0.21,0.35,95,46
688107,"Gasser, Robert",FC,fastball,75,0.47,0.36,95,46
805299,"Garcia, Brandyn",FC,fastball,43,0.27,0.35,95,46
665871,"Assad, Javier",FC,fastball,60,0.23,0.34,94.9,46
571578,"Corbin, Patrick",FC,fastball,114,0.36,0.34,94.8,45
621111,"Buehler, Walker",FC,fastball,192,0.27,0.34,94.8,45
621112,"Blackburn, Paul",FC,fastball,88,0.29,0.34,94.8,45
681293,"Arrighetti, Spencer",FC,fastball,45,0.14,0.34,94.8,45
807743,"Sullivan, Sean",FC,fastball,30,0.23,0.34,94.8,45
542888,"Armstrong, Shawn",FC,fastball,78,0.22,0.33,94.7,45
608331,"Fried, Max",FC,fastball,114,0.43,0.33,94.7,45
608331,"Fried, Max",SI,fastball,94,0.35,0.33,94.7,80
608723,"Voth, Austin",FC,fastball,28,0.4,0.33,94.7,45
663623,"Irvin, Jake",FC,fastball,57,0.2,0.33,94.7,45
664208,"Maton, Phil",FC,fastball,94,0.23,0.33,94.7,45
694738,"Roupp, Landen",FC,fastball,117,0.51,0.33,94.7,45
695243,"Miller, Mason",FF,fastball,164,0.41,0.33,94.7,80
696270,"Johnson, Ryan",FC,fastball,109,0.54,0.33,94.7,45
702752,"Pintaro, Jonathan",FC,fastball,53,0.62,0.33,94.7,45
527048,"Pérez, Martín",FC,fastball,134,0.32,0.32,94.6,44
548384,"Raley, Brooks",FC,fastball,93,0.44,0.33,94.6,44
666808,"Doval, Camilo",FC,fastball,70,0.14,0.32,94.6,44
681799,"Roberts, Ethan",FC,fastball,89,0.25,0.33,94.6,44
687606,"Schultz, Paxton",FC,fastball,126,0.24,0.32,94.6,44
700241,"McGreevy, Michael",FC,fastball,90,0.22,0.32,94.6,44
815083,"Farris, Mitch",FC,fastball,55,0.45,0.33,94.6,44
543135,"Eovaldi, Nathan",FC,fastball,169,0.22,0.31,94.5,44
552640,"Kittredge, Andrew",FF,fastball,26,0.04,0.32,94.5,80
621383,"Banks, Tanner",SL,breaking,95,0.2,0.32,94.5,32
623437,"Topa, Justin",FC,fastball,46,0.24,0.32,94.5,44
663765,"Woodford, Jake",FC,fastball,79,0.35,0.31,94.5,44
663947,"Holton, Tyler",FC,fastball,129,0.21,0.31,94.5,44
669461,"Liberatore, Matthew",FC,fastball,36,0.37,0.32,94.5,44
676917,"Cavalli, Cade",FC,fastball,49,0.3,0.32,94.5,44
694297,"Pfaadt, Brandon",FC,fastball,82,0.25,0.31,94.5,44
694819,"Misiorowski, Jacob",FF,fastball,562,0.57,0.31,94.5,80
701519,"Adams, Travis",FC,fastball,50,0.2,0.31,94.5,44
677958,"Rocker, Kumar",FC,fastball,116,0.48,0.31,94.4,44
687075,"Sproat, Brandon",FC,fastball,161,0.41,0.31,94.4,44
608372,"Sugano, Tomoyuki",FC,fastball,81,0.56,0.3,94.3,43
621121,"McCullers Jr., Lance",FC,fastball,88,0.28,0.3,94.3,43
663568,"Kolek, Stephen",FC,fastball,50,0.24,0.3,94.3,43
669923,"Kirby, George",FC,fastball,29,0.28,0.3,94.3,43
670970,"Morejon, Adrian",FF,fastball,75,0.5,0.3,94.3,80
455119,"Martin, Chris",FC,fastball,52,0.31,0.29,94.2,43
547973,"Chapman, Aroldis",SI,fastball,119,0.24,0.29,94.2,80
656492,"Griffin, Foster",FC,fastball,357,0.18,0.29,94.2,43
664854,"Helsley, Ryan",FF,fastball,52,0.32,0.29,94.2,80
669060,"Wilson, Bryse",FC,fastball,59,0.12,0.29,94.2,43
669194,"Nelson, Ryne",FC,fastball,57,0.37,0.29,94.2,43
669199,"Bachar, Lake",SI,fastball,26,0.17,0.29,94.2,80
669330,"Wells, Tyler",FC,fastball,111,0.57,0.29,94.2,43
621242,"Díaz, Edwin",FF,fastball,34,0.11,0.28,94.1,78
622663,"Severino, Luis",FC,fastball,112,0.15,0.28,94.1,42
656945,"Scott, Tanner",FF,fastball,160,0.31,0.28,94.1,78
664875,"Lawrence, Justin",FF,fastball,49,0.31,0.28,94.1,78
683618,"Henriquez, Edgardo",FF,fastball,104,0.38,0.28,94.1,78
605540,"Woodruff, Brandon",FC,fastball,27,0.07,0.28,94,42
608379,"Wacha, Michael",FC,fastball,141,0.14,0.28,94,42
641778,"Lauer, Eric",FC,fastball,150,0.11,0.27,94,42
663362,"Waldron, Matt",FC,fastball,59,0.15,0.27,94,42
669372,"Ginn, J.T.",FC,fastball,122,0.34,0.27,94,42
670970,"Morejon, Adrian",SI,fastball,191,0.18,0.28,94,80
681892,"Funderburk, Kody",FC,fastball,77,0.37,0.27,94,42
800048,"Messick, Parker",FC,fastball,50,0.61,0.27,94,42
605135,"Bassitt, Chris",FC,fastball,94,0.19,0.27,93.9,41
607200,"Fedde, Erick",FC,fastball,133,0.16,0.27,93.9,41
666808,"Doval, Camilo",SI,fastball,140,0.29,0.27,93.9,80
682254,"Montgomery, Mason",FF,fastball,217,0.33,0.27,93.9,73
