player_name,pitch_type,grp,n,act,base,aug,gain,path_ratio,axis_diff,as_gap
"Early, Connelly",CU,breaking,33,1.23,1.83,1.92,0.096,0.48,170,-0.216
"Rodón, Carlos",CH,offspeed,26,0.92,0.93,1.02,0.095,0.3,8.3,-0.21
"Palmquist, Carson",ST,breaking,38,1.18,1.15,1.25,0.095,1.02,157.4,-0.378
"Painter, Andrew",CU,breaking,28,0.52,1,1.09,0.094,0.56,145.8,-0.268
"Blubaugh, AJ",CH,offspeed,42,1.27,0.97,1.06,0.094,0.31,33.9,-0.22
"Junk, Janson",CH,offspeed,30,0.65,0.91,1,0.093,0.29,31.6,-0.067
"Harrison, Kyle",CH,offspeed,26,0.48,0.85,0.95,0.093,0.33,41.1,-0.103
"Soriano, George",CH,offspeed,52,0.75,0.84,0.93,0.092,0.2,30.5,-0.101
"Pallante, Andre",KC,breaking,52,2.6,1.31,1.4,0.092,0.72,169.9,-0.007
"Baker, Bryan",CH,offspeed,71,0.57,1.15,1.24,0.089,0.43,21.1,-0.065
"Martin, Davis",CH,offspeed,53,0.23,0.6,0.69,0.089,0.17,24.2,-0.131
"Fedde, Erick",CH,offspeed,31,0.36,0.45,0.54,0.088,0.16,21.6,-0.135
"Gilbert, Logan",FS,offspeed,106,1.35,1.74,1.83,0.088,0.49,72.3,-0.357
"Sheehan, Emmet",CH,offspeed,66,0.53,1,1.08,0.088,0.33,55.2,0.009
"Sulser, Cole",CH,offspeed,50,1.1,0.89,0.97,0.087,0.24,23,-0.184
"Flaherty, Jack",KC,breaking,65,1.25,1.03,1.11,0.087,0.78,157.5,-0.085
"Dobbins, Hunter",ST,breaking,30,0.88,0.9,0.99,0.087,0.54,132.6,-0.185
"Suarez, Ranger",CH,offspeed,42,0.62,0.79,0.88,0.086,0.42,21.9,-0.094
"Mize, Casey",FS,offspeed,69,1.31,0.69,0.78,0.086,0.23,20.7,-0.05
"Suarez, José",CH,offspeed,55,0.97,0.81,0.9,0.085,0.32,16.3,-0.08
"Anderson, Drew",CU,breaking,26,0.74,0.66,0.74,0.083,0.62,175.6,0.06
"Brazobán, Huascar",CH,offspeed,59,0.87,0.49,0.57,0.08,0.24,9.4,-0.074
"Yarbrough, Ryan",ST,breaking,25,0.56,1.34,1.42,0.08,1.17,147.9,-0.331
"Soto, Gregory",SL,breaking,36,1.99,1.52,1.6,0.08,0.58,141,-0.699
"Hoffman, Jeff",FS,offspeed,34,1.08,0.93,1.01,0.079,0.19,22,-0.064
"Drohan, Shane",SL,breaking,57,1.19,1.27,1.35,0.079,0.39,147.5,-0.679
"Early, Connelly",ST,breaking,39,2.39,1.68,1.76,0.079,0.53,171.3,-0.495
"Kelly, Merrill",CH,offspeed,86,0.42,0.58,0.65,0.078,0.15,15.6,-0.058
"Mize, Casey",SL,breaking,26,0.83,0.72,0.8,0.077,0.27,45.5,-0.634
"Morillo, Juan",CH,offspeed,28,0.84,0.64,0.72,0.077,0.19,31.9,0.066
"Rocker, Kumar",SL,breaking,149,1.92,1.57,1.65,0.077,0.41,164.6,-0.599
"Cameron, Noah",SL,breaking,43,1.17,0.98,1.06,0.077,0.29,63.4,-0.732
"Alcantara, Sandy",ST,breaking,33,0.42,0.81,0.89,0.076,0.46,163.8,-0.652
"Bird, Jake",ST,breaking,27,0.71,0.76,0.84,0.076,0.41,142.3,-0.068
"Bibee, Tanner",CU,breaking,36,0.89,0.99,1.06,0.076,0.59,166.5,-0.2
"Varland, Louis",CH,offspeed,27,1.53,0.92,0.99,0.076,0.24,16,-0.163
"Strahm, Matt",SL,breaking,28,0.78,1.01,1.08,0.075,0.53,141.6,-0.759
"Peterson, David",SL,breaking,74,0.48,0.78,0.85,0.074,0.28,72.5,-0.49
"Bassitt, Chris",CU,breaking,37,0.82,0.86,0.93,0.073,1.18,176,0.172
"Alexander, Tyler",CH,offspeed,37,0.64,0.76,0.83,0.073,0.22,16.6,-0.082
"Skenes, Paul",CH,offspeed,75,0.8,0.86,0.93,0.073,0.2,25.7,0.002
"Yarbrough, Ryan",CH,offspeed,33,1.08,0.66,0.73,0.072,0.35,31.4,-0.053
"Cecconi, Slade",CU,breaking,47,2.35,0.8,0.87,0.072,0.84,174.8,-0.127
"Sewald, Paul",ST,breaking,37,0.68,0.67,0.74,0.071,0.36,159.1,-0.413
"Kilian, Caleb",KC,breaking,30,1.85,0.58,0.64,0.069,0.59,167.1,0.107
"Keller, Mitch",ST,breaking,69,1.13,0.97,1.04,0.068,0.48,158.6,-0.251
"Leiter, Jack",SL,breaking,40,1.45,1.41,1.48,0.066,0.4,130.9,-0.698
"Rodriguez, Eduardo",CH,offspeed,66,0.27,0.67,0.73,0.065,0.21,21.6,0.033
"Kelly, Merrill",CU,breaking,25,0.22,0.82,0.88,0.064,0.4,172.5,-0.262
"Matz, Steven",CH,offspeed,69,0.71,0.75,0.82,0.063,0.37,28.4,-0.159
"Alvarado, Elvis",SL,breaking,31,0.78,1.49,1.55,0.063,0.36,66.3,-0.826
"Gray, Peyton",CH,offspeed,59,1.2,0.97,1.04,0.063,0.44,24.9,-0.043
"Woo, Bryan",CH,offspeed,25,0.96,0.77,0.83,0.063,0.23,10.7,-0.061
"deGrom, Jacob",CH,offspeed,37,1.58,0.99,1.05,0.062,0.23,16.5,-0.061
"Junis, Jakob",ST,breaking,46,0.67,0.7,0.76,0.062,0.61,158.2,-0.174
"Leahy, Kyle",ST,breaking,49,0.62,1.24,1.3,0.062,0.47,141.1,-0.305
"Wrobleski, Justin",SL,breaking,80,0.46,0.71,0.77,0.061,0.38,140.9,-0.562
"Yamamoto, Yoshinobu",FS,offspeed,106,0.72,0.81,0.87,0.061,0.17,23.9,-0.124
"Miles, Spencer",CU,breaking,48,0.54,1.11,1.17,0.06,0.74,175.7,-0.057
"Rogers, Tyler",SI,fastball,75,0.13,0.05,0.11,0.059,,6.4,0
"Lange, Alex",CH,offspeed,37,0.76,0.67,0.73,0.058,0.22,22,0.023
"Lowder, Rhett",CH,offspeed,31,0.73,0.75,0.81,0.057,0.29,30,0.015
"Cease, Dylan",SL,breaking,94,1.5,1.34,1.4,0.055,0.29,74.6,-0.647
"Clarke, Taylor",CH,offspeed,30,0.21,0.48,0.54,0.055,0.19,26.3,0.019
"McLean, Nolan",CH,offspeed,30,0.38,0.97,1.02,0.055,0.34,28.6,-0.098
"Adam, Jason",CH,offspeed,36,0.12,0.65,0.7,0.054,0.17,20,-0.056
"Anderson, Drew",CH,offspeed,64,0.64,0.91,0.96,0.054,0.19,39.2,-0.175
"Lowder, Rhett",SL,breaking,57,1.25,1.78,1.83,0.054,0.35,165.5,-0.67
"Singer, Brady",SL,breaking,66,1.49,0.98,1.03,0.053,0.37,124.9,-0.408
"Ureña, Walbert",ST,breaking,41,1.16,1.23,1.28,0.051,0.4,169.8,-0.454
"Jump, Gage",CU,breaking,38,0.79,1.1,1.15,0.05,0.61,170,-0.263
"Barlow, Scott",CU,breaking,38,2.03,0.98,1.03,0.049,0.98,155.2,0.095
"Buehler, Walker",KC,breaking,42,0.74,0.66,0.71,0.048,0.58,167.9,-0.029
"Kelly, Kevin",SI,fastball,33,0.2,0.15,0.2,0.048,,3.1,-0.006
"Ohtani, Shohei",ST,breaking,57,1.86,1.68,1.73,0.047,0.62,152.9,-0.218
"Shugart, Chase",ST,breaking,26,1.1,0.86,0.9,0.047,0.5,156.5,-0.374
"Valdez, Framber",SL,breaking,27,1.37,0.81,0.86,0.047,0.34,125.1,-0.606
"Ashcraft, Braxton",SL,breaking,80,0.44,0.79,0.84,0.047,0.25,53.7,-0.58
"Warren, Austin",ST,breaking,27,1.02,1.42,1.47,0.047,0.46,175.6,-0.418
"Chandler, Bubba",SL,breaking,57,0.66,1.36,1.4,0.047,0.3,68.8,-0.68
"Woodruff, Brandon",CH,offspeed,27,2.24,0.88,0.92,0.046,0.26,23.1,-0.019
"Castillo, Luis",CH,offspeed,37,0.15,0.65,0.7,0.046,0.28,27.6,0.062
"Mahle, Tyler",FS,offspeed,85,0.88,0.76,0.8,0.046,0.25,15.5,-0.092
"Fluharty, Mason",FC,fastball,50,0.13,0.26,0.31,0.046,,9.1,0
"McGreevy, Michael",CH,offspeed,53,0.44,0.51,0.55,0.044,0.18,8.9,-0.132
"Peralta, Freddy",CH,offspeed,55,0.66,0.76,0.8,0.043,0.32,38.3,0.052
"Leahy, Kyle",CH,offspeed,41,0.65,0.79,0.84,0.043,0.2,22.2,-0.141
"Williams, Gavin",CU,breaking,94,0.6,1.18,1.22,0.042,0.58,173.4,-0.051
"Soriano, José",FS,offspeed,70,0.69,0.74,0.78,0.041,0.17,13.7,-0.003
"Johnson, Ryan",FS,offspeed,32,0.59,0.63,0.68,0.041,0.35,22.4,-0.097
"Loáisiga, Jonathan",CH,offspeed,47,1.01,0.67,0.71,0.04,0.27,20.8,0.074
"Mikolas, Miles",SL,breaking,38,0.47,0.54,0.58,0.039,0.25,43.6,-0.512
"Taillon, Jameson",CH,offspeed,34,0.8,0.8,0.84,0.038,0.32,25.4,-0.05
"Keller, Mitch",CH,offspeed,25,0.62,0.63,0.67,0.037,0.14,20.5,-0.011
"Junk, Janson",SL,breaking,34,0.26,0.88,0.92,0.037,0.31,74.8,-0.551
"Kinley, Tyler",SL,breaking,53,0.94,0.84,0.88,0.036,0.32,73,-0.577
"Bernardino, Brennan",CU,breaking,40,1.11,1.45,1.49,0.036,0.62,174.8,-0.239
"Suarez, Robert",CH,offspeed,42,0.71,0.91,0.95,0.035,0.19,27.6,0.028
"Weiss, Ryan",ST,breaking,30,1.63,1.11,1.14,0.035,0.46,159.8,-0.353
"Sugano, Tomoyuki",FS,offspeed,48,0.76,0.51,0.54,0.033,0.24,8.1,-0.074
"Palencia, Daniel",FF,fastball,30,0.3,0.2,0.23,0.033,,3.2,0
"Kelly, Merrill",SL,breaking,38,1.36,0.59,0.63,0.032,0.24,67.5,-0.631
"Feltner, Ryan",ST,breaking,26,0.76,1.18,1.21,0.032,0.49,152.7,-0.35
"Lambert, Peter",SL,breaking,36,1.14,0.81,0.84,0.032,0.28,113.8,-0.698
"Jansen, Kenley",FC,fastball,50,0.26,0.25,0.28,0.031,,5.3,-0.188
"Griffin, Foster",ST,breaking,53,0.79,0.75,0.78,0.031,0.6,155.3,-0.362
"Kolek, Stephen",SL,breaking,36,1.37,1.06,1.09,0.031,0.31,138.7,-0.624
"Phillips, Tyler",FS,offspeed,65,0.72,0.97,1,0.031,0.31,26.9,0.02
"Davila, Nick",SL,breaking,43,0.21,0.88,0.91,0.031,0.32,150.1,-0.563
"Weaver, Luke",CH,offspeed,53,1,0.83,0.86,0.03,0.29,13.7,-0.159
"Romero, JoJo",CH,offspeed,27,0.83,0.55,0.58,0.03,0.25,15.4,0.091
"Gómez, Yoendrys",ST,breaking,38,0.62,1.08,1.11,0.03,0.51,132.7,-0.381
"Mejia, Juan",ST,breaking,56,0.77,1.03,1.06,0.03,0.61,149,-0.202
"Hoppe, Alex",SL,breaking,35,1.71,1.29,1.32,0.03,0.3,136,-0.415
"Winn, Keaton",FS,offspeed,48,0.59,0.79,0.82,0.029,0.22,18.9,-0.052
"Hoffman, Jeff",SL,breaking,56,2.51,2.68,2.71,0.028,0.34,149.4,-0.809
"Young, Brandon",SL,breaking,51,2.34,0.85,0.88,0.028,0.35,46.9,-0.727
"Springs, Jeffrey",CH,offspeed,70,1.45,1.05,1.07,0.027,0.49,19.6,-0.04
"Iglesias, Raisel",CH,offspeed,52,0.89,0.64,0.67,0.027,0.25,16.8,-0.008
"Doval, Camilo",SL,breaking,40,1.7,1.43,1.46,0.027,0.43,166.3,-0.141
"Wells, Tyler",CH,offspeed,38,0.68,0.57,0.6,0.027,0.23,15.7,0.026
"Eovaldi, Nathan",FS,offspeed,115,0.78,0.74,0.77,0.026,0.21,11.4,-0.107
"Martin, Davis",SL,breaking,55,1.17,0.85,0.88,0.026,0.3,111.9,-0.574
"Headrick, Brent",SL,breaking,54,2.51,1.1,1.13,0.026,0.42,36.3,-0.646
"Scott, Christian",FF,fastball,99,0.37,0.19,0.21,0.025,,3.7,0
"Jones, Jared",FF,fastball,36,0.38,0.23,0.26,0.025,,4.1,0
"Beeter, Clayton",SL,breaking,52,2.36,2.02,2.05,0.025,0.43,172.5,-0.43
"Schultz, Noah",ST,breaking,29,1.27,1.14,1.17,0.025,0.46,162.2,-0.327
"Yamamoto, Yoshinobu",CU,breaking,33,0.5,1.12,1.15,0.025,1.2,176.5,0.005
"McClanahan, Shane",CH,offspeed,103,1.47,0.93,0.95,0.024,0.29,32.8,0.015
"Guerrero, Tyron",SI,fastball,56,0.25,0.19,0.21,0.023,,2.5,0
"Mlodzinski, Carmen",ST,breaking,29,0.88,1.14,1.16,0.023,0.49,166.9,-0.314
"Rea, Colin",CH,offspeed,47,0.23,0.79,0.81,0.022,0.2,32.5,-0.019
"Cano, Yennier",FS,offspeed,34,0.5,0.35,0.37,0.022,0.24,11.6,0.067
"Muñoz, Andrés",FF,fastball,26,0.24,0.2,0.22,0.021,,4.4,0
"Varland, Louis",FF,fastball,71,0.4,0.19,0.21,0.021,,3.6,0
"Miller, Mason",FF,fastball,50,0.32,0.23,0.25,0.021,,3.6,0
"Chandler, Bubba",FF,fastball,124,0.23,0.2,0.22,0.021,,4.7,0
"Cameron, Noah",CH,offspeed,47,1.3,0.98,1,0.021,0.61,22.9,0.072
"Pomeranz, Drew",KC,breaking,32,0.57,1.44,1.46,0.02,0.37,170.8,-0.146
"Abreu, Bryan",SL,breaking,49,1.8,2.02,2.04,0.02,0.35,161.5,-0.398
"Suarez, Robert",FF,fastball,33,0.24,0.19,0.22,0.02,,3.6,0
"Bachman, Sam",SI,fastball,27,0.04,0.19,0.21,0.02,,2.4,0.009
"Gasser, Robert",ST,breaking,58,0.81,1.08,1.1,0.019,0.61,140.3,-0.329
"Chapman, Aroldis",SI,fastball,48,0.31,0.25,0.27,0.018,,5.1,-0.029
"Houser, Adrian",CH,offspeed,44,0.76,1.09,1.11,0.018,0.35,13.5,-0.091
"O'Brien, Riley",SI,fastball,39,0.21,0.18,0.2,0.018,,3.5,0
"Montgomery, Mason",FF,fastball,67,0.52,0.2,0.22,0.018,,3,0
"Eisert, Brandon",SL,breaking,29,1.07,0.84,0.85,0.017,0.26,98,-0.546
"Dollander, Chase",FF,fastball,53,0.34,0.19,0.21,0.017,,3.1,0
"Stanek, Ryne",FF,fastball,49,0.16,0.19,0.2,0.016,,4,0
"Flaherty, Jack",SL,breaking,42,1.03,0.86,0.87,0.016,0.34,91.6,-0.433
"May, Dustin",SI,fastball,41,0.16,0.3,0.32,0.016,,10.6,-0.056
"Cruz, Steven",FF,fastball,51,0.33,0.19,0.2,0.016,,4.3,0
"Bowlan, Jonathan",FF,fastball,45,0.39,0.2,0.21,0.016,,2.8,0
"Ohtani, Shohei",FF,fastball,86,0.28,0.23,0.24,0.015,,3.2,0
"Williams, Gavin",FF,fastball,89,0.42,0.19,0.2,0.015,,3.2,0
"May, Dustin",FF,fastball,59,0.18,0.19,0.21,0.015,,3.4,0
"Bradley, Taj",FS,offspeed,57,0.83,0.71,0.72,0.015,0.19,14.7,-0.162
"Burke, Sean",SL,breaking,45,1.86,1.07,1.09,0.015,0.29,47.2,-0.539
"Leiter, Jack",FF,fastball,80,0.2,0.21,0.22,0.015,,3.1,0
"Sterner, Justin",ST,breaking,34,2.32,1.1,1.12,0.015,0.36,150.3,-0.457
"Misiorowski, Jacob",FF,fastball,186,0.54,0.27,0.28,0.015,,3.1,0
"Dotel, Wilber",FF,fastball,31,0.12,0.19,0.2,0.015,,3.1,0
"Adams, Travis",CH,offspeed,27,1.37,0.81,0.83,0.015,0.29,21.6,0.041
"deGrom, Jacob",FF,fastball,96,0.34,0.21,0.23,0.014,,3,0
"Ober, Bailey",CH,offspeed,72,0.7,0.61,0.63,0.014,0.32,35.7,0.13
"Morejon, Adrian",FF,fastball,43,0.25,0.21,0.23,0.014,,3.9,0
"Schlittler, Cam",FF,fastball,179,0.41,0.22,0.24,0.014,,4.1,0
"Ohtani, Shohei",FS,offspeed,27,1.2,1.09,1.1,0.013,0.25,18,-0.032
"Zeferjahn, Ryan",FF,fastball,33,0.46,0.2,0.21,0.013,,4.5,0
"Sasaki, Roki",FF,fastball,86,0.18,0.19,0.2,0.013,,3.1,0
"Lorenzen, Michael",SL,breaking,31,1,1.03,1.05,0.012,0.26,119.4,-0.787
"Alvarado, Elvis",FF,fastball,54,0.2,0.19,0.2,0.012,,3.1,0
"Smith, Cade",FF,fastball,86,0.33,0.2,0.21,0.012,,2.8,0
"Walker, Ryan",SI,fastball,33,0.07,0.19,0.2,0.012,,4.7,0.059
"Rodriguez, Grayson",FF,fastball,61,0.09,0.2,0.21,0.012,,4.3,0
"Taylor, Grant",FF,fastball,92,0.43,0.22,0.23,0.012,,3.9,0
"Rodriguez, Bradgley",FF,fastball,29,0.2,0.2,0.21,0.012,,5,0
"Duran, Jhoan",FF,fastball,31,0.45,0.17,0.18,0.011,,2.7,0
"Baz, Shane",FF,fastball,89,0.14,0.2,0.21,0.011,,2.3,0
"Ramírez, Yohan",FF,fastball,32,0.56,0.2,0.21,0.011,,3.1,0
"Gómez, Yoendrys",FF,fastball,48,0.27,0.22,0.23,0.011,,3.8,0
"Varland, Gus",SL,breaking,36,0.61,1.11,1.12,0.011,0.35,103.4,-0.833
"Uribe, Abner",SI,fastball,41,0.39,0.18,0.19,0.011,,5.5,0
"Leiter, Jack",CH,offspeed,60,0.65,0.87,0.88,0.011,0.27,11.9,-0.193
"Henriquez, Edgardo",FF,fastball,40,0.55,0.22,0.23,0.011,,4.1,0
"Bennett, Jake",CH,offspeed,46,1.03,0.87,0.88,0.011,0.31,16.4,-0.036
"Klein, Will",FF,fastball,39,0.08,0.19,0.2,0.011,,3,0
"Fuentes, Didier",FF,fastball,87,0.25,0.19,0.2,0.011,,3.9,0
"Castillo, Luis",SL,breaking,83,0.87,0.98,0.99,0.01,0.32,113,-0.747
"Rangel, Alan",CH,offspeed,38,1.12,1.19,1.2,0.01,0.53,21.8,-0.053
"Lawrence, Justin",ST,breaking,50,2.63,1.29,1.3,0.01,0.72,171.7,-0.202
"Morillo, Juan",FF,fastball,62,0.4,0.18,0.2,0.01,,4.9,0
"Burke, Sean",KC,breaking,82,1.64,1.08,1.09,0.01,0.66,174.9,-0.037
"Roupp, Landen",CU,breaking,88,0.99,0.68,0.69,0.01,0.93,176.9,0.012
"Buehler, Walker",CH,offspeed,25,0.66,0.76,0.77,0.009,0.17,35.2,0.015
"Strahm, Matt",CH,offspeed,26,0.14,0.78,0.79,0.009,0.3,37.9,-0.164
"Ginkel, Kevin",FF,fastball,39,0.2,0.2,0.21,0.009,,2.8,0
"Bello, Brayan",ST,breaking,39,0.42,1.22,1.23,0.009,0.41,167.1,-0.357
"McLean, Nolan",FF,fastball,42,0.45,0.19,0.2,0.009,,4.6,0
"Davis, Tyler",FF,fastball,36,0.28,0.2,0.21,0.009,,2.6,0
"Warren, Will",SI,fastball,40,0.12,0.25,0.26,0.009,,7.8,0
"Wheeler, Zack",FF,fastball,77,0.23,0.21,0.22,0.008,,3.1,0
"Medina, Luis",FF,fastball,37,0.27,0.19,0.2,0.008,,3.8,0
"Winn, Cole",FF,fastball,30,0.22,0.2,0.21,0.008,,3.5,0
"Bradley, Taj",FF,fastball,107,0.14,0.19,0.19,0.008,,3.1,0
"Tolle, Payton",FF,fastball,146,0.29,0.21,0.22,0.008,,3.6,0
"Gausman, Kevin",FS,offspeed,136,1.24,0.98,0.99,0.007,0.36,19.3,-0.177
"Springs, Jeffrey",SL,breaking,34,0.43,0.76,0.76,0.007,0.43,77.6,-0.675
"Severino, Luis",ST,breaking,52,1.2,0.93,0.94,0.007,0.52,139.8,-0.302
"Bubic, Kris",FF,fastball,46,0.49,0.21,0.22,0.007,,4.6,0
"Cleavinger, Garrett",FF,fastball,26,0.16,0.2,0.21,0.007,,2.9,0
"Skubal, Tarik",FF,fastball,100,0.26,0.2,0.21,0.007,,3.8,0
"Holderman, Colin",SI,fastball,25,0.13,0.18,0.19,0.007,,3.3,0.06
"Melton, Troy",FF,fastball,43,0.15,0.19,0.19,0.007,,4.4,0
"Ashcraft, Braxton",FF,fastball,79,0.19,0.19,0.2,0.007,,3.4,0
"Brown, Hunter",FF,fastball,26,0.41,0.18,0.19,0.007,,3.8,0
"Svanson, Matt",SI,fastball,39,0.12,0.19,0.19,0.007,,2.9,0
"Skenes, Paul",FF,fastball,142,0.32,0.19,0.19,0.007,,2.5,0
"Ritchie, JR",CU,breaking,44,1.17,0.94,0.94,0.007,0.46,177.5,0.035
"Sewald, Paul",FF,fastball,68,0.13,0.23,0.24,0.006,,2.8,0
"Soto, Gregory",FF,fastball,28,0.3,0.2,0.21,0.006,,3.6,0
"Alcantara, Sandy",FF,fastball,71,0.18,0.17,0.18,0.006,,2.5,0
"Megill, Trevor",FF,fastball,57,0.37,0.21,0.22,0.006,,2.6,0
"Thompson, Ryan",SI,fastball,34,0.24,0.19,0.2,0.006,,4.8,0.038
"Webb, Logan",SI,fastball,34,0.08,0.23,0.24,0.006,,5.5,-0.008
"Burke, Sean",FF,fastball,173,0.23,0.25,0.25,0.006,,4.6,0
"Cornelio, Riley",FF,fastball,25,0.06,0.18,0.19,0.006,,3.3,0
"Rojas, Kendry",FF,fastball,25,0.47,0.21,0.21,0.006,,4.4,0
"Littell, Zack",FS,offspeed,78,0.5,0.8,0.8,0.005,0.4,35.6,-0.18
"Williams, Devin",FF,fastball,54,0.19,0.2,0.21,0.005,,5.1,0
"King, Michael",CH,offspeed,83,0.93,0.67,0.68,0.005,0.29,28.2,0.147
"Burke, Brock",FF,fastball,48,0.21,0.2,0.2,0.005,,3.4,0
"Soriano, José",FF,fastball,76,0.13,0.18,0.19,0.005,,4.8,0
"Murphy, Chris",CU,breaking,26,0.57,0.92,0.93,0.005,0.91,163.6,0.029
"Kirby, George",SI,fastball,34,0.12,0.18,0.19,0.005,,2,-0.033
"Marinaccio, Ron",CH,offspeed,40,0.14,1.06,1.06,0.005,0.36,41.8,-0.029
"Avila, Luinder",SI,fastball,36,0.23,0.2,0.2,0.005,,6.4,-0.025
"Gray, Peyton",FF,fastball,45,0.15,0.19,0.2,0.005,,2.8,0
"Jump, Gage",FF,fastball,85,0.17,0.21,0.22,0.005,,2.4,0
"Cole, Gerrit",FF,fastball,80,0.24,0.18,0.18,0.004,,3.6,0
"Kirby, George",FF,fastball,88,0.14,0.18,0.19,0.004,,2.4,0
"Strider, Spencer",FF,fastball,45,0.1,0.18,0.19,0.004,,2.4,0
"Crochet, Garrett",FF,fastball,30,0.16,0.21,0.21,0.004,,4.9,0
"Bruihl, Justin",ST,breaking,64,0.5,1.67,1.67,0.004,0.69,173.3,-0.091
"Hill, Jaden",FF,fastball,30,0.29,0.19,0.19,0.004,,3.1,0
"McLean, Nolan",SI,fastball,61,0.22,0.23,0.24,0.004,,4.6,-0.055
"Pfaadt, Brandon",FF,fastball,35,0.28,0.21,0.22,0.004,,4.4,0
"Early, Connelly",FF,fastball,86,0.16,0.2,0.21,0.004,,4.1,0
"Cole, Gerrit",CH,offspeed,27,0.93,1.13,1.14,0.003,0.45,23,0.028
"Nola, Aaron",FF,fastball,49,0.06,0.2,0.2,0.003,,2.5,0
"Nola, Aaron",KC,breaking,136,1.32,1.13,1.13,0.003,0.69,173.2,-0.093
"Alvarado, José",SI,fastball,29,0.15,0.2,0.2,0.003,,3.4,-0.013
"Senzatela, Antonio",FF,fastball,65,0.37,0.18,0.18,0.003,,4.2,0
"Pagán, Emilio",FF,fastball,38,0.3,0.24,0.24,0.003,,3.7,0
"Petersen, Michael",FF,fastball,92,0.21,0.19,0.19,0.003,,2.7,0
"Luzardo, Jesús",FF,fastball,91,0.14,0.18,0.18,0.003,,3.2,0
"Bello, Brayan",CH,offspeed,40,0.98,0.61,0.62,0.003,0.28,20.9,0.153
"Avila, Luinder",FF,fastball,27,0.11,0.24,0.24,0.003,,3.4,0
"Smith, Dylan",FF,fastball,26,0.41,0.21,0.21,0.003,,3.3,0
"Sheehan, Emmet",FF,fastball,97,0.28,0.22,0.22,0.003,,3.2,0
"McDonald, Trevor",SI,fastball,56,0.04,0.19,0.19,0.003,,3.9,0.071
"Schlittler, Cam",SI,fastball,62,0.3,0.19,0.2,0.003,,4.3,-0.064
"Domínguez, Seranthony",FF,fastball,49,0.2,0.2,0.2,0.002,,4.8,0
"Hader, Josh",SI,fastball,41,0.38,0.2,0.2,0.002,,2.6,0
"Abreu, Bryan",FF,fastball,33,0.4,0.19,0.19,0.002,,3,0
"Ryan, Joe",FF,fastball,111,0.21,0.19,0.2,0.002,,3.3,0
"Kilian, Caleb",FF,fastball,47,0.18,0.2,0.21,0.002,,3.8,0
"Gore, MacKenzie",FF,fastball,119,0.21,0.2,0.2,0.002,,3.1,0
"Mejia, Juan",FF,fastball,73,0.22,0.21,0.21,0.002,,3.6,0
"Dreyer, Jack",SL,breaking,43,0.77,0.85,0.85,0.002,0.26,22.6,-0.767
"Nardi, Andrew",FF,fastball,29,0.39,0.2,0.21,0.002,,3.4,0
"Varland, Gus",FF,fastball,56,0.18,0.19,0.2,0.002,,3.3,0
"Miller, Bryce",FS,offspeed,62,0.89,1.36,1.37,0.002,0.41,21.2,-0.192
"Slaten, Justin",FF,fastball,33,0.08,0.23,0.23,0.002,,3.1,0
"Gasser, Robert",FF,fastball,62,0.2,0.2,0.2,0.002,,3.7,0
"Pérez, Eury",FF,fastball,116,0.25,0.25,0.25,0.002,,3.4,0
"Weaver, Luke",FF,fastball,43,0.1,0.2,0.21,0.001,,2.7,0
"Anderson, Drew",FF,fastball,58,0.15,0.19,0.19,0.001,,4.2,0
"Suarez, Ranger",CU,breaking,38,2.04,0.73,0.73,0.001,0.62,176.8,0.058
"Finnegan, Kyle",FF,fastball,27,0.09,0.18,0.18,0.001,,2.7,0
"Mahle, Tyler",FF,fastball,67,0.17,0.19,0.19,0.001,,3.7,0
"Scott, Tanner",FF,fastball,57,0.33,0.23,0.23,0.001,,2.5,0
"Feltner, Ryan",FF,fastball,42,0.2,0.2,0.2,0.001,,4.1,0
"Mattson, Isaac",FF,fastball,96,0.1,0.19,0.19,0.001,,3.2,0
"Arrighetti, Spencer",FF,fastball,53,0.21,0.2,0.21,0.001,,3.4,0
"Sterner, Justin",FF,fastball,46,0.14,0.19,0.2,0.001,,2.5,0
"Headrick, Brent",FF,fastball,60,0.15,0.2,0.21,0.001,,2.8,0
"Miles, Spencer",FF,fastball,39,0.18,0.18,0.18,0.001,,3.3,0
"Eovaldi, Nathan",FF,fastball,30,0.23,0.18,0.18,0,,2.9,0
"Freeland, Kyle",ST,breaking,47,1.09,1.44,1.44,0,0.4,169,-0.529
"Severino, Luis",FF,fastball,47,0.25,0.18,0.18,0,,2.8,0
"Speier, Gabe",FF,fastball,41,0.26,0.19,0.19,0,,3.7,0
"Sulser, Cole",FF,fastball,46,0.09,0.19,0.19,0,,2,0
"Peralta, Freddy",FF,fastball,114,0.26,0.21,0.21,0,,5,0
"Jax, Griffin",FF,fastball,37,0.41,0.23,0.23,0,,2.8,0
"Hudson, Bryan",FF,fastball,95,0.21,0.21,0.21,0,,5.1,0
"Irvin, Jake",FF,fastball,47,0.29,0.21,0.21,0,,3.1,0
"Legumina, Casey",FF,fastball,66,0.16,0.21,0.21,0,,5.9,0
"Rolison, Ryan",FF,fastball,27,0.21,0.2,0.2,0,,6.1,0
"Nelson, Ryne",FF,fastball,133,0.09,0.2,0.2,0,,3.3,0
"Poulin, PJ",FF,fastball,28,0.09,0.18,0.18,0,,3.3,0
"Poulin, PJ",ST,breaking,37,0.67,0.78,0.78,0,0.49,142.9,-0.724
