player_name,pitch_type,grp,n,act,base,aug,gain,path_ratio,axis_diff,as_gap
"deGrom, Jacob",SL,breaking,339,1.35,1.26,1.35,0.081,0.23,67.7,-0.57
"McGreevy, Michael",CH,offspeed,172,0.8,0.56,0.64,0.08,0.18,11.7,-0.132
"Clarke, Taylor",SL,breaking,96,1.3,0.84,0.92,0.079,0.27,47.1,-0.525
"Liberatore, Matthew",CH,offspeed,123,0.5,0.84,0.92,0.079,0.26,20.2,-0.007
"Martin, Davis",SL,breaking,139,1.75,0.96,1.03,0.078,0.3,109.2,-0.574
"Littell, Zack",SL,breaking,229,0.18,0.29,0.36,0.077,0.2,13.1,-0.333
"Lynch IV, Daniel",SL,breaking,82,2.2,1.08,1.16,0.077,0.32,84,-0.745
"Phillips, Tyler",ST,breaking,120,1.81,1.49,1.57,0.077,0.51,153.3,-0.544
"Dobbins, Hunter",ST,breaking,51,1.27,1.23,1.31,0.077,0.54,132.9,-0.185
"Seabold, Connor",CH,offspeed,41,0.42,1.29,1.36,0.075,0.34,50.2,-0.122
"Gilbert, Logan",CU,breaking,77,2.34,1.87,1.95,0.075,0.68,166.6,
"Bednar, David",CU,breaking,61,3.34,1.41,1.48,0.075,1.35,162.4,-0.398
"Lodolo, Nick",CH,offspeed,132,0.83,0.73,0.8,0.074,0.19,7.8,-0.017
"Taillon, Jameson",ST,breaking,123,1.38,1.58,1.65,0.073,0.48,146.1,-0.341
"Zeferjahn, Ryan",ST,breaking,157,1.45,1.55,1.62,0.073,0.46,125.8,-0.296
"Bachar, Lake",SL,breaking,79,1.91,1.34,1.42,0.071,0.19,21.9,-0.743
"Leahy, Kyle",ST,breaking,105,1.26,1.52,1.59,0.071,0.47,140,-0.305
"Miller, Mason",SL,breaking,161,6.04,3.53,3.6,0.07,0.39,165.3,-0.252
"Griffin, Foster",CU,breaking,96,1.27,0.64,0.71,0.069,0.55,176.9,-0.122
"Elder, Bryce",CH,offspeed,71,1.07,0.81,0.88,0.069,0.2,28.5,-0.12
"Latz, Jacob",SL,breaking,66,1.95,1.34,1.41,0.068,0.35,83.1,-0.683
"Morgan, Eli",SL,breaking,45,1.82,0.8,0.87,0.068,0.19,58.9,-0.744
"Sheehan, Emmet",CU,breaking,62,1.16,1.31,1.38,0.068,1.13,166.2,-0.164
"Prielipp, Connor",CH,offspeed,71,0.77,1.32,1.39,0.068,0.38,10,-0.09
"Paredes, Mike",CH,offspeed,69,0.49,0.68,0.75,0.068,0.19,31.5,-0.017
"Silseth, Chase",FS,offspeed,94,1.74,1.11,1.18,0.067,0.23,36.7,-0.159
"Melton, Troy",FS,offspeed,44,0.89,1.1,1.17,0.066,0.21,25.6,-0.133
"Jameson, Drey",SL,breaking,43,2.24,1.49,1.55,0.066,0.49,90.6,-0.82
"Quintana, Jose",CH,offspeed,63,0.78,0.61,0.68,0.064,0.18,28.1,0.109
"Scholtens, Jesse",SL,breaking,95,0.35,0.58,0.64,0.064,0.2,20.9,-0.445
"Brubaker, JT",CH,offspeed,47,0.22,0.48,0.54,0.061,0.18,11.5,-0.044
"Sears, JP",CH,offspeed,48,0.43,0.66,0.72,0.061,0.39,28.6,0.006
"Morgan, David",CU,breaking,42,3.75,0.95,1.02,0.061,0.5,164.7,-0.022
"Megill, Trevor",KC,breaking,115,3.43,4.82,4.88,0.06,0.28,159.9,-0.715
"Hernández, Jonathan",SL,breaking,50,0.77,1.21,1.26,0.059,0.27,93.3,-0.613
"Banks, Tanner",SL,breaking,95,0.2,0.41,0.47,0.058,0.26,41.6,-0.463
"Dobnak, Randy",CH,offspeed,55,0.69,0.65,0.71,0.058,0.35,29.1,-0.223
"Woo, Bryan",CH,offspeed,61,0.45,0.88,0.94,0.058,0.23,10.2,-0.061
"Milner, Hoby",FF,fastball,47,0.06,0.16,0.21,0.057,,3.7,0
"Severino, Luis",ST,breaking,115,1.01,1.11,1.17,0.057,0.52,137.9,-0.302
"Drohan, Shane",SL,breaking,134,1.51,1.38,1.43,0.057,0.39,142.2,-0.679
"Cavalli, Cade",KC,breaking,223,1.96,0.93,0.99,0.057,0.44,176.1,-0.041
"Chandler, Bubba",CH,offspeed,137,0.69,1.15,1.21,0.057,0.24,23.9,-0.004
"Cease, Dylan",SL,breaking,308,1.72,1.97,2.03,0.056,0.29,66.4,-0.647
"Ashby, Aaron",SL,breaking,63,5.7,4.75,4.8,0.056,0.52,170.3,-0.405
"Lambert, Peter",SL,breaking,114,0.97,1.19,1.25,0.055,0.28,110.5,-0.698
"Scott, Christian",ST,breaking,130,1.35,0.93,0.99,0.055,0.61,148.6,-0.347
"Gaddis, Hunter",SL,breaking,144,1.08,0.68,0.74,0.055,0.24,52.7,-0.45
"Weaver, Luke",CH,offspeed,135,1.49,1.16,1.22,0.054,0.29,14.8,-0.159
"Tolle, Payton",CU,breaking,54,3.16,1.49,1.55,0.054,0.56,158.1,-0.457
"Wheeler, Zack",FS,offspeed,142,2.04,1.04,1.09,0.053,0.19,14.4,0.056
"Lorenzen, Michael",SL,breaking,74,0.62,1.22,1.27,0.052,0.26,119.1,-0.787
"Woods Richardson, Simeon",SL,breaking,102,0.53,0.73,0.79,0.052,0.28,33.5,-0.428
"Leiter, Jack",CH,offspeed,122,0.93,1.1,1.15,0.052,0.27,11.1,-0.193
"Nola, Aaron",KC,breaking,341,1.63,1.55,1.6,0.051,0.69,173.1,-0.093
"Peterson, David",SL,breaking,184,0.72,0.77,0.82,0.051,0.28,72.7,-0.49
"Miles, Spencer",CU,breaking,129,0.45,1.43,1.48,0.051,0.74,175.4,-0.057
"Bachman, Sam",CH,offspeed,45,0.75,0.99,1.04,0.051,0.23,25.7,-0.107
"Buehler, Walker",ST,breaking,70,0.86,1.16,1.21,0.05,0.48,122.2,-0.361
"Keller, Mitch",CH,offspeed,76,0.59,0.63,0.68,0.05,0.14,19.5,-0.011
"Kay, Anthony",ST,breaking,140,1.82,1.1,1.15,0.047,0.54,160.2,-0.323
"Winn, Cole",SL,breaking,73,2.11,2.35,2.4,0.047,0.28,145,-0.658
"Woods Richardson, Simeon",FS,offspeed,102,0.51,0.89,0.94,0.047,0.24,24.9,-0.048
"Pfaadt, Brandon",CU,breaking,67,1.06,0.95,1,0.047,0.41,170.1,0.029
"Alcantara, Sandy",CH,offspeed,263,0.67,0.89,0.94,0.046,0.2,10.3,-0.065
"Bradley, Taj",FS,offspeed,184,1.06,0.9,0.95,0.046,0.19,14.7,-0.162
"Seymour, Ian",CH,offspeed,194,1.39,1.14,1.19,0.046,0.29,22.6,0.015
"Klein, Will",ST,breaking,108,1.19,3.2,3.24,0.046,0.39,171.8,-0.502
"Quintana, Jose",CU,breaking,57,0.86,0.88,0.93,0.045,0.48,146.4,-0.33
"Cano, Yennier",FS,offspeed,74,0.77,0.41,0.45,0.045,0.24,11.8,0.067
"Anderson, Drew",CU,breaking,81,1.32,1.01,1.05,0.044,0.62,175.9,0.06
"Lambert, Peter",ST,breaking,58,1.09,0.86,0.9,0.044,0.45,159.6,-0.435
"Agnos, Zach",FS,offspeed,63,1.52,1.01,1.05,0.044,0.21,27.6,-0.097
"Sugano, Tomoyuki",FS,offspeed,152,1.12,0.54,0.59,0.043,0.24,7.9,-0.074
"Clarke, Taylor",CH,offspeed,97,0.43,0.64,0.68,0.043,0.19,26.2,0.019
"Whitlock, Garrett",CH,offspeed,58,1.35,1.38,1.42,0.042,0.37,37.3,-0.127
"Cleavinger, Garrett",SL,breaking,120,0.81,1.31,1.35,0.04,0.34,103,-0.541
"Kochanowicz, Jack",SL,breaking,52,1.44,2.7,2.74,0.04,0.38,172,-0.482
"McLean, Nolan",CU,breaking,134,0.98,2.16,2.2,0.039,0.64,174.6,0.014
"Painter, Andrew",SL,breaking,105,0.9,1.3,1.34,0.039,0.27,58.9,-0.467
"Skenes, Paul",ST,breaking,121,0.98,1.4,1.44,0.039,0.61,143.8,-0.61
"Petersen, Michael",SL,breaking,84,1.56,2.13,2.17,0.038,0.38,143,-0.773
"Mize, Casey",FS,offspeed,173,1.14,0.82,0.85,0.037,0.23,20.9,-0.05
"Zuber, Tyler",ST,breaking,44,0.67,0.82,0.86,0.037,0.57,145.9,-0.398
"Shugart, Chase",ST,breaking,50,0.89,0.92,0.96,0.036,0.5,155,-0.374
"Pallante, Andre",SL,breaking,267,1.07,0.97,1,0.036,0.29,76.1,-0.49
"Schultz, Noah",CH,offspeed,58,0.5,0.79,0.83,0.036,0.22,11.9,0.005
"Mikolas, Miles",CH,offspeed,54,0.18,0.85,0.89,0.035,0.29,25.2,-0.051
"Rolison, Ryan",CU,breaking,52,1.16,1.23,1.26,0.035,0.72,169.2,0.092
"Akin, Keegan",CH,offspeed,55,0.43,0.89,0.93,0.035,0.29,22.7,0.036
"Soto, Gregory",SL,breaking,98,2.49,2.28,2.31,0.034,0.58,141.1,-0.699
"Jax, Griffin",ST,breaking,137,1.42,1.95,1.98,0.034,0.36,162.6,-0.487
"Flaherty, Jack",SL,breaking,174,1.57,0.99,1.03,0.034,0.34,87.8,-0.433
"Barnett, Mason",ST,breaking,43,0.54,1.48,1.51,0.034,0.48,154.4,-0.237
"deGrom, Jacob",CH,offspeed,109,1.61,1.25,1.28,0.033,0.23,16,-0.061
"Sewald, Paul",ST,breaking,107,1.74,0.83,0.87,0.033,0.36,159.9,-0.413
"Mahle, Tyler",FS,offspeed,212,0.88,0.87,0.91,0.033,0.25,15.7,-0.092
"Hart, Kyle",SL,breaking,49,0.44,0.54,0.57,0.032,0.23,49.7,-0.467
"Gore, MacKenzie",CH,offspeed,99,1.62,1.38,1.42,0.032,0.29,28,0.028
"Montero, Keider",KC,breaking,109,0.65,1.51,1.54,0.032,0.79,169.8,-0.283
"Petty, Chase",CH,offspeed,41,1.9,1.32,1.35,0.032,0.31,23.4,-0.091
"Rea, Colin",CH,offspeed,158,0.73,0.85,0.88,0.031,0.2,33,-0.019
"Rogers, Tyler",SI,fastball,266,0.11,0.12,0.15,0.03,,5,0
"Latz, Jacob",CH,offspeed,68,1.37,1.44,1.47,0.03,0.28,23.9,-0.007
"Harris, Hogan",CU,breaking,90,1.43,1.4,1.43,0.03,1.29,172.7,-0.037
"Ohtani, Shohei",ST,breaking,173,2.2,2.3,2.32,0.027,0.62,150.6,-0.218
"Feltner, Ryan",ST,breaking,60,1.4,1.64,1.66,0.027,0.49,149.6,-0.35
"Soriano, George",CH,offspeed,114,1.13,0.99,1.02,0.027,0.2,30.5,-0.101
"Painter, Andrew",CU,breaking,51,0.73,1.14,1.17,0.027,0.56,145.3,-0.268
"Roupp, Landen",CU,breaking,224,1.45,0.81,0.84,0.027,0.93,177.1,0.012
"Feltner, Ryan",SL,breaking,132,0.66,0.75,0.78,0.026,0.2,37.1,-0.402
"Lowder, Rhett",CH,offspeed,119,0.81,0.89,0.92,0.026,0.29,29.9,0.015
"Houser, Adrian",CH,offspeed,126,1.36,1.35,1.38,0.025,0.35,14.6,-0.091
"Phillips, Tyler",FS,offspeed,164,1,1.29,1.31,0.025,0.31,27,0.02
"Yesavage, Trey",SL,breaking,184,1.42,1.23,1.25,0.025,0.27,14.7,-0.526
"Sommers, Drew",SI,fastball,54,0.11,0.14,0.16,0.025,,4.7,-0.04
"McCullers Jr., Lance",CH,offspeed,46,1.81,0.65,0.67,0.024,0.26,28.4,0.092
"Vesia, Alex",CH,offspeed,46,3.19,1.55,1.58,0.024,0.57,31.8,0.009
"Hughes, Gabriel",FF,fastball,120,0.19,0.16,0.18,0.024,,4.6,0
"Early, Connelly",CU,breaking,68,0.89,1.45,1.48,0.024,0.48,171.3,-0.216
"Rodriguez, Eduardo",CH,offspeed,259,0.52,0.88,0.9,0.023,0.21,21.8,0.033
"Yarbrough, Ryan",ST,breaking,62,1.52,1.57,1.6,0.023,1.17,148.3,-0.331
"Roupp, Landen",CH,offspeed,215,0.86,0.71,0.73,0.023,0.21,26.9,0.018
"Gray, Sonny",FF,fastball,129,0.12,0.22,0.24,0.022,,6.5,0
"Quantrill, Cal",FS,offspeed,96,0.52,0.95,0.98,0.022,0.27,22.1,-0.052
"Maton, Phil",FC,fastball,94,0.23,0.33,0.36,0.022,,29,-0.139
"Holderman, Colin",ST,breaking,90,2.21,1.44,1.47,0.022,0.41,151.3,-0.442
"Lodolo, Nick",CU,breaking,110,2.24,2.24,2.26,0.021,0.51,171.5,-0.513
"Cavalli, Cade",CH,offspeed,68,0.45,1.16,1.18,0.021,0.33,26.1,0.125
"Bradish, Kyle",FF,fastball,160,0.16,0.18,0.2,0.021,,5.3,0
"Castillo, Luis",SL,breaking,226,0.98,1.39,1.41,0.02,0.32,109.4,-0.747
"Rasmussen, Drew",SI,fastball,166,0.09,0.18,0.2,0.02,,11.2,-0.011
"Cruz, Steven",SL,breaking,42,0.46,1.18,1.2,0.02,0.29,80.8,-0.496
"Misiorowski, Jacob",FF,fastball,562,0.57,0.31,0.33,0.02,,3,0
"Pintaro, Jonathan",FC,fastball,53,0.62,0.28,0.3,0.02,,16.3,-0.404
"Freeland, Kyle",CH,offspeed,121,0.58,0.56,0.58,0.019,0.22,16.2,0.087
"Abner, Philip",FF,fastball,47,0.17,0.18,0.19,0.019,,5.6,0
"Eovaldi, Nathan",FS,offspeed,384,0.74,0.83,0.85,0.018,0.21,11.2,-0.107
"Abreu, Bryan",SL,breaking,136,2.04,2,2.02,0.018,0.35,159.8,-0.398
"Buehler, Walker",CH,offspeed,76,0.61,0.86,0.87,0.017,0.17,34.2,0.015
"Herget, Jimmy",SI,fastball,44,0.03,0.13,0.15,0.017,,11.4,0.007
"Festa, Matt",FF,fastball,148,0.31,0.23,0.25,0.017,,6.2,0
"Perkins, Jack",CH,offspeed,111,1.37,0.98,1,0.017,0.18,29.1,-0.005
"Soroka, Michael",SV,breaking,197,1.72,1.3,1.32,0.016,0.54,170.4,-0.14
"Kilian, Caleb",SI,fastball,41,0.27,0.18,0.19,0.016,,5.4,0.017
"Gordon, Tanner",CH,offspeed,111,0.71,0.91,0.92,0.016,0.34,17.8,-0.008
"Lord, Brad",SL,breaking,96,0.89,0.99,1.01,0.016,0.42,160.7,-0.765
"Glasnow, Tyler",SL,breaking,46,1.21,1.38,1.39,0.015,0.25,87.6,-0.51
"Keller, Mitch",ST,breaking,142,0.9,1.2,1.21,0.015,0.48,157,-0.251
"Lord, Brad",FF,fastball,184,0.22,0.18,0.19,0.015,,3.5,0
"Coulombe, Danny",SI,fastball,46,0.06,0.15,0.16,0.014,,4.1,-0.004
"Pivetta, Nick",FF,fastball,77,0.29,0.18,0.2,0.014,,3.7,0
"Glasnow, Tyler",FF,fastball,84,0.19,0.25,0.26,0.014,,4.1,0
"Glasnow, Tyler",SI,fastball,55,0.26,0.21,0.22,0.014,,7.1,-0.024
"Buehler, Walker",SL,breaking,94,0.52,0.94,0.95,0.014,0.32,76.8,-0.455
"Buehler, Walker",KC,breaking,83,0.66,0.83,0.84,0.013,0.58,167.7,-0.029
"Canning, Griffin",CH,offspeed,136,0.38,0.82,0.84,0.013,0.2,29.7,-0.037
"Alvarado, Elvis",SL,breaking,68,2.07,2.56,2.57,0.013,0.36,57.3,-0.826
"Poulin, PJ",FF,fastball,71,0.07,0.15,0.16,0.013,,3,0
"Pérez, Martín",CH,offspeed,225,1.12,0.99,1,0.012,0.32,11.4,0.028
"Ray, Robbie",CH,offspeed,185,0.84,0.93,0.95,0.012,0.24,7.2,-0.021
"Stanek, Ryne",FS,offspeed,57,1.17,1.55,1.56,0.012,0.28,23.9,-0.061
"Taillon, Jameson",CU,breaking,43,0.62,1.44,1.45,0.012,0.61,164.4,-0.173
"Freeland, Kyle",SI,fastball,42,0.46,0.17,0.18,0.012,,6.2,-0.036
"Kay, Anthony",CH,offspeed,122,0.65,1.21,1.22,0.012,0.27,21,-0.032
"Wells, Tyler",FF,fastball,112,0.26,0.18,0.19,0.012,,3,0
"Avila, Luinder",SI,fastball,149,0.18,0.19,0.21,0.012,,6.3,-0.025
"Feltner, Ryan",FF,fastball,145,0.19,0.2,0.21,0.011,,4,0
"Lovelady, Richard",FF,fastball,50,0.14,0.21,0.22,0.011,,7.5,0
"Fairbanks, Pete",FF,fastball,152,0.24,0.22,0.23,0.011,,3.5,0
"Maton, Phil",SI,fastball,43,0.29,0.18,0.19,0.011,,4.2,0
"Pallante, Andre",FF,fastball,261,0.15,0.17,0.18,0.011,,4.8,0
"Sanders, Cam",SL,breaking,51,2.36,1.67,1.68,0.011,0.34,101.8,-0.621
"Sterner, Justin",FF,fastball,149,0.15,0.17,0.18,0.011,,2.6,0
"Pérez, Eury",CH,offspeed,67,1.53,1.16,1.17,0.011,0.22,17.1,0.018
"Feltner, Ryan",SI,fastball,81,0.15,0.17,0.18,0.01,,6.1,-0.085
"Alvarez, Andrew",FF,fastball,119,0.16,0.17,0.18,0.01,,4.6,0
"Junk, Janson",CH,offspeed,95,0.86,1.26,1.27,0.01,0.29,30.3,-0.067
"Kelly, Zack",FC,fastball,50,0.37,0.22,0.23,0.01,,8.5,-0.393
"Abel, Mick",FF,fastball,74,0.28,0.24,0.25,0.01,,3.2,0
"Jansen, Kenley",FC,fastball,187,0.24,0.26,0.27,0.009,,5,-0.188
"Romano, Jordan",FF,fastball,61,0.27,0.18,0.19,0.009,,7.4,0
"Banks, Tanner",FF,fastball,65,0.48,0.15,0.16,0.009,,4.1,0
"Williams, Devin",CH,offspeed,179,1.09,1.43,1.44,0.009,0.37,47.5,-0.019
"Hill, Tim",SI,fastball,227,0.1,0.18,0.19,0.009,,3.9,-0.032
"Estrada, Jeremiah",FF,fastball,100,0.25,0.2,0.2,0.009,,3,0
"Dion, Will",FF,fastball,68,0.3,0.18,0.19,0.009,,3.7,0
"Yesavage, Trey",FF,fastball,327,0.22,0.16,0.17,0.009,,3.1,0
"Blubaugh, AJ",CH,offspeed,114,1.48,1.46,1.47,0.009,0.31,33,-0.22
"Yamamoto, Yoshinobu",SI,fastball,106,0.08,0.16,0.17,0.009,,3.9,-0.076
"Kelly, Merrill",FC,fastball,132,0.12,0.19,0.2,0.008,,8.6,-0.146
"Milner, Hoby",ST,breaking,64,0.76,0.45,0.46,0.008,0.55,158.1,-0.338
"Blackburn, Paul",CH,offspeed,78,1.09,0.76,0.77,0.008,0.24,8.9,-0.02
"Baker, Bryan",FF,fastball,182,0.2,0.2,0.21,0.008,,4,0
"Civale, Aaron",CU,breaking,145,0.75,0.71,0.71,0.008,0.74,164.8,-0.21
"Webb, Jacob",FF,fastball,189,0.22,0.2,0.21,0.008,,2.9,0
"Bernardino, Brennan",SI,fastball,141,0.16,0.14,0.15,0.008,,5.1,-0.011
"Bubic, Kris",FF,fastball,147,0.24,0.21,0.21,0.008,,4.5,0
"Vesia, Alex",FF,fastball,168,0.3,0.21,0.22,0.008,,2.7,0
"Jones, Jared",CH,offspeed,43,1.01,0.8,0.81,0.008,0.13,16.1,0.01
"Henriquez, Edgardo",SI,fastball,95,0.21,0.24,0.24,0.008,,5.5,0.007
"Laweryson, Cody",FF,fastball,90,0.19,0.17,0.18,0.008,,2,0
"McLean, Nolan",FF,fastball,188,0.35,0.2,0.21,0.008,,3.8,0
"Junis, Jakob",FF,fastball,41,0.37,0.15,0.16,0.007,,3.6,0
"Márquez, Germán",SI,fastball,54,0.05,0.13,0.14,0.007,,7.5,-0.015
"Minter, A.J.",FF,fastball,56,0.25,0.2,0.21,0.007,,3.7,0
"Pagán, Emilio",FF,fastball,128,0.22,0.24,0.25,0.007,,3,0
"Peralta, Freddy",FF,fastball,489,0.22,0.2,0.21,0.007,,4.4,0
"Flaherty, Jack",FF,fastball,365,0.18,0.16,0.17,0.007,,3.4,0
"Gage, Matt",FF,fastball,80,0.17,0.16,0.16,0.007,,3.4,0
"Thornton, Trent",FF,fastball,77,0.2,0.2,0.21,0.007,,3.6,0
"Nelson, Ryne",FF,fastball,400,0.11,0.2,0.21,0.007,,3.4,0
"Basso, Brady",FF,fastball,46,0.24,0.17,0.18,0.007,,3.1,0
"Leasure, Jordan",FF,fastball,89,0.11,0.19,0.2,0.007,,3.5,0
"Dreyer, Jack",SL,breaking,133,0.63,0.96,0.97,0.007,0.26,23.1,-0.767
"Lopez, Jacob",CH,offspeed,54,0.65,0.75,0.76,0.007,0.26,21.7,0.017
"Peoples, Ben",FF,fastball,54,0.12,0.21,0.21,0.007,,3.5,0
"Cole, Gerrit",CH,offspeed,76,0.81,1.38,1.38,0.006,0.45,21.9,0.028
"Milner, Hoby",SI,fastball,97,0.24,0.15,0.16,0.006,,5.5,-0.028
"Alexander, Tyler",SI,fastball,72,0.05,0.15,0.16,0.006,,3.3,0.015
"Mahle, Tyler",FF,fastball,270,0.17,0.17,0.18,0.006,,3.5,0
"Loáisiga, Jonathan",SI,fastball,106,0.21,0.19,0.19,0.006,,3.6,0.009
"Ferguson, Caleb",FF,fastball,49,0.22,0.19,0.19,0.006,,3.9,0
"May, Dustin",CH,offspeed,52,0.38,1.04,1.05,0.006,0.17,29.5,0.002
"Vásquez, Randy",CH,offspeed,40,1.29,1,1,0.006,0.22,28.9,0.045
"Funderburk, Kody",SI,fastball,68,0.03,0.2,0.2,0.006,,4.4,0
"Eisert, Brandon",FF,fastball,106,0.26,0.21,0.21,0.006,,3.9,0
"Young, Brandon",CU,breaking,54,0.17,0.7,0.71,0.006,1.12,172,-0.033
"Gasser, Robert",FF,fastball,134,0.22,0.18,0.19,0.006,,4.2,0
"Henderson, Logan",FF,fastball,155,0.18,0.18,0.18,0.006,,3.6,0
"Paredes, Mike",FF,fastball,95,0.1,0.16,0.17,0.006,,3.2,0
"Murphy, Owen",FF,fastball,40,0.09,0.19,0.2,0.006,,2.6,0
"Suárez, Albert",FF,fastball,166,0.16,0.16,0.17,0.005,,3.7,0
"Smith, Burch",FF,fastball,57,0.2,0.18,0.19,0.005,,3.8,0
"Weaver, Luke",FF,fastball,146,0.16,0.2,0.21,0.005,,3,0
"Nola, Aaron",FF,fastball,184,0.08,0.19,0.2,0.005,,2.6,0
"Rea, Colin",FF,fastball,362,0.13,0.16,0.17,0.005,,3.6,0
"Keller, Brad",FF,fastball,67,0.23,0.2,0.2,0.005,,4.4,0
"Mayza, Tim",SL,breaking,103,1.02,1.4,1.4,0.005,0.28,163.2,-0.728
"Newcomb, Sean",SV,breaking,106,0.91,0.74,0.74,0.005,0.51,176.2,-0.268
"Petersen, Michael",FF,fastball,247,0.19,0.21,0.21,0.005,,3,0
"Morán, Jovani",FF,fastball,100,0.18,0.19,0.19,0.005,,4.4,0
"Javier, Cristian",FF,fastball,101,0.27,0.16,0.16,0.005,,3.1,0
"Winn, Cole",FF,fastball,89,0.21,0.21,0.22,0.005,,3.7,0
"Henry, Cole",FF,fastball,64,0.27,0.22,0.23,0.005,,3.4,0
"Bieber, Shane",FF,fastball,70,0.18,0.18,0.18,0.005,,3,0
"Garcia, Rico",CH,offspeed,101,1.95,1.22,1.22,0.005,0.39,16.8,-0.011
"Abbott, Andrew",FF,fastball,429,0.1,0.18,0.18,0.005,,3.4,0
"Walker, Ryan",SI,fastball,139,0.13,0.2,0.21,0.005,,5.4,0.059
"Poulin, PJ",SI,fastball,54,0.07,0.13,0.13,0.005,,7.5,-0.03
"Avila, Luinder",FF,fastball,134,0.22,0.25,0.25,0.005,,3.9,0
"Castaño, Blas",SI,fastball,64,0.18,0.15,0.16,0.005,,4.1,-0.015
"Fisher, Braydon",FF,fastball,65,0.27,0.17,0.17,0.005,,3.2,0
"Smith, Dylan",FF,fastball,77,0.29,0.22,0.22,0.005,,3.6,0
"Leiter, Jack",SI,fastball,51,0.04,0.19,0.19,0.005,,3,0.005
"Bratt, Mitch",FF,fastball,59,0.07,0.19,0.19,0.005,,3.4,0
"Sheehan, Emmet",FF,fastball,349,0.29,0.22,0.22,0.005,,3.4,0
"Slaten, Justin",FF,fastball,66,0.11,0.25,0.25,0.005,,3.3,0
"Barnett, Mason",FF,fastball,83,0.24,0.17,0.18,0.005,,3.3,0
"King, Bryan",FF,fastball,231,0.25,0.16,0.17,0.005,,3.5,0
"Svanson, Matt",SI,fastball,177,0.11,0.19,0.2,0.005,,2.8,0
"Warren, Will",FF,fastball,317,0.18,0.23,0.24,0.005,,4,0
"Ritchie, JR",FF,fastball,60,0.26,0.19,0.2,0.005,,3.3,0
"Thielbar, Caleb",FF,fastball,127,0.18,0.17,0.18,0.004,,3.2,0
"Hart, Kyle",ST,breaking,83,1.27,1.16,1.16,0.004,0.54,157.5,-0.359
"Freeland, Kyle",FF,fastball,190,0.11,0.19,0.19,0.004,,6.6,0
"Wacha, Michael",FF,fastball,259,0.13,0.14,0.14,0.004,,3.1,0
"Márquez, Germán",FF,fastball,130,0.09,0.15,0.16,0.004,,6.3,0
"Borucki, Ryan",SI,fastball,51,0.18,0.19,0.2,0.004,,5.6,0
"Domínguez, Seranthony",FF,fastball,133,0.24,0.21,0.21,0.004,,4.6,0
"Domínguez, Seranthony",SI,fastball,44,0.12,0.2,0.2,0.004,,6.5,0.026
"Williams, Devin",FF,fastball,157,0.25,0.19,0.19,0.004,,4.7,0
"Seabold, Connor",FF,fastball,120,0.14,0.16,0.16,0.004,,2.6,0
"Kolek, Stephen",FF,fastball,111,0.15,0.17,0.17,0.004,,3.7,0
"Hollowell, Gavin",FF,fastball,42,0.25,0.3,0.3,0.004,,3.5,0
"Legumina, Casey",FF,fastball,160,0.36,0.21,0.21,0.004,,4.5,0
"Kirby, George",SI,fastball,175,0.09,0.18,0.18,0.004,,2.5,-0.033
"Gómez, Yoendrys",FF,fastball,152,0.33,0.23,0.24,0.004,,3.3,0
"Woods Richardson, Simeon",FF,fastball,194,0.16,0.15,0.16,0.004,,3.7,0
"Parker, Mitchell",FF,fastball,112,0.15,0.17,0.17,0.004,,2.7,0
"Burke, Sean",SI,fastball,142,0.1,0.16,0.17,0.004,,5.3,0.056
"Aleman, Franco",FF,fastball,71,0.29,0.26,0.27,0.004,,2.6,0
"Vásquez, Randy",CU,breaking,97,0.44,0.91,0.91,0.004,0.38,134.4,-0.415
"Varland, Gus",FF,fastball,160,0.16,0.19,0.2,0.004,,3.7,0
"Gray, Peyton",FF,fastball,125,0.17,0.18,0.18,0.004,,3,0
"Mears, Nick",FF,fastball,53,0.11,0.16,0.17,0.004,,3.6,0
"Ribalta, Orlando",SI,fastball,55,0.08,0.18,0.19,0.004,,2.8,0.015
"Gusto, Ryan",FF,fastball,72,0.3,0.2,0.2,0.004,,2.9,0
"Gasser, Robert",SI,fastball,89,0.1,0.16,0.16,0.004,,7.1,-0.048
"Dobbins, Hunter",FF,fastball,86,0.15,0.2,0.2,0.004,,4.1,0
"Harrison, Kyle",FF,fastball,442,0.28,0.2,0.21,0.004,,3.3,0
"Pérez, Eury",FF,fastball,389,0.21,0.29,0.3,0.004,,3.2,0
"Pfaadt, Brandon",CH,offspeed,77,0.47,0.77,0.77,0.004,0.19,16.8,0.112
"Pfaadt, Brandon",FF,fastball,116,0.12,0.2,0.21,0.004,,5.3,0
"Martin, Trevor",FF,fastball,40,0.5,0.19,0.19,0.004,,2.5,0
"Skenes, Paul",CH,offspeed,148,1.33,1.15,1.16,0.004,0.2,25.5,0.002
"Burns, Chase",FF,fastball,491,0.14,0.29,0.3,0.004,,3.3,0
"Sommers, Drew",FF,fastball,41,0.84,0.19,0.2,0.004,,3.3,0
"Yamamoto, Yoshinobu",FF,fastball,225,0.26,0.19,0.19,0.004,,3.3,0
"Early, Connelly",FF,fastball,265,0.15,0.2,0.2,0.004,,3.5,0
"Kelly, Merrill",FF,fastball,199,0.07,0.18,0.18,0.003,,3.2,0
"Kittredge, Andrew",SI,fastball,94,0.08,0.17,0.18,0.003,,3.5,0.087
"Wheeler, Zack",SI,fastball,126,0.1,0.15,0.16,0.003,,2.4,0.008
