player_name,pitch_type,grp,n,act,base,aug,gain,path_ratio,axis_diff,as_gap
"Hoffman, Jeff",SL,breaking,162,3.06,3.95,3.78,-0.17,0.34,148.2,-0.809
"Misiorowski, Jacob",FC,fastball,130,0.69,0.75,0.58,-0.171,,28.2,-0.464
"Davis, Tyler",SL,breaking,61,1.18,1.46,1.29,-0.171,0.25,106.2,-0.596
"Gibson, Trey",SL,breaking,70,1.24,1.91,1.74,-0.173,0.25,173.7,-0.425
"Luzardo, Jesús",CH,offspeed,221,1.54,1.46,1.29,-0.175,0.41,7,-0.041
"Parker, Mitchell",CU,breaking,41,2.62,1.48,1.31,-0.176,0.68,168.6,-0.369
"Bibee, Tanner",ST,breaking,40,0.51,0.97,0.79,-0.177,0.43,141.5,-0.366
"McDonald, Trevor",SL,breaking,122,2.13,3.63,3.45,-0.177,0.35,149.2,-0.359
"Pfaadt, Brandon",ST,breaking,65,1.1,1.31,1.13,-0.177,0.41,137.2,-0.393
"Kremer, Dean",FS,offspeed,93,1.86,1.79,1.61,-0.179,0.38,9.3,-0.066
"Barlow, Scott",ST,breaking,78,1.45,1.22,1.04,-0.18,0.44,132.7,-0.191
"Bassitt, Chris",CU,breaking,108,1.41,1.33,1.15,-0.18,1.18,176,0.172
"Manaea, Sean",ST,breaking,237,1.72,2.05,1.87,-0.18,0.74,167.3,-0.44
"Nola, Aaron",FC,fastball,75,0.4,0.79,0.61,-0.181,,23.7,-0.511
"Rogers, Trevor",FC,fastball,85,1.11,1.2,1.02,-0.181,,90.4,-0.639
"Woo, Bryan",SL,breaking,143,0.91,1.25,1.07,-0.181,0.23,88.9,-0.754
"Baz, Shane",KC,breaking,329,1.29,2.73,2.55,-0.182,0.35,175.6,-0.343
"Hill, Jaden",CH,offspeed,45,1.89,1.45,1.27,-0.182,0.39,29.7,0.103
"Loáisiga, Jonathan",CU,breaking,47,0.5,1.39,1.21,-0.183,0.26,129,-0.57
"Glasnow, Tyler",KC,breaking,48,2.18,1.91,1.73,-0.184,0.72,171.9,0.057
"Gilbert, Logan",CH,offspeed,51,1.22,1.94,1.75,-0.184,0.41,37.6,-0.064
"Cantillo, Joey",FC,fastball,56,0.67,0.64,0.45,-0.188,,66.4,-0.614
"McDonald, Trevor",CH,offspeed,86,1.58,1.24,1.05,-0.191,0.3,4.5,0.007
"Fairbanks, Pete",FC,fastball,67,1.18,1.3,1.1,-0.193,,95.6,-0.612
"Moll, Sam",FF,fastball,42,0.11,0.44,0.25,-0.194,,9.4,0
"Gray, Sonny",ST,breaking,181,1.93,2.35,2.16,-0.195,0.27,157.3,-0.037
"Kay, Anthony",SL,breaking,52,1.4,1.09,0.89,-0.198,0.26,156.8,-0.486
"Hancock, Emerson",FC,fastball,83,1.18,1.11,0.91,-0.198,,97.6,-0.578
"Mlodzinski, Carmen",CU,breaking,75,0.58,1.68,1.48,-0.199,0.4,174.5,-0.279
"Vásquez, Randy",ST,breaking,54,0.32,1.04,0.84,-0.199,0.32,127.9,-0.448
"Misiorowski, Jacob",CU,breaking,82,2.42,2.25,2.05,-0.199,0.32,174.3,-0.213
"Speier, Gabe",SL,breaking,54,1.99,1.53,1.33,-0.201,0.28,144.8,-0.588
"Cecconi, Slade",CU,breaking,96,2.1,1.48,1.27,-0.203,0.84,175.9,-0.127
"Kikuchi, Yusei",FS,offspeed,53,0.78,1.43,1.22,-0.204,0.27,5.3,-0.022
"Márquez, Germán",KC,breaking,135,1.27,2.22,2.01,-0.204,0.46,122.4,-0.834
"Gallen, Zac",KC,breaking,149,0.5,1.39,1.18,-0.204,0.47,164.3,-0.192
"Festa, Matt",ST,breaking,131,0.84,1.2,1,-0.205,0.39,133.4,-0.086
"Dotel, Wilber",SL,breaking,44,1.92,1.48,1.27,-0.206,0.26,85,-0.674
"Suárez, Albert",FC,fastball,69,1.02,1.05,0.85,-0.207,,12.6,-0.397
"Fluharty, Mason",ST,breaking,150,1,2.07,1.86,-0.207,0.41,135.3,0.055
"Kuhnel, Joel",FC,fastball,67,1.02,0.77,0.56,-0.208,,54.5,-0.456
"Alcantara, Sandy",ST,breaking,95,0.91,1.45,1.24,-0.209,0.46,164.6,-0.652
"Estrada, Jeremiah",FS,offspeed,43,3.22,3.82,3.6,-0.21,0.32,37.8,0.009
"Baz, Shane",FC,fastball,185,0.47,0.97,0.76,-0.21,,28,-0.52
"Scott, Tanner",SL,breaking,177,1.47,1.2,0.99,-0.212,0.23,89.7,-0.512
"Yamamoto, Yoshinobu",SL,breaking,71,1.68,1.77,1.56,-0.215,0.32,119.6,-0.587
"Faucher, Calvin",ST,breaking,81,1.05,1.3,1.08,-0.218,0.27,169.6,-0.26
"Bachar, Lake",FS,offspeed,43,3.14,1.55,1.33,-0.222,0.53,27.4,0.047
"Rasmussen, Drew",FC,fastball,286,0.7,0.96,0.74,-0.223,,49.3,-0.576
"Bieber, Shane",KC,breaking,48,1.94,1.71,1.49,-0.223,0.46,174.8,-0.195
"Patrick, Chad",SV,breaking,56,0.84,0.91,0.69,-0.228,0.23,137.4,-0.492
"Ginn, J.T.",SL,breaking,126,1.61,1.86,1.63,-0.229,0.26,170.6,-0.414
"Senga, Kodai",FC,fastball,59,0.84,0.97,0.74,-0.229,,13.8,-0.397
"Bernardino, Brennan",CU,breaking,87,1.47,1.61,1.38,-0.231,0.62,173.2,-0.239
"Rea, Colin",ST,breaking,80,1.01,1.03,0.79,-0.235,0.39,148.1,-0.293
"Bowlan, Jonathan",SL,breaking,56,2.21,2.57,2.32,-0.243,0.26,148.5,-0.702
"Meyer, Max",SL,breaking,225,1.24,2.3,2.05,-0.248,0.19,135.3,-0.696
"Helsley, Ryan",SL,breaking,46,2.6,2.24,1.99,-0.249,0.34,73.2,-0.675
"Gusto, Ryan",ST,breaking,46,1.25,1.12,0.86,-0.253,0.42,143.5,-0.353
"Wheeler, Zack",ST,breaking,84,2.69,2,1.75,-0.255,0.56,173.8,-0.254
"Pomeranz, Drew",KC,breaking,52,1.01,1.53,1.27,-0.257,0.37,171,-0.146
"Hader, Josh",SL,breaking,68,3.35,3.92,3.67,-0.257,0.3,105.3,-0.859
"Sproat, Brandon",ST,breaking,63,1.85,1.49,1.23,-0.257,0.35,156.7,-0.387
"Alcantara, Sandy",FC,fastball,153,0.55,1.1,0.84,-0.26,,30.7,-0.608
"Ray, Robbie",SL,breaking,217,1.31,0.98,0.72,-0.262,0.25,18,-0.613
"Henriquez, Edgardo",FC,fastball,43,0.46,0.97,0.71,-0.263,,18.5,-0.42
"Ginkel, Kevin",SL,breaking,169,1.98,1.97,1.7,-0.268,0.3,164.8,-0.58
"Myers, Tobias",FS,offspeed,81,1.6,2.54,2.27,-0.271,0.66,4.9,-0.24
"Bowlan, Jonathan",CH,offspeed,47,0.65,1.08,0.81,-0.271,0.22,4.8,-0.253
"Gibson, Cade",CU,breaking,45,0.94,1.53,1.26,-0.271,0.44,176,0.008
"Ferrer, José A.",CH,offspeed,55,1.43,1.78,1.51,-0.273,0.47,22.8,-0.026
"Backhus, Kyle",ST,breaking,45,2.54,2.23,1.96,-0.274,0.72,172.3,-0.529
"Cornelio, Riley",SL,breaking,88,4.16,2.87,2.6,-0.274,0.56,68.1,-0.885
"Herget, Jimmy",ST,breaking,87,0.97,1.76,1.48,-0.276,0.57,171.4,-0.313
"Sheehan, Emmet",CH,offspeed,135,0.7,1.24,0.96,-0.28,0.33,55.1,0.009
"Thielbar, Caleb",CU,breaking,66,1.68,1.01,0.72,-0.292,0.78,164.2,-0.174
"Morán, Jovani",FC,fastball,44,1.46,1.21,0.92,-0.292,,40.8,-0.49
"Collyer, Gavin",FC,fastball,58,0.54,1.07,0.78,-0.292,,93.8,-0.61
"Williams, Gavin",CU,breaking,209,0.98,1.66,1.36,-0.295,0.58,173,-0.051
"Agnos, Zach",ST,breaking,61,2.91,0.85,0.55,-0.299,0.33,161.1,-0.367
"Rogers, Taylor",ST,breaking,166,0.68,1.51,1.2,-0.302,0.72,161.4,-0.237
"Richards, Trevor",CH,offspeed,94,3.48,2.28,1.97,-0.31,0.66,61,-0.406
"Gaddis, Hunter",CH,offspeed,42,1.51,2.05,1.73,-0.319,0.8,43.4,0.041
"Doval, Camilo",SL,breaking,85,2.22,2.05,1.72,-0.327,0.43,163.6,-0.141
"Way, Beck",FC,fastball,80,1.11,1.02,0.68,-0.335,,55.5,-0.734
"De Jesus, Enmanuel",FC,fastball,42,0.83,1.3,0.95,-0.343,,124.9,-0.747
"Messick, Parker",CU,breaking,57,0.51,1.15,0.8,-0.354,0.54,166.6,-0.362
"Schlittler, Cam",CU,breaking,72,1.97,1.78,1.42,-0.359,0.31,167.7,-0.176
"Suter, Brent",CH,offspeed,154,1.85,2.14,1.77,-0.364,0.63,21.3,0.13
"Morejon, Adrian",CH,offspeed,113,1.36,1.98,1.62,-0.365,0.2,37.6,0.025
"Roberts, Ethan",ST,breaking,66,1.13,1.29,0.93,-0.368,0.38,150.1,-0.066
"Fairbanks, Pete",SL,breaking,56,2.36,1.26,0.89,-0.37,0.48,157.6,-0.252
"McGreevy, Michael",ST,breaking,75,1.4,1.36,0.98,-0.374,0.4,170.9,-0.261
"Lopez, Jacob",SL,breaking,193,1.25,1.6,1.22,-0.377,0.64,151.5,-0.436
"Lange, Alex",SL,breaking,135,1.59,2.38,2,-0.383,0.27,141.3,-0.691
"Ashcraft, Graham",SL,breaking,97,2.21,1.86,1.47,-0.386,0.25,151.3,-0.284
"Kimbrel, Craig",ST,breaking,42,2.63,1.69,1.29,-0.402,0.24,166.8,-0.404
"Dollander, Chase",SL,breaking,47,1.7,1.97,1.56,-0.413,0.32,125.2,-0.555
"Wolfram, Grant",CU,breaking,43,1.13,1.8,1.38,-0.416,0.25,169.1,-0.358
"Bradley, Taj",CU,breaking,61,1.94,1.73,1.29,-0.436,0.52,175.3,-0.18
"Madden, Ty",SL,breaking,46,1.67,1.5,1.06,-0.44,0.24,165.8,-0.515
"Palmquist, Carson",ST,breaking,69,2.08,2.42,1.98,-0.447,1.02,156.6,-0.378
"Senga, Kodai",SL,breaking,43,2.66,3.01,2.56,-0.453,0.27,104.1,-0.745
"Antone, Tejay",ST,breaking,137,1.67,2.05,1.58,-0.462,0.36,163.5,-0.335
"King, John",SL,breaking,48,0.58,1.96,1.49,-0.47,0.28,172.7,-0.328
"Vodnik, Victor",SL,breaking,69,1.19,2.22,1.74,-0.476,0.26,134.4,-0.535
"Corbin, Patrick",CH,offspeed,103,1.24,1.99,1.51,-0.48,0.46,18.5,0.111
"Bello, Brayan",FC,fastball,96,1.92,1.51,1.03,-0.481,,60,-0.696
"Gibson, Cade",ST,breaking,68,0.94,1.49,0.98,-0.51,0.55,162.8,-0.241
"Bachar, Lake",CU,breaking,51,2.58,1.72,1.2,-0.512,0.25,169.7,-0.517
"Cruz, Fernando",FS,offspeed,208,4.33,3.74,3.22,-0.525,0.69,34.8,-0.442
"Liberatore, Matthew",CU,breaking,91,1.47,1.9,1.32,-0.577,0.63,175.8,-0.09
"Blackburn, Paul",CU,breaking,49,2.1,1.74,1.07,-0.675,0.38,173.8,0.034
"Hicks, Jordan",ST,breaking,66,4.39,3.15,2.42,-0.725,0.4,171.1,-0.691
"Gilbert, Logan",FS,offspeed,134,1.59,2.97,2.12,-0.857,0.49,73.3,-0.357
"Moll, Sam",ST,breaking,111,2.68,3.4,2.52,-0.876,0.57,159.6,-0.21
