player_name,pitch_type,n,whiff,res_shape,res_loc,spin_sim,as_gap,axis
"Brazobán, Huascar",CH,542,0.336,0.0626506080961268,0.0270240216375801,0.391167254922066,-0.0945830258302583,9.63586146763591
"Hoffmann, Andrew",CH,76,0.342,0.0273478846000412,0.0269736696811244,0.418435418669539,-0.000907894736842113,40.9261505349261
"Kremer, Dean",FS,593,0.378,0.0273881882607547,0.0268572578799151,0.836803521652176,-0.0215750421585161,13.1937698949198
"Whisenhunt, Carson",CH,138,0.413,0.0796253077453217,0.0262280664046066,0.465014393046359,-0.0191956521739129,35.0689193733295
"Kochanowicz, Jack",CH,296,0.277,0.0125418477876157,0.0261794014127952,0.0233084173947488,-0.192483108108108,11.7521116800438
"Guenther, Sean",FS,56,0.25,0.0224374255301668,0.0261690460257079,0.0118773412606387,0.188267857142857,44.4049741475582
"Ragans, Cole",CH,721,0.437,0.0316607542770891,0.0259936132759578,0.86830330737394,0.00308460471567277,16.10404109634
"Henderson, Logan",CH,197,0.299,-0.00813371578481848,0.025612534293406,0.398380402771944,-0.0446903553299493,38.1438080204546
"Bednar, David",FS,495,0.339,0.0349499656481318,0.0254477262114679,0.00138914816969023,-0.263666666666667,6.34982526144868
"Mize, Casey",FS,687,0.322,0.0105071179764026,0.0253297578273634,0.548222994211848,-0.0509112081513827,25.3176428444619
"Norris, Daniel",CH,46,0.283,0.0392230403308367,0.0253099992783128,0.0430858103528929,-0.169,23.7392046868418
"Morejon, Adrian",CH,153,0.49,0.0231993985555488,0.0251538887142629,0.409647975262555,0.0391176470588236,38.5949320617105
"Gray, Sonny",CH,204,0.235,0.00979262223265718,0.0246845646082821,0.0499336892011022,0.172892156862745,23.3603992056444
"Winder, Josh",CH,64,0.234,-0.0223502629289705,0.0245036227889218,0.698381097203354,-0.012,26.3454333525252
"Peralta, Freddy",CH,856,0.319,0.0141746066411396,0.0244409084652215,0.475505926225922,0.0324264018691589,35.1974669567119
"Ashby, Aaron",CH,180,0.383,0.0531039025166372,0.0241934337168731,0.745966734368527,-0.0404055555555556,14.0710378602586
"Olson, Reese",CH,424,0.392,0.109138758974824,0.0237000552550323,0.0816724617857209,-0.153094339622641,21.5508482345277
"Toussaint, Touki",FS,203,0.281,0.0309500928463428,0.0236153962650632,0.927619894305952,0.00467980295566498,11.086661640437
"King, Michael",CH,928,0.305,0.010733624326555,0.0231695379421964,0.102607575310897,0.137557112068966,28.5672422929548
"Sale, Chris",CH,434,0.258,0.0143231828290616,0.0229945984517374,0.708697198921876,0.0392834101382488,18.789047114514
"Canning, Griffin",CH,821,0.248,-0.0269620372658318,0.0226120011670783,0.453472684312082,-0.0642155907429963,27.409143074499
"Avila, Luinder",CH,54,0.333,0.0293624429773636,0.021853341636738,0.155772277230276,0.113,34.2703148014751
"Bradley, Taj",FS,704,0.281,-0.0217048425971596,0.0217383116978681,0.247664917391668,-0.124470170454546,13.7606461513616
"Wentz, Joey",CH,180,0.356,0.0444753993595239,0.0216672347952767,0.763011409886017,0.0215277777777777,20.1300361505515
"Abel, Mick",CH,58,0.259,-0.0636287539261164,0.0216401593822856,0.0442433853001806,-0.180913793103448,11.1487595819941
