pitcher,season,fb_type
665795,2025,FF
665795,2026,FF
665854,2021,FF
665871,2022,FF
665871,2023,FF
665871,2024,FF
665871,2025,FF
665871,2026,FF
665896,2022,FF
665896,2023,FF
665896,2024,FF
666120,2020,FF
666120,2021,FF
666120,2022,FF
666120,2025,FF
666129,2020,FF
666129,2021,FF
666129,2022,FF
666129,2023,FF
666129,2024,FF
666142,2022,FF
666142,2023,FF
666142,2024,FF
666142,2025,FF
666142,2026,FF
666154,2023,FF
666157,2022,FF
666157,2023,FF
666157,2024,FF
666157,2025,FF
666157,2026,FF
666159,2021,FF
666159,2022,FF
666159,2023,FF
666159,2024,FF
666168,2021,SI
666168,2022,SI
666168,2023,FF
666168,2025,SI
666171,2024,FF
666171,2025,FF
666171,2026,FF
666200,2020,FF
666200,2021,FF
666200,2022,FF
666200,2023,FF
666200,2024,FF
666200,2025,FF
666200,2026,FF
666201,2021,FF
666201,2022,FF
666201,2023,FF
666201,2024,FF
666201,2026,SI
666204,2022,FF
666204,2023,FF
666204,2024,FF
666205,2021,FF
666205,2022,FF
666205,2023,FF
666205,2024,FF
666214,2022,FF
666214,2023,FF
666214,2024,FF
666214,2025,FF
666215,2024,SI
666215,2025,FF
666277,2023,FF
666277,2024,FF
666277,2025,FF
666277,2026,FF
666364,2023,FF
666374,2022,FF
666374,2023,FF
666374,2025,SI
666374,2026,SI
666619,2023,SI
666619,2025,SI
666659,2025,FF
666661,2025,FF
666661,2026,FF
666711,2025,FF
666711,2026,FF
666720,2023,FF
666720,2024,FF
666721,2022,FF
666721,2023,FF
666745,2023,FF
666745,2024,FF
666808,2021,FC
666808,2022,SI
666808,2023,SI
666808,2024,SI
666808,2025,SI
666808,2026,SI
666818,2022,FF
666818,2023,FF
666818,2024,FF
666974,2022,SI
666974,2023,SI
666974,2024,FF
666974,2025,FF
666974,2026,SI
667297,2021,FF
667297,2022,FF
667297,2024,SI
667297,2025,SI
667297,2026,SI
667376,2021,FF
667376,2022,FF
667427,2022,FF
667427,2023,FF
667463,2020,SI
667463,2021,SI
667463,2022,SI
667463,2023,SI
667463,2024,SI
667463,2025,SI
667463,2026,SI
667465,2020,SI
667465,2021,SI
667465,2022,SI
667498,2020,FF
667498,2021,FF
667498,2022,FF
667725,2021,FC
667725,2024,FF
667755,2023,FF
667755,2024,FF
667755,2025,FF
667755,2026,FF
668338,2022,FF
668338,2023,FF
668338,2024,FF
668390,2024,FF
668390,2025,FF
668390,2026,FF
668665,2022,FF
668665,2023,FF
668674,2023,FF
668674,2024,FF
668674,2025,FF
668674,2026,FF
668676,2020,FF
668676,2021,FF
668676,2022,FF
668676,2023,FF
668676,2024,FF
668678,2020,FF
668678,2021,FF
668678,2022,FF
668678,2023,FF
668678,2024,FF
668678,2025,FF
668678,2026,FF
668684,2022,FF
668687,2020,FC
668687,2021,FC
668716,2025,SI
668754,2023,FC
668820,2021,FF
668820,2025,FF
668834,2025,SI
668868,2022,FF
668868,2023,FF
668868,2024,FF
668873,2022,FF
668873,2024,FF
668873,2026,FF
668881,2022,FF
668881,2023,FF
668881,2024,FF
668881,2025,FF
668881,2026,FF
668909,2023,FF
668909,2024,FF
668909,2025,FF
668909,2026,FF
668933,2022,SI
668933,2023,SI
668933,2024,SI
668933,2025,FC
668933,2026,FC
668941,2020,SI
668941,2021,FF
668941,2022,SI
668941,2023,FF
668941,2024,FF
668941,2025,FF
668941,2026,SI
668943,2024,FF
668948,2022,FF
668964,2024,FF
668964,2025,FF
668964,2026,FF
668968,2024,SI
668970,2023,FF
668970,2025,FF
668970,2026,FF
668984,2023,FF
668984,2024,FF
668984,2025,FF
668984,2026,FF
669020,2025,FF
669020,2026,FF
669022,2022,FF
669022,2023,FF
669022,2024,FF
669022,2025,FF
669022,2026,FF
669060,2020,FF
669060,2021,FF
669060,2022,FF
669060,2023,FF
669060,2024,FF
669060,2025,FF
669060,2026,FF
669062,2024,FF
669062,2025,FF
669062,2026,FF
669064,2020,FF
669084,2022,FF
669084,2023,FF
669084,2024,FF
669084,2025,FF
669084,2026,FF
669093,2022,FF
669093,2023,FF
669093,2024,FF
669093,2025,FF
669093,2026,FF
669105,2023,FF
669111,2024,FF
669135,2021,FF
669145,2020,FF
669145,2021,FF
669145,2022,FF
669160,2020,SI
669160,2021,FF
669160,2022,FF
669160,2023,FF
669160,2025,FF
669160,2026,FF
669165,2026,FF
669169,2021,FF
669169,2022,FF
669169,2023,FF
669194,2022,FF
669194,2023,FF
669194,2024,FF
669194,2025,FF
669194,2026,FF
669199,2024,FF
669199,2025,FF
669199,2026,FF
669203,2020,SI
669203,2021,SI
669203,2022,SI
669203,2023,SI
669203,2024,SI
669203,2025,SI
669211,2020,FF
669211,2021,FF
669211,2022,FF
669211,2023,FF
669211,2024,FF
669211,2025,FF
669211,2026,FF
669212,2021,FF
669212,2022,FF
669212,2023,FF
669212,2024,FF
669212,2026,FF
669214,2020,FF
669214,2021,FF
669270,2022,FF
669270,2023,FF
669270,2024,FC
669270,2026,SI
669276,2022,FF
669276,2023,FF
669276,2024,FF
669276,2025,FF
669276,2026,FF
669294,2021,FF
669302,2021,FF
669302,2022,FF
669302,2023,FF
669302,2024,FF
669302,2025,FF
669302,2026,FF
669308,2024,FF
669308,2025,FF
669330,2021,FF
669330,2022,FF
669330,2023,FF
669330,2024,FF
669330,2025,FF
669330,2026,FF
669358,2021,FF
669358,2022,FF
669358,2024,FF
669358,2025,FF
669358,2026,FF
669371,2025,FF
669371,2026,FF
669372,2024,SI
669372,2025,SI
669372,2026,FF
669373,2020,FF
669373,2021,FF
669373,2022,FF
669373,2023,FF
669373,2024,FF
669373,2025,FF
669373,2026,FF
669387,2023,FF
669387,2024,FF
669387,2025,FF
669387,2026,FF
669395,2022,FF
669395,2023,FF
669422,2024,FF
669422,2025,FF
669424,2021,FF
669424,2022,FF
669424,2023,FF
669432,2020,FF
669432,2021,FF
669432,2022,FF
669432,2023,FF
669432,2024,FF
669432,2025,FF
669432,2026,FF
669438,2023,FF
669438,2024,FF
669438,2025,FF
669438,2026,FF
669456,2020,FF
669456,2021,FF
669456,2022,FF
669456,2023,FF
669456,2024,FF
669456,2025,FF
669456,2026,FF
669459,2021,FC
669459,2022,FF
669459,2023,FF
669461,2022,FF
669461,2023,FF
669461,2024,FF
669461,2025,FF
669461,2026,FF
669467,2022,FF
669467,2023,FF
669467,2024,FF
669467,2025,FF
669467,2026,FF
669618,2021,FF
669618,2022,FF
669618,2023,FF
669620,2024,FF
669620,2025,FF
669620,2026,FF
669622,2021,SI
669622,2022,SI
669622,2024,SI
669622,2025,SI
669622,2026,SI
669674,2021,FF
669674,2022,FF
669674,2023,FF
669674,2024,FF
669674,2025,FF
669684,2023,FF
669684,2025,FF
669684,2026,FF
669704,2025,FF
669711,2022,SI
669711,2023,FF
669711,2024,FF
669711,2025,FF
669711,2026,FF
669713,2022,FF
669713,2023,FF
669713,2024,FF
669713,2025,FF
669721,2023,FF
669721,2024,FF
669721,2025,FF
669724,2024,FF
669724,2025,FF
669724,2026,SI
669735,2021,SI
669796,2023,FF
669804,2022,FF
669854,2022,FF
669854,2023,FF
669854,2024,FF
669854,2025,FF
669854,2026,FF
669912,2022,FF
669912,2023,SI
669912,2024,SI
669920,2022,FF
669920,2025,FF
669920,2026,FF
669923,2022,FF
669923,2023,FF
669923,2024,FF
669923,2025,FF
669923,2026,FF
669935,2021,FF
669935,2022,FF
669947,2023,FF
669947,2025,FF
669947,2026,FF
669952,2021,FF
669952,2022,FF
669952,2023,FF
669952,2024,FF
670036,2022,FF
670036,2023,FF
670036,2024,FF
670036,2025,FF
670036,2026,FF
670046,2022,FF
670046,2023,FF
670046,2024,FF
670056,2020,FF
670056,2021,FF
670059,2022,SI
670059,2023,SI
670059,2024,SI
670059,2025,SI
670059,2026,SI
670062,2026,FF
670087,2021,FF
670090,2021,FF
670090,2022,FF
670102,2023,FF
670102,2024,FF
670102,2025,FF
670124,2022,FF
670124,2023,FF
670124,2024,FF
670167,2020,FF
670167,2022,FF
670167,2023,FF
670167,2024,FF
670167,2025,FF
670167,2026,FF
670174,2022,FF
670174,2023,FF
670174,2024,FF
670174,2025,FF
670183,2023,FF
670183,2026,FF
670241,2023,FF
670241,2024,FF
670245,2026,FF
670280,2020,FF
670280,2021,FF
670280,2022,FF
670280,2023,FF
670280,2024,FF
670280,2025,FF
670280,2026,FF
670288,2022,SI
670329,2020,FF
670329,2022,FF
670329,2023,FF
670329,2025,FF
670329,2026,FF
670426,2020,FF
670426,2022,FF
670456,2021,FF
670550,2020,FF
670766,2021,SI
670766,2024,FF
670810,2022,FF
670810,2023,FF
670810,2024,FF
670871,2024,FF
670912,2020,FF
670912,2021,FF
670912,2022,FF
670912,2023,FF
670912,2025,FF
670950,2020,FF
670950,2021,FF
670950,2022,FF
670950,2023,FF
670950,2024,FF
670950,2025,FF
670950,2026,FF
670955,2021,FF
670955,2022,FF
670955,2024,FF
670955,2025,FF
670970,2020,FF
670970,2022,FF
670970,2023,FF
670970,2024,FF
670970,2025,SI
670970,2026,FF
670990,2020,FF
670990,2021,FF
670990,2022,FF
670990,2023,SI
670990,2024,FF
670990,2025,FF
670990,2026,FF
671096,2023,FF
671096,2024,FF
671096,2025,FF
671096,2026,FF
671106,2023,FF
671106,2024,FF
671106,2025,FF
671106,2026,FF
671109,2025,FF
671111,2023,FF
671111,2024,FF
671131,2023,FF
671131,2025,FF
671212,2023,FF
671212,2024,FF
671212,2025,FF
671212,2026,FF
671305,2024,FF
671305,2025,FF
671345,2021,SI
671345,2022,FF
671345,2023,SI
671345,2024,FF
671382,2026,FF
671737,2023,FF
671737,2024,FF
671737,2025,FF
671737,2026,FF
671790,2022,FF
671922,2024,FF
671922,2025,FF
671922,2026,FF
671936,2026,FF
672282,2021,FF
672282,2022,FF
672282,2023,FF
672282,2024,FF
672282,2025,FF
672282,2026,FF
672335,2020,FF
672335,2021,FF
672335,2022,FF
672335,2023,FF
672335,2024,FF
672335,2025,SI
672335,2026,FF
672391,2022,FF
672391,2023,FF
672391,2024,FF
672391,2025,FF
672456,2024,FF
672456,2025,FF
672456,2026,FF
672552,2024,FF
672578,2020,FF
672578,2021,FF
672578,2022,FF
672578,2023,FF
672578,2024,FF
672578,2025,FF
672582,2022,FF
672582,2023,FF
672582,2024,FF
672582,2025,FF
672582,2026,SI
672710,2022,FF
672710,2023,FF
672710,2024,FF
672710,2025,FF
672715,2020,FF
672715,2021,FF
672715,2022,FF
672715,2023,FF
672730,2023,SI
672782,2024,FF
672782,2025,FF
672782,2026,FF
672841,2025,SI
672851,2022,FF
672851,2023,FF
672851,2024,FF
672860,2024,FF
672911,2022,FF
673258,2020,FF
673380,2024,FF
673380,2025,FF
673513,2024,FF
673513,2025,FF
673513,2026,FF
673540,2023,FF
673540,2025,FF
673540,2026,FF
673633,2020,FF
673929,2024,FF
673929,2025,FF
673929,2026,FF
674003,2023,FF
674003,2024,FF
674072,2022,FF
674072,2023,FF
674072,2024,FF
674285,2023,SI
674285,2024,SI
674285,2025,FF
674370,2023,FF
674370,2024,FF
674370,2025,FF
674370,2026,FF
674384,2025,FF
674444,2023,FF
674444,2025,FF
674444,2026,FF
674681,2023,FF
674841,2025,FF
674841,2026,FF
674944,2021,FF
674944,2024,SI
674944,2025,SI
675512,2025,FF
675512,2026,FF
675540,2022,FF
675540,2023,FF
675540,2024,FF
675627,2022,FF
675627,2023,FF
675627,2024,SI
675650,2024,FF
675660,2026,FF
675848,2025,FF
675848,2026,FF
675911,2022,FF
675911,2023,FF
675911,2024,FF
675911,2025,FF
675911,2026,FF
675912,2021,FF
675912,2022,FF
675916,2020,FF
675916,2021,FF
675916,2022,FF
675916,2023,FF
675916,2026,FF
675921,2020,FF
675921,2021,FF
675921,2022,FF
675921,2024,FF
675989,2023,FF
675989,2024,SI
675989,2026,FF
676050,2021,FF
676050,2022,FF
676051,2020,FF
676051,2021,FF
676051,2026,FF
676083,2021,FF
676083,2022,FF
676083,2023,FF
676083,2024,FF
676083,2025,FF
676083,2026,FF
676092,2022,SI
676092,2023,SI
676092,2024,FF
676092,2025,FF
676103,2022,FF
676105,2024,FF
676106,2023,FF
676106,2024,FF
676106,2025,FF
676106,2026,FF
676130,2022,FF
676130,2023,FF
676130,2024,FF
676130,2025,FF
676194,2022,FF
676206,2023,FF
676220,2020,SI
676220,2021,SI
676254,2023,SI
676254,2024,SI
676254,2025,SI
676254,2026,SI
676263,2025,FF
676263,2026,FF
676265,2021,FF
676265,2022,FF
676265,2023,FF
676272,2023,FF
676272,2024,FF
676282,2024,FF
676282,2025,FF
676282,2026,FF
676395,2023,FF
676395,2024,FF
676395,2025,FF
676395,2026,FF
676424,2021,FF
676428,2024,SI
676428,2025,FF
676428,2026,SI
676440,2023,FF
676440,2024,FF
676440,2025,FF
676440,2026,FF
676467,2025,FF
676467,2026,FF
676477,2021,FF
676477,2022,FF
676477,2023,FF
676477,2024,SI
676477,2025,SI
676477,2026,SI
676508,2024,FF
676508,2025,FF
676534,2022,FF
676534,2023,FF
676534,2024,FF
676534,2025,FF
676534,2026,FF
676568,2026,FF
676571,2025,FF
676571,2026,FF
676596,2020,SI
676596,2021,SI
676596,2022,SI
676596,2023,SI
676596,2024,SI
676604,2020,FF
676604,2021,FF
676604,2025,FF
676604,2026,FF
676606,2020,FF
676606,2021,FF
676614,2024,FF
676617,2024,SI
676617,2025,SI
676617,2026,SI
676637,2022,FF
676641,2022,FF
676660,2022,FF
676661,2024,FF
676661,2025,FF
676664,2022,FF
676664,2023,FF
676664,2024,FF
676664,2025,FF
676664,2026,FF
676680,2023,FF
676680,2024,FF
676684,2021,FF
676684,2022,FF
676684,2023,FF
676684,2024,FF
676684,2025,FF
676684,2026,FF
676702,2023,FF
676702,2024,FF
676702,2025,FF
676709,2021,FF
676710,2022,FF
676710,2023,FF
676710,2024,FF
676714,2022,FF
676714,2023,FF
676714,2024,FF
676720,2022,FF
676742,2025,FF
676742,2026,FF
676755,2021,FF
676755,2024,FF
676755,2025,FF
676755,2026,FF
676760,2022,FF
676760,2023,FF
676760,2024,FF
676760,2025,FF
676760,2026,FF
676775,2023,FF
676775,2024,FF
676775,2026,FF
676831,2021,FF
676831,2022,FF
676840,2021,SI
676840,2022,SI
676879,2021,SI
676879,2022,FF
676879,2024,SI
676879,2025,SI
676879,2026,SI
676886,2021,FF
676886,2022,FF
676917,2025,FF
676917,2026,FF
676961,2025,FF
676962,2024,FF
676962,2025,FF
676962,2026,FF
676969,2021,SI
676969,2024,SI
676974,2024,FF
676974,2025,FF
676974,2026,FF
676979,2020,FF
676979,2021,FF
676979,2023,FF
676979,2024,FF
676979,2025,FF
676979,2026,FF
677020,2023,FF
677020,2024,FF
677053,2022,FF
677053,2023,FF
677053,2024,FF
677053,2026,FF
677161,2022,FF
677161,2023,FF
677161,2024,FF
677161,2025,FF
677161,2026,FC
677651,2020,FF
677651,2021,FF
677651,2022,FF
677651,2023,FF
677651,2025,FF
677865,2021,FC
677865,2022,SI
677865,2023,SI
677865,2025,SI
677865,2026,FF
677944,2023,FF
677944,2024,FF
677944,2025,FF
677944,2026,FF
677952,2025,FF
677952,2026,FF
677955,2024,SI
677955,2025,FF
677955,2026,FF
677958,2024,FF
677958,2025,FF
677958,2026,FF
677960,2021,FF
677960,2023,FF
677960,2024,FF
677960,2025,FF
677960,2026,FF
677961,2026,FF
677976,2020,SI
677976,2021,SI
677976,2026,SI
678020,2024,FF
678020,2025,FF
678020,2026,FF
678022,2025,FF
678022,2026,FF
678024,2025,FF
678061,2023,FF
678061,2024,FF
678215,2025,FF
678226,2024,FF
678226,2025,FF
678316,2025,FF
678368,2024,FF
678368,2025,FF
678394,2022,FF
678394,2023,FF
678394,2024,FF
678394,2025,FF
678394,2026,FF
678495,2024,FF
678495,2025,FF
678606,2023,FF
678606,2024,FF
678606,2025,FF
678606,2026,SI
678692,2024,FF
678692,2025,FF
678821,2024,FF
678821,2025,FF
678868,2026,SI
678906,2024,SI
678906,2025,FF
678906,2026,FF
679156,2024,SI
679346,2023,SI
679358,2025,FF
679358,2026,FF
679525,2023,FF
679525,2024,FF
679775,2025,SI
679775,2026,SI
679883,2025,FF
679883,2026,FF
679885,2023,FF
679885,2024,FF
679885,2025,FF
680570,2023,FF
680570,2024,FF
680570,2026,FF
680573,2022,FF
680573,2024,FF
680573,2025,FF
680573,2026,FF
680604,2026,SI
680684,2025,FF
680686,2021,FF
680686,2022,FF
680686,2023,FF
680689,2023,FF
680689,2025,FF
680692,2020,FF
680694,2022,FF
680694,2023,FF
680694,2024,FF
680694,2025,FF
680694,2026,FF
680702,2020,FF
680702,2026,FF
680704,2021,FF
680704,2022,FF
680704,2023,FF
680704,2024,FF
680704,2025,FF
680723,2023,FF
680723,2026,FF
680729,2025,SI
680730,2024,FF
680730,2025,FF
680730,2026,FF
680732,2024,FF
680732,2025,FF
680732,2026,FF
680735,2023,FF
680735,2025,FF
680736,2024,FF
680736,2025,FF
680736,2026,FF
680739,2022,FF
680739,2023,FF
680742,2025,FF
680742,2026,FF
680744,2024,FF
680744,2026,FF
680755,2025,FF
680755,2026,FF
680767,2023,FF
680767,2024,FF
680767,2025,FF
680767,2026,FF
680802,2026,FF
680880,2024,FF
680880,2025,FF
680885,2024,FF
680885,2025,FF
680891,2024,FF
680897,2024,FF
680916,2026,FF
680951,2025,FF
681006,2025,FF
681035,2024,FF
681035,2026,FF
681066,2024,FF
681151,2025,FF
681151,2026,FF
681168,2025,FF
681190,2023,FF
681190,2024,FF
681190,2025,FF
681190,2026,FF
681217,2022,FF
681217,2023,FF
681217,2024,FF
681217,2025,FF
681217,2026,FF
681252,2026,FF
681293,2024,FF
681293,2025,FF
681293,2026,FF
681343,2025,FF
681343,2026,FF
681347,2025,FF
681347,2026,FF
681402,2023,FF
681402,2024,FF
681402,2026,FF
681432,2023,FF
681432,2024,FF
681464,2022,FF
681517,2024,FF
681517,2025,FF
681517,2026,FF
681676,2024,FF
681676,2025,FF
681676,2026,FF
681751,2025,FF
681751,2026,FF
681799,2022,FC
681799,2024,FC
681799,2025,FC
681799,2026,SI
681806,2021,FF
681806,2022,FF
681806,2023,FF
681810,2021,FF
681810,2022,FF
681810,2025,SI
681810,2026,FF
681857,2023,FF
681857,2024,FF
681857,2025,FF
681867,2023,SI
681867,2024,SI
681867,2025,SI
681867,2026,SI
681869,2023,FF
681869,2024,FF
681869,2025,FF
681870,2024,FF
681870,2025,FF
681870,2026,FF
681882,2023,SI
681882,2025,SI
681885,2022,FF
681892,2023,FC
681892,2024,SI
681892,2025,SI
681892,2026,SI
681895,2025,FF
681895,2026,FF
681911,2020,FF
681911,2021,FF
681911,2022,FF
681911,2023,FF
681911,2024,FF
681911,2025,FF
681911,2026,FF
681916,2025,FF
681916,2026,FF
681982,2023,FF
681982,2024,FF
681982,2025,FF
681982,2026,FF
682010,2023,FF
682051,2022,FF
682051,2023,FF
682052,2023,FF
682052,2024,FF
682052,2025,FF
682052,2026,FF
682120,2023,FF
682120,2024,FF
682120,2025,FF
682120,2026,FF
682171,2022,FF
682171,2023,FF
682171,2025,FF
682175,2023,SI
682227,2023,FF
682227,2024,FF
682227,2026,FF
682243,2023,FF
682243,2024,FF
682243,2025,FF
682243,2026,FF
682254,2024,FF
682254,2025,FF
682254,2026,FF
682274,2025,FF
682445,2026,FF
682608,2026,FF
682610,2024,FF
682610,2025,SI
682790,2025,FF
682825,2025,SI
682825,2026,SI
682842,2023,SI
682842,2024,SI
682842,2025,SI
682842,2026,SI
682847,2022,FF
682847,2023,FF
682847,2024,FF
682847,2025,FF
682967,2023,FF
682982,2026,FF
682989,2025,SI
682989,2026,FF
682990,2023,FF
682990,2024,FF
682990,2025,SI
682995,2026,FF
683000,2026,FF
683003,2024,FF
683003,2026,FF
683004,2024,FF
683004,2025,FF
683004,2026,FF
683155,2023,FF
683155,2024,FF
683155,2025,FF
683175,2023,FF
683175,2025,FF
683175,2026,FF
683232,2020,FF
683232,2021,FF
683232,2023,FF
683232,2024,FF
683232,2025,FF
683232,2026,FF
683352,2026,FF
683409,2024,FF
683409,2025,FF
683568,2024,FF
683618,2025,FF
683618,2026,FF
683627,2024,FF
683627,2025,FF
683742,2026,FF
683769,2022,FF
683769,2023,FF
683769,2024,FF
683769,2025,FF
683769,2026,FF
684007,2024,FF
684007,2025,FF
684007,2026,FF
684049,2026,FF
684320,2024,FF
684320,2025,FF
684442,2026,FF
684974,2025,FF
684974,2026,FF
685005,2026,SI
685107,2024,FF
685107,2025,FF
685112,2026,FC
685116,2024,SI
685126,2025,FF
685126,2026,FF
685299,2024,FF
685299,2025,FF
685299,2026,FF
685314,2023,SI
685314,2025,SI
685326,2025,FF
685410,2023,FF
685493,2020,FF
685503,2021,FF
685503,2022,SI
685801,2024,FF
685801,2025,FF
685801,2026,FF
686218,2023,FF
686218,2025,FF
686218,2026,FF
686228,2025,SI
686294,2023,FF
686539,2023,SI
686539,2024,FF
686560,2026,FF
686563,2024,FF
686563,2025,FF
686580,2024,FF
686580,2025,FF
686580,2026,FF
686610,2022,FF
686610,2023,FF
686613,2022,FF
686613,2023,FF
686613,2024,FF
686613,2025,FF
686613,2026,FF
686642,2024,FF
686642,2025,FF
686651,2023,FF
686654,2023,FF
686701,2025,FF
686730,2023,FF
686730,2024,FF
686730,2025,SI
686747,2023,SI
686747,2024,SI
686751,2025,FF
686751,2026,FF
686752,2022,FF
686752,2023,FF
686752,2024,FF
686752,2025,FF
686753,2022,FF
686753,2023,FF
686753,2026,FF
686790,2025,SI
686790,2026,SI
686796,2024,FF
686799,2024,FF
686799,2025,FF
686799,2026,FF
686826,2023,FF
686826,2024,FF
686826,2025,FF
686839,2023,FF
686930,2025,FF
686930,2026,FF
686972,2022,FF
686973,2022,FF
686973,2023,FF
686973,2024,FF
686973,2025,FF
686973,2026,FF
686993,2025,FF
686993,2026,FF
687014,2024,FF
687064,2025,FF
687064,2026,FF
687075,2025,SI
687075,2026,FF
687134,2024,FF
687134,2025,FF
687145,2023,FF
687209,2025,FF
687209,2026,FF
687223,2025,FF
687223,2026,SI
687239,2026,FF
687312,2026,FF
687330,2023,SI
687330,2024,SI
687330,2025,FF
687330,2026,SI
687362,2024,FF
687362,2025,FF
687377,2025,FF
687377,2026,FF
687396,2023,FF
687396,2025,FF
687396,2026,FF
687424,2024,FF
687424,2025,FF
687473,2025,FF
687473,2026,FF
687531,2026,FF
687562,2026,FF
687570,2026,FF
687606,2025,FF
687606,2026,FF
687765,2024,SI
687765,2025,SI
687765,2026,FC
687792,2024,FF
687798,2023,FF
687798,2024,FF
687830,2023,FF
687830,2025,FF
687849,2025,FF
687849,2026,FF
687863,2024,FF
687863,2025,FF
687888,2023,SI
687888,2025,FF
687911,2024,FF
687911,2025,FF
687911,2026,FF
687922,2023,FF
687922,2024,FF
687922,2025,FF
687924,2024,FF
687931,2025,FF
687931,2026,FF
687941,2026,FF
688107,2024,FF
688107,2026,FF
688138,2025,FF
688158,2025,FF
688158,2026,FF
688297,2024,FF
688297,2025,FF
688297,2026,FF
688497,2025,FF
688642,2025,FF
688642,2026,FF
688883,2026,FF
689017,2024,FF
689017,2025,FF
689147,2024,FF
689147,2025,FF
689147,2026,FF
689225,2022,FF
689225,2023,FF
689225,2024,FF
689225,2025,FF
689225,2026,FF
689254,2025,FC
689254,2026,FC
689266,2023,FF
689266,2025,SI
689266,2026,SI
689296,2026,FF
689441,2026,FF
689520,2025,FF
689520,2026,FF
689546,2026,SI
689672,2024,FF
689690,2024,SI
689690,2025,FF
689818,2026,FF
689958,2024,FF
689981,2024,FF
690155,2026,FF
690382,2025,SI
690544,2024,FF
690544,2025,FF
690829,2023,FF
690829,2024,FF
690916,2024,FF
690916,2025,FF
690925,2025,FF
690925,2026,FF
690928,2025,FF
690928,2026,FF
690953,2025,FF
690953,2026,FF
690978,2026,FF
690986,2023,FF
690986,2024,FF
690986,2025,FF
690986,2026,FF
690990,2025,FF
690997,2025,FF
690997,2026,FF
691008,2026,FF
691172,2024,SI
691172,2025,SI
691251,2025,FF
691587,2023,FF
691587,2025,FF
691587,2026,FF
691725,2026,FF
691769,2025,FF
691769,2026,FF
691799,2025,FF
691799,2026,FF
691946,2026,FF
691951,2024,FF
691951,2025,FF
691951,2026,FF
692230,2025,FF
692285,2024,FF
692285,2025,FF
693312,2023,FF
693312,2024,FF
693312,2025,FF
693312,2026,FF
693313,2025,FF
693433,2023,FF
693433,2024,FF
693433,2025,FF
693433,2026,FF
693645,2025,FF
693645,2026,FF
693686,2026,FF
693821,2022,FF
693821,2023,FF
693821,2024,FF
693821,2025,FF
693821,2026,FF
693855,2025,FF
693855,2026,FF
694037,2023,FF
694037,2024,FF
694037,2025,FF
694037,2026,FF
694297,2023,FF
694297,2024,FF
694297,2025,FF
694297,2026,FF
694335,2025,SI
694335,2026,SI
694341,2026,FF
694346,2026,FF
694350,2024,FF
694350,2025,FF
694360,2026,FF
694361,2024,FF
694361,2025,FF
694361,2026,FF
694363,2023,FF
694363,2024,FF
694363,2025,FF
694462,2024,FF
694462,2025,SI
694462,2026,SI
694477,2025,FF
694477,2026,FF
694646,2025,FF
694680,2026,FF
694738,2024,SI
694738,2025,SI
694738,2026,FF
694813,2023,FF
694813,2024,FF
694819,2025,FF
694819,2026,FF
694851,2025,FF
694851,2026,FF
694918,2025,FF
694918,2026,FF
694973,2024,FF
694973,2025,FF
694973,2026,FF
695001,2026,SI
695034,2026,SI
695076,2024,FF
695076,2026,FF
695239,2026,FF
695243,2023,FF
695243,2024,FF
695243,2025,FF
695243,2026,FF
695380,2026,FF
695418,2025,FF
695418,2026,FF
695445,2025,FF
695505,2025,FF
695505,2026,FF
695534,2026,FF
695549,2025,FF
695611,2026,FF
695684,2026,FF
696062,2026,FF
696070,2026,FF
696131,2024,FF
696131,2026,FF
696136,2023,FF
696136,2024,FF
696136,2025,FF
696136,2026,FF
696147,2023,SI
696147,2025,SI
696147,2026,SI
696149,2025,FF
696149,2026,FF
696270,2025,SI
696270,2026,SI
696519,2026,FF
696522,2026,FF
697812,2025,SI
697812,2026,FF
699044,2026,FF
699134,2025,FF
699134,2026,FF
699823,2026,FF
699911,2025,FF
700187,2024,FF
700187,2025,FF
700241,2024,FF
700241,2025,FF
700241,2026,FF
700249,2024,FF
700249,2025,FF
700249,2026,FF
700270,2024,FF
700363,2023,FF
700363,2025,FF
700669,2025,FF
700669,2026,FF
700712,2026,FF
700842,2026,FF
701121,2025,FF
701487,2025,FF
701519,2025,FF
701519,2026,FF
701542,2024,FF
701542,2025,FF
701542,2026,FF
701552,2025,FF
701581,2024,FF
701581,2025,FF
701643,2023,SI
701656,2025,FF
701656,2026,FF
701719,2026,FF
702021,2026,FF
702056,2025,FF
702056,2026,FF
702070,2025,FF
702070,2026,FF
702193,2026,FF
702273,2026,FF
702275,2026,FF
702303,2026,FF
702352,2024,SI
702352,2025,FF
702474,2026,FF
702566,2026,FF
702674,2024,FF
702674,2025,FF
702752,2026,FC
702795,2025,FF
703615,2026,FF
703725,2026,FF
800048,2025,FF
800048,2026,FF
800049,2024,FF
800049,2025,FF
800311,2025,FF
800311,2026,FF
801139,2025,FF
801139,2026,FF
801403,2025,FF
801403,2026,FF
801434,2025,FF
801434,2026,FF
802419,2025,FF
804267,2026,FF
804636,2025,FF
804636,2026,FF
805123,2025,FF
805123,2026,FF
805299,2025,SI
805299,2026,SI
805326,2026,FF
805427,2026,FF
805673,2024,FF
805673,2025,FF
805673,2026,FF
806185,2024,FF
806185,2025,FF
806188,2025,FF
806188,2026,SI
806960,2025,FF
806960,2026,FF
807743,2026,FF
808963,2025,FF
808963,2026,FF
808967,2024,FF
808967,2025,FF
808967,2026,FF
813349,2025,FF
813349,2026,FF
814005,2024,FF
815083,2025,FF
