pitcher,season,fb_type
621114,2021,FF
621114,2022,FF
621114,2024,FF
621121,2020,SI
621121,2021,SI
621121,2022,SI
621121,2025,FF
621121,2026,SI
621129,2020,FF
621129,2021,FF
621139,2020,FF
621139,2021,FF
621139,2025,FF
621141,2020,SI
621142,2020,FF
621199,2024,SI
621199,2025,SI
621219,2020,FF
621219,2021,FF
621219,2022,FF
621237,2020,SI
621237,2021,SI
621237,2022,SI
621237,2023,SI
621237,2024,SI
621237,2025,SI
621237,2026,SI
621242,2020,FF
621242,2021,FF
621242,2022,FF
621242,2024,FF
621242,2025,FF
621242,2026,FF
621244,2020,FF
621244,2021,FF
621244,2022,FF
621244,2023,FF
621244,2024,FF
621244,2025,FF
621248,2021,FF
621248,2022,FF
621249,2020,FF
621249,2021,FF
621249,2022,FF
621249,2023,SI
621261,2020,FF
621261,2021,FF
621290,2020,SI
621294,2020,FF
621294,2023,SI
621294,2024,SI
621295,2020,FF
621295,2021,FF
621295,2022,FF
621295,2023,FF
621345,2020,FF
621345,2021,FF
621345,2022,FF
621345,2023,FF
621345,2024,FF
621345,2025,FF
621345,2026,FF
621348,2021,SI
621348,2022,SI
621363,2022,FF
621363,2023,FF
621363,2024,FF
621363,2025,FF
621366,2020,SI
621366,2021,SI
621366,2022,SI
621366,2023,SI
621366,2025,SI
621366,2026,SI
621368,2020,FF
621368,2021,FF
621368,2022,FF
621368,2023,FF
621381,2020,FF
621381,2021,FF
621381,2022,FF
621381,2023,FF
621381,2024,FF
621381,2025,FF
621381,2026,FF
621383,2022,FF
621383,2023,FF
621383,2024,FF
621383,2025,FF
621383,2026,FF
621389,2022,SI
621389,2023,SI
621389,2024,SI
621593,2021,FF
621593,2022,FF
622065,2020,FF
622065,2021,FF
622065,2022,SI
622065,2023,SI
622065,2024,SI
622072,2020,SI
622072,2021,SI
622072,2022,SI
622072,2023,SI
622072,2024,SI
622075,2020,FF
622075,2021,FF
622075,2022,FF
622075,2023,FF
622075,2024,SI
622088,2020,FF
622088,2021,FF
622088,2026,SI
622092,2020,FF
622092,2021,FF
622098,2020,FF
622098,2021,FF
622098,2022,FF
622098,2023,FF
622098,2024,FF
622103,2023,FF
622250,2021,FF
622250,2022,FF
622250,2023,FF
622250,2024,FF
622251,2020,FF
622251,2021,FF
622251,2022,FF
622251,2023,FF
622251,2024,SI
622253,2020,FF
622253,2021,SI
622253,2022,SI
622253,2024,SI
622259,2023,FF
622259,2024,FF
622379,2025,FF
622446,2021,FF
622490,2020,FF
622491,2020,FF
622491,2021,FF
622491,2022,FF
622491,2023,FF
622491,2024,FF
622491,2025,FF
622491,2026,FF
622492,2020,FF
622503,2021,FF
622503,2022,FF
622503,2025,FF
622554,2022,FF
622554,2023,FF
622554,2024,FF
622554,2025,FF
622554,2026,FF
622608,2020,FF
622608,2021,FF
622608,2022,FF
622608,2023,FF
622608,2024,FF
622608,2025,FF
622608,2026,FF
622663,2022,FF
622663,2023,FF
622663,2024,FF
622663,2025,FF
622663,2026,FF
622694,2020,FF
622694,2021,FF
622694,2022,FF
622694,2024,FF
622766,2021,FF
622766,2023,SI
622772,2020,SI
622772,2023,SI
622780,2020,FF
622780,2021,FF
622780,2023,FF
622786,2020,SI
622786,2022,SI
622786,2024,FF
622786,2025,SI
623149,2020,FF
623149,2021,FF
623149,2022,FF
623149,2023,FF
623149,2024,FF
623149,2025,FF
623149,2026,FF
623167,2021,FF
623167,2022,FF
623167,2023,FF
623167,2024,FF
623167,2025,FF
623211,2022,FF
623211,2023,FF
623211,2024,FF
623211,2025,FF
623211,2026,SI
623352,2020,SI
623352,2021,SI
623352,2022,SI
623352,2023,SI
623352,2024,SI
623352,2025,SI
623352,2026,SI
623364,2021,FF
623433,2020,FF
623433,2021,FF
623433,2023,FF
623433,2024,FF
623433,2025,FF
623437,2020,SI
623437,2021,SI
623437,2022,SI
623437,2023,SI
623437,2025,SI
623437,2026,SI
623451,2022,FF
623451,2023,SI
623454,2021,FF
623454,2026,FF
623465,2020,FF
623465,2021,FF
623465,2022,FF
623465,2023,FF
623465,2024,FF
623465,2026,FF
623470,2020,FF
623474,2020,FF
623474,2021,FF
623474,2022,SI
623474,2023,SI
623474,2024,SI
623474,2025,FF
623474,2026,SI
623485,2020,FF
623485,2021,FF
623485,2022,FF
624133,2021,FF
624133,2022,FF
624133,2023,FF
624133,2024,FF
624133,2025,FF
624133,2026,FF
624418,2020,FF
624522,2021,FF
624522,2022,FF
624522,2023,FF
624522,2024,FF
624522,2026,FF
624647,2020,SI
624647,2021,SI
624647,2023,SI
624647,2024,SI
625643,2020,FF
625643,2021,FF
625643,2022,FF
625643,2023,FF
625643,2024,FF
625643,2026,FF
626929,2020,FF
626929,2021,FF
628317,2020,FF
628317,2021,FF
628317,2023,FF
628317,2024,FF
628345,2021,FF
628452,2020,FF
628452,2021,FF
628452,2022,FF
628452,2023,FF
628452,2024,FF
628452,2025,FF
628452,2026,FF
628708,2022,FF
628708,2023,SI
628708,2024,FF
628711,2020,FF
628711,2021,FF
628711,2022,FF
628711,2023,FF
630023,2020,SI
630023,2022,SI
630023,2023,SI
630023,2024,FF
630263,2020,FF
640444,2020,FF
640444,2021,FF
640444,2022,FF
640448,2020,FF
640448,2021,FF
640448,2022,FF
640448,2023,FF
640448,2024,FF
640448,2025,FF
640448,2026,FF
640451,2020,FF
640451,2021,FF
640451,2022,FF
640451,2023,FF
640451,2024,FF
640451,2025,FF
640454,2023,SI
640454,2026,SI
640455,2020,SI
640455,2021,SI
640455,2022,FF
640455,2023,FF
640455,2024,FF
640455,2025,FF
640455,2026,FF
640462,2021,FF
640462,2022,FF
640462,2023,FF
640462,2024,FF
640462,2025,FF
640464,2021,SI
640470,2020,FF
640470,2021,FF
640470,2022,FF
640470,2023,FF
640470,2024,FF
641149,2024,FF
641154,2020,FF
641154,2021,FF
641154,2022,FF
641154,2023,FF
641154,2024,FF
641154,2025,FF
641302,2020,FF
641302,2021,FF
641302,2022,FF
641302,2023,FF
641302,2024,FF
641302,2025,FF
641302,2026,FF
641312,2020,FF
641312,2021,FF
641312,2024,FF
641312,2025,FF
641312,2026,FF
641329,2022,FF
641329,2023,FF
641329,2024,FF
641329,2025,FF
641329,2026,FF
641341,2020,SI
641360,2021,FF
641360,2022,FF
641360,2023,FF
641360,2024,FF
641386,2021,FF
641386,2025,FF
641394,2021,FF
641394,2022,FF
641401,2020,FF
641401,2021,FF
641401,2022,FF
641401,2023,FF
641401,2025,FF
641401,2026,FF
641420,2020,FF
641420,2021,FF
641447,2020,FF
641447,2021,FF
641447,2022,FF
641482,2020,FF
641482,2021,FF
641482,2022,FF
641482,2023,FF
641482,2024,FF
641482,2025,FF
641501,2022,FF
641540,2020,FF
641540,2021,SI
641540,2022,SI
641540,2023,FF
641540,2024,SI
641540,2025,SI
641541,2021,FF
641582,2020,FF
641582,2021,FF
641582,2022,FF
641585,2023,FF
641585,2024,FF
641627,2020,FF
641627,2022,FF
641627,2023,FF
641632,2021,FF
641656,2020,FF
641656,2023,FF
641656,2024,FF
641656,2025,FF
641672,2020,FF
641672,2021,FF
641672,2023,FF
641672,2025,FF
641682,2021,FF
641703,2023,FF
641703,2024,FF
641712,2020,FF
641712,2021,SI
641712,2022,FF
641712,2023,FF
641712,2024,FF
641726,2021,SI
641726,2022,FF
641726,2024,SI
641729,2020,FF
641729,2021,FF
641729,2022,FF
641729,2023,FF
641729,2024,FF
641743,2020,FF
641743,2021,FF
641743,2023,FF
641743,2026,FF
641745,2020,FF
641745,2021,FF
641745,2022,FF
641745,2023,FF
641745,2024,FF
641745,2025,FF
641745,2026,FF
641755,2020,FF
641755,2021,FF
641755,2022,FF
641755,2023,FF
641755,2024,FF
641755,2025,FF
641755,2026,FF
641771,2020,FF
641771,2021,FF
641771,2022,FF
641771,2023,FF
641771,2024,FF
641778,2020,FF
641778,2021,FF
641778,2022,FF
641778,2023,FF
641778,2025,FF
641778,2026,FF
641793,2020,FF
641793,2021,FF
641793,2022,FF
641793,2023,FF
641793,2024,FF
641793,2025,FF
641793,2026,FF
641816,2020,FF
641816,2021,FF
641816,2022,FF
641816,2023,FF
641816,2024,FF
641816,2025,FF
641816,2026,FF
641835,2021,SI
641835,2022,SI
641835,2023,SI
641835,2024,SI
641835,2025,SI
641835,2026,SI
641838,2020,SI
641851,2021,FF
641853,2022,FF
641871,2020,FF
641871,2021,FF
641871,2022,FF
641871,2023,FF
641907,2020,SI
641907,2021,FF
641907,2022,FF
641927,2021,FF
641927,2022,FF
641927,2023,FF
641927,2024,FF
641927,2025,FF
641927,2026,FF
641941,2020,FF
641941,2021,FF
641941,2022,FF
641941,2023,FF
641941,2024,FF
641941,2025,FF
641941,2026,FF
642003,2020,FF
642003,2021,SI
642016,2025,FF
642028,2021,FF
642028,2022,FF
642028,2024,FF
642048,2021,SI
642048,2023,SI
642048,2024,SI
642048,2025,SI
642068,2021,FF
642073,2021,FF
642083,2020,FF
642083,2021,FF
642092,2020,SI
642092,2021,SI
642100,2022,FF
642100,2023,FF
642100,2024,FF
642100,2025,FF
642100,2026,FF
642121,2020,FF
642121,2021,FF
642121,2022,FF
642121,2024,FF
642121,2025,FF
642121,2026,FF
642130,2020,FF
642130,2021,FF
642130,2022,FF
642152,2020,FF
642152,2021,FF
642152,2022,FF
642152,2025,FF
642203,2020,FF
642203,2021,FF
642203,2022,FF
642207,2020,FF
642207,2021,FF
642207,2022,FF
642207,2023,FF
642207,2024,FF
642207,2025,FF
642207,2026,FF
642216,2023,FF
642216,2025,SI
642231,2022,SI
642231,2023,SI
642232,2020,FF
642232,2021,FF
642232,2022,FF
642232,2023,FF
642232,2024,FF
642232,2025,FF
642232,2026,FF
642233,2020,SI
642233,2021,SI
642239,2023,FF
642239,2024,FC
642239,2025,FF
642397,2020,SI
642397,2021,FF
642397,2022,FF
642397,2023,FF
642397,2024,FF
642397,2025,FF
642397,2026,FF
642520,2024,FF
642528,2020,FF
642528,2021,SI
642528,2022,SI
642528,2023,SI
642528,2025,SI
642528,2026,FF
642545,2020,FF
642545,2021,FF
642545,2022,FF
642545,2023,FF
642546,2020,SI
642546,2022,SI
642546,2023,SI
642546,2024,SI
642546,2026,FF
642547,2020,FF
642547,2021,FF
642547,2022,FF
642547,2023,FF
642547,2024,FF
642547,2025,FF
642547,2026,FF
642584,2020,SI
642585,2022,SI
642585,2023,SI
642585,2025,SI
642629,2024,FF
642701,2020,SI
642701,2021,FF
642701,2022,FF
642701,2023,SI
642701,2024,FF
642701,2025,FF
642701,2026,FF
642758,2021,FF
642758,2022,FF
642758,2023,FF
642759,2021,FF
642759,2025,FF
642770,2020,SI
642770,2021,SI
642770,2022,SI
642770,2023,FF
642834,2024,FF
643230,2020,FF
643230,2021,FF
643230,2022,FF
643256,2020,FF
643256,2021,FF
643256,2022,FF
643256,2023,FF
643256,2024,FF
643290,2020,FF
643290,2021,FF
643290,2022,FF
643316,2020,FF
643316,2021,FF
643316,2022,FF
643327,2020,FC
643338,2020,FF
643338,2021,FF
643338,2022,FF
643338,2023,FF
643338,2024,FF
643338,2025,FF
643361,2023,FF
643361,2024,FF
643361,2025,FF
643377,2021,FF
643377,2022,FF
643377,2023,FF
643377,2024,FF
643377,2025,FF
643377,2026,FF
643400,2021,FF
643400,2022,FC
643410,2022,FF
643410,2023,FF
643410,2024,SI
643410,2025,SI
643410,2026,FF
643493,2022,FF
643493,2023,FF
643511,2020,FF
643511,2021,SI
643511,2022,SI
643511,2023,SI
643511,2024,SI
643511,2025,SI
643511,2026,SI
643532,2020,SI
643615,2020,SI
643615,2021,SI
643615,2022,SI
643778,2020,FF
643778,2021,FF
644364,2022,FF
644429,2022,FF
645261,2020,FF
645261,2021,FF
645261,2022,FF
645261,2023,FF
645261,2025,FF
645261,2026,FF
645307,2020,FF
646241,2026,FF
646242,2021,FF
646242,2022,FF
646242,2023,FF
647315,2021,SI
647315,2022,SI
647315,2023,SI
647315,2024,SI
647315,2025,SI
647315,2026,SI
647336,2020,FF
647336,2023,FF
647336,2024,FF
647336,2025,FF
647336,2026,FF
649144,2021,FF
650204,2022,FF
650347,2021,FF
650382,2020,FF
650382,2021,FF
650382,2022,FF
650496,2021,FF
650496,2023,SI
650530,2020,SI
650530,2021,SI
650530,2022,FF
650556,2021,FF
650556,2022,FF
650556,2023,FF
650556,2024,FF
650556,2025,FF
650556,2026,FF
650633,2020,SI
650633,2021,FF
650633,2022,FF
650633,2023,FF
650633,2024,FF
650633,2025,FF
650633,2026,FF
650644,2020,SI
650644,2021,FF
650644,2022,FF
650644,2023,FF
650644,2024,FF
650644,2025,FF
650644,2026,FF
650668,2020,FF
650668,2021,FF
650671,2020,FF
650671,2021,FF
650671,2022,FF
650671,2023,FF
650671,2024,FF
650828,2021,SI
650893,2020,FF
650893,2021,FF
650893,2022,FF
650893,2023,FF
650893,2024,FF
650893,2025,FF
650895,2020,SI
650895,2021,SI
650895,2022,SI
650911,2021,SI
650911,2022,SI
650911,2023,SI
650911,2024,SI
650911,2025,SI
650911,2026,SI
650959,2021,FF
650959,2022,FF
650960,2023,FF
655889,2021,FF
655889,2022,SI
655889,2024,FF
655889,2025,FF
656061,2021,FF
656061,2022,FF
656061,2023,FF
656186,2020,FF
656186,2025,FF
656212,2021,SI
656212,2026,FF
656222,2020,FF
656222,2022,FF
656222,2023,FF
656222,2024,FF
656222,2025,FF
656222,2026,FF
656232,2020,FF
656232,2021,FF
656232,2022,FF
656232,2023,FF
656232,2024,FF
656234,2022,SI
656234,2023,SI
656234,2024,SI
656234,2025,SI
656234,2026,FF
656240,2024,FF
656240,2025,FF
656257,2022,FF
656257,2023,FF
656266,2021,FF
656271,2022,FF
656271,2023,FF
656271,2024,FF
656271,2025,FF
656271,2026,FF
656288,2020,FF
656288,2021,FF
656288,2023,FF
656288,2024,FF
656288,2025,FF
656288,2026,FF
656290,2023,FF
656302,2020,FF
656302,2021,FF
656302,2022,FF
656302,2023,FF
656302,2024,FF
656302,2025,FF
656302,2026,FF
656322,2020,FF
656322,2021,FF
656322,2022,FF
656353,2021,FF
656353,2022,FF
656353,2023,FF
656354,2020,FF
656354,2021,FF
656354,2022,FF
656354,2024,SI
656382,2023,FF
656412,2022,FF
656412,2023,FF
656412,2024,FF
656420,2020,FF
656420,2021,FF
656420,2022,FF
656420,2024,FF
656427,2020,FF
656427,2021,FF
656427,2022,FF
656427,2023,FF
656427,2024,FF
656427,2025,FF
656427,2026,FF
656457,2021,FF
656457,2022,FF
656457,2023,FF
656457,2024,SI
656457,2025,FF
656458,2021,FF
656458,2022,FF
656464,2020,FF
656464,2021,FF
656464,2022,FF
656464,2023,FF
656464,2024,FF
656464,2025,FF
656464,2026,FF
656492,2022,FC
656492,2026,FF
656529,2021,FF
656529,2022,FF
656529,2023,FF
656529,2024,FF
656529,2026,FF
656546,2020,FF
656546,2021,FF
656546,2022,FF
656546,2023,FF
656546,2024,FF
656546,2025,FF
656546,2026,FF
656547,2020,FF
656548,2021,FF
656550,2024,FF
656550,2025,FF
656550,2026,FF
656557,2020,FF
656557,2021,FF
656557,2022,FF
656557,2023,FF
656557,2024,SI
656557,2025,SI
656578,2021,FF
656578,2022,FF
656578,2023,FF
656605,2020,FF
656605,2021,FF
656605,2022,FF
656605,2023,FF
656605,2024,FF
656605,2025,FF
656605,2026,FF
656620,2021,FF
656629,2021,FF
656629,2022,FF
656629,2023,FF
656629,2024,FF
656629,2025,FF
656638,2021,FF
656638,2022,SI
656638,2023,FF
656638,2024,SI
656638,2026,FF
656641,2023,FF
656641,2024,FF
656641,2025,FF
656641,2026,FF
656657,2022,FF
656657,2023,FF
656685,2020,FF
656685,2021,FF
656685,2022,FF
656686,2021,FF
656686,2022,FF
656686,2025,FF
656686,2026,FF
656730,2021,FF
656730,2022,FF
656730,2023,FF
656730,2024,FF
656730,2025,FF
656730,2026,FF
656731,2021,FF
656731,2022,FF
656731,2023,FF
656731,2024,FF
656731,2025,FF
656756,2020,FF
656756,2021,FF
656756,2022,FF
656756,2023,FF
656756,2024,FF
656786,2023,FC
656786,2024,FC
656793,2020,FF
656793,2021,FF
656793,2022,FF
656794,2020,FF
656794,2021,FF
656794,2022,FF
656794,2023,FF
656794,2024,FF
656794,2025,FF
656794,2026,FF
656803,2021,FF
656803,2022,FF
656814,2023,SI
656818,2021,FF
656818,2022,FF
656818,2023,FF
656848,2024,FF
656848,2025,FF
656848,2026,FF
656849,2020,FF
656849,2021,FF
656849,2022,FF
656849,2023,FF
656849,2024,FF
656849,2025,FF
656849,2026,FF
656876,2020,FF
656876,2021,FF
656876,2022,FF
656876,2023,FF
656876,2024,FF
656876,2025,FF
656876,2026,FF
656887,2020,FF
656887,2021,FF
656887,2022,FF
656887,2023,FF
656887,2024,FF
656924,2024,SI
656945,2020,FF
656945,2021,FF
656945,2022,FF
656945,2023,FF
656945,2024,FF
656945,2025,FF
656945,2026,FF
656954,2020,SI
656954,2021,SI
656970,2020,FF
656970,2022,FF
656970,2023,FF
656981,2021,FF
656981,2023,FF
656986,2022,FF
656986,2023,FF
656986,2025,FF
657006,2021,FF
657006,2022,FF
657006,2023,FF
657006,2024,FF
657006,2025,FF
657024,2020,FF
657024,2021,FF
657024,2022,FF
657024,2023,FF
657024,2024,FF
657024,2025,FF
657031,2020,FF
657031,2021,FF
657031,2023,FF
657044,2020,SI
657044,2021,FF
657044,2022,FF
657044,2023,SI
657044,2024,FF
657044,2025,FF
657044,2026,SI
657053,2020,FF
657053,2021,SI
657053,2022,SI
657053,2023,FF
657053,2024,SI
657093,2021,FF
657093,2022,FF
657097,2020,FF
657097,2021,FF
657097,2023,FF
657097,2024,FF
657097,2025,FF
657097,2026,FF
657140,2020,FF
657140,2022,FF
657140,2023,FF
657141,2020,FF
657228,2021,FF
657240,2020,FF
657240,2021,FF
657240,2022,FF
657240,2023,FF
657240,2024,FF
657240,2025,FF
657248,2021,FF
657248,2022,FF
657248,2023,FF
657265,2022,FF
657265,2023,FF
657265,2024,FF
657272,2022,FF
657277,2020,FF
657277,2021,FF
657277,2022,FF
657277,2023,FF
657277,2024,FF
657277,2025,FF
657277,2026,FF
657376,2022,FF
657376,2023,SI
657376,2024,SI
657376,2025,FF
657424,2022,FF
657424,2023,FF
657424,2025,FF
657424,2026,FF
657508,2021,FF
657508,2022,FF
657508,2023,FF
657508,2024,FF
657514,2023,SI
657514,2024,SI
657514,2025,SI
657514,2026,SI
657571,2020,FF
657571,2022,FF
657571,2023,FF
657571,2024,FF
657571,2025,FF
657571,2026,FF
657585,2022,FF
657585,2023,FF
657585,2024,FF
657585,2025,SI
657611,2020,FF
657612,2020,FF
657612,2021,FF
657612,2022,FF
657612,2023,FF
657612,2024,FF
657612,2025,FF
657612,2026,SI
657624,2020,FF
657649,2022,SI
657649,2024,SI
657649,2025,SI
657649,2026,SI
657697,2024,FC
657746,2021,FF
657746,2022,FF
657746,2023,FF
657746,2024,FF
657746,2025,FF
657746,2026,FF
657756,2022,FF
657756,2023,FF
657756,2025,FF
657756,2026,FF
657770,2022,FF
658305,2021,FF
658431,2022,FF
658551,2021,FF
658551,2022,SI
658648,2023,FF
658648,2024,FF
659262,2022,FF
659275,2020,FF
659275,2021,FF
659275,2022,FF
659275,2023,FF
660261,2023,FF
660271,2021,FF
660271,2022,FF
660271,2023,FF
660271,2025,FF
660271,2026,FF
660365,2021,FF
660546,2021,FF
660593,2022,FF
660593,2023,FF
660600,2020,FF
660600,2021,FF
660600,2024,FF
660604,2025,FF
660604,2026,FF
660623,2020,FF
660623,2021,FF
660623,2022,FF
660730,2022,FF
660730,2025,FF
660761,2021,FF
660761,2022,FF
660761,2023,FF
660761,2024,FF
660761,2025,FF
660761,2026,FF
660787,2022,SI
660787,2023,SI
660787,2025,FF
660787,2026,SI
660813,2020,SI
660813,2021,SI
660813,2022,FF
660813,2023,FF
660825,2022,FF
660825,2023,FF
660825,2024,FF
660825,2025,FF
660825,2026,SI
660853,2021,FF
660853,2022,FF
660853,2023,FF
660853,2024,FF
660853,2025,FF
660853,2026,FF
660896,2020,FF
660896,2021,FF
660896,2023,FF
660896,2024,FF
660896,2025,FF
660906,2021,FF
660906,2022,FF
660906,2023,FF
661255,2020,FF
661255,2021,FF
661255,2022,FF
661269,2021,FF
661269,2022,FF
661309,2022,FF
661309,2023,FF
661383,2021,FF
661383,2022,FF
661395,2022,FF
661395,2023,FF
661395,2024,FF
661395,2025,FF
661395,2026,FF
661403,2021,FC
661403,2022,FC
661403,2023,FC
661403,2024,FC
661403,2025,FC
661440,2021,FF
661440,2022,SI
661440,2023,SI
661527,2022,FF
661527,2023,FF
661527,2024,FF
661563,2021,FF
661563,2024,FF
661563,2025,FF
661563,2026,FF
662253,2022,FF
662253,2023,FF
662253,2024,FF
662253,2025,FF
662253,2026,FF
663158,2022,FF
663158,2023,FF
663158,2024,FF
663158,2025,FF
663158,2026,FF
663321,2024,FF
663321,2025,FF
663362,2023,FF
663362,2024,FF
663362,2026,FF
663366,2021,FF
663372,2021,FF
663372,2022,FF
663372,2023,FF
663372,2024,FF
663372,2025,FF
663372,2026,FF
663378,2021,FF
663378,2022,FF
663385,2022,SI
663385,2023,SI
663399,2021,FF
663399,2025,FF
663423,2021,FF
663423,2022,FF
663423,2023,FF
663423,2024,FF
663423,2025,FF
663423,2026,FF
663432,2020,FF
663432,2021,FF
663432,2022,FF
663432,2024,FF
663432,2025,FF
663436,2022,FF
663436,2024,FF
663436,2025,FF
663436,2026,FF
663455,2022,FF
663455,2025,FF
663460,2020,FF
663460,2021,FF
663460,2022,FF
663460,2023,FF
663460,2024,FF
663460,2025,FF
663460,2026,FF
663462,2023,FF
663465,2020,FF
663465,2021,FF
663465,2022,FF
663465,2023,FF
663465,2024,FF
663465,2025,FF
663465,2026,FF
663474,2020,FF
663474,2021,FF
663474,2022,FF
663474,2023,FF
663474,2024,FF
663474,2025,FF
663485,2022,FF
663485,2023,FF
663485,2024,FF
663485,2025,FF
663485,2026,FF
663531,2020,FF
663531,2021,FF
663531,2022,FF
663531,2024,FF
663542,2023,FF
663542,2024,FF
663542,2025,FF
663542,2026,FF
663546,2022,SI
663546,2023,SI
663546,2024,SI
663546,2025,SI
663554,2020,FF
663554,2021,FF
663554,2022,FF
663554,2024,FF
663554,2025,FF
663554,2026,FF
663556,2021,FF
663556,2022,FF
663556,2023,FF
663556,2026,FF
663558,2021,FF
663558,2022,FF
663558,2023,FF
663558,2026,FF
663559,2021,SI
663559,2022,FF
663559,2023,FF
663559,2024,FF
663559,2025,FF
663559,2026,FF
663562,2023,SI
663562,2024,SI
663562,2025,SI
663567,2023,FF
663567,2024,FF
663567,2026,FF
663568,2024,FF
663568,2025,FF
663568,2026,FF
663574,2021,FF
663574,2022,FF
663574,2024,FF
663574,2025,FF
663574,2026,FF
663623,2023,FF
663623,2024,FF
663623,2025,FF
663623,2026,FF
663629,2022,FF
663629,2023,FF
663658,2023,SI
663671,2025,FF
663687,2023,FF
663687,2024,FF
663687,2025,FF
663687,2026,FF
663704,2023,SI
663704,2024,FF
663734,2020,FF
663734,2021,FF
663738,2021,FF
663738,2022,FF
663738,2023,FF
663738,2024,FF
663738,2025,FF
663738,2026,FF
663752,2022,FF
663752,2023,FF
663753,2021,FF
663753,2022,FF
663765,2020,FF
663765,2021,FF
663765,2022,FF
663765,2023,FF
663765,2024,SI
663765,2025,FF
663765,2026,SI
663767,2025,FF
663767,2026,FF
663770,2021,FF
663773,2022,FF
663773,2023,FF
663773,2024,SI
663773,2025,SI
663776,2020,FF
663776,2021,FF
663776,2022,FF
663776,2023,FF
663776,2024,FF
663776,2026,FF
663795,2025,SI
663804,2021,FF
663804,2022,FF
663804,2023,FF
663804,2025,FF
663855,2021,SI
663855,2022,SI
663855,2023,FF
663855,2024,FF
663855,2025,FF
663855,2026,FF
663878,2020,FF
663878,2021,FF
663878,2023,FF
663878,2024,FF
663878,2025,FF
663878,2026,FF
663893,2024,SI
663893,2025,SI
663893,2026,SI
663903,2020,SI
663903,2021,SI
663903,2022,SI
663903,2023,SI
663903,2024,FF
663903,2025,FF
663903,2026,FF
663941,2023,FF
663941,2024,FF
663941,2025,FF
663941,2026,FF
663947,2022,FF
663947,2023,FF
663947,2024,FF
663947,2025,FF
663947,2026,FF
663969,2024,FF
663969,2025,FF
663969,2026,FF
663978,2020,FF
663978,2021,FF
663978,2022,FF
663978,2024,FF
663978,2025,FF
663978,2026,FF
663986,2021,FF
663986,2022,FF
663986,2023,FF
663989,2022,FC
663989,2023,FC
663989,2024,FC
663992,2021,FF
663992,2023,FF
663992,2024,FF
663992,2025,SI
663992,2026,FF
664028,2023,FF
664042,2020,FF
664042,2021,FF
664042,2022,FF
664045,2020,FF
664045,2021,SI
664054,2020,FF
664054,2021,FF
664054,2022,FF
664062,2020,FF
664062,2021,FF
664062,2022,FF
664062,2023,FF
664062,2025,FF
664069,2020,FF
664074,2020,FF
664074,2021,FF
664076,2021,FF
664076,2022,FF
664076,2023,FF
664076,2024,FF
664076,2025,FF
664076,2026,FF
664079,2024,SI
664092,2020,SI
664092,2021,SI
664092,2022,SI
664123,2021,SI
664123,2022,FF
664123,2025,SI
664126,2020,FF
664126,2021,FF
664126,2022,FF
664126,2023,FF
664126,2024,FF
664126,2025,FF
664126,2026,FF
664129,2020,SI
664129,2021,SI
664129,2026,FF
664139,2020,FF
664139,2022,FF
664139,2023,FF
664139,2025,FF
664141,2020,FF
664141,2021,FF
664141,2022,FF
664141,2025,SI
664141,2026,SI
664157,2020,FF
664157,2021,FF
664161,2022,FF
664180,2020,FF
664192,2020,SI
664192,2021,SI
664192,2023,FF
664192,2024,SI
664192,2025,FF
664192,2026,SI
664199,2020,FF
664199,2021,FF
664199,2022,FF
664199,2023,FF
664199,2025,FF
664199,2026,SI
664202,2022,FF
664208,2020,FF
664208,2021,FF
664208,2022,FF
664208,2023,FC
664208,2024,SI
664208,2025,SI
664208,2026,SI
664285,2020,SI
664285,2021,FF
664285,2022,FF
664285,2023,SI
664285,2024,SI
664285,2025,SI
664285,2026,SI
664294,2022,FF
664294,2023,FF
664294,2025,FF
664299,2020,FF
664299,2021,FF
664299,2022,FF
664299,2023,FF
664299,2024,FF
664299,2025,FF
664299,2026,FF
664337,2021,FF
664337,2022,FF
664350,2020,FF
664350,2024,FF
664351,2025,FF
664353,2020,FF
664353,2021,FF
664353,2022,FF
664353,2023,FF
664682,2021,FF
664714,2020,FF
664714,2021,FF
664747,2022,FF
664747,2023,FF
664747,2024,FF
664747,2025,FF
664776,2021,SI
664776,2023,SI
664776,2024,SI
664849,2022,SI
664849,2023,SI
664849,2024,SI
664849,2025,SI
664849,2026,SI
664854,2020,FF
664854,2021,FF
664854,2022,FF
664854,2023,FF
664854,2024,FF
664854,2025,FF
664854,2026,FF
664856,2020,FF
664875,2021,SI
664875,2022,SI
664875,2023,SI
664875,2024,SI
664875,2025,SI
664875,2026,FF
664918,2021,FF
664942,2022,SI
664942,2023,SI
664944,2022,FF
664948,2020,FF
664948,2021,FF
664948,2022,FF
664948,2023,FF
664948,2025,FC
664991,2025,FF
664991,2026,FF
665001,2022,FF
665001,2023,SI
665048,2023,FF
665093,2020,SI
665152,2020,FF
665152,2021,FF
665152,2022,FF
665152,2023,FF
665152,2024,FF
665152,2025,FF
665152,2026,FF
665620,2020,FF
665620,2021,FF
665620,2023,FF
665620,2024,FF
665621,2020,FF
665621,2022,FF
665622,2023,FF
665622,2024,FF
665622,2026,FF
665625,2022,SI
665625,2023,SI
665625,2024,SI
665625,2025,SI
665645,2021,FF
665645,2022,FF
665660,2025,FF
665660,2026,FF
665665,2022,FF
665665,2023,SI
665733,2020,FF
665733,2021,FF
665734,2023,FF
665759,2020,FF
665759,2021,FF
665795,2021,FF
665795,2022,FF
665795,2023,FF
665795,2024,FF
