pitcher,grp,pitch_type,player_name,n,resid_pp,whiff_pct,arm_diff,own_arm,fb_arm,as_gap,spin_nz_pct,cue_val,big,cue_pct,contrib_pp,aligned,share,sim_pct,arm_gap,slot,fb_slot
685126,offspeed,CH,"Eisert, Brandon",221,-2.4801669831822,37.5565610859729,3.30126604863333,30.2683257918552,32.5514897178384,-0.0686470588235295,100,3.30126604863333,TRUE,0.417112299465241,-0.103575429153066,TRUE,0.0417614740682391,42,3.3,30,33
608379,offspeed,CH,"Wacha, Michael",1274,4.49777930406372,29.1208791208791,3.3286537822881,53.8303553952409,50.5466673247835,-0.190419937205652,100,3.3286537822881,TRUE,0.411764705882353,-0.112722680101756,FALSE,,41,3.3,54,51
606160,offspeed,FS,"Montero, Rafael",251,2.47777662385618,35.8565737051793,2.97156465048895,33.103187250996,34.7263636363636,-0.113,100,2.97156465048895,TRUE,0.410714285714286,-0.114519461538106,FALSE,,41,3,33,35
680570,offspeed,CH,"Rodriguez, Grayson",466,-2.30449240523913,29.8283261802575,3.33334856417616,36.3926731324191,38.9127465269275,-0.121613733905579,100,3.33334856417616,TRUE,0.406417112299465,-0.121869931050446,TRUE,0.0528836331911451,41,3.3,36,39
605483,offspeed,CH,"Snell, Blake",424,2.48381066047553,42.9245283018868,3.33632149197271,53.210789644246,56.2513210305243,0.0562735849056603,100,3.33632149197271,TRUE,0.401069518716578,-0.131017181999135,FALSE,,40,3.3,53,56
594798,offspeed,CH,"deGrom, Jacob",247,1.07091369107307,40.8906882591093,3.39971738106031,33.8759336099585,30.5328417800325,-0.040740890688259,100,3.39971738106031,TRUE,0.39572192513369,-0.140164432947825,FALSE,,40,3.4,34,31
656546,offspeed,FS,"Hoffman, Jeff",358,-1.38621975170456,31.5642458100559,2.98704785288412,34.0571875,36.3014078023059,-0.0411117318435754,100,2.98704785288412,TRUE,0.392857142857143,-0.145064745956052,TRUE,0.104647726868466,39,3,34,36
607074,offspeed,CH,"Rodón, Carlos",553,-0.651367506070428,39.7830018083183,3.41889908861469,43.5679104477612,46.8095693143818,-0.187746835443038,100,3.41889908861469,TRUE,0.390374331550802,-0.149311683896515,TRUE,0.22922802028809,39,3.4,44,47
700249,offspeed,CH,"Povich, Cade",221,2.0125040409705,29.4117647058824,3.41944610677235,38.5412621359223,41.5064675792197,-0.106574660633484,100,3.41944610677235,TRUE,0.385026737967914,-0.158458934845205,FALSE,,39,3.4,39,42
681190,offspeed,CH,"Vásquez, Randy",218,-6.9554836263068,15.5963302752294,3.42271676584368,34.6282051282051,36.0156097701628,0.0679587155963303,100,3.42271676584368,TRUE,0.379679144385027,-0.167606185793895,TRUE,0.0240969851700865,38,3.4,35,36
676775,offspeed,FS,"Winn, Keaton",411,-0.47259359627762,30.1703163017032,2.9888614400604,38.1034722632412,40.6284475738734,-0.0622262773722627,100,2.9888614400604,TRUE,0.375,-0.175610030373998,TRUE,0.371587833092088,38,3,38,41
656222,offspeed,CH,"Beeks, Jalen",351,7.75149827948334,35.042735042735,3.42620509640971,45.8177595824655,48.711842392712,-0.0188233618233619,100,3.42620509640971,TRUE,0.374331550802139,-0.176753436742584,FALSE,,37,3.4,46,49
605400,offspeed,CH,"Nola, Aaron",466,-3.76316623108979,22.9613733905579,3.45012594463396,16.5141630901288,19.8884662654977,0.0455965665236052,100,3.45012594463396,TRUE,0.368983957219251,-0.185900687691274,TRUE,0.0494000733093946,37,3.5,17,20
571510,offspeed,CH,"Boyd, Matthew",608,2.40829185710426,30.7565789473684,3.53866115440136,28.1154605263158,24.8360668163282,-0.0399128289473683,100,3.53866115440136,TRUE,0.363636363636364,-0.195047938639964,FALSE,,36,3.5,28,25
571945,offspeed,CH,"Mikolas, Miles",355,-5.33001008636585,12.112676056338,3.54839107221613,39.7659154929578,41.7549119199952,0.0225999999999997,100,3.54839107221613,TRUE,0.358288770053476,-0.204195189588654,TRUE,0.038310469638882,36,3.5,40,42
671922,offspeed,FS,"Smith, Cade",341,-4.08530982232825,35.4838709677419,3.10770671755252,35.6278592375367,38.6449670114947,-0.0771847507331379,100,3.10770671755252,TRUE,0.357142857142857,-0.206155314791944,TRUE,0.050462590050136,36,3.1,36,39
676974,offspeed,CH,"Meyer, Max",220,0.297249922114006,25.4545454545455,3.58390435647082,39.4865524475525,41.6165778580118,0.0638363636363636,100,3.58390435647082,TRUE,0.352941176470588,-0.213342440537343,FALSE,,35,3.6,39,42
663776,offspeed,CH,"Sandoval, Patrick",371,5.23069968493167,39.8921832884097,3.59063349417936,50.603536279001,53.9325424165564,0.0460431266846361,100,3.59063349417936,TRUE,0.347593582887701,-0.222489691486033,FALSE,,35,3.6,51,54
665795,offspeed,CH,"Cabrera, Edward",869,5.46533678866562,29.8043728423475,3.60217823032245,38.7794016110472,35.6693461491895,0.00689873417721514,100,3.60217823032245,TRUE,0.342245989304813,-0.231636942434723,FALSE,,34,3.6,39,36
592773,offspeed,FS,"Stanek, Ryne",236,-2.69155367844022,36.4406779661017,3.11696414662912,48.2130272108844,46.8222126222712,-0.0608601694915254,100,3.11696414662912,TRUE,0.339285714285714,-0.236700599209891,TRUE,0.0879419946575469,34,3.1,48,47
677960,offspeed,CH,"Weathers, Ryan",564,-0.608995853893244,34.5744680851064,3.69067413849577,33.8702955106397,36.9779411715823,-0.220783687943262,100,3.69067413849577,TRUE,0.336898395721925,-0.240784193383413,TRUE,0.395379035578166,34,3.7,34,37
453286,offspeed,CH,"Scherzer, Max",232,-3.01646000950345,22.8448275862069,3.69891281346883,28.0616379310345,31.625417840524,0.0599482758620689,100,3.69891281346883,TRUE,0.331550802139037,-0.249931444332103,TRUE,0.0828558785943409,33,3.7,28,32
543243,offspeed,CH,"Gray, Sonny",204,4.49986987232038,23.5294117647059,3.72702280598661,43.9828767123287,47.5465824633755,0.172892156862745,100,3.72702280598661,TRUE,0.32620320855615,-0.259078695280792,FALSE,,33,3.7,44,48
641793,offspeed,FS,"Littell, Zack",984,-2.1701557741596,25.4065040650407,3.1814868867592,39.2524345148938,40.1720609384738,-0.201904471544716,100,3.1814868867592,TRUE,0.321428571428571,-0.267245883627837,TRUE,0.123145945010021,32,3.2,39,40
681857,offspeed,CH,"Olson, Reese",424,2.38509033383031,39.1509433962264,3.74699640523786,35.0039013998783,38.039948174226,-0.153094339622641,100,3.74699640523786,TRUE,0.320855614973262,-0.268225946229482,FALSE,,32,3.7,35,38
