pitcher,season,n_ch,est_ch,true_ch,n_ff,est_ff,true_ff,player_name,name,pass,truly,nsw,axis_gap,arm,velo_sep,resid,gap_band
656222,2025,345,0.943972296485694,0.918,480,0.90921492753998,0.939,"Beeks, Jalen",Jalen Beeks,TRUE,TRUE,165,19.5830181122081,46.5709090909091,5.44339015151515,3.37656748149091,10-20
666214,2024,234,0.919302900603981,0.981,446,0.963813541459761,0.949,"Wentz, Joey",Joey Wentz,TRUE,TRUE,94,19.6623822518936,49.7063829787234,7.79331714979294,4.26580054566446,10-20
641302,2024,228,0.962862237965005,0.912,379,0.93659931507361,0.923,"Alexander, Tyler",Tyler Alexander,TRUE,TRUE,116,19.7023274065085,36.7465517241379,8.19830543171686,-6.69698565016628,10-20
701581,2024,308,0.911697313768679,0.871,442,0.900651008556157,0.89,"Festa, David",David Festa,TRUE,TRUE,155,19.9769907658138,52.4103225806452,6.156048752007,0.994210596482428,10-20
686613,2023,75,0.961801927110345,0.927,549,0.910607187632936,0.924,"Brown, Hunter",Hunter Brown,TRUE,TRUE,54,20.0055460653525,48.8148148148148,7.61520995517811,4.05288748787005,20-30
519242,2023,117,0.966576892885987,0.992,275,0.923629929029343,0.946,"Sale, Chris",Chris Sale,TRUE,TRUE,108,20.0122551179091,8.0962962962963,7.66346766322494,5.91744821201809,20-30
605488,2026,415,0.993417186350366,0.956,783,0.98006760648983,0.996,"Springs, Jeffrey",Jeffrey Springs,TRUE,TRUE,229,20.0167648138502,47.0960698689956,11.8749362824653,-0.48432208173856,20-30
681293,2025,58,0.934574712481253,0.955,196,0.95804921277401,0.949,"Arrighetti, Spencer",Spencer Arrighetti,TRUE,TRUE,29,20.0266219456596,19.9758620689655,7.71796270232231,0.320109335519395,20-30
668964,2024,245,0.945326854884022,0.987,872,0.987425207373458,0.996,"Myers, Tobias",Tobias Myers,TRUE,TRUE,99,20.0383260315634,58.4757575757576,12.0058300898897,6.91674125737184,20-30
669461,2025,291,0.986151921017635,0.961,684,0.945515207594791,0.968,"Liberatore, Matthew",Matthew Liberatore,TRUE,TRUE,130,20.0390928674375,41.8423076923077,5.52401259559154,-7.59208276586241,20-30
676282,2026,512,1.02751446574177,0.992,688,0.9770745768387,0.982,"Cantillo, Joey",Joey Cantillo,TRUE,TRUE,251,20.1539318277848,50.2900398406375,11.4165460252015,3.97800689424128,20-30
669461,2026,251,0.965261016192468,0.947,551,0.946930165662605,0.954,"Liberatore, Matthew",Matthew Liberatore,TRUE,TRUE,124,20.1728866268317,41.6604838709678,5.8153723435396,-4.76357033953479,20-30
675911,2023,88,0.91764463878365,0.977,765,0.956474390454525,0.965,"Strider, Spencer",Spencer Strider,TRUE,TRUE,97,20.307688199004,44.2041237113402,10.201801018507,0.360664141909088,20-30
669461,2023,54,0.945968575949608,0.988,173,0.921357769854772,0.931,"Liberatore, Matthew",Matthew Liberatore,TRUE,TRUE,36,20.3720983691193,42.275,6.93910311339617,-8.70921132815757,20-30
607644,2024,91,1.01341853040479,0.976,120,0.958293095153372,0.945,"Means, John",John Means,TRUE,TRUE,51,20.3922754453057,45.3490196078431,8.34019607843137,7.69081022007499,20-30
656186,2025,107,0.913847505850595,0.893,121,0.904206268255473,0.951,"Altavilla, Dan",Dan Altavilla,TRUE,TRUE,63,20.4067643662572,21.7603174603175,4.06864751410206,5.87933950514547,20-30
668909,2023,60,0.981617660958467,0.994,561,0.98078305897246,0.979,"Williams, Gavin",Gavin Williams,TRUE,TRUE,33,20.4583543430115,36.6060606060606,7.1338745999763,-5.93566816377424,20-30
666214,2023,131,0.982057288715047,0.987,239,0.976410799445186,0.987,"Wentz, Joey",Joey Wentz,TRUE,TRUE,154,20.6682484336921,40.3188311688312,8.34521437466643,-2.05229641685701,20-30
605540,2023,169,0.939676979234833,0.86,350,0.915153036481393,0.897,"Woodruff, Brandon",Brandon Woodruff,TRUE,TRUE,100,20.7230092486396,41.338,9.92313953488372,1.8325188348543,20-30
608032,2025,163,0.900306226091418,0.865,558,0.990963273643614,0.99,"Estévez, Carlos",Carlos Estévez,TRUE,TRUE,84,20.7526414349574,40.525,7.81239119303635,-4.90884099178076,20-30
608337,2023,485,1.00389282151628,0.98,504,0.949073321307558,0.98,"Giolito, Lucas",Lucas Giolito,TRUE,TRUE,471,20.7669686892411,50.3458598726115,12.1793997991279,-0.962802149079467,20-30
606965,2025,102,1.01556428678786,0.904,56,0.965069085651809,0.969,"Devenski, Chris",Chris Devenski,TRUE,TRUE,48,20.8382703955984,39.46875,9.17916666666666,-5.65859074974831,20-30
641329,2026,303,0.949737922342458,0.905,355,0.990677770175183,0.97,"Baker, Bryan",Bryan Baker,TRUE,TRUE,153,20.9290747323977,53.6686274509804,11.2188608776844,-7.15523751656959,20-30
681293,2024,215,0.932735633331286,0.961,1018,0.957951055310466,0.951,"Arrighetti, Spencer",Spencer Arrighetti,TRUE,TRUE,98,20.9631740509191,21.4377551020408,8.61038250270639,6.47904167036232,20-30
669060,2025,152,1.02158932607503,0.913,146,0.911905285517464,0.894,"Wilson, Bryse",Bryse Wilson,TRUE,TRUE,69,21.1122972046719,35.504347826087,6.70282176792399,-10.7021878529102,20-30
669358,2024,124,0.932644738680522,0.984,578,0.964669012228773,0.965,"Baz, Shane",Shane Baz,TRUE,TRUE,58,21.1274551949592,35.1913793103448,7.84066937119675,4.26190630589181,20-30
542881,2024,1082,0.959965685762168,0.968,1155,0.981376098901967,0.981,"Anderson, Tyler",Tyler Anderson,TRUE,TRUE,556,21.1350281984083,62.2784172661871,10.3740373415553,-1.27038565440217,20-30
542881,2023,347,0.932008743946939,0.986,392,0.927668378763559,0.971,"Anderson, Tyler",Tyler Anderson,TRUE,TRUE,409,21.1492563657819,54.620293398533,9.92220048899756,3.20553883939321,20-30
641302,2025,254,0.931955118825748,0.874,414,0.917273457086889,0.903,"Alexander, Tyler",Tyler Alexander,TRUE,TRUE,121,21.1845588722615,32.0735537190083,7.44844093104963,-2.04019456618708,20-30
622491,2024,400,0.930167508705897,0.94,1232,0.945393876623995,0.922,"Castillo, Luis",Luis Castillo,TRUE,TRUE,216,21.1993558963081,10.7972222222222,7.45876555126555,-4.33954751948269,20-30
434378,2025,222,0.918856378672928,0.941,1182,0.95692179482759,0.965,"Verlander, Justin",Justin Verlander,TRUE,TRUE,101,21.2287565822883,51.6356435643564,8.96191385636025,-1.19100193698559,20-30
606965,2024,253,0.978786770048463,0.908,150,0.975400219605846,0.963,"Devenski, Chris",Chris Devenski,TRUE,TRUE,99,21.2373338822982,44.5020202020202,10.3413737373737,-2.69344353981953,20-30
693855,2025,314,0.995622272539568,0.974,317,0.928941594027671,0.94,"Seymour, Ian",Ian Seymour,TRUE,TRUE,173,21.2600307299699,47.0375722543353,7.91823270910451,8.69207020564368,20-30
672710,2024,113,0.980054395484169,0.977,400,0.907841142369128,0.898,"Contreras, Roansy",Roansy Contreras,TRUE,TRUE,52,21.287443304788,48.0153846153846,5.86125,-2.5356965764016,20-30
805673,2025,143,0.904302801639485,0.989,557,0.950231388479756,0.957,"Matthews, Zebby",Zebby Matthews,TRUE,TRUE,57,21.3535416797046,35.0859649122807,8.68334120759709,-2.25505133143699,20-30
622491,2025,328,0.936728087338095,0.919,1356,0.932952513172028,0.913,"Castillo, Luis",Luis Castillo,TRUE,TRUE,147,21.4980918579961,10.252380952381,7.8541561526997,-8.06423019653703,20-30
682052,2026,121,0.942021019869825,0.956,465,0.930370086810761,0.939,"Lopez, Jacob",Jacob Lopez,TRUE,TRUE,55,21.563878124205,13.6581818181818,7.05180840664711,0.22032372584228,20-30
686613,2024,354,1.0037103190388,0.955,981,0.931461698012678,0.915,"Brown, Hunter",Hunter Brown,TRUE,TRUE,150,21.6069264246493,50.2853333333333,7.55736300692384,-2.03385566450274,20-30
628452,2024,285,0.912746989032857,0.87,280,0.906922293374456,0.877,"Iglesias, Raisel",Raisel Iglesias,TRUE,TRUE,181,21.6343772580336,32.414364640884,6.00426598263615,0.306968457613478,20-30
678394,2023,330,0.924056293979228,0.993,235,0.905316076715758,0.917,"Bello, Brayan",Brayan Bello,TRUE,TRUE,335,21.7472022323919,27.3071641791045,9.29710337202875,6.05739608581657,20-30
656222,2026,163,0.954774450571564,0.9,207,0.90451450776285,0.917,"Beeks, Jalen",Jalen Beeks,TRUE,TRUE,75,21.804005840514,42.556,5.42353623188406,10.8478632071663,20-30
543037,2026,158,0.925832909227656,0.995,472,0.973391178189428,0.967,"Cole, Gerrit",Gerrit Cole,TRUE,TRUE,78,21.8346548253148,34.425641025641,10.3292955465587,-6.33852399477609,20-30
668909,2024,74,0.920937253189808,0.936,704,0.962347286469665,0.969,"Williams, Gavin",Gavin Williams,TRUE,TRUE,27,21.8739917330085,31.8111111111111,7.09295559764309,-7.83806807135886,20-30
669211,2025,211,0.972193902813113,0.981,543,0.989085696484839,0.957,"Akin, Keegan",Keegan Akin,TRUE,TRUE,118,21.8775426623036,36.65,7.19413646720979,0.899565947534047,20-30
699134,2026,328,1.02592680107029,0.961,179,0.922362803347608,0.896,"Rodriguez, Bradgley",Bradgley Rodriguez,TRUE,TRUE,177,21.9717539188493,42.7960451977401,8.35516207429851,3.62272184940291,20-30
675921,2024,91,1.00334772619245,0.992,274,0.960561173903799,0.974,"Howard, Spencer",Spencer Howard,TRUE,TRUE,40,21.9882365910917,40.4075,13.6041605839416,0.793057615311596,20-30
663158,2023,151,0.993539256595911,0.967,172,0.950816305164889,0.952,"Suarez, Robert",Robert Suarez,TRUE,TRUE,63,22.0819661157286,42.9206349206349,7.81106496862311,1.30555879703496,20-30
669211,2024,134,0.945267733783463,0.981,682,0.97173414191671,0.948,"Akin, Keegan",Keegan Akin,TRUE,TRUE,62,22.0901362894516,41.6709677419355,8.17794847992574,-0.231723632672643,20-30
687362,2025,73,0.969968658721842,0.838,137,0.988899218497003,0.938,"Gillispie, Connor",Connor Gillispie,TRUE,FALSE,31,22.1140613435892,42.6258064516129,3.97713680244879,-0.0944859260278758,20-30
543037,2023,87,1.01507883824784,0.992,681,0.937667117186442,0.945,"Cole, Gerrit",Gerrit Cole,TRUE,TRUE,112,22.2185220061921,40.7946428571429,7.61284562211981,-0.682447845996437,20-30
434378,2024,160,0.937137908253398,0.948,767,0.984952534835254,0.963,"Verlander, Justin",Justin Verlander,TRUE,TRUE,83,22.280731160034,50.6530120481928,9.38769419267683,-6.20408744307117,20-30
605182,2023,179,0.994123640901334,0.986,466,0.944019591766809,0.953,"Clevinger, Mike",Mike Clevinger,TRUE,TRUE,126,22.3380296184485,47.202380952381,8.34492878722486,-0.76907028290531,20-30
594902,2024,216,0.965527019634751,0.989,719,0.928006452819682,0.974,"Lively, Ben",Ben Lively,TRUE,TRUE,108,22.3382906081902,37.1740740740741,6.01272141706925,-2.55767914450692,20-30
693855,2026,389,1.0232755739846,0.94,333,0.945775742576666,0.925,"Seymour, Ian",Ian Seymour,TRUE,TRUE,198,22.5801804592973,42.3085858585859,8.02322026232474,7.80642298457704,20-30
657097,2023,127,0.99076729811729,0.995,294,0.901321641782497,0.88,"Webb, Jacob",Jacob Webb,TRUE,TRUE,132,22.6104239286149,36.8772727272727,8.96477773327994,3.29033015426104,20-30
641329,2025,307,0.911807543194826,0.875,520,0.950687403510143,0.957,"Baker, Bryan",Bryan Baker,TRUE,TRUE,147,22.6421143454891,53.6482993197279,11.7643720565149,3.03099728281908,20-30
681347,2026,424,0.981935736847397,0.959,447,0.945439796897095,0.941,"Burrows, Mike",Mike Burrows,TRUE,TRUE,226,22.6562659614298,39.5517699115044,8.24984260854071,2.90463924973635,20-30
669211,2026,114,0.972553742796837,0.988,219,0.968934808140006,0.952,"Akin, Keegan",Keegan Akin,TRUE,TRUE,55,22.7235953891991,37.3472727272727,6.94290577002906,-5.45682610601997,20-30
669721,2024,86,0.938550051306004,0.973,244,0.958833121668007,0.96,"Daniel, Davis",Davis Daniel,TRUE,TRUE,52,22.8149456022723,47.5923076923077,7.06213745271122,-4.56661807897178,20-30
608334,2024,397,0.947000194106713,0.922,334,0.911371573728766,0.89,"Fulmer, Carson",Carson Fulmer,TRUE,TRUE,196,22.8450461796155,37.1622448979592,5.40274349260662,2.08869868013572,20-30
689017,2025,202,0.9830848550482,0.886,375,0.947128216287723,0.961,"Knack, Landon",Landon Knack,TRUE,TRUE,103,22.8765273822487,53.5252427184466,8.44474822006473,5.32896157363288,20-30
605400,2024,307,0.947477711364054,0.992,883,0.927837335539014,0.938,"Nola, Aaron",Aaron Nola,TRUE,TRUE,126,22.887084085357,16.8,6.79490463607111,-9.4538224516834,20-30
656731,2025,89,1.01578033321792,0.863,522,0.924234370001698,0.851,"Megill, Tylor",Tylor Megill,TRUE,TRUE,30,22.9541365907545,32.3066666666667,7.64019157088123,1.72373083574531,20-30
696149,2025,94,0.968235778360488,0.975,212,0.966553187210251,0.949,"Chandler, Bubba",Bubba Chandler,TRUE,TRUE,44,22.969103704018,35.0113636363636,6.8759127418766,6.40918472360134,20-30
605400,2026,301,0.904068760336484,0.994,463,0.942010782590991,0.948,"Nola, Aaron",Aaron Nola,TRUE,TRUE,138,23.0721883875179,15.8326086956522,6.76117319310107,6.00480811094211,20-30
687922,2025,92,0.993917177073506,0.963,218,0.928875044442727,0.917,"Lucas, Easton",Easton Lucas,TRUE,TRUE,40,23.1090803473423,46.11,6.46330275229358,-7.06579110442215,20-30
670329,2025,129,0.958341969188893,0.985,231,0.990632811379221,0.993,"Garcia, Rico",Rico Garcia,TRUE,TRUE,67,23.1540378523469,46.6134328358209,9.03273244168767,3.56563299220028,20-30
605483,2023,279,0.930083664476206,0.985,630,0.905859662561116,0.924,"Snell, Blake",Blake Snell,TRUE,TRUE,303,23.3047303178417,54.0237623762376,8.86835221533849,2.71833929116435,20-30
623167,2024,440,1.04584064734959,0.985,1038,0.939755112894517,0.917,"Flexen, Chris",Chris Flexen,TRUE,TRUE,211,23.3178810266286,67.4104265402844,9.95905815960332,-0.0908988538801131,20-30
686610,2023,201,0.977481886803355,0.985,658,0.913239142286291,0.92,"Waldichuk, Ken",Ken Waldichuk,TRUE,TRUE,213,23.35456317003,32.2300469483568,9.060406885759,7.58329553288019,20-30
663455,2025,108,0.925470357758599,0.885,295,0.928730284247544,0.955,"Pilkington, Konnor",Konnor Pilkington,TRUE,TRUE,46,23.604646738948,26.2630434782609,8.80642593957258,1.05245601862945,20-30
669461,2024,62,0.92204270631714,0.989,380,0.950223131141831,0.953,"Liberatore, Matthew",Matthew Liberatore,TRUE,TRUE,25,23.7351618089167,41.312,6.882,-8.07821280410068,20-30
656641,2026,135,0.96888252135092,0.983,423,1.01469191526554,0.99,"Latz, Jacob",Jacob Latz,TRUE,TRUE,71,23.8884720517881,49.7394366197183,8.64626577431493,6.28080123089611,20-30
686613,2025,356,0.984437307079729,0.965,1110,0.953650353951511,0.95,"Brown, Hunter",Hunter Brown,TRUE,TRUE,158,23.9097167329011,48.3126582278481,8.54727791082221,-5.46167751516424,20-30
696149,2026,301,0.970190190666567,0.952,858,0.967628326553967,0.956,"Chandler, Bubba",Bubba Chandler,TRUE,TRUE,139,23.926990152041,37.9870503597122,6.66309134510574,-4.24996940102514,20-30
676684,2025,79,0.939823264470917,0.903,591,0.923335312726998,0.887,"Vest, Will",Will Vest,TRUE,TRUE,38,23.9499386679393,48.9552631578947,6.17812610385023,-13.4673354161444,20-30
608331,2026,132,0.933298685390213,0.821,158,0.917859145452501,0.9,"Fried, Max",Max Fried,TRUE,FALSE,67,24.0634104019288,41.6492537313433,8.65760438314756,-3.48011362509627,20-30
642232,2023,154,0.900963815394876,0.95,288,0.928393234000174,0.973,"Yarbrough, Ryan",Ryan Yarbrough,TRUE,TRUE,140,24.1743227684314,21.4207142857143,8.63165584415585,3.20824646402504,20-30
676684,2024,114,0.928228984377208,0.943,647,0.957374643353085,0.937,"Vest, Will",Will Vest,TRUE,TRUE,49,24.1991432407372,43.9673469387755,7.08112793504499,-8.48928652813692,20-30
592791,2025,221,0.979851282140137,0.868,753,0.946250078764782,0.939,"Taillon, Jameson",Jameson Taillon,TRUE,TRUE,123,24.2418648929207,47.1593495934959,8.34057914682733,7.72049454825106,20-30
605483,2024,311,0.941625187037315,0.982,821,0.939022731199764,0.937,"Snell, Blake",Blake Snell,TRUE,TRUE,166,24.2922065012344,53.6481927710844,10.4038338494049,-1.65574934931889,20-30
592791,2026,211,0.949530753747043,0.855,355,0.924102118328968,0.905,"Taillon, Jameson",Jameson Taillon,TRUE,TRUE,112,24.3133637254516,46.84375,7.27318158953722,-1.64787183678473,20-30
607644,2023,113,1.00221954767416,0.944,142,0.988502512485431,0.973,"Means, John",John Means,TRUE,TRUE,77,24.3350127655901,48.1142857142857,10.7610481068228,-9.19407674315373,20-30
572020,2024,112,0.909896196005416,0.882,928,0.932411024923851,0.955,"Paxton, James",James Paxton,TRUE,TRUE,46,24.3444157679614,44.1565217391304,10.6319012368816,0.873422625286263,20-30
676282,2025,500,1.01401140523405,0.981,687,1.001545471532,0.993,"Cantillo, Joey",Joey Cantillo,TRUE,TRUE,245,24.3713124837154,52.8632653061225,13.4355690223688,6.70324624983008,20-30
690986,2023,64,0.953388712419633,0.988,356,0.970050749234548,0.986,"Harrison, Kyle",Kyle Harrison,TRUE,TRUE,42,24.4566161333193,26.4738095238095,7.08218298555377,-3.86716061809613,20-30
694973,2025,326,0.95193400176624,0.979,1167,0.959510592142631,0.971,"Skenes, Paul",Paul Skenes,TRUE,TRUE,173,24.5311548947043,21.1976878612717,9.45529072618393,6.00449172629827,20-30
682608,2026,283,0.964446618094394,0.943,269,0.980202990277506,0.986,"Gray, Peyton",Peyton Gray,TRUE,TRUE,150,24.5943988069803,37.8026666666667,9.65227261462206,1.99733228042738,20-30
676664,2025,354,1.03157180942549,0.956,949,0.975196906907027,0.977,"Sears, JP",JP Sears,TRUE,TRUE,157,24.6218509981657,20.7146496815287,8.70076110958233,-2.14244159478949,20-30
656288,2023,171,0.909916272403236,0.882,318,0.935033991708702,0.952,"Canning, Griffin",Griffin Canning,TRUE,TRUE,265,24.7154930826018,41.1460377358491,4.50165276764307,1.32697626904046,20-30
686753,2026,53,0.918739136690333,0.915,51,0.957820978612632,0.972,"Jameson, Drey",Drey Jameson,TRUE,TRUE,30,24.7511378892905,35.53,6.85705882352942,5.33628072092874,20-30
605400,2023,168,0.926499342502901,0.993,410,0.944793370463825,0.955,"Nola, Aaron",Aaron Nola,TRUE,TRUE,181,24.7583721172849,19.2381215469613,6.85793762563343,5.54012456867089,20-30
669084,2026,91,0.905967877933964,0.968,67,0.900495193089549,0.889,"Hall, DL",DL Hall,TRUE,TRUE,36,24.7831140335001,43.2444444444444,9.4497512437811,9.58634425110326,20-30
656641,2024,185,0.925296743132187,0.973,402,0.952427548319156,0.96,"Latz, Jacob",Jacob Latz,TRUE,TRUE,108,24.9083449191062,48.9648148148148,8.9922056384743,-0.32085620272881,20-30
607455,2024,98,0.932840036789418,0.992,268,0.928357555887669,0.944,"Banda, Anthony",Anthony Banda,TRUE,TRUE,52,24.9322504058943,33.7615384615385,5.91481056257176,2.30190899430803,20-30
641778,2025,134,0.926416422819233,0.969,783,0.909238813309483,0.936,"Lauer, Eric",Eric Lauer,TRUE,TRUE,42,25.2962798963892,34.6309523809524,6.85903119868637,-6.07459885396938,20-30
669920,2026,105,1.01695583955195,0.982,69,0.948219227762247,0.946,"Alexander, Jason",Jason Alexander,TRUE,TRUE,51,25.3005378892021,23.9039215686275,11.4132139812447,2.12166596201463,20-30
674003,2024,321,0.998476909891762,0.997,615,0.975691577217489,0.991,"Bradford, Cody",Cody Bradford,TRUE,TRUE,157,25.4976873552884,51.8573248407643,8.92281083320388,-0.818600818929513,20-30
694973,2026,300,0.913568698498515,0.974,828,0.962537729043274,0.972,"Skenes, Paul",Paul Skenes,TRUE,TRUE,154,25.5107457665149,23.6168831168831,8.10217861848297,3.98149070082154,20-30
656641,2025,314,0.93579754985401,0.97,665,1.01316423114756,0.98,"Latz, Jacob",Jacob Latz,TRUE,TRUE,167,25.5219581594729,47.1520958083832,9.50071419205385,3.36616159149637,20-30
605400,2025,242,0.924331490541023,0.994,475,0.941942243828969,0.952,"Nola, Aaron",Aaron Nola,TRUE,TRUE,125,25.6460560597022,16.0592,6.87583157894737,4.02677387751688,20-30
663556,2023,103,0.993779374584838,0.986,127,1.03067732375144,0.993,"McClanahan, Shane",Shane McClanahan,TRUE,TRUE,245,25.6870171100879,41.8387755102041,9.77505918902994,11.4998513230376,20-30
453286,2026,87,0.967738554753484,0.986,232,0.90718934823112,0.911,"Scherzer, Max",Max Scherzer,TRUE,TRUE,45,25.689934120974,28.7888888888889,8.81098659003831,-7.99959757800998,20-30
681911,2024,56,0.936241484879434,0.973,700,0.99156167716774,0.993,"Vesia, Alex",Alex Vesia,TRUE,TRUE,23,25.7693561776628,55.7347826086957,7.76704347826087,8.54117884965805,20-30
434378,2023,77,0.971781195993881,0.979,741,0.963203571199407,0.961,"Verlander, Justin",Justin Verlander,TRUE,TRUE,49,25.7950175684855,49.6428571428572,8.64870528856704,-3.66063770508948,20-30
656288,2024,765,0.949212909261198,0.899,1069,0.952673215822978,0.966,"Canning, Griffin",Griffin Canning,TRUE,TRUE,438,25.8653716157417,40.5520547945206,4.79863867994242,2.91750622147354,20-30
676083,2025,127,0.953679414590217,0.888,611,0.918812527252796,0.881,"Junk, Janson",Janson Junk,TRUE,TRUE,49,25.9392014318664,43.3938775510204,5.61515414676509,-12.7877536745028,20-30
665622,2023,67,1.00387323831544,0.95,286,0.90158612017921,0.848,"Medina, Luis",Luis Medina,TRUE,FALSE,64,26.130803054309,45.6171875,8.46314440993788,0.359966253390958,20-30
663158,2025,257,1.01205782192133,0.934,682,0.957249850885238,0.945,"Suarez, Robert",Robert Suarez,TRUE,TRUE,125,26.4376992447149,42.0848,8.31543695014663,-7.53827541094671,20-30
663465,2024,106,0.996220502078319,0.996,177,0.925820274819303,0.922,"Allard, Kolby",Kolby Allard,TRUE,TRUE,64,26.7065365050557,46.5765625,8.13675847457627,-1.25811967787966,20-30
622491,2026,227,0.930675894873136,0.927,770,0.908551704763454,0.865,"Castillo, Luis",Luis Castillo,TRUE,TRUE,120,26.7765640825814,10.6133333333333,7.63137457044674,-4.96359479411308,20-30
677961,2026,51,0.981433943218216,0.948,126,0.959455460221867,0.957,"Wilcox, Cole",Cole Wilcox,TRUE,TRUE,30,26.8101944961552,25.0733333333333,8.52301587301587,-2.59425029281461,20-30
642232,2024,232,0.909508958337546,0.917,265,0.9441863394465,0.983,"Yarbrough, Ryan",Ryan Yarbrough,TRUE,TRUE,131,26.94603247384,12.524427480916,9.33408612991502,0.777252443983825,20-30
686701,2025,99,0.989800638065657,0.964,558,0.948750127201406,0.949,"Bergert, Ryan",Ryan Bergert,TRUE,TRUE,40,27.1036543422726,43.035,5.9122311827957,14.7047578694731,20-30
621051,2024,50,0.970520886678418,0.975,248,0.911715304482747,0.897,"Wilson, Steven",Steven Wilson,TRUE,TRUE,15,27.3033865887648,42.0066666666667,12.3787096774193,1.90983456013779,20-30
663158,2026,148,0.951648380732399,0.946,221,0.912378011433313,0.918,"Suarez, Robert",Robert Suarez,TRUE,TRUE,88,27.3338995424148,41.5386363636364,8.02816227889758,1.5585117931432,20-30
687924,2024,100,0.924526575423982,0.991,190,0.965527552516919,0.995,"Aguiar, Julian",Julian Aguiar,TRUE,TRUE,52,27.4343859819006,25.1461538461539,10.4141700404858,0.823705664945528,20-30
682227,2026,122,0.972763128816967,0.993,106,0.986333360328783,0.99,"Williamson, Brandon",Brandon Williamson,TRUE,TRUE,60,27.4347092977864,39.0016666666667,7.44393081761006,8.45712791638171,20-30
669084,2025,104,0.923720775209049,0.963,175,0.903204829976078,0.903,"Hall, DL",DL Hall,TRUE,TRUE,50,27.4867962059659,41.12,9.41714285714285,-9.44484310026897,20-30
663465,2025,200,0.963280346744403,0.994,389,0.913047450572481,0.932,"Allard, Kolby",Kolby Allard,TRUE,TRUE,110,27.5429488018327,44.4445454545455,8.54138350081795,-8.25460675286472,20-30
674003,2023,138,1.01478867007455,0.992,283,1.00918098706199,0.994,"Bradford, Cody",Cody Bradford,TRUE,TRUE,116,27.6184983083673,48.926724137931,8.23349405805572,-1.16985598048637,20-30
656848,2026,90,0.943675466199675,0.944,463,1.03306224749016,0.995,"Petersen, Michael",Michael Petersen,TRUE,TRUE,32,27.6413411658659,47.5,8.77438579913607,-6.86949231680031,20-30
681347,2025,365,0.971763473548864,0.974,602,0.911626109828932,0.925,"Burrows, Mike",Mike Burrows,TRUE,TRUE,218,27.6942365933073,48.5238532110092,8.12873449358408,10.9985872356499,20-30
663158,2024,122,1.00678189252149,0.977,675,0.960917674962599,0.958,"Suarez, Robert",Robert Suarez,TRUE,TRUE,41,27.747970704113,42.3463414634146,8.04796149286971,-6.70948830262102,20-30
453286,2023,144,0.983335427257583,0.991,466,0.935993265240033,0.937,"Scherzer, Max",Max Scherzer,TRUE,TRUE,166,27.8046944757912,27.6530120481928,9.88795497225329,1.45496328301821,20-30
702674,2025,109,0.906090878636993,0.974,253,0.990825498239687,0.99,"Dana, Caden",Caden Dana,TRUE,TRUE,49,27.9092173925268,39.3816326530612,7.7263934822941,20.1787229379145,20-30
641401,2025,352,0.954344447616386,0.974,352,0.957019016523395,0.967,"Brogdon, Connor",Connor Brogdon,TRUE,TRUE,197,27.9224033452076,29.8954314720812,11.4055448200277,-1.97866206515656,20-30
621244,2025,434,0.918546226500917,0.984,463,0.941789840356328,0.934,"Berríos, José",José Berríos,TRUE,TRUE,247,28.0166515636704,37.3028340080972,7.76401920235045,8.72577100495409,20-30
669022,2026,227,0.906720198768636,0.949,937,0.917596190979159,0.921,"Gore, MacKenzie",MacKenzie Gore,TRUE,TRUE,101,28.0333757434846,46.740594059406,8.84710012402515,5.92830278842796,20-30
643361,2024,53,1.02484023494237,0.99,71,0.966628060229255,0.979,"Herget, Kevin",Kevin Herget,TRUE,TRUE,28,28.0422554004978,50.4678571428572,10.8012072434608,-4.68962036275342,20-30
676664,2024,549,0.970142473874647,0.982,1032,0.973102079588893,0.96,"Sears, JP",JP Sears,TRUE,TRUE,256,28.5143908628336,16.51484375,7.8933835998062,-3.11414118201065,20-30
676664,2026,108,0.942289350601297,0.987,178,0.951211719062179,0.981,"Sears, JP",JP Sears,TRUE,TRUE,46,28.6080536690148,20.604347826087,8.02164142647777,-4.42366562770997,20-30
605347,2024,95,0.91652222733865,0.982,159,0.967948582648641,0.974,"López, Jorge",Jorge López,TRUE,TRUE,53,28.8211577469676,35.8056603773585,8.17421383647799,4.33551616655384,20-30
687798,2024,50,0.923435239643833,0.954,97,0.948568853664904,0.944,"Robertson, Nick",Nick Robertson,TRUE,TRUE,27,28.8755638585593,28.9148148148148,6.51099656357388,3.55340634646568,20-30
681190,2026,125,0.978283243591475,0.944,508,0.904966048843197,0.899,"Vásquez, Randy",Randy Vásquez,TRUE,TRUE,40,28.8821551639858,31.775,6.72320866141733,-4.3309615842295,20-30
669160,2026,122,0.962420036089213,0.95,464,0.91437589746343,0.948,"May, Dustin",Dustin May,TRUE,TRUE,54,29.0454165427779,32.8925925925926,6.44386973180077,-4.68386323451308,20-30
678022,2026,222,0.928157319087397,0.92,426,0.92066895823698,0.925,"Perkins, Jack",Jack Perkins,TRUE,TRUE,115,29.0552328882174,35.115652173913,6.18201265564401,5.6855229341628,20-30
453286,2024,93,0.938529301013379,0.99,294,0.924335766174756,0.938,"Scherzer, Max",Max Scherzer,TRUE,TRUE,47,29.0810924409444,26.7,9.66723838471559,-1.16925170115282,20-30
663687,2025,148,1.05,0.992,639,0.950220332317661,0.983,"Harris, Hogan",Hogan Harris,TRUE,TRUE,64,29.2791589295739,47.2609375,11.5047657472613,-5.04284641292012,20-30
