pitcher,season,n_ch,est_ch,true_ch,n_ff,est_ff,true_ff,player_name,name,pass,truly,nsw,axis_gap,arm,velo_sep,resid,gap_band
518617,2023,58,0.929827233114312,0.984,139,1.00907305060059,0.984,"Diekman, Jake",Jake Diekman,TRUE,TRUE,70,12.4241762705094,18.4385714285714,7.63229299363058,-9.03252734420386,10-20
606160,2023,125,0.919241210098882,0.922,289,0.901218420007501,0.888,"Montero, Rafael",Rafael Montero,TRUE,TRUE,135,12.6155617743683,31.6103703703704,4.58431457431457,3.85377152557741,10-20
672456,2026,214,0.925315241916555,0.919,490,0.907360251920203,0.886,"Montero, Keider",Keider Montero,TRUE,TRUE,108,12.9016065502799,41.862962962963,7.24937768725956,6.93445831551247,10-20
678606,2023,109,0.954633236116317,0.975,130,0.974751185343283,0.993,"Ferrer, José A.",José A. Ferrer,TRUE,TRUE,63,12.9212002307719,32.9063492063492,10.2487394957983,4.83239572876774,10-20
671096,2025,526,0.960395941747233,0.95,1260,0.925383089806006,0.95,"Abbott, Andrew",Andrew Abbott,TRUE,TRUE,286,13.0068955839227,46.0727272727273,7.95959669783897,-3.020520325756,10-20
646241,2026,106,0.951190840400936,0.88,219,0.963462608431134,0.957,"De Jesus, Enmanuel",Enmanuel De Jesus,TRUE,TRUE,49,13.0678739568543,42.4897959183674,6.44364924051812,-2.55567709881782,10-20
671109,2025,53,0.922073159213075,0.863,135,0.926892583137323,0.935,"Eder, Jake",Jake Eder,TRUE,TRUE,21,13.3507249386978,37.2380952380952,8.42783068783069,3.40422723111923,10-20
685299,2024,116,0.947082446973544,0.971,302,0.970608782972533,0.992,"Gordon, Tanner",Tanner Gordon,TRUE,TRUE,77,13.4302171168096,48.2714285714286,8.11863335340156,-5.21294844186098,10-20
571760,2024,462,0.93638772197507,0.994,1393,0.958841262671189,0.995,"Heaney, Andrew",Andrew Heaney,TRUE,TRUE,272,13.5452586420996,30.5,7.87408286178793,-1.20259711359989,10-20
668674,2025,161,0.969473882126468,0.956,289,0.960434680226202,0.978,"Erceg, Lucas",Lucas Erceg,TRUE,TRUE,77,13.5813135460511,39.8935064935065,7.5582932638296,-6.91333547955227,10-20
682847,2025,194,0.92515452090803,0.962,441,0.902239974876964,0.896,"Ortiz, Luis",Luis Ortiz,TRUE,TRUE,99,13.6547264325954,27.7848484848485,6.9560915275201,4.1643281643196,10-20
518617,2024,57,0.948732799643503,0.994,282,1.01284442594821,0.993,"Diekman, Jake",Jake Diekman,TRUE,TRUE,26,13.7009019790532,18.1846153846154,7.48628762541806,5.98389133163832,10-20
666200,2023,260,0.91791606331616,0.982,504,1.01435388384485,0.983,"Luzardo, Jesús",Jesús Luzardo,TRUE,TRUE,318,13.7387544814591,34.048427672956,8.31941868459247,1.06412947614298,10-20
685126,2025,356,0.915373031415631,0.881,385,0.93958158248425,0.956,"Eisert, Brandon",Brandon Eisert,TRUE,TRUE,174,13.7546995797383,30,6.16830721003135,8.17721125253288,10-20
668984,2025,82,0.917296485667033,0.895,397,0.941341277355727,0.97,"Legumina, Casey",Casey Legumina,TRUE,TRUE,37,13.8631240411868,12.9945945945946,6.65864354920959,-4.35535582261511,10-20
672282,2026,203,0.97081297502951,0.957,926,1.00414378455042,0.984,"Detmers, Reid",Reid Detmers,TRUE,TRUE,96,13.9225350164186,44.0333333333333,10.528430975522,1.576826907337,10-20
605488,2025,720,0.987124571645769,0.958,1211,0.976486626540323,0.991,"Springs, Jeffrey",Jeffrey Springs,TRUE,TRUE,424,14.289346309927,45.3327830188679,11.5308979792157,5.60016665761366,10-20
693433,2024,161,0.947993933765876,0.86,837,0.919294076468874,0.909,"Woo, Bryan",Bryan Woo,TRUE,TRUE,82,14.2989843340033,26.509756097561,5.18923711280123,0.0623078750005985,10-20
571760,2025,361,0.91966852780529,0.996,909,0.936961246388053,0.994,"Heaney, Andrew",Andrew Heaney,TRUE,TRUE,181,14.3210657312038,27.385635359116,8.09159297145184,-3.65105470662051,10-20
