ch,n_bin,share_bin,rv100_bin,xrv100_bin,contrib_bin,group_bin,n_out,share_out,rv100_out,xrv100_out,contrib_out,group_out,d_rv,d_xrv,d_share,d_contrib
take,2207,0.517832003754106,-3.44780244676031,-3.44780244676031,-1.7853824495542,bin,134357,0.485567453677435,-3.3271664297357,-3.3271664297357,-1.61556373124781,out,-0.120636017024611,-0.120636017024611,3.22645500766709,-0.169818718306394
whiff,724,0.169873298920695,11.017817679558,11.017817679558,1.87163303613327,bin,44994,0.162608736506193,11.2486998266436,11.2486998266436,1.82913686614794,out,-0.230882147085541,-0.230882147085541,0.726456241450191,0.042496169985335
foul,593,0.139136555607696,3.44536256323778,3.44536256323778,0.479375879868606,bin,44046,0.159182655646348,3.41263451845798,3.41263451845798,0.543232225398536,out,0.032728044779796,0.032728044779796,-2.00461000386516,-0.063856345529929
bip,738,0.173158141717504,-4.93468834688347,-3.88872301538578,-0.854481464101361,bin,53304,0.192641154170025,-3.29832657961878,-3.3128080897236,-0.635393439127432,out,-1.63636176726469,-0.575914925662181,-1.94830124525212,-0.219088024973929
ALL,4262,1,-0.288854997653683,-0.10773758455061,-0.288854997653683,bin,276701,1,0.121411921171239,0.118622186350523,0.121411921171239,out,-0.410266918824922,-0.226359770901133,0,-0.410266918824922
