player_name,pitch_type,n,res_loc,spin_sim,grp2
"Pérez, Martín",CH,684,0.00589866292190416,0.878908338379469,All other offspeed
"Adams, Travis",CH,123,0.00567834711709444,0.563495439091801,All other offspeed
"Blanco, Ronel",CH,366,0.00565744852529401,0.567894026499892,All other offspeed
"Cameron, Noah",CH,387,0.00563139280263174,0.404648611085965,All other offspeed
"Ureña, Walbert",CH,243,0.0054624854695037,0.804711830884465,All other offspeed
"Boyle, Joe",FS,79,0.00508537304999374,0.301293805134589,All other offspeed
"Diekman, Jake",CH,57,0.0048817851334408,0.915560741907028,All other offspeed
"Buehler, Walker",CH,167,0.00472818751655866,0.553752673253169,All other offspeed
"Agnos, Zach",FS,119,0.00460408949185021,0.370400333936559,All other offspeed
"Bellozo, Valente",CH,150,0.00450855852497619,0.482266591973053,All other offspeed
"Nola, Aaron",CH,466,0.00442499755132354,0.602306635735231,All other offspeed
"Crawford, Kutter",FS,153,0.00434648652698552,0.0015155074743791,All other offspeed
"Evans, Logan",CH,72,0.00396782743676132,0.857477607159932,All other offspeed
"Meyer, Max",CH,220,0.0037853853283059,0.587092263445911,All other offspeed
"Wells, Tyler",CH,201,0.00303632208271402,0.821063716860752,All other offspeed
"Myers, Tobias",FS,151,0.00297029322506161,0.218194884391063,All other offspeed
"Gilbert, Logan",FS,642,0.00274837420891723,0.0166649549863777,All other offspeed
"Finnegan, Kyle",FS,499,0.0024425365928233,0.477948201158798,All other offspeed
"Blalock, Bradley",FS,117,0.00234889896122596,0.553247860652568,All other offspeed
"Stewart, Brock",CH,44,0.00230123159639834,0.20975318441764,All other offspeed
"Lawrence, Casey",CH,59,0.00228011897667145,0.456961600826824,All other offspeed
"Poulin, PJ",CH,71,0.00212002065398412,0.689288305421071,All other offspeed
"Suter, Brent",CH,407,0.00211242607614168,0.0552446797756111,All other offspeed
"Bibee, Tanner",CH,679,0.00189031294478243,0.682924196736341,All other offspeed
"McDonald, Trevor",CH,94,0.0017268048241697,0.919554486712213,All other offspeed
"Hill, Jaden",CH,130,0.00145836101202255,0.438875207141725,All other offspeed
"Houck, Tanner",FS,463,0.00118853184408342,0.616329736776354,All other offspeed
"Bieber, Shane",CH,90,0.00113621756519869,0.373645972974323,All other offspeed
"Anderson, Tyler",CH,1113,0.00106404346593223,0.742375100334813,All other offspeed
"Stroman, Marcus",FS,184,0.000443764343744728,0.104116641354863,All other offspeed
"Leiter, Jack",CH,313,0.000316658179268981,0.0821226592954289,All other offspeed
"Ray, Robbie",CH,353,0.000236970530542935,0.933933510570054,All other offspeed
"Bachar, Lake",FS,118,0.000172215868000052,0.485862039197256,All other offspeed
"Cortes, Nestor",CH,171,-1.12014806867571e-05,0.454013887590447,All other offspeed
"Muñoz, Roddery",CH,71,-9.44629469453224e-05,0.742971521277491,All other offspeed
"Soriano, George",CH,310,-0.000671944475584575,0.247842386277914,All other offspeed
"Bowlan, Jonathan",CH,75,-0.000739923030047106,0.00198301151084993,All other offspeed
"Ramirez, Nick",CH,93,-0.000847823420790618,0.575123106740463,All other offspeed
"Mahle, Tyler",FS,475,-0.000999706953475422,0.444135013486414,All other offspeed
"Greinke, Zack",CH,68,-0.00100962899353835,0.420902365300421,All other offspeed
"Garrett, Braxton",CH,86,-0.00146329725514002,0.488477607370829,All other offspeed
"Mlodzinski, Carmen",FS,331,-0.0015693445318829,0.000405670321340233,All other offspeed
"Sears, JP",CH,560,-0.00185827271783685,0.639767659880393,All other offspeed
"Urquidy, José",CH,70,-0.00195047247669294,0.574716063037361,All other offspeed
"Gómez, Yoendrys",CH,61,-0.00199742685393207,0.426162577191798,All other offspeed
"Harrison, Kyle",CH,333,-0.00217085523392131,0.567098733343069,All other offspeed
"Milner, Hoby",CH,239,-0.00243105718278897,0.866847885209613,All other offspeed
"Morales, Luis",CH,55,-0.00243513683788359,0.770587658803677,All other offspeed
"Boyd, Matthew",CH,608,-0.00278215496787089,0.79650700774923,All other offspeed
"Misiorowski, Jacob",CH,45,-0.00279585052879419,0.311699941274548,All other offspeed
"Holmes, Clay",CH,298,-0.00315670881490622,0.396921913042091,All other offspeed
"Carrasco, Carlos",CH,417,-0.00361930429052553,0.117499015708376,All other offspeed
"Lowder, Rhett",CH,160,-0.00441653418085794,0.612415651524653,All other offspeed
"Gonzales, Marco",CH,81,-0.00467933863897528,0.546004192975385,All other offspeed
"Smith, Cade",FS,341,-0.00478817561276317,0.111589833164086,All other offspeed
"Moore, Matt",CH,209,-0.00505365726329581,0.590112652888521,All other offspeed
"Yates, Kirby",FS,503,-0.00511763997434465,0.574921041694907,All other offspeed
"Baz, Shane",CH,275,-0.00596426590823692,0.821917085393571,All other offspeed
"Estes, Joey",CH,122,-0.00666169342173287,0.506044118837002,All other offspeed
"Chandler, Bubba",CH,180,-0.00690024920452522,0.741410098296007,All other offspeed
