brk_type,tun_terc,out_sw,in_sw,out_pp,in_pp,sens_sw,sens_pp
CU,tight tunnel,0.834659799711966,7.2609306239703,0.520255932142772,1.85894548294296,6.42627082425833,1.33868955080019
CU,middle,0.736740711811415,6.69635039812587,0.456859735657477,1.43780496536336,5.95960968631446,0.980945229705885
CU,loose tunnel,0.656359745296066,5.42445555546961,0.399424673540933,1.12337123059496,4.76809581017355,0.723946557054032
SL,tight tunnel,0.453324165226381,3.46668046964953,0.312159272255057,1.10678274290653,3.01335630442315,0.794623470651476
SL,middle,0.598862569478892,4.24536011790868,0.387033679595268,1.2269665005899,3.64649754842978,0.839932820994636
SL,loose tunnel,0.6189616185799,4.74961902824835,0.372769485203268,1.50061001852421,4.13065740966845,1.12784053332094
ST,tight tunnel,0.696825161987229,5.22746320407251,0.441706730935966,1.36136138516759,4.53063804208528,0.919654654231619
ST,middle,0.619073176737497,5.80877230063415,0.38446597116811,1.3480735716566,5.18969912389665,0.963607600488493
ST,loose tunnel,0.646076720897542,5.00283717140426,0.389997672720892,1.26076861692225,4.35676045050671,0.870770944201363
