pitcher,season,player_name,nsw,axis,arm,velo_sep,w_res,w_res_noarm,np,whiff,swing,velo,spin,rv100,as_ch,as_fb,name,as_gap,exp_whiff
664353,2021,"Urquidy, José",154,32.6673679194578,55.0006493506494,7.96054795146236,5.60911569979456,7.92522502085682,283,33.7579617834395,55.4770318021201,84.3968197879859,1907.06360424028,1.62968197879859,0.977,0.99,José Urquidy,-0.013,28.1488460836449
605488,2025,"Springs, Jeffrey",424,14.289346309927,45.3327830188679,11.5308979792157,5.60016665761366,6.10092399312549,720,41.2735849056604,58.8888888888889,79.1498611111111,1394.775,-0.260555555555555,0.958,0.991,Jeffrey Springs,-0.033,35.6734182480467
666142,2024,"Ragans, Cole",425,16.6750562618428,44.1021176470588,10.589549608296,5.59290641741272,5.78934147290896,740,47.7647058823529,57.4324324324324,84.7841891891892,2161.43648648649,1.08878378378378,0.989,0.993,Cole Ragans,-0.004,42.1717994649402
621249,2021,"Underwood Jr., Duane",148,13.5011897091198,47.6641891891892,6.26276772055073,5.48980435225297,6.80797715885721,321,34.2105263157895,47.3520249221184,87.7894080996885,1608.65420560748,-0.385981308411215,0.923,0.918,Duane Underwood Jr.,0.005,28.7207219635365
548389,2021,"Stripling, Ross",114,21.9745383279949,63.0666666666667,8.7349968343443,5.30975581934499,5.7505527704054,256,33.5526315789474,59.375,83.1390625,1674.76953125,2.759765625,0.913,0.937,Ross Stripling,-0.024,28.2428757596024
663567,2024,"Lambert, Peter",141,22.2089574940534,51.7276595744681,7.67238841785314,5.13638096900809,7.05173580857573,260,37.5886524822695,54.2307692307692,87.0003846153846,1462.22692307692,-0.0503846153846156,0.988,0.983,Peter Lambert,0.005,32.4522715132614
642545,2023,"Barria, Jaime",82,32.8691101760394,47.7987804878049,8.51987087517935,4.71558309585661,4.07930928106808,190,34.9397590361446,43.6842105263158,84.6205263157895,1536.26344086022,0.650526315789474,0.993,0.915,Jaime Barria,0.078,30.224175940288
656222,2024,"Beeks, Jalen",124,21.3073061066054,46.8104838709678,5.52155848612609,4.61981569681252,4.92081366908631,304,41.7322834645669,41.7763157894737,88.9098684210526,2028.68227424749,-1.22565789473684,0.928,0.945,Jalen Beeks,-0.017,37.1124677677544
669330,2026,"Wells, Tyler",114,15.378544274073,50.559649122807,6.3432341723875,4.55583257937977,4.96794231785933,186,33.9130434782609,61.8279569892473,87.1440860215054,2205.75268817204,2.2010752688172,0.956,0.93,Tyler Wells,0.026,29.3572108988811
666214,2024,"Wentz, Joey",94,19.6623822518936,49.7063829787234,7.79331714979294,4.26580054566446,4.34263485087355,234,40.4255319148936,40.1709401709402,85.7192307692308,2042.37606837607,-1.31709401709402,0.981,0.949,Joey Wentz,0.032,36.1597313692292
