PitcherId,season,nsw,axis,velo_sep,rz,rx,w,w_tj,name,slot,eff_ch,n_ch,eff_ff,eff_gap,matched,eff_floor,eff_close,hi_slot,core,corex,bb
690808,2025,41,25.8696608703755,2.82292258975064,4.9583256097561,3.29909,-3.81394011625976,0.768681282776535,"Gienger, Murphy",4.47724332024909,0.91468337546133,85,0.79514274417351,0.11954063128782,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
690967,2023,156,29.6971496528679,11.2511743612223,5.20759353576562,2.44899872021797,-0.498237072526648,3.8177544913424,"Carlson, Max",11.7096523960196,0.970997919775547,305,0.99750915848182,-0.0265112387062734,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
690972,2023,75,28.6024869411823,9.8761990822144,6.03454107284546,1.3731828101476,-11.1586241285375,-4.54472785127154,"Dixon, Joey",44.1823914574538,0.986115268606078,170,0.986691525787002,-0.000576257180924356,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
690981,2023,180,19.4088985448922,10.5249430367573,5.57258931265937,1.79748710857497,5.89766028578338,4.69652017779653,"Gordon, Lucas",25.8942339944936,0.996818265205683,373,0.978083811513853,0.0187344536918302,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
690999,2023,49,28.520671248336,7.96080631152657,6.52554367026504,1.69181878043681,3.95621334663085,-0.304370252376678,"Money, Blake",47.177251733348,0.967644377050252,91,0.983108401888464,-0.0154640248382127,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
691017,2023,105,13.2605163560866,13.2192656285652,6.07012793223063,2.3627033381235,5.83753472260322,4.75086721489795,"Sthele, Travis",30.10937788803,0.999900977203068,221,0.93555538787112,0.0643455893319476,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
691018,2024,57,36.4146157714788,11.4979175244668,6.04076631578947,1.69077561403509,-4.57331598570977,-5.03776821588343,"Swilling, Carson",38.4140266655786,1,127,1,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
691022,2024,70,46.510228180562,6.90955761709599,5.48623342857143,2.24790342857143,-8.50188290513648,-8.19226824775132,"Wagner, Luke",19.2779477158513,0.930360694751282,170,0.949274376415232,-0.0189136816639502,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
691779,2025,53,39.5198224691433,7.63851711289384,5.7700241509434,1.51924245283019,-18.5895611088928,-20.6416411234695,"Grundy, Kade",35.1575834338568,0.988056836784962,115,0.949274376415232,0.0387824603697302,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
693527,2024,92,34.4560686452263,10.8928013200359,5.46470369565217,2.03809434782609,-11.0827492801399,-12.3772823116303,"Denner, Jacob",20.5663545347308,0.860271219354827,193,0.766936390361013,0.0933348289938145,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
