pitcher,game_year,pitch_type,n,velo,hb,ivb,spin,sx,cx,sw,wh,name,hand,axis,whiff_rate,mv,fb_type,fb_axis,fb_velo,fb_hb,fb_ivb,fb_spin,fb_n,gap,velo_gap,mv_ratio,active_spin,wres,res_loc,plate_z,below,band
676083,2026,SL,253,86.4790513833992,-5.83446640316206,2.0001581027668,2428.30039525692,0.69343575106196,-0.67475470620167,128,22,"Junk, Janson",R,134.217741568546,17.1875,6.1677897699006,FF,207.649145394319,94.258865248227,6.28170212765958,18.7497872340426,2332,423,73.4314038257726,7.77981386482774,0.311912830951792,0.36,-12.4896245809301,-5.17994286065767,2.1766647963908,17.2131147540984,gyro middle (60-120°)
669467,2026,SL,574,87.6808362369338,-4.80815331010453,0.69219512195122,2316.893728223,0.803305080262296,-0.405684859012666,273,85,"Pallante, Andre",R,116.79467319016,31.1355311355311,4.85772295837486,FF,190.589980848257,95.1724786324786,0.634871794871795,11.969641025641,2234.05128205128,585,73.7953076580969,7.49164239554483,0.405267318677406,0.315,3.01378284692311,5.00172510531315,2.04430231869681,26.9662921348315,gyro middle (60-120°)
676395,2025,SL,257,86.9128404669261,-3.76389105058366,3.08498054474708,2403.49416342412,0.328976523240251,-0.832536107756799,130,28,"Garcia, Robert",L,158.438553175546,21.5384615384615,4.86661903194936,FF,233.671116410695,94.4354022988506,10.6433103448276,13.743724137931,2249.68275862069,435,75.2325632351488,7.52256183192451,0.279963666116061,0.259,-5.37272079569171,2.10513902393356,2.17380993556752,10.9375,gyro middle (60-120°)
681347,2025,SL,300,87.277,-3.6488,2.9684,2536.48,0.600165664105851,-0.527266060036127,138,37,"Burrows, Mike",R,131.300411699402,26.8115942028986,4.70373681236525,FF,206.975488177335,95.5094684385382,5.66790697674419,16.9325581395349,2305.50166112957,602,75.6750764779333,8.23246843853821,0.263426137847832,0.304,-6.97529470431858,-1.20646186696764,2.23004146676796,14.0625,gyro middle (60-120°)
592836,2025,SL,257,83.6315175097276,-6.6252140077821,5.24451361867704,2470.19844357977,0.58280372121779,-0.658998624527065,135,30,"Walker, Taijuan",R,138.511170742699,22.2222222222222,8.44975643112872,SI,215.237544726942,92.0216589861751,14.7309677419355,12.4877419354839,1963.90783410138,434,76.7263739842429,8.39014147644748,0.437543999439726,0.309,0.0768254425474429,2.94505793853789,2.23213743864653,15.2542372881356,gyro middle (60-120°)
594798,2025,SL,1029,90.3171039844509,-4.75078717201166,2.45586005830904,2693.61613216715,0.558583423333974,-0.736695642448542,505,196,"deGrom, Jacob",R,142.829569147479,38.8118811881188,5.34801153511735,FF,219.795552995203,97.4200634417129,8.9417605075337,16.5140364789849,2516.61300555115,1261,76.9659838477237,7.102959457262,0.284779688865505,0.325,1.91387441555455,-5.8604384253276,1.68965678439098,43.4968017057569,gyro middle (60-120°)
801403,2025,SL,231,89.4060606060606,-4.40831168831169,3.45766233766234,2586.34199134199,0.386531567651801,-0.808793035075252,93,21,"Dollander, Chase",R,154.45632379946,22.5806451612903,5.60255662912871,FF,231.620743129082,97.9070021881838,11.4928227571116,12.5298905908096,2431.80525164114,914,77.1644193296214,8.5009415821232,0.329514764293642,0.368,-9.85402964746925,-3.72737048782653,2.34046576102606,6.89655172413793,gyro middle (60-120°)
668881,2025,SL,698,89.5694842406877,-5.53151862464183,3.71140401146132,2424.0229226361,0.663238536886471,-0.670400443626306,356,164,"Greene, Hunter",R,135.307686780944,46.0674157303371,6.66124748309584,FF,213.896633275741,99.4670433145009,8.99118644067797,16.9089265536723,2436.39736346516,1062,78.5889464947968,9.89755907381327,0.347831248002259,0.42,9.57188311588465,5.459113851005,1.96393429606171,32.2147651006711,gyro middle (60-120°)
605154,2025,SL,208,83.9423076923077,-6.89884615384615,4.20807692307692,2596.07211538462,0.630856916266803,-0.712447739045629,105,27,"Brebbia, John",R,138.475811445789,25.7142857142857,8.08096464816982,FF,217.213316858841,92.5323886639676,10.8733603238866,17.2513360323887,2231.88663967611,247,78.7375054130528,8.59008097165992,0.396278789708776,0.429,-2.93142088601585,4.22191268619198,2.29392844602858,7,gyro middle (60-120°)
695505,2026,SL,701,90.3342368045649,-3.06676176890157,0.441825962910129,2761.30099857347,0.71889230514706,-0.380496788741476,363,186,"Burns, Chase",R,117.891465377846,51.2396694214876,3.09842507230653,FF,198.034343601536,97.7295627376426,3.5774144486692,18.6907984790875,2621.8288973384,1052,80.1428782236904,7.39532593307767,0.162817261536942,0.218,8.75093444509021,-1.9818251524346,1.60350176435477,50.997150997151,gyro middle (60-120°)
605488,2026,SL,448,83.9863839285714,-4.15633928571429,1.678125,2280.03794642857,0.616719822458222,-0.588806417077675,198,46,"Springs, Jeffrey",L,133.673579600655,23.2323232323232,4.48232749512984,FF,214.188475360822,91.4033205619413,9.69134099616858,16.6944061302682,2146.14559386973,783,80.5148957601675,7.41693663336983,0.232202784366721,0.321,-3.23535171608953,3.81319787232132,2.17345241329022,21.1640211640212,gyro middle (60-120°)
663556,2026,SL,294,88.2003401360544,-3.02122448979592,1.96530612244898,2353.59523809524,0.536305611492066,-0.49313567968278,166,46,"McClanahan, Shane",L,132.598691125472,27.710843373494,3.60419555139258,FF,214.48646814835,95.5862542955327,9.51443298969072,16.0086597938144,2220.64948453608,582,81.8877770228782,7.38591415947822,0.1935386847451,0.203,-4.7377068196041,-1.03394660195748,2.02926485186231,25,gyro middle (60-120°)
669467,2025,SL,788,87.3786802030457,-4.70847715736041,-0.797055837563452,2403.70050761421,0.881313394637395,-0.197140854937585,362,124,"Pallante, Andre",R,102.608914135909,34.2541436464088,4.77546386747703,FF,184.663439978319,94.4351417004049,0.384874493927125,10.0221862348178,2304.56842105263,1235,82.0545258424106,7.05646149735917,0.476138277528428,0.322,6.74620367701366,5.9278842029759,1.90976043999028,32.8571428571429,gyro middle (60-120°)
695611,2026,SL,247,87.3736842105263,-5.02591093117409,2.24259109311741,2317.03238866397,0.723875822774434,-0.577113992078212,122,35,"Jump, Gage",L,128.563797250849,28.6885245901639,5.50354390361563,FF,211.305958058992,96.3103250478012,8.5872275334608,16.4661567877629,2357.982791587,523,82.7421608081425,8.93664083727482,0.29635462338801,0.311,-4.15350555817098,-3.66006225431928,1.98517039026832,30.7692307692308,gyro middle (60-120°)
671212,2025,SL,327,90.8498470948012,-3.47596330275229,2.1754128440367,2611.83180428135,0.613775333954799,-0.655693412147118,151,47,"Boyle, Joe",R,136.89122942162,31.1258278145695,4.10057824264828,FF,219.756571473465,98.5152654867257,8.21469026548673,14.7748672566372,2578.91150442478,452,82.8653420518445,7.66541839192445,0.242566504247334,0.264,-3.49360630886368,-1.82895867106101,2.14328332390631,21.8543046357616,gyro middle (60-120°)
552640,2025,SL,422,89.2668246445498,-6.00113744075829,1.44682464454976,2654.40758293839,0.725943179451606,-0.605545804144235,252,100,"Kittredge, Andrew",R,129.833188699929,39.6825396825397,6.17308287121982,SI,213.192045394457,95.2581632653061,15.5657142857143,9.35061224489796,2284.07482993197,294,83.358856694528,5.99133862075637,0.339958495339764,0.344,9.68315753704505,3.42134937973416,1.68929520561871,43.8297872340426,gyro middle (60-120°)
656427,2025,SL,706,84.9725212464589,-6.41473087818697,2.83495750708215,2428.71246458924,0.760663476923573,-0.594803708943807,307,90,"Flaherty, Jack",R,128.023765457454,29.3159609120521,7.01325575653183,FF,211.952666561513,92.9583090379009,5.81772594752187,15.8413994169096,2261.70262390671,1372,83.9289011040592,7.98578779144195,0.415578271897368,0.418,3.04341321279268,-1.42504061286711,1.69182166128814,41.7857142857143,gyro middle (60-120°)
656427,2026,SL,397,85.0309823677582,-5.81773299748111,3.42408060453401,2439.90931989924,0.816195652008088,-0.530593852835691,181,58,"Flaherty, Jack",R,123.02715795919,32.0441988950276,6.75058110212199,FF,208.934557835533,92.7178660049628,5.77399503722084,16.1388089330025,2255.66873449132,806,85.9073998763433,7.68688363720459,0.393835749912653,0.429,4.41040049162133,1.7283124660695,1.79785792594522,33.9080459770115,gyro middle (60-120°)
670912,2025,SL,214,86.714953271028,-6.46317757009346,1.76130841121495,2384.65420560748,0.729761940731419,-0.584998679948116,99,28,"Oviedo, Johan",R,128.716691024006,28.2828282828283,6.69887092142965,FF,215.353064914457,95.4918699186992,5.93170731707317,15.2858536585366,2340.19512195122,246,86.6363738904515,8.77691664767114,0.408557011519345,0.363,-1.81839228433305,3.8025301354917,2.16818345941752,18.1818181818182,gyro middle (60-120°)
669194,2025,SL,365,86.6057534246575,-4.90323287671233,1.29501369863014,2401.84931506849,0.817325854716007,-0.226273229677147,154,49,"Nelson, Ryne",R,105.474525770302,31.8181818181818,5.07136600167178,FF,192.179044844465,95.6113350125945,3.26055415617128,19.1384886649874,2269.16309823678,1588,86.7045190741628,9.00558158793692,0.261218793005924,0.344,0.978600706472874,1.30756407833638,1.89678040220632,30.8219178082192,gyro middle (60-120°)
805673,2025,SL,342,88.2599415204678,-2.31228070175439,1.43473684210526,2420.13742690058,0.505585605859617,-0.34683175480819,197,76,"Matthews, Zebby",R,124.450124734452,38.5786802030457,2.72123351622016,FF,213.55873902205,96.2464991023339,9.04071813285458,16.6412208258528,2330.96947935368,557,89.1086142875975,7.98655758186609,0.143688305797622,0.181,5.66170558329673,0.585279953421645,1.77956126812133,43.1578947368421,gyro middle (60-120°)
656945,2026,SL,348,89.5637931034483,-6.04068965517241,2.15206896551724,2655.29885057471,0.725745645675428,-0.586806061745234,190,82,"Scott, Tanner",L,128.957482585756,43.1578947368421,6.41259170245927,FF,218.535035417071,96.7387959866221,6.74769230769231,16.2907023411371,2539.41806020067,299,89.5775528313147,7.1750028831738,0.363672466965423,0.299,5.49181302960675,-0.516196834955436,1.74204253461117,42.9378531073446,gyro middle (60-120°)
701581,2025,SL,236,87.5555084745763,-1.62,2.88508474576271,2594.81779661017,0.820270236158283,-0.319424011259343,115,37,"Festa, David",R,111.276592511679,32.1739130434783,3.30879343420418,FF,201.636946331339,94.1140287769784,2.95424460431655,18.3258992805755,2417.30935251799,278,90.3603538196603,6.55852030240214,0.178251565552676,0.23,-2.71219150774774,0.707697663812996,2.12315249515844,22.1238938053097,gyro middle (60-120°)
678226,2025,SL,402,88.3201492537314,-2.75044776119403,0.893134328358209,2673.24875621891,0.522368940589962,-0.405020318978276,182,60,"Hernández, Daysbel",R,127.78831766611,32.967032967033,2.89182499739336,FF,218.562431231571,97.6606349206349,8.816,16.1302857142857,2315.52698412698,315,90.7741135654605,9.34048566690358,0.157315961065974,0.179,-1.91886480284168,-2.79605296625368,1.9832884433932,27.5280898876405,gyro middle (60-120°)
685126,2026,SL,227,83.8872246696035,-5.38308370044053,1.74026431718062,2220.64317180617,0.731231521759507,-0.543664447452718,111,39,"Eisert, Brandon",L,126.630490308003,35.1351351351351,5.65739427825219,FF,217.630702135864,90.0062240663901,7.31551867219917,15.1359336099585,2118.26141078838,241,91.0002118278612,6.11899939678652,0.336527182129903,0.353,5.22424374070867,0.601672547914002,1.75791756625066,45.8715596330275,gyro middle (60-120°)
695549,2025,SL,285,88.779298245614,-6.04757894736842,1.44042105263158,2727.67368421053,0.793851333022906,-0.437250203810593,128,34,"Jobe, Jackson",R,118.845800881176,26.5625,6.21675348823789,FF,209.919783849935,96.4564189189189,7.38202702702703,17.6825675675676,2375.81418918919,296,91.073982968759,7.67712067330488,0.3244378534551,0.296,-3.74138728931496,-2.9725984004118,1.9625438935047,28.0701754385965,gyro middle (60-120°)
695505,2025,SL,264,90.8890151515152,-5.04863636363636,1.335,2818.81439393939,0.823206375275584,-0.243717869379063,142,62,"Burns, Chase",R,106.491875423148,43.6619718309859,5.22215991063386,FF,197.678715084734,98.6886414253898,3.49336302895323,18.1165256124722,2602.56792873051,449,91.1868396615859,7.79962627387461,0.283039912510795,0.239,-0.151349831368353,-5.48738832661315,1.91305447793604,41.0071942446043,gyro middle (60-120°)
681402,2026,SL,223,87.5717488789238,-1.47713004484305,1.70690582959641,2209.16143497758,0.639160777485161,-0.347315177835286,111,27,"Varland, Gus",R,118.519325508838,24.3243243243243,2.2573082821113,FF,209.906565907982,95.0978658536585,9.31719512195122,18.3406097560976,2307.59451219512,328,91.3872403991437,7.52611697473476,0.109729690970457,0.146,-9.05640484724498,-7.0825117240004,1.99845468346516,31.7757009345794,gyro middle (60-120°)
690916,2025,SL,206,87.8160194174757,-4.27514563106796,0.432815533980583,2410.3786407767,0.894637292177372,-0.269254703125341,113,29,"Fitts, Richard",R,106.749967100624,25.6637168141593,4.29699888914279,FF,198.673708185473,95.8666666666667,2.40378947368421,17.0273684210526,2451.96140350877,285,91.9237410848497,8.05064724919093,0.249880644962249,0.301,-4.07413850405647,3.22216282376367,2.18253803676908,16.3636363636364,gyro middle (60-120°)
669199,2025,SL,278,89.1769784172662,-2.29079136690648,1.53539568345324,2654.68705035971,0.43490921724366,-0.260181367809111,143,55,"Bachar, Lake",R,120.889675436356,38.4615384615385,2.75774636097305,FF,213.342724712312,94.7687074829932,9.38612244897959,18.2941496598639,2714.43310657596,441,92.453049275956,5.59172906572701,0.134121859219458,0.191,5.57441948457735,2.19912887233958,1.72701818634253,41.9117647058824,gyro middle (60-120°)
625643,2026,SL,377,84.1358090185677,-5.38663129973475,0.187480106100796,2319.2599469496,0.822718370447004,-0.400702196604559,156,54,"López, Reynaldo",R,115.968240886659,34.6153846153846,5.38989290704979,FF,208.704609511097,94.2382440476191,6.92285714285714,16.6333928571429,2065.49702380952,672,92.7363686244378,10.1024350290514,0.299163598856032,0.333,8.861532470615,0.27463114661351,1.6004234211768,49.6774193548387,gyro middle (60-120°)
656986,2025,SL,418,85.6753588516746,-3.66430622009569,-0.168516746411483,2351.66746411483,0.882037448526631,-0.265044892768487,226,113,"Sousa, Bennett",L,106.725084554153,50,3.66817910801164,FF,199.481345083614,95.0677966101695,3.56542372881356,16.9769491525424,2237.59322033898,295,92.7562605294609,9.39243775849485,0.211455252197241,0.239,18.0377632076041,13.1454534126403,1.72138477550295,45.0450450450451,gyro middle (60-120°)
669211,2025,SL,307,85.5547231270358,-3.6042996742671,2.86592833876222,2581.30618892508,0.598201064043249,-0.465829354711595,143,37,"Akin, Keegan",L,127.908499320687,25.8741258741259,4.60483673813114,FF,220.72619084163,93.7098181818182,11.8789090909091,17.1970909090909,2371.19636363636,550,92.8176915209429,8.15509505478235,0.220317428540677,0.256,-3.48097148901546,-3.07241805963293,1.91507234196862,29.6296296296296,gyro middle (60-120°)
693433,2026,SL,285,86.9747368421053,-2.47957894736842,1.53347368421053,2219.10526315789,0.519206072320102,-0.50824364158347,150,49,"Woo, Bryan",R,134.388702752719,32.6666666666667,2.91545078785407,FF,227.222420142782,95.8745684695052,10.7171461449942,14.673417721519,2288.90333716916,869,92.8337173900627,8.89983162739992,0.160449833896054,0.162,1.40739522957929,-2.53651423112065,1.7251723482363,43.3566433566434,gyro middle (60-120°)
682254,2025,SL,293,89.7474402730376,-0.843276450511945,1.76600682593857,2571.34470989761,0.556034355100791,-0.18850822317538,160,70,"Montgomery, Mason",L,108.727821235358,43.75,1.9570118245043,FF,203.131171182734,98.7204116638079,6.08150943396226,18.4972898799314,2314.25214408233,583,94.4033499473753,8.97297139077035,0.100507114009959,0.146,-3.21533875472118,-6.77219540400327,1.92834311384494,35.8974358974359,gyro middle (60-120°)
665795,2025,SL,389,88.4907455012854,-1.87125964010283,2.19670951156812,2548.26992287918,0.625164932438191,-0.45748645386656,183,80,"Cabrera, Edward",R,126.19611404777,43.7158469945355,2.88567935136453,SI,222.990267953205,96.87,17.2160869565217,9.55408695652174,2308.9152173913,460,96.7941539054351,8.37925449871466,0.146559713271243,0.22,8.1883690136929,9.8971365282129,2.05348975217691,21.5909090909091,gyro middle (60-120°)
683004,2025,SL,622,87.6088424437299,-4.21987138263666,1.30668810289389,2550.58038585209,0.780701403896774,-0.374609076055745,323,89,"Leiter, Jack",R,115.633394464098,27.5541795665635,4.41755003188874,FF,213.2722621917,97.3659003831418,8.82689655172414,17.4363218390805,2428.80459770115,1044,97.6388677276021,9.75705793941187,0.22603944569455,0.273,-8.96851970287339,-5.6358384199365,2.16763287582479,18.4818481848185,gyro middle (60-120°)
669387,2025,SL,244,88.6459016393443,-2.65868852459016,2.48852459016393,2469.20491803279,0.490413994938469,-0.38189369244102,130,26,"Mlodzinski, Carmen",R,127.908496690433,20,3.64161767716464,FF,226.00348230498,96.0370065789474,9.61894736842105,11.7059210526316,2142.16118421053,608,98.0949856145469,7.39110493960311,0.240354972702778,0.184,-10.8820450286347,-7.14852816560232,2.03492032690057,21.6666666666667,gyro middle (60-120°)
669461,2025,SL,524,86.4083969465649,-4.00832061068702,1.01954198473283,2690.90648854962,0.73983038041769,-0.266536491795224,308,98,"Liberatore, Matthew",L,109.812419405309,31.8181818181818,4.13595212456471,FF,208.40618013791,93.9322580645161,7.05660589060309,16.4196353436185,2113.37026647966,713,98.593760732601,7.52386111795124,0.231423773777751,0.226,-2.05877398263658,-1.29734478481705,2.06314770673427,26.4604810996564,gyro middle (60-120°)
669461,2026,SL,409,86.5046454767726,-4.31471882640587,0.866699266503667,2658.55012224939,0.801227868559988,-0.244835998083998,216,81,"Liberatore, Matthew",L,106.991894046318,37.5,4.40090515343142,FF,206.544855308652,94.4468239564428,6.3913611615245,16.5717604355717,2107.12341197822,551,99.5529612623345,7.9421784796702,0.247777056298549,0.234,4.39665168036556,2.18311025197233,1.94892110541575,35.377358490566,gyro middle (60-120°)
661563,2025,SL,250,86.6664,-7.92816,5.85072,2654.296,0.911399695925032,-0.166585082973393,111,35,"Gil, Luis",R,100.358148419177,31.5315315315315,9.85325557894445,FF,200.482488890594,95.3488798370672,2.78052953156823,16.3024032586558,2467.75967413442,491,100.124340471417,8.68247983706722,0.595801131336601,0.344,-2.09907098526626,-0.00949708280729796,2.27190271833453,15.5963302752294,gyro middle (60-120°)
694037,2025,SL,207,88.5207729468599,-2.34144927536232,1.08695652173913,2285.57487922705,0.678203871277295,-0.412386526600198,110,43,"Palencia, Daniel",R,121.301980470492,39.0909090909091,2.58144517455745,FF,221.436335531684,99.5993630573248,11.855923566879,15.3626751592357,2347.4076433121,628,100.134355061191,11.0785901104649,0.133026244231626,0.238,0.110026778692411,1.94773318548181,2.08357326143898,20.7920792079208,gyro middle (60-120°)
683003,2026,SL,274,89.8405109489051,-3.26189781021898,1.44569343065693,2680.17518248175,0.783378328984407,-0.374177894518775,138,50,"Jones, Jared",R,115.531308960227,36.231884057971,3.56791351068884,FF,217.32554050962,98.430081300813,8.83284552845528,15.6562601626016,2545.73983739837,369,101.794231549394,8.58957035190791,0.198481732494791,0.236,-4.53693946020766,-4.95322459140881,1.89975104551476,31.8181818181818,gyro middle (60-120°)
693855,2026,ST,304,81.3463815789474,-12.5944736842105,8.84605263157895,2187.50986842105,0.913526576343214,-0.30580021343758,156,52,"Seymour, Ian",L,108.507811499132,33.3333333333333,15.3906924646988,FF,211.126890247773,91.5543543543544,6.45225225225225,17.4998198198198,2184.78378378378,333,102.619078748641,10.207972775407,0.825175628682937,0.338,2.26439496020679,9.5701519693687,2.58028797959523,2.02702702702703,gyro middle (60-120°)
656945,2025,SL,434,88.9112903225806,-5.66599078341014,0.950599078341014,2632.1267281106,0.815684288087475,-0.372643650963684,226,86,"Scott, Tanner",L,114.553191016139,38.0530973451327,5.74517973308333,FF,217.265990697046,96.4799180327869,6.16401639344262,16.769262295082,2549.15163934426,488,102.712799680906,7.56862771020624,0.321565881521928,0.278,3.74754233823681,-0.756580154326329,1.79753771174474,38.1395348837209,gyro middle (60-120°)
607192,2025,SL,341,89.3413489736071,-3.10521994134897,-0.13759530791789,2666.27272727273,0.634062331458755,0.0302708730610947,153,61,"Glasnow, Tyler",R,87.2667081854771,39.8692810457516,3.10826693720349,FF,190.283196266148,95.7097649186257,1.33128390596745,16.4382640144665,2534.14104882459,553,103.016488080671,6.36841594501864,0.188470232325283,0.229,-3.12184204486808,-5.40853701377804,2.05831991316891,28.169014084507,gyro middle (60-120°)
656641,2025,SL,282,84.4829787234043,-5.27276595744681,0.981702127659574,2513.21631205674,0.869880168247368,-0.237883171186604,131,39,"Latz, Jacob",L,105.294538941675,29.7709923664122,5.36337579416745,FF,210.442113696815,94.2451127819549,8.73437593984962,18.7773834586466,2279.64210526316,665,105.14757475514,9.76213405855063,0.258982612583027,0.313,-0.425140191947915,3.5246740924904,2.07132844616167,23.015873015873,gyro middle (60-120°)
691587,2026,ST,237,83.573417721519,-8.87594936708861,10.9422784810127,2520.4641350211,0.911755612140538,-0.310184476401053,111,39,"Pérez, Eury",R,108.788598181753,35.1351351351351,14.0895683228108,FF,215.765152805246,98.2476878612717,11.1459537572254,18.1026589595376,2670.45953757225,692,106.976554623492,14.6742701397527,0.662762603167979,0.41,-2.76314573016509,1.60941176840394,2.2701610661807,13.6363636363636,gyro middle (60-120°)
663436,2026,SL,254,87.1259842519685,-4.81275590551181,1.20425196850394,2604.86220472441,0.824016081529165,-0.292988726485507,139,53,"Martin, Davis",R,109.573448721812,38.1294964028777,4.96113315782639,FF,216.689197231104,93.9786163522013,5.39421383647799,14.1194968553459,2410.19077568134,477,107.115748509292,6.85263210023275,0.328229756808277,0.233,11.1402213890919,-1.57452612248921,1.72077378778874,43.7956204379562,gyro middle (60-120°)
678692,2025,SL,270,87.6685185185185,-3.87733333333333,4.72266666666667,2521.86666666667,0.824349341343405,-0.160137267011158,149,59,"Henriquez, Ronny",R,100.993301617728,39.5973154362416,6.11042504431748,FF,210.36449020071,96.6620991253644,6.31661807580175,18.4380174927114,2496.8250728863,343,109.371188582982,8.99358060684591,0.31351588600427,0.277,1.82770609382595,1.56827875485281,1.90266429902478,30.8219178082192,gyro middle (60-120°)
663567,2026,SL,250,85.6484,-2.98752,1.6944,2635.42,0.874209798782095,-0.206085382545229,115,30,"Lambert, Peter",R,103.264672633934,26.0869565217391,3.43456942139768,FF,212.649667537148,93.9381502890173,8.27075144508671,17.5685549132948,2304.15028901734,519,109.384994903214,8.28975028901735,0.176875378998387,0.257,-1.81926532660177,1.81147853702339,1.99131126233832,26.3157894736842,gyro middle (60-120°)
656605,2025,SL,401,86.9371571072319,-4.57197007481297,-0.494364089775561,2531.1246882793,0.854867022292242,-0.277969845639659,221,60,"Keller, Mitch",R,108.012530617046,27.1493212669683,4.59862003412381,FF,217.772662433933,94.0940940940941,8.46354354354354,15.2586186186186,2403.5955955956,999,109.760131816888,7.15693698686216,0.263550920246566,0.278,-0.756691769462622,-2.94587716900894,1.82797803238739,34.8623853211009,gyro middle (60-120°)
681676,2025,SL,257,86.6054474708171,-2.75766536964981,0.396887159533075,2666.47470817121,0.746868298250568,-0.0340345580801688,141,52,"Fernandez, Ryan",R,92.6091459582113,36.8794326241135,2.7860792717308,FF,202.432618492589,95.1538461538462,8.20961538461538,17.3630769230769,2203.75961538462,208,109.823472534378,8.54839868302904,0.145062218196297,0.207,4.88737338228862,6.66745438621784,1.97315053549033,24.2424242424242,gyro middle (60-120°)
542888,2025,ST,260,85.0819230769231,-12.3429230769231,9.92169230769231,2616.46538461538,0.95779426899622,-0.181617487586189,109,39,"Armstrong, Shawn",R,100.736982910502,35.7798165137615,15.8362788663045,FF,211.096164972926,93.49726443769,5.41531914893617,15.7637689969605,2344.94224924012,329,110.359182062424,8.41534136076689,0.950100945397308,0.449,1.26800074751119,1.73855601757563,2.2839761932362,16.3461538461538,gyro middle (60-120°)
679883,2026,SL,265,88.0132075471698,-6.59003773584906,-1.08860377358491,2701.05283018868,0.925244043828031,-0.0155944474809403,106,37,"Avila, Luinder",R,90.9655954440798,34.9056603773585,6.67934544216556,SI,201.695182400032,96.3681415929204,11.4300884955752,11.0056637168142,2413.28318584071,339,110.729586955952,8.35493404575054,0.420950056512287,0.424,-0.579139026436971,-5.3852110498661,1.86323832063762,39.2156862745098,gyro middle (60-120°)
672841,2025,SL,223,90.195067264574,-3.67748878923767,2.08035874439462,2378.60986547085,0.692585015821494,-0.23498842612314,121,32,"Vargas, Carlos",R,108.74165383628,26.4462809917355,4.22514097993758,SI,221.854022530578,97.5849927849928,15.3809523809524,4.80363636363636,2165.89898989899,693,113.112368694298,7.38992552041879,0.262209363641217,0.264,-3.23351638606844,0.0161029262046687,2.2259475524032,18.1818181818182,gyro middle (60-120°)
607067,2026,SL,207,86.0792270531401,-3.41913043478261,-0.513623188405797,2128.15458937198,0.921908868197918,-0.203921239831798,109,32,"Rea, Colin",R,102.472686454638,29.3577981651376,3.45749355888407,FF,218.909761910933,93.6953846153846,8.60707692307692,13.358,2176.58974358974,780,116.437075456295,7.61615756224451,0.217578141739745,0.267,1.66693718681673,-3.39760896397286,1.79436034897973,44.3396226415094,gyro middle (60-120°)
702070,2025,SL,306,84.1421568627451,-2.95764705882353,-1.15647058823529,2534.4183006536,0.821683577864826,0.108006060937498,161,50,"Cameron, Noah",L,82.5116958878694,31.055900621118,3.1757047006957,FF,199.005193416206,92.3355516637478,4.47446584938704,16.8077758318739,2288.01576182137,571,116.493497528337,8.19339480100271,0.182583490866599,0.246,-0.28097829362396,0.716143478009119,1.95070590568005,28.2051282051282,gyro middle (60-120°)
605130,2025,SL,252,84.261507936508,-7.57666666666667,1.15952380952381,2645.68253968254,0.963193890616857,-0.204863304941318,105,38,"Barlow, Scott",R,102.007405611695,36.1904761904762,7.66487920600386,FF,218.808322638522,92.2713793103448,3.51765517241379,12.3045517241379,2435.09310344828,290,116.800917026827,8.00987137383689,0.598935878248315,0.453,8.35422251512994,8.61953858268854,1.91266552673175,25.2525252525253,gyro middle (60-120°)
601713,2025,ST,549,81.9105646630237,-13.1796721311475,3.1575956284153,2439.58469945355,0.918342080554455,0.272619144704825,281,106,"Pivetta, Nick",R,73.465945396509,37.7224199288256,13.5526443042358,FF,192.292708056356,93.8156467315716,2.78144645340751,19.7267315716273,2322.39638386648,1438,118.826762659847,11.905082068548,0.680290214072288,0.422,5.627339275769,9.11696778420106,2.43484344970679,11.4503816793893,gyro middle (60-120°)
592866,2025,ST,398,76.8090452261307,-10.4421105527638,7.31788944723618,2226.56281407035,0.986514841499269,-0.0343456315717022,173,49,"Williams, Trevor",R,91.9939540215023,28.3236994219653,12.7510461828868,FF,212.0047916122,87.7430668841762,2.20972267536705,10.1230668841762,2220.74225122349,613,120.010837590697,10.9340216580455,1.23062537819076,0.502,-2.04572879660194,-3.6459060078159,1.72959019833792,38.4615384615385,mirror (>120°)
664076,2025,SL,344,87.0665697674419,-6.09139534883721,-0.296162790697675,2592.70058139535,0.90878764350859,-0.196923863869124,171,61,"Cleavinger, Garrett",L,102.226319497743,35.672514619883,6.09859079578466,SI,222.671348923596,96.2911042944785,16.1650306748466,9.15349693251534,2409.5245398773,326,120.445029425853,9.22453452703667,0.32829202659896,0.355,2.36919226578112,3.9864945225758,2.1321149857662,17.5757575757576,mirror (>120°)
677960,2026,SL,223,87.0946188340807,-3.69201793721973,1.32699551569507,2651.09865470852,0.730712807096552,-0.185465982406479,121,45,"Weathers, Ryan",L,104.241791831712,37.1900826446281,3.92325292932116,FF,226.186086018617,95.8164904862579,10.9063002114165,15.3559408033827,2380.00422832981,473,121.944294186906,8.72187165217721,0.20829732677745,0.222,5.86647365610094,5.09155952311053,1.87665607948429,31.9327731092437,mirror (>120°)
682990,2025,SL,664,86.1003012048193,-4.11524096385542,-0.492289156626506,2470.3343373494,0.913565044226223,-0.092513149661401,343,120,"Priester, Quinn",R,95.7824068360893,34.9854227405248,4.14458161993774,SI,218.36170937794,93.8762876579203,14.638250728863,7.15288629737609,2043.5267249757,1029,122.57930254185,7.77598645310104,0.254387483885574,0.285,6.62475034332916,4.17788859728178,1.78443667666922,36.1194029850746,mirror (>120°)
